"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CD70-mRNA",-1.51,0.509,-2.51,-0.516,0.35,0.175,0.699,0.00629,0.14,"lm.nb","NM_001252.3:420"
"NEIL1-mRNA",1.38,0.468,0.466,2.3,2.61,1.38,4.92,0.00655,0.142,"lm.nb","NM_024608.2:1675"
"ITGB2-mRNA",-1.63,0.554,-2.72,-0.543,0.323,0.152,0.686,0.00682,0.144,"lm.nb","NM_000211.3:1412"
"GLUD1-mRNA",-1.11,0.379,-1.85,-0.367,0.463,0.277,0.775,0.00701,0.145,"lm.nb","NM_005271.2:2680"
"KIR2DL3-mRNA",1.44,0.507,0.443,2.43,2.71,1.36,5.4,0.00877,0.176,"lm.nb","NM_015868.2:145"
"IER3-mRNA",-2.1,0.755,-3.57,-0.616,0.234,0.084,0.652,0.01,0.197,"lm.nb","NM_003897.3:204"
"HLA-E-mRNA",-1.88,0.681,-3.22,-0.55,0.271,0.107,0.683,0.0102,0.197,"lm.nb","NM_005516.5:1287"
"CCL20-mRNA",-3.18,1.19,-5.52,-0.851,0.11,0.0218,0.554,0.0128,0.24,"lm.nb","NM_001130046.1:295"
"SPP1-mRNA",-2.88,1.11,-5.05,-0.712,0.136,0.0302,0.61,0.015,0.276,"lm.nb","NM_000582.2:760"
"GLUL-mRNA",-1.74,0.684,-3.08,-0.4,0.299,0.118,0.758,0.0172,0.31,"lm.nb","NM_002065.6:1485"
"RPL23-mRNA",-2.17,0.856,-3.85,-0.492,0.222,0.0695,0.711,0.0176,0.31,"lm.nb","NM_000978.3:100"
"IFI16-mRNA",-1.82,0.724,-3.24,-0.398,0.284,0.106,0.759,0.0186,0.321,"lm.nb","NM_001206567.1:2351"
"LDHB-mRNA",-1.97,0.789,-3.52,-0.427,0.255,0.0872,0.744,0.019,0.321,"lm.nb","NM_001174097.2:1200"
"LILRA1-mRNA",1.01,0.413,0.205,1.82,2.02,1.15,3.54,0.021,0.341,"lm.nb","NM_001278318.1:486"
"FBP1-mRNA",-1.24,0.504,-2.22,-0.25,0.424,0.214,0.841,0.021,0.341,"lm.nb","NM_001127628.1:488"
"JAK1-mRNA",-1.3,0.53,-2.34,-0.258,0.407,0.198,0.836,0.0215,0.343,"lm.nb","NM_002227.1:285"
"MAP3K7-mRNA",-0.776,0.337,-1.44,-0.116,0.584,0.369,0.923,0.0295,0.462,"lm.nb","NM_003188.3:1178"
"CCL5-mRNA",-1.09,0.481,-2.04,-0.149,0.469,0.244,0.902,0.0317,0.487,"lm.nb","NM_002985.2:277"
"FCGR3A/B-mRNA",-1.28,0.581,-2.42,-0.141,0.412,0.187,0.907,0.0366,0.542,"lm.nb","NM_000570.4:255"
"TNFSF10-mRNA",-1.78,0.809,-3.36,-0.191,0.292,0.0973,0.876,0.0372,0.542,"lm.nb","NM_003810.3:155"
"ADM-mRNA",-1.35,0.615,-2.55,-0.141,0.393,0.17,0.907,0.0377,0.542,"lm.nb","NM_001124.2:1413"
"LYZ-mRNA",-2.14,0.977,-4.05,-0.223,0.227,0.0603,0.857,0.0379,0.542,"lm.nb","NM_000239.2:381"
"IL33-mRNA",0.914,0.442,0.0486,1.78,1.88,1.03,3.43,0.0485,0.683,"lm.nb","NM_033439.3:1842"
"MET-mRNA",-1.15,0.571,-2.27,-0.0329,0.45,0.207,0.977,0.0541,0.749,"lm.nb","NM_000245.2:1488"
"B2M-mRNA",-3.37,1.7,-6.7,-0.0328,0.0969,0.0096,0.978,0.0585,0.797,"loglinear","NM_004048.2:573"
"CD68-mRNA",-1.35,0.708,-2.74,0.0341,0.391,0.149,1.02,0.067,0.899,"lm.nb","NM_001251.2:1140"
"RSAD2-mRNA",0.571,0.3,-0.0174,1.16,1.49,0.988,2.23,0.0683,0.9,"lm.nb","NM_080657.4:1057"
"PVRIG-mRNA",0.667,0.352,-0.0233,1.36,1.59,0.984,2.56,0.0694,0.9,"lm.nb","NM_024070.3:1390"
"GBP2-mRNA",-1.06,0.561,-2.16,0.0406,0.48,0.224,1.03,0.0703,0.9,"lm.nb","NM_004120.4:1744"
"TPSAB1/B2-mRNA",-1.21,0.644,-2.47,0.0573,0.434,0.181,1.04,0.0726,0.916,"lm.nb","NM_003294.3:556"
"LDHA-mRNA",-1.61,0.871,-3.32,0.0972,0.328,0.1,1.07,0.0759,0.944,"lm.nb","NM_001135239.1:1053"
"IFITM2-mRNA",-1.1,0.614,-2.31,0.101,0.466,0.202,1.07,0.0842,1,"lm.nb","NM_006435.2:390"
"OAS3-mRNA",0.595,0.333,-0.0584,1.25,1.51,0.96,2.38,0.086,1,"lm.nb","NM_006187.3:2354"
"CD47-mRNA",-1.45,0.814,-3.04,0.149,0.367,0.122,1.11,0.0873,1,"lm.nb","NM_001777.3:901"
"CXCL8-mRNA",-3.61,2.08,-7.68,0.459,0.0818,0.00487,1.37,0.0938,1,"loglinear","NM_000584.3:170"
"CTSS-mRNA",-1.01,0.583,-2.15,0.134,0.497,0.225,1.1,0.0954,1,"lm.nb","NM_004079.3:685"
"PARP4-mRNA",-0.629,0.367,-1.35,0.091,0.647,0.393,1.07,0.0988,1,"lm.nb","NM_006437.3:1399"
"PTGS2-mRNA",1.14,0.666,-0.165,2.44,2.2,0.892,5.44,0.0989,1,"lm.nb","NM_000963.1:495"
"EOMES-mRNA",0.841,0.493,-0.124,1.81,1.79,0.918,3.5,0.0996,1,"lm.nb","NM_001278182.1:1522"
"CCL18-mRNA",0.619,0.368,-0.101,1.34,1.54,0.932,2.53,0.104,1,"lm.nb","NM_002988.3:45"
"HLA-C-mRNA",-0.958,0.571,-2.08,0.16,0.515,0.237,1.12,0.105,1,"lm.nb","NM_002117.4:898"
"CD19-mRNA",0.848,0.507,-0.146,1.84,1.8,0.904,3.58,0.106,1,"lm.nb","NM_001770.4:1770"
"BNIP3-mRNA",0.493,0.3,-0.0955,1.08,1.41,0.936,2.12,0.113,1,"lm.nb","NM_004052.3:116"
"CXCL1-mRNA",-1.75,1.07,-3.85,0.345,0.296,0.0691,1.27,0.114,1,"lm.nb","NM_001511.3:743"
"IFITM1-mRNA",-0.738,0.459,-1.64,0.161,0.599,0.321,1.12,0.12,1,"lm.nb","NM_003641.3:536"
"BAD-mRNA",0.606,0.378,-0.136,1.35,1.52,0.91,2.54,0.122,1,"lm.nb","NM_004322.3:963"
"TLR2-mRNA",-0.733,0.459,-1.63,0.167,0.602,0.323,1.12,0.123,1,"lm.nb","NM_001318787.1:484"
"HLA-A-mRNA",-1.22,0.763,-2.71,0.278,0.43,0.153,1.21,0.123,1,"lm.nb","NM_002116.7:298"
"ICAM1-mRNA",-1.36,0.868,-3.06,0.338,0.389,0.12,1.26,0.128,1,"lm.nb","NM_000201.2:2253"
"API5-mRNA",-1.3,0.838,-2.94,0.343,0.406,0.13,1.27,0.133,1,"lm.nb","NM_001142930.1:1552"
"TWF1-mRNA",-0.682,0.444,-1.55,0.188,0.623,0.341,1.14,0.136,1,"lm.nb","NM_002822.4:1574"
"STAT2-mRNA",-0.804,0.526,-1.84,0.228,0.573,0.28,1.17,0.139,1,"lm.nb","NM_005419.2:1965"
"OASL-mRNA",0.48,0.314,-0.136,1.1,1.39,0.91,2.14,0.139,1,"lm.nb","NM_003733.2:1570"
"HLA-B-mRNA",-1.36,0.892,-3.1,0.393,0.391,0.116,1.31,0.141,1,"lm.nb","NM_005514.6:1247"
"ITPK1-mRNA",0.531,0.349,-0.154,1.21,1.44,0.899,2.32,0.141,1,"lm.nb","NM_001142593.2:958"
"DPP4-mRNA",-1.14,0.761,-2.63,0.351,0.454,0.161,1.28,0.146,1,"lm.nb","NM_001935.3:1861"
"TYMP-mRNA",-0.775,0.518,-1.79,0.241,0.585,0.289,1.18,0.147,1,"lm.nb","NM_001113755.2:645"
"IFI27-mRNA",-1.27,0.857,-2.95,0.411,0.415,0.129,1.33,0.151,1,"lm.nb","NM_005532.3:390"
"DDB2-mRNA",0.584,0.397,-0.194,1.36,1.5,0.874,2.57,0.153,1,"lm.nb","NM_000107.2:1556"
"CD44-mRNA",-1.39,0.951,-3.26,0.473,0.381,0.105,1.39,0.156,1,"lm.nb","NM_001001392.1:566"
"ERO1A-mRNA",-1.13,0.788,-2.67,0.417,0.458,0.157,1.34,0.164,1,"lm.nb","NM_014584.2:963"
"CCL2-mRNA",-1.51,1.06,-3.6,0.574,0.351,0.0828,1.49,0.167,1,"lm.nb","NM_002982.3:303"
"RPL7A-mRNA",-2.33,1.65,-5.56,0.909,0.199,0.0212,1.88,0.171,1,"loglinear","NM_000972.2:657"
"NDUFA4L2-mRNA",-1.2,0.877,-2.91,0.524,0.437,0.133,1.44,0.185,1,"lm.nb","NM_020142.3:563"
"IL1R2-mRNA",0.478,0.351,-0.211,1.17,1.39,0.864,2.25,0.185,1,"lm.nb","NR_048564.1:949"
"ULBP2-mRNA",0.605,0.454,-0.285,1.49,1.52,0.821,2.82,0.194,1,"lm.nb","NM_025217.2:905"
"ENO1-mRNA",-1.1,0.861,-2.78,0.591,0.468,0.145,1.51,0.214,1,"lm.nb","NM_001428.3:782"
"VTCN1-mRNA",0.459,0.385,-0.296,1.21,1.38,0.815,2.32,0.244,1,"lm.nb","NM_001253849.1:871"
"NOTCH2-mRNA",-0.535,0.454,-1.42,0.355,0.69,0.372,1.28,0.249,1,"lm.nb","NM_024408.3:2842"
"CDKN2A-mRNA",0.471,0.415,-0.343,1.28,1.39,0.788,2.44,0.267,1,"lm.nb","NM_000077.4:1052"
"TPI1-mRNA",-1.83,1.63,-5.02,1.37,0.282,0.0308,2.58,0.273,1,"loglinear","NM_000365.5:153"
"ALDOA-mRNA",-0.858,0.766,-2.36,0.642,0.552,0.195,1.56,0.273,1,"lm.nb","NM_000034.3:2049"
"SIRPA-mRNA",-0.595,0.536,-1.65,0.456,0.662,0.32,1.37,0.278,1,"lm.nb","NM_001040023.1:3355"
"SNAI1-mRNA",0.369,0.354,-0.326,1.06,1.29,0.798,2.09,0.308,1,"lm.nb","NM_005985.3:960"
"ALDOC-mRNA",0.434,0.443,-0.434,1.3,1.35,0.74,2.47,0.336,1,"lm.nb","NM_005165.2:335"
"PKM-mRNA",-1.59,1.63,-4.78,1.6,0.332,0.0365,3.03,0.338,1,"loglinear","NM_001206796.2:1533"
"IL10RA-mRNA",-0.352,0.363,-1.06,0.361,0.784,0.478,1.28,0.342,1,"lm.nb","NM_001558.2:150"
"TAPBP-mRNA",-0.637,0.732,-2.07,0.798,0.643,0.238,1.74,0.392,1,"lm.nb","NM_003190.4:1082"
"IL6-mRNA",0.787,0.957,-1.09,2.66,1.73,0.47,6.33,0.419,1,"lm.nb","NM_000600.3:484"
"GLS-mRNA",0.396,0.487,-0.558,1.35,1.32,0.679,2.55,0.423,1,"lm.nb","NM_014905.4:165"
"MGMT-mRNA",0.308,0.384,-0.445,1.06,1.24,0.735,2.08,0.43,1,"lm.nb","NM_002412.3:323"
"P4HA1-mRNA",-0.402,0.531,-1.44,0.638,0.757,0.368,1.56,0.455,1,"lm.nb","NM_000917.3:805"
"HLA-DOA-mRNA",0.225,0.324,-0.409,0.859,1.17,0.753,1.81,0.492,1,"lm.nb","NM_002119.3:3075"
"ENTPD1-mRNA",-0.257,0.369,-0.981,0.467,0.837,0.507,1.38,0.493,1,"lm.nb","NM_001098175.1:1418"
"CCND1-mRNA",-0.525,0.77,-2.03,0.984,0.695,0.244,1.98,0.501,1,"lm.nb","NM_053056.2:857"
"IL32-mRNA",-0.564,0.841,-2.21,1.08,0.677,0.216,2.12,0.508,1,"lm.nb","NM_004221.4:358"
"EPCAM-mRNA",-0.531,0.807,-2.11,1.05,0.692,0.231,2.07,0.516,1,"lm.nb","NM_002354.2:499"
"AQP9-mRNA",0.267,0.427,-0.57,1.1,1.2,0.673,2.15,0.537,1,"lm.nb","NM_001320635.1:753"
"TBX21-mRNA",0.227,0.412,-0.581,1.04,1.17,0.668,2.05,0.587,1,"lm.nb","NM_013351.1:1380"
"RRM2-mRNA",0.39,0.738,-1.06,1.84,1.31,0.481,3.57,0.602,1,"lm.nb","NM_001034.1:490"
"FOSL1-mRNA",0.133,0.257,-0.371,0.638,1.1,0.773,1.56,0.609,1,"lm.nb","NM_005438.3:1320"
"GOT2-mRNA",0.16,0.323,-0.474,0.794,1.12,0.72,1.73,0.624,1,"lm.nb","NM_002080.3:674"
"CDH1-mRNA",-0.285,0.748,-1.75,1.18,0.821,0.297,2.27,0.706,1,"lm.nb","NM_004360.3:379"
"CD3D-mRNA",-0.177,0.484,-1.13,0.772,0.884,0.458,1.71,0.717,1,"lm.nb","NM_000732.4:127"
"GPSM3-mRNA",0.139,0.426,-0.696,0.973,1.1,0.617,1.96,0.747,1,"lm.nb","NM_001276501.1:915"
"PTPN11-mRNA",0.153,0.486,-0.799,1.1,1.11,0.575,2.15,0.755,1,"lm.nb","NM_001330437.1:228"
"PLOD2-mRNA",-0.746,2.52,-5.68,4.19,0.596,0.0195,18.2,0.769,1,"loglinear","NM_182943.2:2588"
"MFNG-mRNA",0.12,0.406,-0.676,0.915,1.09,0.626,1.89,0.77,1,"lm.nb","NM_002405.3:1768"
"LAMB3-mRNA",-0.224,0.766,-1.72,1.28,0.856,0.303,2.42,0.772,1,"lm.nb","NM_000228.2:3350"
"TYMS-mRNA",-0.215,0.775,-1.73,1.3,0.862,0.301,2.47,0.784,1,"lm.nb","NM_001071.1:395"
"STAT1-mRNA",-0.0838,0.316,-0.703,0.536,0.944,0.614,1.45,0.793,1,"lm.nb","NM_007315.3:239"
"KRAS-mRNA",-0.112,0.432,-0.958,0.734,0.926,0.515,1.66,0.798,1,"lm.nb","NM_004985.3:1790"
"ARG2-mRNA",0.0969,0.388,-0.663,0.856,1.07,0.632,1.81,0.805,1,"lm.nb","NM_001172.3:512"
"LAMC2-mRNA",0.158,0.634,-1.08,1.4,1.12,0.471,2.64,0.805,1,"lm.nb","NM_005562.2:1027"
"NFKB2-mRNA",0.0898,0.364,-0.624,0.804,1.06,0.649,1.75,0.807,1,"lm.nb","NM_001077494.3:1986"
"MYD88-mRNA",-0.0719,0.319,-0.698,0.554,0.951,0.617,1.47,0.823,1,"lm.nb","NM_002468.3:2145"
"CDH2-mRNA",-0.0914,0.607,-1.28,1.1,0.939,0.411,2.14,0.882,1,"lm.nb","NM_001792.3:3067"
"MMP9-mRNA",-0.0756,0.555,-1.16,1.01,0.949,0.446,2.02,0.893,1,"lm.nb","NM_004994.2:2011"
"DNMT1-mRNA",0.0811,0.727,-1.34,1.51,1.06,0.394,2.84,0.912,1,"lm.nb","NM_001130823.2:2500"
"BBS1-mRNA",0.0304,0.478,-0.906,0.967,1.02,0.534,1.95,0.95,1,"lm.nb","NM_024649.4:82"
"IRF2-mRNA",0.015,0.267,-0.507,0.537,1.01,0.703,1.45,0.956,1,"lm.nb","NM_002199.3:1624"
"PSMB8-mRNA",0.0226,0.444,-0.847,0.892,1.02,0.556,1.86,0.96,1,"lm.nb","NM_004159.4:1080"
"EIF4EBP1-mRNA",-0.0315,0.801,-1.6,1.54,0.978,0.329,2.91,0.969,1,"lm.nb","NM_004095.3:673"
"ICAM3-mRNA",0.011,0.302,-0.582,0.603,1.01,0.668,1.52,0.971,1,"lm.nb","NM_002162.3:1225"
