"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CYBB-mRNA",-2.37,0.825,-3.99,-0.756,0.193,0.063,0.592,0.00793,0.172,"lm.nb","NM_000397.3:1034"
"HLA-B-mRNA",-2.54,0.893,-4.29,-0.791,0.172,0.0511,0.578,0.00852,0.176,"lm.nb","NM_005514.6:1247"
"GLUL-mRNA",-1.95,0.685,-3.29,-0.603,0.26,0.102,0.658,0.00863,0.176,"lm.nb","NM_002065.6:1485"
"KIR2DL3-mRNA",1.44,0.507,0.443,2.43,2.71,1.36,5.4,0.00877,0.176,"lm.nb","NM_015868.2:145"
"TREM2-mRNA",-1.41,0.503,-2.4,-0.424,0.376,0.19,0.745,0.00945,0.186,"lm.nb","NM_018965.3:848"
"CXCR4-mRNA",-2.27,0.822,-3.88,-0.66,0.207,0.0679,0.633,0.0104,0.198,"lm.nb","NM_001008540.1:1060"
"IFI27-mRNA",-2.37,0.861,-4.06,-0.685,0.193,0.0599,0.622,0.0106,0.198,"lm.nb","NM_005532.3:390"
"CCL5-mRNA",-1.32,0.485,-2.27,-0.365,0.402,0.208,0.777,0.0117,0.215,"lm.nb","NM_002985.2:277"
"DUSP5-mRNA",-1.84,0.685,-3.18,-0.495,0.28,0.11,0.71,0.0125,0.226,"lm.nb","NM_004419.3:675"
"IL10RA-mRNA",-0.986,0.373,-1.72,-0.255,0.505,0.304,0.838,0.0137,0.241,"lm.nb","NM_001558.2:150"
"HLA-A-mRNA",-2.01,0.763,-3.5,-0.513,0.248,0.0881,0.701,0.0141,0.243,"lm.nb","NM_002116.7:298"
"CD47-mRNA",-2.13,0.817,-3.73,-0.523,0.229,0.0755,0.696,0.0152,0.256,"lm.nb","NM_001777.3:901"
"ICAM1-mRNA",-2.21,0.872,-3.92,-0.5,0.216,0.0662,0.707,0.0177,0.293,"lm.nb","NM_000201.2:2253"
"VEGFA-mRNA",-0.865,0.344,-1.54,-0.19,0.549,0.344,0.877,0.0186,0.302,"lm.nb","NM_001171623.1:2212"
"CD68-mRNA",-1.73,0.711,-3.12,-0.334,0.302,0.115,0.793,0.0223,0.356,"lm.nb","NM_001251.2:1140"
"FAM124B-mRNA",0.89,0.37,0.165,1.61,1.85,1.12,3.06,0.0235,0.367,"lm.nb","NM_001122779.1:1620"
"B2M-mRNA",-4.08,1.7,-7.41,-0.742,0.0592,0.00587,0.598,0.0241,0.37,"loglinear","NM_004048.2:573"
"STAT2-mRNA",-1.21,0.532,-2.25,-0.168,0.432,0.21,0.89,0.0313,0.472,"lm.nb","NM_005419.2:1965"
"CCL18-mRNA",0.829,0.366,0.111,1.55,1.78,1.08,2.92,0.0322,0.477,"lm.nb","NM_002988.3:45"
"MYD88-mRNA",-0.737,0.33,-1.38,-0.0903,0.6,0.383,0.939,0.0343,0.5,"lm.nb","NM_002468.3:2145"
"GLUD1-mRNA",-0.833,0.376,-1.57,-0.0966,0.561,0.337,0.935,0.0356,0.501,"lm.nb","NM_005271.2:2680"
"CXCR2-mRNA",0.759,0.342,0.088,1.43,1.69,1.06,2.69,0.0356,0.501,"lm.nb","NM_001557.3:409"
"GOT2-mRNA",0.685,0.319,0.0596,1.31,1.61,1.04,2.48,0.0413,0.573,"lm.nb","NM_002080.3:674"
"LILRA1-mRNA",0.846,0.414,0.0342,1.66,1.8,1.02,3.16,0.0514,0.7,"lm.nb","NM_001278318.1:486"
"PARP4-mRNA",-0.746,0.369,-1.47,-0.0229,0.596,0.361,0.984,0.0536,0.7,"lm.nb","NM_006437.3:1399"
"NEIL1-mRNA",0.957,0.474,0.0288,1.89,1.94,1.02,3.69,0.0537,0.7,"lm.nb","NM_024608.2:1675"
"ENTPD1-mRNA",-0.756,0.374,-1.49,-0.0224,0.592,0.356,0.985,0.0538,0.7,"lm.nb","NM_001098175.1:1418"
"LYZ-mRNA",-1.96,0.977,-3.88,-0.0481,0.257,0.0681,0.967,0.055,0.704,"lm.nb","NM_000239.2:381"
"CD70-mRNA",-0.987,0.504,-1.97,0.00054,0.504,0.254,1,0.0609,0.769,"lm.nb","NM_001252.3:420"
"IL32-mRNA",-1.64,0.842,-3.29,0.00755,0.32,0.102,1.01,0.0619,0.77,"lm.nb","NM_004221.4:358"
"PVRIG-mRNA",0.681,0.352,-0.00928,1.37,1.6,0.994,2.59,0.0641,0.785,"lm.nb","NM_024070.3:1390"
"BNIP3-mRNA",0.574,0.3,-0.014,1.16,1.49,0.99,2.24,0.0668,0.807,"lm.nb","NM_004052.3:116"
"PSMB8-mRNA",-0.853,0.45,-1.73,0.0286,0.554,0.301,1.02,0.0691,0.822,"lm.nb","NM_004159.4:1080"
"ARG2-mRNA",0.7,0.375,-0.0354,1.44,1.62,0.976,2.71,0.0734,0.862,"lm.nb","NM_001172.3:512"
"ULBP2-mRNA",0.833,0.451,-0.0508,1.72,1.78,0.965,3.28,0.0761,0.88,"lm.nb","NM_025217.2:905"
"DDB2-mRNA",0.729,0.397,-0.0482,1.51,1.66,0.967,2.84,0.0775,0.88,"lm.nb","NM_000107.2:1556"
"FCGR3A/B-mRNA",-1.06,0.578,-2.19,0.0728,0.479,0.219,1.05,0.0781,0.88,"lm.nb","NM_000570.4:255"
"ITGAV-mRNA",-1.15,0.644,-2.41,0.114,0.451,0.188,1.08,0.0863,0.959,"lm.nb","NM_001144999.2:2701"
"IFITM2-mRNA",-1.07,0.614,-2.27,0.138,0.478,0.207,1.1,0.0945,1,"lm.nb","NM_006435.2:390"
"TBX21-mRNA",0.7,0.406,-0.0945,1.5,1.62,0.937,2.82,0.096,1,"lm.nb","NM_013351.1:1380"
"CDH2-mRNA",1.03,0.599,-0.142,2.2,2.04,0.906,4.61,0.0968,1,"lm.nb","NM_001792.3:3067"
"IL33-mRNA",0.759,0.443,-0.11,1.63,1.69,0.926,3.09,0.0989,1,"lm.nb","NM_033439.3:1842"
"EOMES-mRNA",0.833,0.493,-0.133,1.8,1.78,0.912,3.48,0.103,1,"lm.nb","NM_001278182.1:1522"
"SERPINA1-mRNA",-1.62,0.965,-3.51,0.271,0.325,0.0877,1.21,0.105,1,"lm.nb","NM_001127702.1:963"
"TLR2-mRNA",-0.721,0.459,-1.62,0.178,0.606,0.325,1.13,0.128,1,"lm.nb","NM_001318787.1:484"
"RPL23-mRNA",-1.34,0.855,-3.02,0.334,0.394,0.123,1.26,0.129,1,"lm.nb","NM_000978.3:100"
"TAPBP-mRNA",-1.13,0.735,-2.57,0.308,0.456,0.168,1.24,0.135,1,"lm.nb","NM_003190.4:1082"
"FBP1-mRNA",-0.767,0.5,-1.75,0.214,0.588,0.298,1.16,0.137,1,"lm.nb","NM_001127628.1:488"
"RSAD2-mRNA",0.461,0.302,-0.13,1.05,1.38,0.914,2.07,0.138,1,"lm.nb","NM_080657.4:1057"
"EPCAM-mRNA",-1.23,0.81,-2.82,0.357,0.426,0.142,1.28,0.141,1,"lm.nb","NM_002354.2:499"
"JAK1-mRNA",-0.79,0.523,-1.82,0.236,0.578,0.284,1.18,0.143,1,"lm.nb","NM_002227.1:285"
"MAP3K7-mRNA",-0.498,0.332,-1.15,0.153,0.708,0.451,1.11,0.146,1,"lm.nb","NM_003188.3:1178"
"CD19-mRNA",0.744,0.508,-0.251,1.74,1.67,0.84,3.34,0.155,1,"lm.nb","NM_001770.4:1770"
"CCND1-mRNA",-1.13,0.773,-2.65,0.383,0.456,0.16,1.3,0.155,1,"lm.nb","NM_053056.2:857"
"BAD-mRNA",0.553,0.379,-0.19,1.3,1.47,0.877,2.46,0.157,1,"lm.nb","NM_004322.3:963"
"HIF1A-mRNA",-1.19,0.817,-2.79,0.41,0.438,0.144,1.33,0.157,1,"lm.nb","NM_181054.2:930"
"ALDOC-mRNA",0.625,0.44,-0.238,1.49,1.54,0.848,2.81,0.168,1,"lm.nb","NM_005165.2:335"
"OASL-mRNA",0.439,0.315,-0.18,1.06,1.36,0.883,2.08,0.176,1,"lm.nb","NM_003733.2:1570"
"CDH1-mRNA",-1.04,0.754,-2.52,0.436,0.486,0.174,1.35,0.179,1,"lm.nb","NM_004360.3:379"
"CDKN2A-mRNA",0.567,0.415,-0.246,1.38,1.48,0.843,2.6,0.183,1,"lm.nb","NM_000077.4:1052"
"RRM2-mRNA",0.958,0.734,-0.481,2.4,1.94,0.717,5.27,0.203,1,"lm.nb","NM_001034.1:490"
"HLA-DOA-mRNA",-0.427,0.331,-1.08,0.222,0.744,0.475,1.17,0.209,1,"lm.nb","NM_002119.3:3075"
"EIF4EBP1-mRNA",1.01,0.796,-0.556,2.57,2.01,0.68,5.92,0.218,1,"lm.nb","NM_004095.3:673"
"IL1R2-mRNA",0.428,0.352,-0.263,1.12,1.35,0.834,2.17,0.235,1,"lm.nb","NR_048564.1:949"
"ADM-mRNA",-0.74,0.611,-1.94,0.459,0.599,0.261,1.37,0.237,1,"lm.nb","NM_001124.2:1413"
"LDHB-mRNA",-0.899,0.786,-2.44,0.642,0.536,0.184,1.56,0.263,1,"lm.nb","NM_001174097.2:1200"
"RPL7A-mRNA",-1.76,1.65,-5,1.47,0.295,0.0313,2.77,0.295,1,"loglinear","NM_000972.2:657"
"MET-mRNA",-0.592,0.569,-1.71,0.522,0.664,0.306,1.44,0.307,1,"lm.nb","NM_000245.2:1488"
"NRAS-mRNA",-0.379,0.371,-1.1,0.348,0.769,0.465,1.27,0.317,1,"lm.nb","NM_002524.4:2168"
"OAS3-mRNA",0.328,0.338,-0.334,0.99,1.26,0.793,1.99,0.341,1,"lm.nb","NM_006187.3:2354"
"CXCL8-mRNA",-2.01,2.08,-6.08,2.06,0.249,0.0148,4.18,0.343,1,"loglinear","NM_000584.3:170"
"DNMT1-mRNA",-0.69,0.735,-2.13,0.75,0.62,0.228,1.68,0.356,1,"lm.nb","NM_001130823.2:2500"
"CXCL1-mRNA",0.988,1.06,-1.1,3.07,1.98,0.467,8.42,0.362,1,"lm.nb","NM_001511.3:743"
"GLS-mRNA",-0.455,0.496,-1.43,0.518,0.729,0.372,1.43,0.367,1,"lm.nb","NM_014905.4:165"
"CXCL2-mRNA",-0.95,1.04,-2.98,1.08,0.518,0.126,2.12,0.368,1,"lm.nb","NM_002089.1:435"
"AQP9-mRNA",0.389,0.426,-0.446,1.22,1.31,0.734,2.34,0.369,1,"lm.nb","NM_001320635.1:753"
"SNAI1-mRNA",0.322,0.354,-0.373,1.02,1.25,0.772,2.02,0.372,1,"lm.nb","NM_005985.3:960"
"MMP9-mRNA",0.483,0.549,-0.592,1.56,1.4,0.664,2.95,0.386,1,"lm.nb","NM_004994.2:2011"
"NDUFA4L2-mRNA",-0.766,0.875,-2.48,0.95,0.588,0.179,1.93,0.39,1,"lm.nb","NM_020142.3:563"
"VTCN1-mRNA",0.322,0.387,-0.437,1.08,1.25,0.738,2.12,0.414,1,"lm.nb","NM_001253849.1:871"
"TPI1-mRNA",-1.27,1.63,-4.47,1.93,0.415,0.0453,3.8,0.443,1,"loglinear","NM_000365.5:153"
"ITPK1-mRNA",0.267,0.353,-0.424,0.959,1.2,0.745,1.94,0.455,1,"lm.nb","NM_001142593.2:958"
"CD3D-mRNA",-0.367,0.487,-1.32,0.587,0.776,0.4,1.5,0.458,1,"lm.nb","NM_000732.4:127"
"KRAS-mRNA",-0.326,0.436,-1.18,0.529,0.798,0.441,1.44,0.462,1,"lm.nb","NM_004985.3:1790"
"TWF1-mRNA",-0.313,0.441,-1.18,0.551,0.805,0.442,1.46,0.483,1,"lm.nb","NM_002822.4:1574"
"LAMB3-mRNA",0.523,0.762,-0.97,2.02,1.44,0.511,4.05,0.498,1,"lm.nb","NM_000228.2:3350"
"IRF2-mRNA",-0.184,0.269,-0.712,0.344,0.88,0.61,1.27,0.501,1,"lm.nb","NM_002199.3:1624"
"CD44-mRNA",0.632,0.941,-1.21,2.48,1.55,0.432,5.56,0.508,1,"lm.nb","NM_001001392.1:566"
"LAMC2-mRNA",0.355,0.633,-0.885,1.6,1.28,0.541,3.02,0.58,1,"lm.nb","NM_005562.2:1027"
"SPP1-mRNA",-0.603,1.1,-2.77,1.56,0.659,0.147,2.95,0.59,1,"lm.nb","NM_000582.2:760"
"SIRPA-mRNA",-0.279,0.532,-1.32,0.765,0.824,0.4,1.7,0.605,1,"lm.nb","NM_001040023.1:3355"
"PTPN11-mRNA",0.253,0.485,-0.698,1.2,1.19,0.616,2.3,0.606,1,"lm.nb","NM_001330437.1:228"
"P4HA1-mRNA",0.26,0.524,-0.768,1.29,1.2,0.587,2.44,0.624,1,"lm.nb","NM_000917.3:805"
"PKM-mRNA",-0.741,1.63,-3.93,2.45,0.599,0.0656,5.46,0.653,1,"loglinear","NM_001206796.2:1533"
"CCL2-mRNA",-0.365,1.06,-2.44,1.71,0.776,0.184,3.28,0.733,1,"lm.nb","NM_002982.3:303"
"TPSAB1/B2-mRNA",0.212,0.632,-1.03,1.45,1.16,0.491,2.73,0.74,1,"lm.nb","NM_003294.3:556"
"MFNG-mRNA",0.132,0.406,-0.663,0.928,1.1,0.632,1.9,0.747,1,"lm.nb","NM_002405.3:1768"
"TYMS-mRNA",0.247,0.771,-1.26,1.76,1.19,0.416,3.39,0.751,1,"lm.nb","NM_001071.1:395"
"ENO1-mRNA",-0.262,0.86,-1.95,1.42,0.834,0.259,2.68,0.763,1,"lm.nb","NM_001428.3:782"
"DPP4-mRNA",-0.228,0.755,-1.71,1.25,0.854,0.306,2.38,0.765,1,"lm.nb","NM_001935.3:1861"
"API5-mRNA",-0.238,0.83,-1.87,1.39,0.848,0.274,2.62,0.776,1,"lm.nb","NM_001142930.1:1552"
"CCL20-mRNA",0.327,1.18,-1.98,2.63,1.25,0.254,6.2,0.783,1,"lm.nb","NM_001130046.1:295"
"NOTCH2-mRNA",-0.116,0.448,-0.994,0.762,0.923,0.502,1.7,0.797,1,"lm.nb","NM_024408.3:2842"
"PLOD2-mRNA",0.579,2.52,-4.35,5.51,1.49,0.0489,45.6,0.82,1,"loglinear","NM_182943.2:2588"
"NFKB2-mRNA",0.0773,0.365,-0.637,0.792,1.06,0.643,1.73,0.834,1,"lm.nb","NM_001077494.3:1986"
"FOSL1-mRNA",0.0533,0.259,-0.454,0.56,1.04,0.73,1.47,0.838,1,"lm.nb","NM_005438.3:1320"
"ICAM3-mRNA",0.054,0.302,-0.537,0.645,1.04,0.689,1.56,0.859,1,"lm.nb","NM_002162.3:1225"
"GPSM3-mRNA",-0.0619,0.429,-0.902,0.778,0.958,0.535,1.71,0.886,1,"lm.nb","NM_001276501.1:915"
"MGMT-mRNA",0.056,0.388,-0.704,0.816,1.04,0.614,1.76,0.886,1,"lm.nb","NM_002412.3:323"
"BBS1-mRNA",0.0601,0.477,-0.875,0.996,1.04,0.545,1.99,0.901,1,"lm.nb","NM_024649.4:82"
"ALDOA-mRNA",-0.0477,0.765,-1.55,1.45,0.967,0.342,2.73,0.951,1,"lm.nb","NM_000034.3:2049"
"LDHA-mRNA",-0.0482,0.87,-1.75,1.66,0.967,0.296,3.16,0.956,1,"lm.nb","NM_001135239.1:1053"
"ERO1A-mRNA",0.00338,0.784,-1.53,1.54,1,0.345,2.91,0.997,1,"lm.nb","NM_014584.2:963"
