"","Average-normalized count","Variance-normalized count"
"WNT4 - mRNA",5.7155791420437,2.60329316730104
"CXCL8 - mRNA",8.93166121738019,6.06586657616564
"FGF9 - mRNA",5.37196786996529,2.63980060431824
"C5AR1 - mRNA",5.31593682809515,2.38568010345199
"TNFRSF1B - mRNA",5.62592052469595,1.8892183973574
"HLA-DRB5 - mRNA",6.7368721752256,8.26062395930793
"GLUL - mRNA",8.59250837059243,1.95293589946079
"LY9 - mRNA",4.08071628741023,1.34946351394558
"TAP1 - mRNA",6.5147789214178,3.20129360686209
"IFIH1 - mRNA",5.46067014447408,2.6299435128369
"DEPTOR - mRNA",6.93535193212658,0.579699309023826
"CSF1R - mRNA",6.09130429033175,2.84525624501713
"MARCO - mRNA",6.69606618550634,1.26554807635698
"NFIL3 - mRNA",7.17871517911443,1.33981924893759
"IKBKG - mRNA",5.83356914815275,2.28176355373948
"CD58 - mRNA",6.01099713349294,1.81337872881728
"LOXL2 - mRNA",5.90087773399861,2.53274771914519
"SPRY4 - mRNA",6.37611534888604,1.20430574782073
"NFAM1 - mRNA",6.01737322343997,2.01071200973923
"SYK - mRNA",5.54340324094689,2.24196598186264
"COMP - mRNA",5.57294958089705,1.85140645559021
"IFI6 - mRNA",7.38292391757725,1.62209359082913
"RASGRF1 - mRNA",4.96104205704493,1.89443386637039
"HDAC5 - mRNA",5.29358696677389,1.58679308645669
"BAMBI - mRNA",6.54876370013705,1.05891604254376
"MAGEC1 - mRNA",5.82734092646382,2.19514245168963
"FYN - mRNA",5.93928625407307,2.33149982156299
"TNFSF4 - mRNA",6.23504967272853,2.07231012824591
"CD274 - mRNA",5.4913714116176,1.95710543909718
"PRKACB - mRNA",4.88694616187286,2.23589643344094
"IFIT2 - mRNA",6.38320399843446,1.32063854985195
"PPARG - mRNA",5.73009190241621,2.22066871746438
"PTEN - mRNA",5.5493591175467,2.27479232698935
"FOXP3 - mRNA",5.67929691888472,1.76836706128373
"SREBF1 - mRNA",5.42296918895788,2.40940018936386
"CD36 - mRNA",5.74166498581017,3.65037374102601
"AXIN1 - mRNA",5.64458722699483,1.70062852155372
"KLRK1 - mRNA",5.01703815536505,2.10511195097547
"GBP1 - mRNA",6.18280323790051,4.66635689345802
"CXCL11 - mRNA",5.91022021500416,1.66690484132232
"CXCL10 - mRNA",5.17109863516583,3.7571533529765
"RIPK1 - mRNA",6.16776927216072,1.57262416639514
"REN - mRNA",4.81078410517616,3.18351321517181
"PRF1 - mRNA",5.14673095098048,2.03824963350736
"EIF2AK2 - mRNA",6.96450591112652,1.39922089642033
"LIF - mRNA",6.86141455478786,1.66263956717314
"BRD3 - mRNA",5.98609399822659,1.78826432085921
"IGF2R - mRNA",5.76754272288902,1.86318292348857
"FPR1 - mRNA",5.98389559266673,2.57414390933701
"DUSP5 - mRNA",7.24232859241058,1.30732990577187
"APC - mRNA",6.10079829726172,1.38574214957096
"HDAC3 - mRNA",5.79782648479004,2.2255759288936
"CES3 - mRNA",4.39330823363418,1.52449036740445
"OAS2 - mRNA",6.37506656258288,1.97005248604468
"HDAC11 - mRNA",5.63965249329172,2.620536649503
"THBS1 - mRNA",7.3628351880628,2.70390083806686
"SLC11A1 - mRNA",4.36739221532586,1.73248165757832
"MAGEA3/A6 - mRNA",6.16815644261146,2.43909572272465
"ARID1A - mRNA",5.24294141282521,2.18259368019704
"CD48 - mRNA",4.54185102305364,1.86973705101882
"GZMA - mRNA",4.39602309265435,1.46292859273584
"ICOSLG - mRNA",6.38489087074407,2.0198335961542
"PIK3R5 - mRNA",5.3546812923355,2.21980717639724
"GZMM - mRNA",5.97638459230291,1.95313055092056
"WNT5A - mRNA",5.28851367390024,2.58861215217963
"TLR4 - mRNA",6.03303613212449,2.10536309067686
"GZMB - mRNA",3.7408017840981,0.737214506503646
"PARP9 - mRNA",5.33281585324782,2.48914322638835
"LY96 - mRNA",6.38403830101614,1.78007689228566
"RAD50 - mRNA",6.04889854744076,2.81298103249811
"MX1 - mRNA",4.82612340243253,2.03936032132079
"CENPF - mRNA",6.28785199875275,1.32285837614924
"SELL - mRNA",6.2638614717642,1.94971587314117
"TNFSF10 - mRNA",7.4457041362164,1.91961006760024
"IL12RB2 - mRNA",5.39020383174758,2.34289718658381
"CXCL9 - mRNA",5.69422895150459,2.42434017306008
"TRAT1 - mRNA",5.41067936755756,2.0790140514715
"STC1 - mRNA",6.92219504002042,1.77648339727793
"IL2RB - mRNA",6.47955783964745,0.864722420832397
"LILRB4 - mRNA",5.37189302096608,2.55313558133998
"SOX2 - mRNA",4.71888215705935,1.50791000317953
"HCK - mRNA",6.19949783873974,2.23318725661756
"WNT2B - mRNA",6.7648724553893,1.65357021466907
"IL1B - mRNA",5.91808506119641,3.05390431280594
"TLR1 - mRNA",5.0142984193544,2.49178949755697
"CCL22 - mRNA",6.08926511813105,2.76523215895535
"ICAM2 - mRNA",5.92178675257423,1.99296623850591
"MAP3K12 - mRNA",3.7992445467522,0.77580898248907
"JAG1 - mRNA",4.71141092473171,3.26988696693436
"CCL3/L1 - mRNA",7.26282622972706,3.67023479705974
"SOCS1 - mRNA",5.44603733974801,1.22743158122528
"BCL2 - mRNA",5.27657797159083,2.04392608676416
"MAP3K8 - mRNA",7.66689029128119,0.38707413889884
"MMP1 - mRNA",5.82142461949217,3.05370438691266
"CMKLR1 - mRNA",5.83199738805692,1.60444180605092
"TNFRSF17 - mRNA",4.24544401259328,1.53655580864875
"TLR8 - mRNA",5.65448573299589,1.94359073434066
"TPM1 - mRNA",6.10810686910664,4.46388952379313
"CXorf36 - mRNA",5.3952014579993,2.46249754863777
"NLRP3 - mRNA",4.89403975299242,2.17875973523728
"DEFB134 - mRNA",5.59288187156025,1.45139740488093
"HLA-DQA2 - mRNA",3.99919698882924,1.11956200402616
"CX3CR1 - mRNA",5.77998641341862,1.45623859413011
"APLNR - mRNA",5.78668720338607,2.43148984143694
"MXI1 - mRNA",4.08979365053299,1.37146172376137
"FZD9 - mRNA",5.27041788199856,2.45482488949175
"COL4A5 - mRNA",5.03460208690972,2.55682258679349
"FCAR - mRNA",5.83847739488045,1.43387190771727
"BRCA2 - mRNA",5.79703177973385,1.63745516166823
"SFRP4 - mRNA",4.58226754588264,1.59097388748686
"TLR3 - mRNA",6.2908445192703,2.22197424946779
"IL2RG - mRNA",5.66824650754915,1.56741051244423
"CD84 - mRNA",5.1880064128364,2.38633390557837
"HLA-DPA1 - mRNA",7.8699645277021,4.33396902199371
"RBL2 - mRNA",6.29474981871092,1.6089220025029
"CCL18 - mRNA",8.19750759476191,0.415261327941803
"IRF3 - mRNA",4.81551712578275,2.45363968485118
"TNFRSF8 - mRNA",4.74257418669962,1.95850222352597
"KIR3DL2 - mRNA",4.96632620361021,1.96786500363754
"TNFSF13 - mRNA",6.00738779280857,1.40271073930039
"CLECL1 - mRNA",4.64241939798457,1.74010198055843
"TNFRSF10B - mRNA",5.41623052740077,2.03587954260543
"MAGEC2 - mRNA",5.40758789214396,2.18186764142083
"CDKN2A - mRNA",8.97755811377112,0.554374970527734
"ADM - mRNA",8.03270483346261,0.586415761391174
"PNOC - mRNA",5.6072809323703,2.2438472303793
"CD247 - mRNA",6.50474227827912,1.84218380513918
"PTPRC - mRNA",7.10105287134193,0.33404974826278
"OAS3 - mRNA",7.57637416420316,0.310806354269465
"LAG3 - mRNA",6.80868626940098,1.26538453418829
"FOSL1 - mRNA",7.98302293339626,0.199337113119461
"EOMES - mRNA",7.46463495642277,1.52768714572182
"IL10RA - mRNA",7.72527982761506,0.297015689183975
"WDR76 - mRNA",7.22164034724117,0.468813042932471
"GPC4 - mRNA",7.11527154876859,0.647329934790098
"SLAMF7 - mRNA",6.31833948904776,1.77033739568964
"RSAD2 - mRNA",7.90073205492861,0.341117904399568
"TLR5 - mRNA",6.78820174471012,2.25524101803913
"VEGFA - mRNA",8.04371553197934,0.290973540699923
"COL5A1 - mRNA",6.90479960401251,1.0554520110302
"CD3D - mRNA",7.49497385295038,0.490085635891142
"FBP1 - mRNA",8.23237528153909,0.520713310140824
"ERO1A - mRNA",8.0183484532818,1.89966193373237
"CCL21 - mRNA",5.99226620772664,1.75535341250243
"E2F3 - mRNA",6.66612869341832,1.3887643443146
"LDHA - mRNA",10.4821821139908,2.40845443626662
"MS4A1 - mRNA",7.24489940309768,1.50650438593518
"CD69 - mRNA",6.69203068798105,1.87375583263473
"SERPINB5 - mRNA",5.37871348257177,2.20477993455645
"FAP - mRNA",4.6638681635875,2.01922623533436
"ITGA2 - mRNA",6.18001560792405,1.41821302508934
"SIGLEC5 - mRNA",6.40410454565324,1.55380279984122
"SIRPB2 - mRNA",5.843696865605,1.59218071633068
"EPM2AIP1 - mRNA",6.65127400509278,1.18997247422341
"FGF18 - mRNA",5.47902635785859,2.07562143785296
"HRAS - mRNA",6.46984074574755,1.36025961511796
"CCND1 - mRNA",7.38761924375198,1.4270064788171
"LAMB3 - mRNA",7.59595190681178,0.894892701075696
"ID4 - mRNA",5.2655806794669,2.12211269057087
"CCL4 - mRNA",7.63475990222537,1.14570894212062
"GZMH - mRNA",5.41538878611403,1.7776038310169
"API5 - mRNA",7.23130746911654,1.22526441670814
"PTGER4 - mRNA",6.17014105218714,1.5205241022289
"ITGB8 - mRNA",6.77378619247198,1.33745349784934
"TNKS - mRNA",4.70556836693202,2.10328883258048
"B2M - mRNA",9.94024918720487,5.73977107958191
"TP53 - mRNA",5.2142424741112,2.45867665592942
"MAGEB2 - mRNA",5.56534112498017,1.59435688078533
"LYZ - mRNA",9.45613998947779,5.12720876773378
"NCAM1 - mRNA",4.59736820117895,1.68081007773202
"TCL1A - mRNA",4.03049373410142,1.32079965603057
"HDC - mRNA",5.05078672246061,2.25351085588971
"CD27 - mRNA",4.99825866116247,2.04953891765683
"SBNO2 - mRNA",4.88046277041096,1.81483225989821
"PECAM1 - mRNA",6.50992820355167,3.4601857624459
"SERPINH1 - mRNA",5.84474898311314,3.10543688636415
"SPP1 - mRNA",8.76853105856766,5.01777129292006
"EGFR - mRNA",5.61158001726383,1.41052895393816
"CASP8 - mRNA",4.31571374626094,1.51157745633743
"CCNA1 - mRNA",4.93040492923806,1.84392043431497
"TNFAIP3 - mRNA",5.1789230633398,3.08638630851722
"CDC25C - mRNA",3.7408017840981,0.737214506503646
"CXCR6 - mRNA",4.47027393900545,1.57762736851399
"DLL1 - mRNA",4.74694265625911,1.99288583704876
"OAS1 - mRNA",6.0038478902306,2.88113903347531
"HLA-DQB1 - mRNA",4.93757536721782,4.99882183725065
"ROBO4 - mRNA",5.25427779196891,2.30686296324456
"NFKB1 - mRNA",6.81388807961445,1.93904463270699
"IFI27 - mRNA",7.63797476734198,2.24436766094409
"HLA-DMB - mRNA",7.14292848839202,1.44753881826986
"CDKN1C - mRNA",6.31043098834813,1.36428114487302
"CEP55 - mRNA",4.51526140931243,1.92354670790498
"ARG1 - mRNA",4.95955969678985,1.8344584404917
"PLOD2 - mRNA",7.55786074732768,10.0656403730723
"LAIR1 - mRNA",4.71442949238984,2.24048834006043
"SHC2 - mRNA",5.08685597032294,1.67376535658787
"STAT3 - mRNA",6.43550709412856,2.34375957997764
"CD45RO - mRNA",5.328719847078,2.81379493712358
"CD2 - mRNA",4.53560180506275,2.16452295837743
"IL7R - mRNA",5.63528508609849,2.75306434163982
"FLNB - mRNA",6.21500680940835,1.90323933894104
"PSMB5 - mRNA",6.90551873811148,1.97162727337812
"SLC1A5 - mRNA",6.92921536823298,0.717369457762811
"RICTOR - mRNA",5.77836685173933,1.67823060083431
"ZAP70 - mRNA",4.82118874585492,2.30927755526109
"TNFAIP6 - mRNA",6.38812081698796,3.32002110007487
"BTLA - mRNA",3.93066686456067,1.15446060506229
"RELA - mRNA",6.49003148712637,2.05154283153791
"MMP7 - mRNA",6.94520928020425,3.05438017881837
"TCF3 - mRNA",4.84935775636062,2.32948974069636
"IRF8 - mRNA",5.85012976505657,1.68681570977402
"NOS2 - mRNA",5.15686681370655,2.29910620064497
"A2M - mRNA",7.41539432540563,3.15606759586882
"CCL20 - mRNA",7.41744399455266,5.79922603997809
"MKI67 - mRNA",4.91054585380325,2.40123340042349
"IFNGR1 - mRNA",6.61492851357667,2.09845041064303
"INHBA - mRNA",4.27350189903815,1.57372582171502
"WNT5B - mRNA",5.44825165552823,2.25009382280084
"CXCL5 - mRNA",6.13501402533562,7.3562612053114
"SOX10 - mRNA",5.08843023267301,1.75680577215435
"EGR1 - mRNA",8.65619076014731,1.2663849796648
"STAT4 - mRNA",5.00241617290503,2.38256421737214
"IFIT3 - mRNA",7.18107964898978,0.913397698881203
"GMIP - mRNA",4.2029210660135,1.25612815173716
"ARNT2 - mRNA",4.86283533221383,2.21579406155383
"UBE2C - mRNA",5.3519533018674,2.48253535784786
"CHUK - mRNA",5.56479816463913,1.94537150993842
"GHR - mRNA",5.06413955436504,2.27841490742588
"TPI1 - mRNA",9.18203195881328,3.7063453730993
"HAVCR2 - mRNA",7.17501103669054,0.526387053772117
"GOT2 - mRNA",8.31051317142103,0.139291890261557
"PIK3CA - mRNA",6.79470650873199,1.01325324327071
"TNFSF9 - mRNA",5.93839225371159,2.43346600086935
"IDO1 - mRNA",6.63397977664288,3.86556498614173
"APOE - mRNA",8.40058309743721,1.20548412450239
"LILRB2 - mRNA",6.53813043242077,1.43089334286499
"PARP4 - mRNA",7.71212441282378,0.149495616678911
"PFKM - mRNA",7.33098679048673,0.388434727000344
"THY1 - mRNA",6.50487555521542,2.89428253901493
"SAMD9 - mRNA",6.95267859199984,2.01422037809254
"TGFB1 - mRNA",7.92627767305394,0.486806338386589
"CD8A - mRNA",7.18919249968917,0.369710433466554
"SELE - mRNA",6.99439598618806,1.35583854029607
"CDKN2B - mRNA",7.27134698409721,0.245276115350339
"CD5 - mRNA",6.50610978004585,1.9395620956423
"HLA-A - mRNA",11.0294190075652,2.41428313233521
"FZD8 - mRNA",7.34100760102791,0.438445362797277
"BCL2L1 - mRNA",8.05203501083464,0.181518099139386
"TNFRSF9 - mRNA",6.02473677546684,2.08369479084032
"XCL1/2 - mRNA",6.31133547804102,1.98496587916127
"MAGEA4 - mRNA",6.51188529184422,1.62615393306153
"PMS2 - mRNA",6.69589017378473,0.595497426793541
"KLRD1 - mRNA",5.93147523559918,2.27734144477041
"NFATC2 - mRNA",6.69767539996403,1.42605589597841
"VEGFB - mRNA",6.94641259425359,1.1976320964745
"CDC20 - mRNA",6.24969527928002,2.31390669811361
"OTOA - mRNA",6.03506753831843,2.5261018277374
"TPSAB1/B2 - mRNA",7.62889234180007,1.54931424166873
"P4HA1 - mRNA",7.56024703952627,1.04849733794288
"P2RY13 - mRNA",6.11185785552925,2.50692215547948
"EXO1 - mRNA",6.49128504017979,1.60845621987862
"CD70 - mRNA",7.82794406383901,0.452387496829982
"DDB2 - mRNA",9.21510195137124,0.507426431005488
"NDUFA4L2 - mRNA",7.49019594566904,3.01094280129173
"IFITM1 - mRNA",7.87912600310547,0.419791491154547
"IFNAR1 - mRNA",7.06891314136186,0.90840832594223
"TREM1 - mRNA",6.93830617566642,0.700665044837403
"CXCL13 - mRNA",5.07977303447131,3.35387496246126
"TWIST2 - mRNA",5.26611819369019,2.97706716118495
"HLA-DRB1 - mRNA",8.4596199995865,1.57611012387435
"FGFR1 - mRNA",6.87633368503879,1.30873597929144
"TBXAS1 - mRNA",6.65498449744315,1.96734467032135
"NCR1 - mRNA",6.75370709977664,2.25897653631929
"SOX11 - mRNA",6.92084739897863,1.14411771238047
"TLR2 - mRNA",7.56572595547387,0.371770908977354
"TWF1 - mRNA",8.16718962702393,0.149383201467536
"CCL5 - mRNA",7.47857034964588,0.303031287759198
"ITGAL - mRNA",6.68803610329415,1.00522366400283
"MYCT1 - mRNA",6.62860627098377,2.34349994949532
"CD96 - mRNA",7.29555358985149,0.485349857858584
"PROM1 - mRNA",7.2053249484909,0.253042120871936
"OASL - mRNA",7.46094161499504,0.23557685463543
"IFNG - mRNA",6.07742713952947,2.42824494679477
"BATF3 - mRNA",7.35502180234124,0.237917407594042
"EZH2 - mRNA",7.03499454276556,1.32672443917726
"IRF5 - mRNA",7.02283395228185,1.09176189051875
"PCK2 - mRNA",7.13082397988743,0.631065544925389
"EPCAM - mRNA",7.68983507825008,1.02419130684302
"CD19 - mRNA",7.52145813475819,0.488346439593488
"GBP4 - mRNA",6.41801971346495,3.390612380915
"MSH6 - mRNA",6.41720664859719,0.858058572667021
"TNFRSF11B - mRNA",7.15326772929229,0.277464976420209
"NOTCH1 - mRNA",6.76950104585202,0.721338202161425
"CASP9 - mRNA",6.76275256185691,1.28374288561724
"RAD51C - mRNA",6.87005604870708,1.63800831396348
"HLA-DMA - mRNA",7.55264690045058,1.05982741963837
"SFRP1 - mRNA",6.81021203487583,1.72504477245311
"MAGEA1 - mRNA",6.71387173466098,1.28597057467425
"ENTPD1 - mRNA",8.01519875876964,0.359265793492583
"ROCK1 - mRNA",5.82804431690536,3.09577043267408
"FCGR2A - mRNA",7.46854352082344,0.846571800218253
"NGFR - mRNA",6.8432350887339,1.10236936601264
"ALDOC - mRNA",7.66749010329234,0.208453618819836
"CCNE1 - mRNA",6.47779625629821,1.93973372270157
"ITGAX - mRNA",6.86646149370008,0.828812486673347
"BLM - mRNA",6.92784787144507,1.34221289831429
"MLANA - mRNA",6.94526017028556,1.42395120280164
"FCGR1A - mRNA",7.01960029715586,1.18989247878074
"CD47 - mRNA",7.52086783808592,2.01317388476798
"CSF2 - mRNA",6.33744239081816,2.49417205996374
"CDH5 - mRNA",7.10034239580656,0.24176004162177
"SLC7A5 - mRNA",7.23959321733854,0.501476961934815
"GIMAP4 - mRNA",7.37708909862072,1.56160340579154
"HIF1A - mRNA",8.412404754611,1.47076747621545
"CDK2 - mRNA",7.16278421812394,0.316050754313901
"PDCD1 - mRNA",6.12719825724712,2.144102909995
"ATF3 - mRNA",8.26918785630496,1.28827770183643
"TIE1 - mRNA",6.94145537381212,1.33521636374245
"CD44 - mRNA",7.42255496235396,2.09492221925204
"ALDOA - mRNA",9.53818814646498,1.13897113308458
"FAS - mRNA",6.14463293801142,1.96044942310548
"MRE11 - mRNA",7.26729189294811,0.284617656801372
"IL10 - mRNA",6.79867103540354,0.885458517579319
"BMP2 - mRNA",7.51238952044202,0.260014046615535
"BAX - mRNA",7.4378269708171,0.393688130235333
"EIF5AL1 - mRNA",6.45478222685028,2.24053788214801
"KIT - mRNA",4.91823480098863,2.26265189396609
"CDK6 - mRNA",6.18527341729529,2.17635674133618
"SPIB - mRNA",5.58729175618864,2.1543549683598
"PFKFB3 - mRNA",6.89821453404849,1.20397371922252
"CXCL12 - mRNA",6.13611378408133,2.21040691771225
"CSF3 - mRNA",5.21188012635469,2.65921430854914
"KIR2DL3 - mRNA",7.99379599951832,0.523038243517431
"CD40 - mRNA",7.0591074134245,0.814029001852844
"IRF1 - mRNA",7.84380289999531,0.683486949110656
"MGMT - mRNA",7.38976915714272,0.288232329049416
"GLUD1 - mRNA",7.97707866356589,0.111223992726815
"IFI35 - mRNA",7.02502408353383,0.839879101249428
"PF4 - mRNA",6.95976005405182,0.529291463775837
"GPSM3 - mRNA",7.44411915341104,0.342241578946562
"SLC2A1 - mRNA",7.23665157795019,0.396152852384981
"IL2 - mRNA",6.72486566459076,0.994885955297891
"SNAI1 - mRNA",8.71613373575294,0.405362680862748
"CTNNB1 - mRNA",8.65902591002434,0.876486131786749
"NOTCH2 - mRNA",7.52181730077426,0.210341943530689
"NFKB2 - mRNA",7.53153897887028,0.111207325226083
"IL33 - mRNA",7.46626791078195,0.509023212390875
"TREM2 - mRNA",7.631912673547,0.423325505485677
"LAMC2 - mRNA",7.65661731636759,0.825877149393355
"AQP9 - mRNA",7.59066213070403,1.3907930306646
"PRKCA - mRNA",6.98764385623103,0.797454925791623
"TSLP - mRNA",6.61121250727711,1.36977904293516
