"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"SPP1-mRNA",-0.954,0.957,-2.83,0.922,0.516,0.141,1.89,0.328,1,"lm.nb","NM_000582.2:760"
"PPARGC1B-mRNA",-0.3,0.31,-0.907,0.308,0.813,0.533,1.24,0.343,1,"lm.nb","NM_001172699.1:1010"
"GLS-mRNA",0.411,0.432,-0.435,1.26,1.33,0.74,2.39,0.35,1,"lm.nb","NM_014905.4:165"
"ULBP2-mRNA",0.357,0.376,-0.379,1.09,1.28,0.769,2.13,0.351,1,"lm.nb","NM_025217.2:905"
"CCL20-mRNA",0.955,1.02,-1.04,2.95,1.94,0.486,7.73,0.357,1,"lm.nb","NM_001130046.1:295"
"CEBPB-mRNA",-0.319,0.348,-1,0.363,0.802,0.5,1.29,0.368,1,"lm.nb","NM_005194.3:1731"
"APOE-mRNA",0.512,0.585,-0.635,1.66,1.43,0.644,3.16,0.39,1,"lm.nb","NM_000041.2:96"
"LILRA1-mRNA",0.299,0.347,-0.382,0.98,1.23,0.767,1.97,0.397,1,"lm.nb","NM_001278318.1:486"
"HLA-DOA-mRNA",0.245,0.289,-0.322,0.812,1.19,0.8,1.76,0.405,1,"lm.nb","NM_002119.3:3075"
"NEIL1-mRNA",0.325,0.389,-0.437,1.09,1.25,0.738,2.12,0.411,1,"lm.nb","NM_024608.2:1675"
"STAT2-mRNA",0.382,0.468,-0.536,1.3,1.3,0.69,2.46,0.422,1,"lm.nb","NM_005419.2:1965"
"ENTPD1-mRNA",0.264,0.328,-0.38,0.907,1.2,0.769,1.88,0.429,1,"lm.nb","NM_001098175.1:1418"
"CDH2-mRNA",-0.397,0.513,-1.4,0.609,0.76,0.378,1.53,0.446,1,"lm.nb","NM_001792.3:3067"
"CD68-mRNA",0.472,0.622,-0.747,1.69,1.39,0.596,3.23,0.455,1,"lm.nb","NM_001251.2:1140"
"RRM2-mRNA",0.473,0.628,-0.757,1.7,1.39,0.592,3.25,0.458,1,"lm.nb","NM_001034.1:490"
"IFNGR2-mRNA",0.518,0.694,-0.843,1.88,1.43,0.558,3.68,0.462,1,"lm.nb","NM_005534.3:1963"
"NOTCH2-mRNA",-0.292,0.391,-1.06,0.475,0.817,0.48,1.39,0.462,1,"lm.nb","NM_024408.3:2842"
"TNFSF10-mRNA",0.521,0.715,-0.881,1.92,1.43,0.543,3.79,0.473,1,"lm.nb","NM_003810.3:155"
"BAD-mRNA",0.227,0.318,-0.397,0.851,1.17,0.759,1.8,0.482,1,"lm.nb","NM_004322.3:963"
"BBS1-mRNA",0.292,0.41,-0.512,1.1,1.22,0.701,2.14,0.483,1,"lm.nb","NM_024649.4:82"
"GLUD1-mRNA",0.229,0.33,-0.419,0.876,1.17,0.748,1.84,0.495,1,"lm.nb","NM_005271.2:2680"
"ARG2-mRNA",0.212,0.31,-0.396,0.82,1.16,0.76,1.76,0.501,1,"lm.nb","NM_001172.3:512"
"MAP3K7-mRNA",-0.201,0.296,-0.78,0.379,0.87,0.582,1.3,0.504,1,"lm.nb","NM_003188.3:1178"
"GOT2-mRNA",-0.178,0.272,-0.711,0.355,0.884,0.611,1.28,0.519,1,"lm.nb","NM_002080.3:674"
"ITGB2-mRNA",0.314,0.487,-0.641,1.27,1.24,0.641,2.41,0.525,1,"lm.nb","NM_000211.3:1412"
"ICAM3-mRNA",0.165,0.259,-0.342,0.672,1.12,0.789,1.59,0.529,1,"lm.nb","NM_002162.3:1225"
"HLA-DPB1-mRNA",0.413,0.652,-0.865,1.69,1.33,0.549,3.23,0.532,1,"lm.nb","NM_002121.5:987"
"CCL18-mRNA",-0.197,0.312,-0.808,0.415,0.873,0.571,1.33,0.534,1,"lm.nb","NM_002988.3:45"
"EIF4EBP1-mRNA",-0.427,0.687,-1.77,0.918,0.744,0.293,1.89,0.539,1,"lm.nb","NM_004095.3:673"
"CXCL14-mRNA",0.21,0.341,-0.457,0.878,1.16,0.728,1.84,0.543,1,"lm.nb","NM_004887.4:990"
"DUSP5-mRNA",0.363,0.6,-0.813,1.54,1.29,0.569,2.91,0.55,1,"lm.nb","NM_004419.3:675"
"ALDOC-mRNA",0.225,0.372,-0.504,0.955,1.17,0.705,1.94,0.55,1,"lm.nb","NM_005165.2:335"
"CDH1-mRNA",0.396,0.657,-0.892,1.68,1.32,0.539,3.21,0.552,1,"lm.nb","NM_004360.3:379"
"LDHB-mRNA",-0.405,0.682,-1.74,0.932,0.755,0.299,1.91,0.558,1,"lm.nb","NM_001174097.2:1200"
"MGMT-mRNA",-0.191,0.337,-0.852,0.47,0.876,0.554,1.39,0.577,1,"lm.nb","NM_002412.3:323"
"SGK1-mRNA",0.166,0.294,-0.41,0.741,1.12,0.753,1.67,0.577,1,"lm.nb","NM_005627.3:1621"
"IFI16-mRNA",0.359,0.641,-0.898,1.62,1.28,0.537,3.06,0.581,1,"lm.nb","NM_001206567.1:2351"
"LAMB3-mRNA",-0.348,0.658,-1.64,0.942,0.785,0.321,1.92,0.601,1,"lm.nb","NM_000228.2:3350"
"RSAD2-mRNA",0.134,0.254,-0.364,0.632,1.1,0.777,1.55,0.602,1,"lm.nb","NM_080657.4:1057"
"SIRPA-mRNA",0.239,0.462,-0.666,1.14,1.18,0.63,2.21,0.609,1,"lm.nb","NM_001040023.1:3355"
"ALDOA-mRNA",-0.342,0.662,-1.64,0.957,0.789,0.321,1.94,0.61,1,"lm.nb","NM_000034.3:2049"
"CXCR2-mRNA",-0.145,0.281,-0.696,0.406,0.905,0.617,1.33,0.611,1,"lm.nb","NM_001557.3:409"
"LDHA-mRNA",-0.384,0.754,-1.86,1.09,0.766,0.275,2.13,0.614,1,"lm.nb","NM_001135239.1:1053"
"HLA-E-mRNA",0.305,0.602,-0.876,1.49,1.24,0.545,2.8,0.617,1,"lm.nb","NM_005516.5:1287"
"PARP4-mRNA",-0.164,0.328,-0.808,0.479,0.892,0.571,1.39,0.621,1,"lm.nb","NM_006437.3:1399"
"CD19-mRNA",0.215,0.43,-0.627,1.06,1.16,0.647,2.08,0.621,1,"lm.nb","NM_001770.4:1770"
"ENO1-mRNA",-0.369,0.745,-1.83,1.09,0.775,0.281,2.13,0.625,1,"lm.nb","NM_001428.3:782"
"TGFB1-mRNA",0.176,0.356,-0.523,0.875,1.13,0.696,1.83,0.626,1,"lm.nb","NM_000660.4:1473"
"CXCL1-mRNA",0.452,0.921,-1.35,2.26,1.37,0.391,4.78,0.628,1,"lm.nb","NM_001511.3:743"
"ERO1A-mRNA",-0.333,0.68,-1.67,0.999,0.794,0.315,2,0.628,1,"lm.nb","NM_014584.2:963"
"DDB2-mRNA",-0.163,0.342,-0.833,0.507,0.893,0.561,1.42,0.637,1,"lm.nb","NM_000107.2:1556"
"NFKBIA-mRNA",0.273,0.59,-0.884,1.43,1.21,0.542,2.69,0.648,1,"lm.nb","NM_020529.2:1361"
"MMP9-mRNA",0.206,0.469,-0.714,1.13,1.15,0.61,2.18,0.665,1,"lm.nb","NM_004994.2:2011"
"MFNG-mRNA",-0.153,0.351,-0.841,0.534,0.899,0.558,1.45,0.666,1,"lm.nb","NM_002405.3:1768"
"IL32-mRNA",-0.304,0.732,-1.74,1.13,0.81,0.3,2.19,0.681,1,"lm.nb","NM_004221.4:358"
"FBP1-mRNA",0.18,0.436,-0.674,1.03,1.13,0.627,2.05,0.683,1,"lm.nb","NM_001127628.1:488"
"CCL5-mRNA",0.178,0.431,-0.668,1.02,1.13,0.629,2.03,0.684,1,"lm.nb","NM_002985.2:277"
"GPSM3-mRNA",-0.146,0.373,-0.878,0.585,0.904,0.544,1.5,0.698,1,"lm.nb","NM_001276501.1:915"
"MS4A1-mRNA",0.121,0.314,-0.495,0.737,1.09,0.71,1.67,0.703,1,"lm.nb","NM_021950.3:161"
"TYMP-mRNA",-0.166,0.462,-1.07,0.739,0.891,0.476,1.67,0.721,1,"lm.nb","NM_001113755.2:645"
"FOSL1-mRNA",0.08,0.223,-0.356,0.516,1.06,0.781,1.43,0.722,1,"lm.nb","NM_005438.3:1320"
"CD70-mRNA",-0.157,0.442,-1.02,0.71,0.897,0.492,1.64,0.726,1,"lm.nb","NM_001252.3:420"
"PTPN11-mRNA",0.143,0.419,-0.678,0.964,1.1,0.625,1.95,0.735,1,"lm.nb","NM_001330437.1:228"
"P4HA1-mRNA",-0.155,0.453,-1.04,0.733,0.898,0.486,1.66,0.735,1,"lm.nb","NM_000917.3:805"
"CTNNB1-mRNA",0.179,0.545,-0.89,1.25,1.13,0.54,2.37,0.745,1,"lm.nb","NM_001098209.1:1938"
"IL6-mRNA",-0.259,0.815,-1.86,1.34,0.836,0.276,2.53,0.753,1,"lm.nb","NM_000600.3:484"
"IRF1-mRNA",-0.113,0.357,-0.813,0.587,0.924,0.569,1.5,0.753,1,"lm.nb","NM_002198.2:557"
"IFITM1-mRNA",0.13,0.418,-0.688,0.949,1.09,0.621,1.93,0.757,1,"lm.nb","NM_003641.3:536"
"NRAS-mRNA",-0.101,0.325,-0.738,0.536,0.932,0.6,1.45,0.758,1,"lm.nb","NM_002524.4:2168"
"HLA-DRA-mRNA",0.209,0.682,-1.13,1.55,1.16,0.458,2.92,0.762,1,"lm.nb","NM_019111.3:335"
"THBS1-mRNA",0.204,0.67,-1.11,1.52,1.15,0.464,2.86,0.764,1,"lm.nb","NM_003246.2:3816"
"MET-mRNA",-0.15,0.494,-1.12,0.818,0.901,0.461,1.76,0.764,1,"lm.nb","NM_000245.2:1488"
"HLA-DRB1-mRNA",-0.159,0.537,-1.21,0.894,0.896,0.432,1.86,0.77,1,"lm.nb","NM_002124.3:1016"
"CXCL2-mRNA",0.264,0.899,-1.5,2.03,1.2,0.354,4.07,0.772,1,"lm.nb","NM_002089.1:435"
"SERPINA1-mRNA",-0.245,0.837,-1.89,1.4,0.844,0.271,2.63,0.772,1,"lm.nb","NM_001127702.1:963"
"PKM-mRNA",-0.406,1.41,-3.17,2.35,0.754,0.111,5.12,0.775,1,"loglinear","NM_001206796.2:1533"
"GBP2-mRNA",-0.143,0.519,-1.16,0.873,0.905,0.448,1.83,0.784,1,"lm.nb","NM_004120.4:1744"
"PLOD2-mRNA",-0.596,2.18,-4.87,3.68,0.662,0.0342,12.8,0.787,1,"loglinear","NM_182943.2:2588"
"CD3D-mRNA",0.115,0.424,-0.716,0.947,1.08,0.609,1.93,0.788,1,"lm.nb","NM_000732.4:127"
"CD47-mRNA",0.191,0.713,-1.21,1.59,1.14,0.433,3.01,0.791,1,"lm.nb","NM_001777.3:901"
"CXCR4-mRNA",0.181,0.716,-1.22,1.59,1.13,0.428,3,0.803,1,"lm.nb","NM_001008540.1:1060"
"IFITM2-mRNA",0.134,0.535,-0.914,1.18,1.1,0.531,2.27,0.804,1,"lm.nb","NM_006435.2:390"
"IRF2-mRNA",0.0586,0.235,-0.402,0.52,1.04,0.757,1.43,0.805,1,"lm.nb","NM_002199.3:1624"
"GLUL-mRNA",0.143,0.596,-1.03,1.31,1.1,0.491,2.48,0.813,1,"lm.nb","NM_002065.6:1485"
"HIF1A-mRNA",-0.17,0.709,-1.56,1.22,0.889,0.339,2.33,0.813,1,"lm.nb","NM_181054.2:930"
"CCL4-mRNA",0.143,0.598,-1.03,1.31,1.1,0.49,2.49,0.813,1,"lm.nb","NM_002984.2:35"
"CDKN2A-mRNA",-0.0749,0.358,-0.776,0.626,0.949,0.584,1.54,0.836,1,"lm.nb","NM_000077.4:1052"
"B2M-mRNA",0.304,1.47,-2.58,3.19,1.23,0.167,9.14,0.838,1,"loglinear","NM_004048.2:573"
"DPP4-mRNA",-0.133,0.655,-1.42,1.15,0.912,0.375,2.22,0.841,1,"lm.nb","NM_001935.3:1861"
"SNAI1-mRNA",0.0615,0.305,-0.537,0.66,1.04,0.689,1.58,0.842,1,"lm.nb","NM_005985.3:960"
"CCL2-mRNA",0.182,0.918,-1.62,1.98,1.13,0.326,3.95,0.844,1,"lm.nb","NM_002982.3:303"
"STAT1-mRNA",0.0522,0.291,-0.519,0.623,1.04,0.698,1.54,0.859,1,"lm.nb","NM_007315.3:239"
"TYMS-mRNA",0.119,0.666,-1.19,1.42,1.09,0.439,2.68,0.86,1,"lm.nb","NM_001071.1:395"
"TPSAB1/B2-mRNA",-0.0952,0.547,-1.17,0.977,0.936,0.445,1.97,0.863,1,"lm.nb","NM_003294.3:556"
"IL1R2-mRNA",0.0502,0.297,-0.531,0.632,1.04,0.692,1.55,0.867,1,"lm.nb","NR_048564.1:949"
"API5-mRNA",0.108,0.72,-1.3,1.52,1.08,0.405,2.87,0.882,1,"lm.nb","NM_001142930.1:1552"
"CXCL8-mRNA",0.268,1.8,-3.26,3.79,1.2,0.105,13.9,0.883,1,"loglinear","NM_000584.3:170"
"PSMB8-mRNA",0.0566,0.394,-0.716,0.829,1.04,0.609,1.78,0.887,1,"lm.nb","NM_004159.4:1080"
"VTCN1-mRNA",0.0452,0.33,-0.601,0.691,1.03,0.659,1.61,0.892,1,"lm.nb","NM_001253849.1:871"
"NDUFA4L2-mRNA",-0.104,0.76,-1.59,1.39,0.93,0.331,2.61,0.892,1,"lm.nb","NM_020142.3:563"
"DUSP1-mRNA",-0.0865,0.656,-1.37,1.2,0.942,0.386,2.3,0.896,1,"lm.nb","NM_004417.3:1428"
"IL33-mRNA",0.0484,0.373,-0.683,0.779,1.03,0.623,1.72,0.898,1,"lm.nb","NM_033439.3:1842"
"LAMC2-mRNA",0.0675,0.546,-1,1.14,1.05,0.499,2.2,0.903,1,"lm.nb","NM_005562.2:1027"
"LYZ-mRNA",-0.102,0.846,-1.76,1.56,0.932,0.295,2.94,0.905,1,"lm.nb","NM_000239.2:381"
"RPL23-mRNA",-0.0816,0.741,-1.53,1.37,0.945,0.345,2.59,0.913,1,"lm.nb","NM_000978.3:100"
"ADM-mRNA",-0.0584,0.532,-1.1,0.985,0.96,0.466,1.98,0.914,1,"lm.nb","NM_001124.2:1413"
"HLA-B-mRNA",0.0758,0.774,-1.44,1.59,1.05,0.368,3.02,0.923,1,"lm.nb","NM_005514.6:1247"
"TPI1-mRNA",-0.136,1.41,-2.9,2.63,0.91,0.134,6.19,0.924,1,"loglinear","NM_000365.5:153"
"ITGAV-mRNA",-0.052,0.562,-1.15,1.05,0.965,0.45,2.07,0.927,1,"lm.nb","NM_001144999.2:2701"
"HLA-C-mRNA",0.0432,0.5,-0.937,1.02,1.03,0.522,2.03,0.932,1,"lm.nb","NM_002117.4:898"
"TREM2-mRNA",0.0385,0.445,-0.835,0.912,1.03,0.561,1.88,0.932,1,"lm.nb","NM_018965.3:848"
"BNIP3-mRNA",-0.0189,0.257,-0.522,0.484,0.987,0.696,1.4,0.942,1,"lm.nb","NM_004052.3:116"
"TBX21-mRNA",0.025,0.341,-0.644,0.694,1.02,0.64,1.62,0.942,1,"lm.nb","NM_013351.1:1380"
"PVRIG-mRNA",-0.0208,0.298,-0.604,0.563,0.986,0.658,1.48,0.945,1,"lm.nb","NM_024070.3:1390"
"PTGS2-mRNA",-0.0378,0.555,-1.12,1.05,0.974,0.459,2.07,0.946,1,"lm.nb","NM_000963.1:495"
"ICAM1-mRNA",0.0513,0.761,-1.44,1.54,1.04,0.369,2.91,0.947,1,"lm.nb","NM_000201.2:2253"
"EPCAM-mRNA",-0.0363,0.706,-1.42,1.35,0.975,0.374,2.55,0.959,1,"lm.nb","NM_002354.2:499"
"CD44-mRNA",-0.0374,0.813,-1.63,1.56,0.974,0.323,2.94,0.964,1,"lm.nb","NM_001001392.1:566"
"CCND1-mRNA",-0.029,0.674,-1.35,1.29,0.98,0.392,2.45,0.966,1,"lm.nb","NM_053056.2:857"
"TWF1-mRNA",-0.0154,0.383,-0.767,0.736,0.989,0.588,1.67,0.968,1,"lm.nb","NM_002822.4:1574"
"NFKB2-mRNA",-0.0126,0.315,-0.629,0.604,0.991,0.646,1.52,0.968,1,"lm.nb","NM_001077494.3:1986"
"RPL7A-mRNA",0.056,1.43,-2.75,2.86,1.04,0.149,7.25,0.969,1,"loglinear","NM_000972.2:657"
"JAK1-mRNA",-0.0123,0.459,-0.912,0.888,0.992,0.531,1.85,0.979,1,"lm.nb","NM_002227.1:285"
"TAPBP-mRNA",0.0167,0.642,-1.24,1.27,1.01,0.423,2.42,0.979,1,"lm.nb","NM_003190.4:1082"
"IFI27-mRNA",-0.018,0.751,-1.49,1.45,0.988,0.356,2.74,0.981,1,"lm.nb","NM_005532.3:390"
"FCGR3A/B-mRNA",-0.0113,0.507,-1.01,0.983,0.992,0.498,1.98,0.982,1,"lm.nb","NM_000570.4:255"
"CD74-mRNA",0.0059,0.471,-0.917,0.929,1,0.53,1.9,0.99,1,"lm.nb","NM_001025159.2:1161"
"CYBB-mRNA",-0.00527,0.72,-1.42,1.41,0.996,0.374,2.65,0.994,1,"lm.nb","NM_000397.3:1034"
"HLA-A-mRNA",0.0025,0.661,-1.29,1.3,1,0.408,2.46,0.997,1,"lm.nb","NM_002116.7:298"
"EOMES-mRNA",-4.41e-16,0.418,-0.82,0.82,1,0.567,1.77,1,1,"lm.nb","NM_001278182.1:1522"
