"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CD68-mRNA",1.73,0.711,0.334,3.12,3.31,1.26,8.71,0.0223,0.356,"lm.nb","NM_001251.2:1140"
"FAM124B-mRNA",-0.89,0.37,-1.61,-0.165,0.54,0.326,0.892,0.0235,0.367,"lm.nb","NM_001122779.1:1620"
"B2M-mRNA",4.08,1.7,0.742,7.41,16.9,1.67,170,0.0241,0.37,"loglinear","NM_004048.2:573"
"STAT2-mRNA",1.21,0.532,0.168,2.25,2.31,1.12,4.77,0.0313,0.472,"lm.nb","NM_005419.2:1965"
"CCL18-mRNA",-0.829,0.366,-1.55,-0.111,0.563,0.342,0.926,0.0322,0.477,"lm.nb","NM_002988.3:45"
"MYD88-mRNA",0.737,0.33,0.0903,1.38,1.67,1.06,2.61,0.0343,0.5,"lm.nb","NM_002468.3:2145"
"GLUD1-mRNA",0.833,0.376,0.0966,1.57,1.78,1.07,2.97,0.0356,0.501,"lm.nb","NM_005271.2:2680"
"CXCR2-mRNA",-0.759,0.342,-1.43,-0.088,0.591,0.371,0.941,0.0356,0.501,"lm.nb","NM_001557.3:409"
"GOT2-mRNA",-0.685,0.319,-1.31,-0.0596,0.622,0.403,0.96,0.0413,0.573,"lm.nb","NM_002080.3:674"
"LILRA1-mRNA",-0.846,0.414,-1.66,-0.0342,0.556,0.317,0.977,0.0514,0.7,"lm.nb","NM_001278318.1:486"
"PARP4-mRNA",0.746,0.369,0.0229,1.47,1.68,1.02,2.77,0.0536,0.7,"lm.nb","NM_006437.3:1399"
"NEIL1-mRNA",-0.957,0.474,-1.89,-0.0288,0.515,0.271,0.98,0.0537,0.7,"lm.nb","NM_024608.2:1675"
"ENTPD1-mRNA",0.756,0.374,0.0224,1.49,1.69,1.02,2.81,0.0538,0.7,"lm.nb","NM_001098175.1:1418"
"LYZ-mRNA",1.96,0.977,0.0481,3.88,3.9,1.03,14.7,0.055,0.704,"lm.nb","NM_000239.2:381"
"CD70-mRNA",0.987,0.504,-0.00054,1.97,1.98,1,3.93,0.0609,0.769,"lm.nb","NM_001252.3:420"
"IL32-mRNA",1.64,0.842,-0.00755,3.29,3.12,0.995,9.81,0.0619,0.77,"lm.nb","NM_004221.4:358"
"PVRIG-mRNA",-0.681,0.352,-1.37,0.00928,0.624,0.387,1.01,0.0641,0.785,"lm.nb","NM_024070.3:1390"
"BNIP3-mRNA",-0.574,0.3,-1.16,0.014,0.672,0.447,1.01,0.0668,0.807,"lm.nb","NM_004052.3:116"
"PSMB8-mRNA",0.853,0.45,-0.0286,1.73,1.81,0.98,3.33,0.0691,0.822,"lm.nb","NM_004159.4:1080"
"ARG2-mRNA",-0.7,0.375,-1.44,0.0354,0.615,0.37,1.02,0.0734,0.862,"lm.nb","NM_001172.3:512"
"ULBP2-mRNA",-0.833,0.451,-1.72,0.0508,0.562,0.304,1.04,0.0761,0.88,"lm.nb","NM_025217.2:905"
"DDB2-mRNA",-0.729,0.397,-1.51,0.0482,0.603,0.352,1.03,0.0775,0.88,"lm.nb","NM_000107.2:1556"
"FCGR3A/B-mRNA",1.06,0.578,-0.0728,2.19,2.09,0.951,4.58,0.0781,0.88,"lm.nb","NM_000570.4:255"
"ITGAV-mRNA",1.15,0.644,-0.114,2.41,2.22,0.924,5.32,0.0863,0.959,"lm.nb","NM_001144999.2:2701"
"IFITM2-mRNA",1.07,0.614,-0.138,2.27,2.09,0.909,4.82,0.0945,1,"lm.nb","NM_006435.2:390"
"TBX21-mRNA",-0.7,0.406,-1.5,0.0945,0.615,0.355,1.07,0.096,1,"lm.nb","NM_013351.1:1380"
"CDH2-mRNA",-1.03,0.599,-2.2,0.142,0.489,0.217,1.1,0.0968,1,"lm.nb","NM_001792.3:3067"
"IL33-mRNA",-0.759,0.443,-1.63,0.11,0.591,0.323,1.08,0.0989,1,"lm.nb","NM_033439.3:1842"
"EOMES-mRNA",-0.833,0.493,-1.8,0.133,0.561,0.287,1.1,0.103,1,"lm.nb","NM_001278182.1:1522"
"SERPINA1-mRNA",1.62,0.965,-0.271,3.51,3.07,0.829,11.4,0.105,1,"lm.nb","NM_001127702.1:963"
"TLR2-mRNA",0.721,0.459,-0.178,1.62,1.65,0.884,3.08,0.128,1,"lm.nb","NM_001318787.1:484"
"RPL23-mRNA",1.34,0.855,-0.334,3.02,2.54,0.793,8.1,0.129,1,"lm.nb","NM_000978.3:100"
"TAPBP-mRNA",1.13,0.735,-0.308,2.57,2.19,0.808,5.96,0.135,1,"lm.nb","NM_003190.4:1082"
"FBP1-mRNA",0.767,0.5,-0.214,1.75,1.7,0.862,3.36,0.137,1,"lm.nb","NM_001127628.1:488"
"RSAD2-mRNA",-0.461,0.302,-1.05,0.13,0.726,0.482,1.09,0.138,1,"lm.nb","NM_080657.4:1057"
"EPCAM-mRNA",1.23,0.81,-0.357,2.82,2.35,0.781,7.06,0.141,1,"lm.nb","NM_002354.2:499"
"JAK1-mRNA",0.79,0.523,-0.236,1.82,1.73,0.849,3.52,0.143,1,"lm.nb","NM_002227.1:285"
"MAP3K7-mRNA",0.498,0.332,-0.153,1.15,1.41,0.899,2.22,0.146,1,"lm.nb","NM_003188.3:1178"
"CD19-mRNA",-0.744,0.508,-1.74,0.251,0.597,0.299,1.19,0.155,1,"lm.nb","NM_001770.4:1770"
"CCND1-mRNA",1.13,0.773,-0.383,2.65,2.19,0.767,6.27,0.155,1,"lm.nb","NM_053056.2:857"
"BAD-mRNA",-0.553,0.379,-1.3,0.19,0.681,0.407,1.14,0.157,1,"lm.nb","NM_004322.3:963"
"HIF1A-mRNA",1.19,0.817,-0.41,2.79,2.29,0.753,6.94,0.157,1,"lm.nb","NM_181054.2:930"
"ALDOC-mRNA",-0.625,0.44,-1.49,0.238,0.648,0.356,1.18,0.168,1,"lm.nb","NM_005165.2:335"
"OASL-mRNA",-0.439,0.315,-1.06,0.18,0.738,0.481,1.13,0.176,1,"lm.nb","NM_003733.2:1570"
"CDH1-mRNA",1.04,0.754,-0.436,2.52,2.06,0.739,5.73,0.179,1,"lm.nb","NM_004360.3:379"
"CDKN2A-mRNA",-0.567,0.415,-1.38,0.246,0.675,0.384,1.19,0.183,1,"lm.nb","NM_000077.4:1052"
"RRM2-mRNA",-0.958,0.734,-2.4,0.481,0.515,0.19,1.4,0.203,1,"lm.nb","NM_001034.1:490"
"HLA-DOA-mRNA",0.427,0.331,-0.222,1.08,1.34,0.857,2.11,0.209,1,"lm.nb","NM_002119.3:3075"
"EIF4EBP1-mRNA",-1.01,0.796,-2.57,0.556,0.498,0.169,1.47,0.218,1,"lm.nb","NM_004095.3:673"
"IL1R2-mRNA",-0.428,0.352,-1.12,0.263,0.743,0.461,1.2,0.235,1,"lm.nb","NR_048564.1:949"
"ADM-mRNA",0.74,0.611,-0.459,1.94,1.67,0.728,3.83,0.237,1,"lm.nb","NM_001124.2:1413"
"LDHB-mRNA",0.899,0.786,-0.642,2.44,1.86,0.641,5.42,0.263,1,"lm.nb","NM_001174097.2:1200"
"RPL7A-mRNA",1.76,1.65,-1.47,5,3.39,0.36,31.9,0.295,1,"loglinear","NM_000972.2:657"
"MET-mRNA",0.592,0.569,-0.522,1.71,1.51,0.696,3.26,0.307,1,"lm.nb","NM_000245.2:1488"
"NRAS-mRNA",0.379,0.371,-0.348,1.1,1.3,0.786,2.15,0.317,1,"lm.nb","NM_002524.4:2168"
"OAS3-mRNA",-0.328,0.338,-0.99,0.334,0.797,0.503,1.26,0.341,1,"lm.nb","NM_006187.3:2354"
"CXCL8-mRNA",2.01,2.08,-2.06,6.08,4.02,0.239,67.5,0.343,1,"loglinear","NM_000584.3:170"
"DNMT1-mRNA",0.69,0.735,-0.75,2.13,1.61,0.594,4.38,0.356,1,"lm.nb","NM_001130823.2:2500"
"CXCL1-mRNA",-0.988,1.06,-3.07,1.1,0.504,0.119,2.14,0.362,1,"lm.nb","NM_001511.3:743"
"GLS-mRNA",0.455,0.496,-0.518,1.43,1.37,0.699,2.69,0.367,1,"lm.nb","NM_014905.4:165"
"CXCL2-mRNA",0.95,1.04,-1.08,2.98,1.93,0.472,7.92,0.368,1,"lm.nb","NM_002089.1:435"
"AQP9-mRNA",-0.389,0.426,-1.22,0.446,0.764,0.428,1.36,0.369,1,"lm.nb","NM_001320635.1:753"
"SNAI1-mRNA",-0.322,0.354,-1.02,0.373,0.8,0.494,1.29,0.372,1,"lm.nb","NM_005985.3:960"
"MMP9-mRNA",-0.483,0.549,-1.56,0.592,0.715,0.34,1.51,0.386,1,"lm.nb","NM_004994.2:2011"
"NDUFA4L2-mRNA",0.766,0.875,-0.95,2.48,1.7,0.518,5.58,0.39,1,"lm.nb","NM_020142.3:563"
"VTCN1-mRNA",-0.322,0.387,-1.08,0.437,0.8,0.473,1.35,0.414,1,"lm.nb","NM_001253849.1:871"
"TPI1-mRNA",1.27,1.63,-1.93,4.47,2.41,0.263,22.1,0.443,1,"loglinear","NM_000365.5:153"
"ITPK1-mRNA",-0.267,0.353,-0.959,0.424,0.831,0.514,1.34,0.455,1,"lm.nb","NM_001142593.2:958"
"CD3D-mRNA",0.367,0.487,-0.587,1.32,1.29,0.666,2.5,0.458,1,"lm.nb","NM_000732.4:127"
"KRAS-mRNA",0.326,0.436,-0.529,1.18,1.25,0.693,2.27,0.462,1,"lm.nb","NM_004985.3:1790"
"TWF1-mRNA",0.313,0.441,-0.551,1.18,1.24,0.683,2.26,0.483,1,"lm.nb","NM_002822.4:1574"
"LAMB3-mRNA",-0.523,0.762,-2.02,0.97,0.696,0.247,1.96,0.498,1,"lm.nb","NM_000228.2:3350"
"IRF2-mRNA",0.184,0.269,-0.344,0.712,1.14,0.788,1.64,0.501,1,"lm.nb","NM_002199.3:1624"
"CD44-mRNA",-0.632,0.941,-2.48,1.21,0.645,0.18,2.32,0.508,1,"lm.nb","NM_001001392.1:566"
"LAMC2-mRNA",-0.355,0.633,-1.6,0.885,0.782,0.331,1.85,0.58,1,"lm.nb","NM_005562.2:1027"
"SPP1-mRNA",0.603,1.1,-1.56,2.77,1.52,0.339,6.81,0.59,1,"lm.nb","NM_000582.2:760"
"SIRPA-mRNA",0.279,0.532,-0.765,1.32,1.21,0.589,2.5,0.605,1,"lm.nb","NM_001040023.1:3355"
"PTPN11-mRNA",-0.253,0.485,-1.2,0.698,0.839,0.434,1.62,0.606,1,"lm.nb","NM_001330437.1:228"
"P4HA1-mRNA",-0.26,0.524,-1.29,0.768,0.835,0.41,1.7,0.624,1,"lm.nb","NM_000917.3:805"
"PKM-mRNA",0.741,1.63,-2.45,3.93,1.67,0.183,15.2,0.653,1,"loglinear","NM_001206796.2:1533"
"CCL2-mRNA",0.365,1.06,-1.71,2.44,1.29,0.305,5.44,0.733,1,"lm.nb","NM_002982.3:303"
"TPSAB1/B2-mRNA",-0.212,0.632,-1.45,1.03,0.863,0.366,2.04,0.74,1,"lm.nb","NM_003294.3:556"
"MFNG-mRNA",-0.132,0.406,-0.928,0.663,0.912,0.526,1.58,0.747,1,"lm.nb","NM_002405.3:1768"
"TYMS-mRNA",-0.247,0.771,-1.76,1.26,0.842,0.295,2.4,0.751,1,"lm.nb","NM_001071.1:395"
"ENO1-mRNA",0.262,0.86,-1.42,1.95,1.2,0.373,3.86,0.763,1,"lm.nb","NM_001428.3:782"
"DPP4-mRNA",0.228,0.755,-1.25,1.71,1.17,0.42,3.27,0.765,1,"lm.nb","NM_001935.3:1861"
"API5-mRNA",0.238,0.83,-1.39,1.87,1.18,0.382,3.64,0.776,1,"lm.nb","NM_001142930.1:1552"
"CCL20-mRNA",-0.327,1.18,-2.63,1.98,0.797,0.161,3.94,0.783,1,"lm.nb","NM_001130046.1:295"
"NOTCH2-mRNA",0.116,0.448,-0.762,0.994,1.08,0.59,1.99,0.797,1,"lm.nb","NM_024408.3:2842"
"PLOD2-mRNA",-0.579,2.52,-5.51,4.35,0.669,0.0219,20.4,0.82,1,"loglinear","NM_182943.2:2588"
"NFKB2-mRNA",-0.0773,0.365,-0.792,0.637,0.948,0.578,1.56,0.834,1,"lm.nb","NM_001077494.3:1986"
"FOSL1-mRNA",-0.0533,0.259,-0.56,0.454,0.964,0.678,1.37,0.838,1,"lm.nb","NM_005438.3:1320"
"ICAM3-mRNA",-0.054,0.302,-0.645,0.537,0.963,0.639,1.45,0.859,1,"lm.nb","NM_002162.3:1225"
"GPSM3-mRNA",0.0619,0.429,-0.778,0.902,1.04,0.583,1.87,0.886,1,"lm.nb","NM_001276501.1:915"
"MGMT-mRNA",-0.056,0.388,-0.816,0.704,0.962,0.568,1.63,0.886,1,"lm.nb","NM_002412.3:323"
"BBS1-mRNA",-0.0601,0.477,-0.996,0.875,0.959,0.501,1.83,0.901,1,"lm.nb","NM_024649.4:82"
"ALDOA-mRNA",0.0477,0.765,-1.45,1.55,1.03,0.366,2.92,0.951,1,"lm.nb","NM_000034.3:2049"
"LDHA-mRNA",0.0482,0.87,-1.66,1.75,1.03,0.317,3.37,0.956,1,"lm.nb","NM_001135239.1:1053"
"ERO1A-mRNA",-0.00338,0.784,-1.54,1.53,0.998,0.344,2.9,0.997,1,"lm.nb","NM_014584.2:963"
