"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"LAMB3-mRNA",-2.62,0.875,-4.33,-0.901,0.163,0.0497,0.536,0.00391,0.419,"lm.nb","NM_000228.2:3350"
"B2M-mRNA",2.08,0.701,0.707,3.45,4.23,1.63,11,0.00415,0.419,"lm.nb","NM_004048.2:573"
"SNAI1-mRNA",-2.08,0.701,-3.45,-0.704,0.237,0.0915,0.614,0.0042,0.419,"lm.nb","NM_005985.3:960"
"PSMB8-mRNA",1.24,0.421,0.414,2.07,2.36,1.33,4.19,0.00446,0.429,"lm.nb","NM_004159.4:1080"
"HLA-C-mRNA",1.27,0.44,0.411,2.14,2.42,1.33,4.4,0.00515,0.479,"lm.nb","NM_002117.4:898"
"CTSS-mRNA",1.71,0.606,0.524,2.9,3.27,1.44,7.45,0.00621,0.559,"lm.nb","NM_004079.3:685"
"IRF9-mRNA",1.47,0.536,0.416,2.52,2.76,1.33,5.72,0.00793,0.69,"lm.nb","NM_006084.4:723"
"FBP1-mRNA",-1.76,0.648,-3.03,-0.488,0.296,0.123,0.713,0.00844,0.711,"lm.nb","NM_001127628.1:488"
"HLA-DRA-mRNA",2.22,0.826,0.597,3.83,4.64,1.51,14.3,0.00917,0.749,"lm.nb","NM_019111.3:335"
"EOMES-mRNA",-2.25,0.847,-3.91,-0.586,0.211,0.0667,0.666,0.00999,0.793,"lm.nb","NM_001278182.1:1522"
"PPARGC1B-mRNA",-1.66,0.637,-2.9,-0.407,0.317,0.134,0.754,0.0115,0.885,"lm.nb","NM_001172699.1:1010"
"TAP2-mRNA",1.47,0.57,0.353,2.59,2.77,1.28,6.01,0.0121,0.909,"lm.nb","NM_018833.2:912"
"HLA-DMB-mRNA",1.45,0.573,0.324,2.57,2.72,1.25,5.93,0.0139,0.989,"lm.nb","NM_002118.3:20"
"HLA-B-mRNA",1.66,0.658,0.37,2.95,3.16,1.29,7.72,0.014,0.989,"lm.nb","NM_005514.6:1247"
"HLA-F-mRNA",1.64,0.653,0.363,2.92,3.12,1.29,7.58,0.0143,0.989,"lm.nb","NM_001098479.1:285"
"PVRIG-mRNA",-1.86,0.745,-3.32,-0.403,0.275,0.1,0.756,0.0148,0.999,"lm.nb","NM_024070.3:1390"
"BNIP3-mRNA",-1.2,0.493,-2.17,-0.237,0.435,0.222,0.849,0.0173,1,"lm.nb","NM_004052.3:116"
"ITGB2-mRNA",-2.08,0.857,-3.76,-0.401,0.236,0.0738,0.757,0.0179,1,"lm.nb","NM_000211.3:1412"
"PARP12-mRNA",1.79,0.761,0.3,3.28,3.46,1.23,9.73,0.0215,1,"lm.nb","NM_022750.3:1843"
"STAT2-mRNA",0.968,0.414,0.157,1.78,1.96,1.11,3.43,0.0224,1,"lm.nb","NM_005419.2:1965"
"CASP1-mRNA",1.25,0.544,0.181,2.31,2.37,1.13,4.97,0.025,1,"lm.nb","NM_001223.4:1050"
"ICAM1-mRNA",1.85,0.81,0.265,3.44,3.61,1.2,10.9,0.0254,1,"lm.nb","NM_000201.2:2253"
"TRIM21-mRNA",1.85,0.822,0.238,3.46,3.6,1.18,11,0.0277,1,"lm.nb","NM_003141.3:1190"
"IL32-mRNA",2.3,1.03,0.273,4.33,4.93,1.21,20.1,0.0295,1,"lm.nb","NM_004221.4:358"
"ENTPD1-mRNA",-1.64,0.745,-3.1,-0.183,0.32,0.117,0.881,0.0309,1,"lm.nb","NM_001098175.1:1418"
"TPSAB1/B2-mRNA",-2.03,0.924,-3.85,-0.223,0.244,0.0696,0.857,0.0311,1,"lm.nb","NM_003294.3:556"
"PTGS2-mRNA",-1.94,0.887,-3.68,-0.201,0.261,0.0782,0.87,0.0323,1,"lm.nb","NM_000963.1:495"
"BBS1-mRNA",-1.03,0.475,-1.96,-0.102,0.489,0.256,0.932,0.0332,1,"lm.nb","NM_024649.4:82"
"CX3CL1-mRNA",1.26,0.603,0.0772,2.44,2.39,1.05,5.43,0.0406,1,"lm.nb","NM_002996.3:1850"
"CD3D-mRNA",-1.53,0.748,-2.99,-0.062,0.347,0.126,0.958,0.045,1,"lm.nb","NM_000732.4:127"
"HLA-E-mRNA",1.42,0.701,0.049,2.8,2.68,1.03,6.94,0.0463,1,"lm.nb","NM_005516.5:1287"
"CHUK-mRNA",2.47,1.22,0.0711,4.87,5.55,1.05,29.3,0.0476,1,"loglinear","NM_001278.4:3263"
"HLA-DPA1-mRNA",1.77,0.882,0.0442,3.5,3.42,1.03,11.3,0.0484,1,"lm.nb","NM_033554.2:857"
"TLR3-mRNA",1.47,0.734,0.0311,2.91,2.77,1.02,7.51,0.0493,1,"lm.nb","NM_003265.2:37"
"OLFML2B-mRNA",-1.33,0.662,-2.62,-0.0278,0.399,0.162,0.981,0.0493,1,"lm.nb","NM_015441.1:2920"
"FLNB-mRNA",1.6,0.801,0.0285,3.17,3.03,1.02,8.98,0.05,1,"lm.nb","NM_001164319.1:8980"
"FOSL1-mRNA",0.939,0.472,0.0137,1.86,1.92,1.01,3.64,0.0508,1,"lm.nb","NM_005438.3:1320"
"FZD8-mRNA",-1.01,0.512,-2.01,-0.00348,0.497,0.248,0.998,0.0534,1,"lm.nb","NM_031866.1:890"
"TMEM140-mRNA",1.2,0.608,0.00299,2.39,2.29,1,5.23,0.0536,1,"lm.nb","NM_018295.3:377"
"CD47-mRNA",1.36,0.695,-0.00733,2.72,2.56,0.995,6.58,0.0554,1,"lm.nb","NM_001777.3:901"
"IL10RA-mRNA",-1.29,0.666,-2.6,0.0129,0.408,0.165,1.01,0.0565,1,"lm.nb","NM_001558.2:150"
"DPP4-mRNA",2.01,1.06,-0.0741,4.09,4.02,0.95,17,0.0631,1,"lm.nb","NM_001935.3:1861"
"MICB-mRNA",0.955,0.506,-0.0365,1.95,1.94,0.975,3.86,0.0634,1,"lm.nb","NM_005931.3:1387"
"JAK2-mRNA",0.999,0.54,-0.0594,2.06,2,0.96,4.16,0.0687,1,"lm.nb","NM_004972.2:455"
"OAS3-mRNA",0.881,0.478,-0.0552,1.82,1.84,0.962,3.53,0.0695,1,"lm.nb","NM_006187.3:2354"
"ITGA6-mRNA",1.06,0.577,-0.0675,2.19,2.09,0.954,4.58,0.0698,1,"lm.nb","NM_001316306.1:1982"
"ATF3-mRNA",0.739,0.405,-0.0541,1.53,1.67,0.963,2.89,0.0723,1,"lm.nb","NM_001674.3:1487"
"NEIL1-mRNA",-1.24,0.683,-2.58,0.0931,0.422,0.167,1.07,0.0727,1,"lm.nb","NM_024608.2:1675"
"CDKN1A-mRNA",0.805,0.448,-0.074,1.68,1.75,0.95,3.21,0.0772,1,"lm.nb","NM_000389.2:1975"
"IL6-mRNA",-1.61,0.9,-3.38,0.15,0.327,0.0961,1.11,0.0775,1,"lm.nb","NM_000600.3:484"
"TLR2-mRNA",-0.937,0.527,-1.97,0.096,0.522,0.255,1.07,0.08,1,"lm.nb","NM_001318787.1:484"
"CD69-mRNA",1.14,0.64,-0.118,2.39,2.2,0.922,5.25,0.0802,1,"lm.nb","NM_001781.2:88"
"EIF2AK2-mRNA",0.961,0.544,-0.105,2.03,1.95,0.93,4.07,0.0818,1,"lm.nb","NM_001135652.2:516"
"JAG1-mRNA",3.23,1.85,-0.399,6.86,9.39,0.758,116,0.0857,1,"loglinear","NM_000214.2:3509"
"BAD-mRNA",-0.744,0.433,-1.59,0.105,0.597,0.332,1.08,0.0903,1,"lm.nb","NM_004322.3:963"
"VTCN1-mRNA",-1.03,0.601,-2.2,0.15,0.491,0.217,1.11,0.092,1,"lm.nb","NM_001253849.1:871"
"MKI67-mRNA",2.77,1.62,-0.412,5.96,6.83,0.752,62.1,0.0926,1,"loglinear","NM_002417.2:2005"
"MET-mRNA",1.28,0.753,-0.193,2.76,2.43,0.875,6.77,0.093,1,"lm.nb","NM_000245.2:1488"
"HMGA1-mRNA",1.4,0.825,-0.216,3.02,2.64,0.861,8.09,0.0941,1,"lm.nb","NM_145902.2:906"
"GLUD1-mRNA",0.826,0.496,-0.147,1.8,1.77,0.903,3.48,0.101,1,"lm.nb","NM_005271.2:2680"
"CD68-mRNA",0.916,0.551,-0.163,2,1.89,0.893,3.99,0.101,1,"lm.nb","NM_001251.2:1140"
"SPP1-mRNA",3.1,1.87,-0.561,6.75,8.56,0.678,108,0.102,1,"loglinear","NM_000582.2:760"
"TNFRSF1A-mRNA",0.767,0.464,-0.142,1.68,1.7,0.906,3.2,0.103,1,"lm.nb","NM_001065.2:515"
"DUSP5-mRNA",1.18,0.723,-0.235,2.6,2.27,0.85,6.06,0.107,1,"lm.nb","NM_004419.3:675"
"AQP9-mRNA",-1.21,0.767,-2.72,0.289,0.431,0.152,1.22,0.118,1,"lm.nb","NM_001320635.1:753"
"ICAM3-mRNA",-0.624,0.396,-1.4,0.152,0.649,0.379,1.11,0.12,1,"lm.nb","NM_002162.3:1225"
"SAMD9-mRNA",0.814,0.518,-0.2,1.83,1.76,0.87,3.55,0.12,1,"lm.nb","NM_017654.3:490"
"IL33-mRNA",-1.19,0.757,-2.67,0.295,0.439,0.157,1.23,0.121,1,"lm.nb","NM_033439.3:1842"
"TAPBPL-mRNA",1.08,0.688,-0.27,2.42,2.11,0.829,5.37,0.122,1,"lm.nb","NM_018009.4:1425"
"HLA-DPB1-mRNA",1.15,0.731,-0.288,2.58,2.21,0.819,5.97,0.122,1,"lm.nb","NM_002121.5:987"
"PARP4-mRNA",0.606,0.392,-0.162,1.37,1.52,0.893,2.59,0.127,1,"lm.nb","NM_006437.3:1399"
"STAT3-mRNA",1.31,0.85,-0.357,2.97,2.48,0.781,7.86,0.128,1,"lm.nb","NM_003150.3:2936"
"CCND1-mRNA",1.05,0.687,-0.294,2.4,2.07,0.816,5.28,0.13,1,"lm.nb","NM_053056.2:857"
"MYD88-mRNA",0.417,0.272,-0.117,0.951,1.33,0.922,1.93,0.131,1,"lm.nb","NM_002468.3:2145"
"HLA-DMA-mRNA",1.02,0.677,-0.306,2.35,2.03,0.809,5.09,0.136,1,"lm.nb","NM_006120.3:396"
"CD40-mRNA",1.09,0.731,-0.342,2.53,2.13,0.789,5.76,0.14,1,"lm.nb","NM_001250.5:166"
"TAPBP-mRNA",0.801,0.539,-0.254,1.86,1.74,0.839,3.62,0.141,1,"lm.nb","NM_003190.4:1082"
"PMS2-mRNA",1.1,0.746,-0.359,2.57,2.15,0.78,5.92,0.144,1,"lm.nb","NM_000535.6:894"
"CCL5-mRNA",-1.17,0.795,-2.73,0.384,0.443,0.15,1.3,0.144,1,"lm.nb","NM_002985.2:277"
"ITGB8-mRNA",2.36,1.61,-0.793,5.51,5.14,0.577,45.7,0.147,1,"loglinear","NM_002214.2:2609"
"MS4A1-mRNA",-0.847,0.577,-1.98,0.285,0.556,0.254,1.22,0.147,1,"lm.nb","NM_021950.3:161"
"MMP7-mRNA",2.82,1.93,-0.956,6.6,7.08,0.516,97.2,0.148,1,"loglinear","NM_002423.3:265"
"PCK2-mRNA",0.473,0.323,-0.161,1.11,1.39,0.895,2.15,0.148,1,"lm.nb","NM_001018073.2:1307"
"CCNB1-mRNA",1.32,0.914,-0.471,3.11,2.5,0.722,8.65,0.153,1,"lm.nb","NM_031966.2:710"
"ZC3H12A-mRNA",-0.999,0.693,-2.36,0.359,0.5,0.195,1.28,0.154,1,"lm.nb","NM_025079.2:1379"
"SBNO2-mRNA",1.16,0.807,-0.42,2.74,2.24,0.748,6.7,0.155,1,"lm.nb","NM_001100122.1:1686"
"RB1-mRNA",1.16,0.82,-0.446,2.77,2.23,0.734,6.8,0.162,1,"lm.nb","NM_000321.2:2769"
"MICA-mRNA",1.01,0.719,-0.395,2.42,2.02,0.761,5.37,0.163,1,"lm.nb","NM_000247.1:550"
"ZEB1-mRNA",1.19,0.848,-0.468,2.86,2.29,0.723,7.25,0.164,1,"lm.nb","NM_001128128.2:2292"
"RIPK1-mRNA",0.973,0.697,-0.394,2.34,1.96,0.761,5.06,0.168,1,"lm.nb","NM_003804.3:1304"
"BAX-mRNA",0.891,0.645,-0.372,2.15,1.85,0.773,4.45,0.171,1,"lm.nb","NM_004324.3:330"
"ALDOC-mRNA",-0.712,0.517,-1.72,0.301,0.611,0.303,1.23,0.173,1,"lm.nb","NM_005165.2:335"
"CXCR2-mRNA",-0.949,0.692,-2.31,0.407,0.518,0.202,1.33,0.175,1,"lm.nb","NM_001557.3:409"
"NT5E-mRNA",1.39,1.02,-0.619,3.39,2.61,0.651,10.5,0.18,1,"lm.nb","NM_002526.3:3526"
"CLEC4E-mRNA",-0.924,0.682,-2.26,0.413,0.527,0.209,1.33,0.18,1,"lm.nb","NM_014358.3:1392"
"CCL20-mRNA",-2.09,1.56,-5.14,0.96,0.235,0.0284,1.95,0.184,1,"loglinear","NM_001130046.1:295"
"TNFSF10-mRNA",2.75,2.05,-1.27,6.78,6.74,0.414,110,0.185,1,"loglinear","NM_003810.3:155"
"ERBB2-mRNA",1.03,0.772,-0.487,2.54,2.04,0.714,5.81,0.188,1,"lm.nb","NM_004448.2:2405"
"TTC30A-mRNA",0.406,0.309,-0.2,1.01,1.33,0.871,2.02,0.193,1,"lm.nb","NM_152275.3:2492"
"BRCA2-mRNA",1.06,0.805,-0.52,2.63,2.08,0.697,6.21,0.194,1,"lm.nb","NM_000059.3:1373"
"UBA7-mRNA",0.553,0.421,-0.272,1.38,1.47,0.828,2.6,0.194,1,"lm.nb","NM_003335.2:580"
"NBN-mRNA",1.07,0.823,-0.541,2.68,2.1,0.687,6.43,0.197,1,"lm.nb","NM_002485.4:1046"
"PIK3CA-mRNA",0.742,0.573,-0.381,1.87,1.67,0.768,3.65,0.2,1,"lm.nb","NM_006218.2:3296"
"TGFBR2-mRNA",0.729,0.565,-0.378,1.84,1.66,0.77,3.57,0.201,1,"lm.nb","NM_001024847.2:870"
"TICAM1-mRNA",0.905,0.701,-0.469,2.28,1.87,0.723,4.85,0.201,1,"lm.nb","NM_182919.3:2552"
"NFKBIA-mRNA",1.1,0.856,-0.576,2.78,2.15,0.671,6.86,0.203,1,"lm.nb","NM_020529.2:1361"
"PFKM-mRNA",-0.435,0.339,-1.1,0.23,0.74,0.467,1.17,0.205,1,"lm.nb","NM_000289.5:2672"
"GOT1-mRNA",0.839,0.659,-0.453,2.13,1.79,0.731,4.38,0.207,1,"lm.nb","NM_002079.2:568"
"IRF7-mRNA",0.708,0.558,-0.386,1.8,1.63,0.765,3.49,0.209,1,"lm.nb","NM_004029.2:1705"
"ITGB3-mRNA",0.908,0.716,-0.496,2.31,1.88,0.709,4.96,0.209,1,"lm.nb","NM_000212.2:4485"
"SREBF1-mRNA",1.16,0.918,-0.637,2.96,2.24,0.643,7.79,0.21,1,"lm.nb","NM_001005291.1:1392"
"CASP3-mRNA",0.638,0.504,-0.35,1.63,1.56,0.784,3.09,0.21,1,"lm.nb","NM_032991.2:1002"
"MMP9-mRNA",-0.822,0.65,-2.1,0.452,0.566,0.234,1.37,0.211,1,"lm.nb","NM_004994.2:2011"
"RASAL1-mRNA",-0.65,0.516,-1.66,0.361,0.637,0.316,1.28,0.212,1,"lm.nb","NM_001193520.1:3097"
"LILRA1-mRNA",-0.876,0.697,-2.24,0.49,0.545,0.211,1.4,0.213,1,"lm.nb","NM_001278318.1:486"
"CASP8-mRNA",1.17,0.94,-0.668,3.02,2.26,0.629,8.09,0.216,1,"lm.nb","NM_001228.4:762"
"HK1-mRNA",0.54,0.433,-0.308,1.39,1.45,0.808,2.62,0.216,1,"lm.nb","NM_000188.2:3355"
"H2AFX-mRNA",0.782,0.634,-0.461,2.02,1.72,0.726,4.07,0.222,1,"lm.nb","NM_002105.2:521"
"SRP54-mRNA",0.727,0.592,-0.432,1.89,1.66,0.741,3.7,0.223,1,"lm.nb","NM_001146282.1:951"
"CD70-mRNA",-0.976,0.795,-2.53,0.582,0.509,0.173,1.5,0.224,1,"lm.nb","NM_001252.3:420"
"BBC3-mRNA",0.766,0.624,-0.457,1.99,1.7,0.728,3.97,0.224,1,"lm.nb","NM_014417.4:1310"
"SLC2A1-mRNA",-0.604,0.493,-1.57,0.362,0.658,0.337,1.29,0.225,1,"lm.nb","NM_006516.2:264"
"CDH1-mRNA",-1.03,0.84,-2.67,0.62,0.491,0.157,1.54,0.226,1,"lm.nb","NM_004360.3:379"
"LCK-mRNA",-0.74,0.606,-1.93,0.448,0.599,0.263,1.36,0.226,1,"lm.nb","NM_005356.4:1723"
"MAP3K7-mRNA",0.448,0.367,-0.272,1.17,1.36,0.828,2.25,0.227,1,"lm.nb","NM_003188.3:1178"
"ANLN-mRNA",1.25,1.02,-0.758,3.25,2.37,0.591,9.54,0.227,1,"lm.nb","NM_018685.2:240"
"HIF1A-mRNA",1.22,1.01,-0.747,3.19,2.33,0.596,9.15,0.228,1,"lm.nb","NM_181054.2:930"
"TPM1-mRNA",2.22,1.83,-1.37,5.82,4.67,0.387,56.3,0.229,1,"loglinear","NM_000366.5:830"
"FUT4-mRNA",-0.654,0.548,-1.73,0.42,0.635,0.302,1.34,0.237,1,"lm.nb","NM_002033.3:1151"
"ENO1-mRNA",0.92,0.773,-0.594,2.43,1.89,0.662,5.41,0.238,1,"lm.nb","NM_001428.3:782"
"KRAS-mRNA",0.402,0.338,-0.26,1.07,1.32,0.835,2.09,0.238,1,"lm.nb","NM_004985.3:1790"
"NECTIN2-mRNA",1.04,0.876,-0.683,2.75,2.05,0.623,6.74,0.242,1,"lm.nb","NM_001042724.1:1120"
"CXCL16-mRNA",0.985,0.834,-0.651,2.62,1.98,0.637,6.15,0.242,1,"lm.nb","NM_001100812.1:743"
"ADM-mRNA",-0.657,0.558,-1.75,0.438,0.634,0.297,1.35,0.244,1,"lm.nb","NM_001124.2:1413"
"CEBPB-mRNA",0.413,0.352,-0.277,1.1,1.33,0.825,2.15,0.245,1,"lm.nb","NM_005194.3:1731"
"IFI16-mRNA",1.01,0.868,-0.69,2.71,2.01,0.62,6.55,0.248,1,"lm.nb","NM_001206567.1:2351"
"RIPK2-mRNA",0.582,0.503,-0.404,1.57,1.5,0.756,2.97,0.252,1,"lm.nb","NM_003821.5:1306"
"KIF2C-mRNA",1.02,0.887,-0.714,2.76,2.03,0.61,6.78,0.252,1,"lm.nb","NM_006845.2:1020"
"BRD3-mRNA",0.756,0.656,-0.529,2.04,1.69,0.693,4.12,0.253,1,"lm.nb","NM_007371.3:2621"
"HLA-A-mRNA",0.66,0.577,-0.471,1.79,1.58,0.721,3.46,0.257,1,"lm.nb","NM_002116.7:298"
"FAM124B-mRNA",-0.879,0.774,-2.4,0.639,0.544,0.19,1.56,0.26,1,"lm.nb","NM_001122779.1:1620"
"ADAM12-mRNA",-0.725,0.641,-1.98,0.531,0.605,0.253,1.45,0.262,1,"lm.nb","NM_003474.5:638"
"IRF3-mRNA",0.955,0.849,-0.71,2.62,1.94,0.611,6.14,0.265,1,"lm.nb","NM_001197122.1:607"
"TBXAS1-mRNA",0.701,0.624,-0.523,1.92,1.63,0.696,3.8,0.266,1,"lm.nb","NM_001061.4:709"
"TREM2-mRNA",-0.835,0.745,-2.29,0.625,0.561,0.204,1.54,0.266,1,"lm.nb","NM_018965.3:848"
"CCL2-mRNA",1.95,1.75,-1.47,5.37,3.87,0.361,41.4,0.268,1,"loglinear","NM_002982.3:303"
"EPM2AIP1-mRNA",0.738,0.663,-0.562,2.04,1.67,0.677,4.1,0.27,1,"lm.nb","NM_014805.3:1322"
"CDC20-mRNA",0.806,0.725,-0.615,2.23,1.75,0.653,4.68,0.27,1,"lm.nb","NM_001255.1:915"
"PDZK1IP1-mRNA",2.2,1.99,-1.7,6.1,4.59,0.308,68.5,0.273,1,"loglinear","NM_005764.3:229"
"GPC4-mRNA",0.686,0.637,-0.562,1.93,1.61,0.677,3.82,0.285,1,"lm.nb","NM_001448.2:820"
"API5-mRNA",0.722,0.674,-0.599,2.04,1.65,0.66,4.12,0.288,1,"lm.nb","NM_001142930.1:1552"
"EZH2-mRNA",0.387,0.362,-0.323,1.1,1.31,0.8,2.14,0.289,1,"lm.nb","NM_004456.4:1596"
"NFKB1-mRNA",0.664,0.631,-0.572,1.9,1.58,0.673,3.74,0.296,1,"lm.nb","NM_003998.3:2920"
"VEGFA-mRNA",-0.485,0.462,-1.39,0.421,0.715,0.382,1.34,0.298,1,"lm.nb","NM_001171623.1:2212"
"ANGPTL4-mRNA",-0.901,0.859,-2.58,0.783,0.536,0.167,1.72,0.298,1,"lm.nb","NM_001039667.2:1088"
"RAD50-mRNA",0.893,0.852,-0.778,2.56,1.86,0.583,5.91,0.299,1,"lm.nb","NM_005732.3:1357"
"TWF1-mRNA",0.438,0.421,-0.387,1.26,1.35,0.765,2.4,0.302,1,"lm.nb","NM_002822.4:1574"
"MELK-mRNA",0.679,0.659,-0.611,1.97,1.6,0.655,3.92,0.306,1,"lm.nb","NM_014791.2:365"
"PRKCA-mRNA",0.543,0.527,-0.49,1.58,1.46,0.712,2.98,0.307,1,"lm.nb","NM_002737.2:818"
"BCL2L1-mRNA",0.583,0.567,-0.529,1.7,1.5,0.693,3.24,0.308,1,"lm.nb","NM_001191.3:1421"
"VHL-mRNA",-0.443,0.437,-1.3,0.413,0.736,0.406,1.33,0.314,1,"lm.nb","NM_198156.1:420"
"NOTCH2-mRNA",0.617,0.609,-0.576,1.81,1.53,0.671,3.51,0.314,1,"lm.nb","NM_024408.3:2842"
"CEACAM3-mRNA",0.693,0.685,-0.65,2.04,1.62,0.637,4.1,0.315,1,"lm.nb","NM_001277163.2:807"
"ITGA1-mRNA",-0.608,0.612,-1.81,0.591,0.656,0.286,1.51,0.324,1,"lm.nb","NM_181501.1:502"
"MYC-mRNA",0.859,0.865,-0.836,2.55,1.81,0.56,5.87,0.324,1,"lm.nb","NM_002467.3:1615"
"SLC1A5-mRNA",0.702,0.712,-0.694,2.1,1.63,0.618,4.28,0.328,1,"lm.nb","NM_001145144.1:648"
"BIRC5-mRNA",1,1.03,-1.01,3.01,2,0.498,8.06,0.332,1,"lm.nb","NM_001168.2:1215"
"SMAP1-mRNA",0.631,0.65,-0.643,1.9,1.55,0.64,3.74,0.335,1,"lm.nb","NM_001044305.2:823"
"TYMS-mRNA",0.707,0.733,-0.73,2.14,1.63,0.603,4.42,0.338,1,"lm.nb","NM_001071.1:395"
"FCGRT-mRNA",0.705,0.732,-0.729,2.14,1.63,0.603,4.4,0.339,1,"lm.nb","NM_004107.4:1260"
"TNFRSF10D-mRNA",-0.584,0.608,-1.78,0.608,0.667,0.292,1.52,0.34,1,"lm.nb","NM_003840.4:838"
"APH1B-mRNA",0.569,0.593,-0.592,1.73,1.48,0.663,3.32,0.34,1,"lm.nb","NM_001145646.1:541"
"VCAN-mRNA",2.03,2.12,-2.12,6.19,4.1,0.23,72.9,0.34,1,"loglinear","NM_001126336.2:394"
"PTEN-mRNA",0.73,0.761,-0.761,2.22,1.66,0.59,4.66,0.34,1,"lm.nb","NM_000314.6:6696"
"UBE2T-mRNA",0.457,0.476,-0.477,1.39,1.37,0.718,2.62,0.341,1,"lm.nb","NM_014176.1:50"
"TP53-mRNA",0.937,0.986,-0.995,2.87,1.91,0.502,7.3,0.345,1,"lm.nb","NM_000546.2:1330"
"RRM2-mRNA",0.722,0.76,-0.767,2.21,1.65,0.587,4.63,0.346,1,"lm.nb","NM_001034.1:490"
"HMGB1-mRNA",0.635,0.671,-0.679,1.95,1.55,0.625,3.86,0.347,1,"lm.nb","NM_002128.5:3400"
"HRAS-mRNA",0.535,0.566,-0.575,1.65,1.45,0.671,3.13,0.348,1,"lm.nb","NM_005343.3:842"
"IFNGR2-mRNA",0.661,0.706,-0.724,2.05,1.58,0.606,4.13,0.353,1,"lm.nb","NM_005534.3:1963"
"PIK3R2-mRNA",-0.486,0.526,-1.52,0.544,0.714,0.349,1.46,0.358,1,"lm.nb","NM_005027.3:344"
"RPL23-mRNA",0.749,0.811,-0.84,2.34,1.68,0.559,5.06,0.359,1,"lm.nb","NM_000978.3:100"
"RPL7A-mRNA",0.665,0.72,-0.746,2.08,1.59,0.596,4.22,0.359,1,"lm.nb","NM_000972.2:657"
"AKT1-mRNA",0.64,0.694,-0.72,2,1.56,0.607,4,0.359,1,"lm.nb","NM_005163.2:2207"
