"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"SPRY4-mRNA",-0.824,0.618,-2.04,0.387,0.565,0.244,1.31,0.187,1,"lm.nb","NM_030964.3:1900"
"HLA-B-mRNA",0.671,0.509,-0.327,1.67,1.59,0.797,3.18,0.192,1,"lm.nb","NM_005514.6:1247"
"P4HA1-mRNA",-0.432,0.328,-1.08,0.211,0.741,0.475,1.16,0.192,1,"lm.nb","NM_000917.3:805"
"UBA7-mRNA",0.422,0.329,-0.223,1.07,1.34,0.857,2.09,0.204,1,"lm.nb","NM_003335.2:580"
"PSMB8-mRNA",0.416,0.328,-0.226,1.06,1.33,0.855,2.08,0.208,1,"lm.nb","NM_004159.4:1080"
"CDKN1C-mRNA",-0.694,0.547,-1.77,0.377,0.618,0.294,1.3,0.208,1,"lm.nb","NM_000076.2:1605"
"ANGPTL4-mRNA",-0.838,0.664,-2.14,0.464,0.56,0.227,1.38,0.212,1,"lm.nb","NM_001039667.2:1088"
"CXCR4-mRNA",-0.748,0.596,-1.92,0.42,0.595,0.265,1.34,0.214,1,"lm.nb","NM_001008540.1:1060"
"HLA-F-mRNA",0.638,0.509,-0.361,1.64,1.56,0.779,3.11,0.215,1,"lm.nb","NM_001098479.1:285"
"CASP9-mRNA",0.501,0.406,-0.295,1.3,1.42,0.815,2.46,0.221,1,"lm.nb","XM_011542270.1:326"
"HLA-C-mRNA",0.421,0.342,-0.249,1.09,1.34,0.841,2.13,0.222,1,"lm.nb","NM_002117.4:898"
"CCL20-mRNA",-1.46,1.2,-3.82,0.904,0.364,0.071,1.87,0.231,1,"loglinear","NM_001130046.1:295"
"ADM-mRNA",-0.519,0.431,-1.36,0.326,0.698,0.388,1.25,0.233,1,"lm.nb","NM_001124.2:1413"
"TYMP-mRNA",0.55,0.463,-0.357,1.46,1.46,0.781,2.74,0.239,1,"lm.nb","NM_001113755.2:645"
"TPM1-mRNA",-1.65,1.42,-4.43,1.13,0.318,0.0463,2.18,0.248,1,"loglinear","NM_000366.5:830"
"TBXAS1-mRNA",0.564,0.485,-0.387,1.51,1.48,0.765,2.86,0.249,1,"lm.nb","NM_001061.4:709"
"PTGS2-mRNA",-0.788,0.68,-2.12,0.545,0.579,0.23,1.46,0.251,1,"lm.nb","NM_000963.1:495"
"SAMD9-mRNA",-0.464,0.405,-1.26,0.331,0.725,0.418,1.26,0.256,1,"lm.nb","NM_017654.3:490"
"VEGFB-mRNA",0.372,0.326,-0.268,1.01,1.29,0.831,2.02,0.258,1,"lm.nb","NM_003377.3:687"
"RPS6KB1-mRNA",-0.317,0.279,-0.863,0.229,0.803,0.55,1.17,0.259,1,"lm.nb","NM_001272042.1:2451"
"WDR76-mRNA",0.311,0.276,-0.23,0.853,1.24,0.853,1.81,0.263,1,"lm.nb","NM_024908.3:1875"
"PCK2-mRNA",0.284,0.252,-0.211,0.778,1.22,0.864,1.72,0.264,1,"lm.nb","NM_001018073.2:1307"
"HLA-DPB1-mRNA",0.633,0.567,-0.478,1.74,1.55,0.718,3.35,0.268,1,"lm.nb","NM_002121.5:987"
"RIPK2-mRNA",0.434,0.391,-0.332,1.2,1.35,0.795,2.3,0.271,1,"lm.nb","NM_003821.5:1306"
"GPC4-mRNA",0.544,0.494,-0.424,1.51,1.46,0.745,2.85,0.274,1,"lm.nb","NM_001448.2:820"
"MYD88-mRNA",0.233,0.212,-0.182,0.649,1.18,0.881,1.57,0.275,1,"lm.nb","NM_002468.3:2145"
"EZH2-mRNA",0.308,0.281,-0.243,0.86,1.24,0.845,1.81,0.277,1,"lm.nb","NM_004456.4:1596"
"RASAL1-mRNA",-0.434,0.396,-1.21,0.343,0.74,0.432,1.27,0.278,1,"lm.nb","NM_001193520.1:3097"
"ERO1A-mRNA",-0.468,0.432,-1.32,0.379,0.723,0.402,1.3,0.282,1,"lm.nb","NM_014584.2:963"
"PLA1A-mRNA",0.592,0.563,-0.512,1.7,1.51,0.701,3.24,0.297,1,"lm.nb","NM_015900.2:1250"
"CCND3-mRNA",-0.47,0.449,-1.35,0.411,0.722,0.392,1.33,0.299,1,"lm.nb","NM_001136017.2:760"
"HLA-A-mRNA",0.457,0.447,-0.419,1.33,1.37,0.748,2.52,0.31,1,"lm.nb","NM_002116.7:298"
"SLC16A1-mRNA",-0.66,0.658,-1.95,0.63,0.633,0.259,1.55,0.319,1,"lm.nb","NM_003051.3:635"
"CD14-mRNA",-0.582,0.588,-1.73,0.57,0.668,0.301,1.48,0.326,1,"lm.nb","NM_001174105.1:1020"
"CXCL5-mRNA",-1.42,1.47,-4.29,1.46,0.375,0.051,2.75,0.338,1,"loglinear","NM_002994.4:475"
"IFITM1-mRNA",0.506,0.526,-0.526,1.54,1.42,0.694,2.9,0.34,1,"lm.nb","NM_003641.3:536"
"CDH1-mRNA",0.604,0.642,-0.654,1.86,1.52,0.635,3.63,0.35,1,"lm.nb","NM_004360.3:379"
"ARG2-mRNA",-0.318,0.341,-0.986,0.349,0.802,0.505,1.27,0.354,1,"lm.nb","NM_001172.3:512"
"LAMB3-mRNA",-0.619,0.664,-1.92,0.683,0.651,0.264,1.61,0.355,1,"lm.nb","NM_000228.2:3350"
"HELLS-mRNA",0.431,0.473,-0.496,1.36,1.35,0.709,2.56,0.366,1,"lm.nb","NM_001289067.1:191"
"FYN-mRNA",-0.569,0.625,-1.79,0.656,0.674,0.289,1.58,0.366,1,"lm.nb","NM_002037.5:2125"
"HLA-DOA-mRNA",0.459,0.505,-0.53,1.45,1.37,0.692,2.73,0.367,1,"lm.nb","NM_002119.3:3075"
"TNFAIP6-mRNA",-1.23,1.36,-3.89,1.43,0.425,0.0673,2.69,0.367,1,"loglinear","NM_007115.3:165"
"PC-mRNA",0.473,0.523,-0.553,1.5,1.39,0.682,2.82,0.37,1,"lm.nb","NM_000920.3:262"
"FBP1-mRNA",-0.446,0.494,-1.42,0.523,0.734,0.375,1.44,0.37,1,"lm.nb","NM_001127628.1:488"
"FAM124B-mRNA",0.536,0.594,-0.628,1.7,1.45,0.647,3.25,0.37,1,"lm.nb","NM_001122779.1:1620"
"MELK-mRNA",0.44,0.511,-0.561,1.44,1.36,0.678,2.71,0.392,1,"lm.nb","NM_014791.2:365"
"PMS2-mRNA",0.494,0.579,-0.641,1.63,1.41,0.641,3.09,0.396,1,"lm.nb","NM_000535.6:894"
"CCNB1-mRNA",0.603,0.708,-0.785,1.99,1.52,0.58,3.98,0.397,1,"lm.nb","NM_031966.2:710"
"IFIT2-mRNA",0.504,0.596,-0.665,1.67,1.42,0.631,3.19,0.401,1,"lm.nb","NM_001547.4:1995"
"NFKBIA-mRNA",0.557,0.663,-0.742,1.86,1.47,0.598,3.62,0.403,1,"lm.nb","NM_020529.2:1361"
"TNF-mRNA",0.349,0.425,-0.485,1.18,1.27,0.714,2.27,0.415,1,"lm.nb","NM_000594.3:1366"
"BATF3-mRNA",0.392,0.481,-0.55,1.33,1.31,0.683,2.52,0.418,1,"lm.nb","NM_018664.2:725"
"BID-mRNA",0.29,0.357,-0.41,0.989,1.22,0.753,1.99,0.42,1,"lm.nb","NM_001196.3:1604"
"MRE11-mRNA",0.18,0.222,-0.255,0.614,1.13,0.838,1.53,0.42,1,"lm.nb","NM_001330347.1:2169"
"BRCA2-mRNA",0.504,0.625,-0.72,1.73,1.42,0.607,3.31,0.422,1,"lm.nb","NM_000059.3:1373"
"MICB-mRNA",0.311,0.395,-0.463,1.09,1.24,0.726,2.12,0.433,1,"lm.nb","NM_005931.3:1387"
"A2M-mRNA",-0.947,1.2,-3.31,1.41,0.519,0.101,2.66,0.435,1,"loglinear","NM_000014.4:1685"
"IL32-mRNA",0.629,0.801,-0.941,2.2,1.55,0.521,4.59,0.435,1,"lm.nb","NM_004221.4:358"
"IFI35-mRNA",0.403,0.514,-0.605,1.41,1.32,0.658,2.66,0.436,1,"lm.nb","NM_005533.4:729"
"CDK6-mRNA",0.516,0.658,-0.774,1.81,1.43,0.585,3.5,0.436,1,"lm.nb","NM_001145306.1:1373"
"MAML2-mRNA",0.347,0.443,-0.521,1.21,1.27,0.697,2.32,0.436,1,"lm.nb","NM_032427.1:4125"
"ITGB8-mRNA",-0.967,1.25,-3.41,1.47,0.512,0.0942,2.78,0.44,1,"loglinear","NM_002214.2:2609"
"ISG15-mRNA",0.479,0.62,-0.737,1.69,1.39,0.6,3.24,0.443,1,"lm.nb","NM_005101.3:305"
"PTPRC-mRNA",-0.393,0.51,-1.39,0.606,0.761,0.381,1.52,0.443,1,"lm.nb","NM_080921.3:99"
"RAD51-mRNA",0.276,0.358,-0.426,0.979,1.21,0.744,1.97,0.443,1,"lm.nb","NM_133487.3:1570"
"BIRC3-mRNA",0.336,0.437,-0.52,1.19,1.26,0.697,2.29,0.444,1,"lm.nb","NM_001165.4:6567"
"PVR-mRNA",0.305,0.399,-0.476,1.09,1.24,0.719,2.12,0.446,1,"lm.nb","NM_001135768.2:448"
"IL10RA-mRNA",0.386,0.504,-0.603,1.37,1.31,0.659,2.59,0.447,1,"lm.nb","NM_001558.2:150"
"CSF1R-mRNA",-0.455,0.601,-1.63,0.722,0.729,0.323,1.65,0.451,1,"lm.nb","NM_005211.3:958"
"TNFSF10-mRNA",1.2,1.59,-1.91,4.32,2.3,0.266,20,0.452,1,"loglinear","NM_003810.3:155"
"FCGRT-mRNA",0.428,0.568,-0.686,1.54,1.35,0.622,2.91,0.454,1,"lm.nb","NM_004107.4:1260"
"RPTOR-mRNA",-0.36,0.484,-1.31,0.589,0.779,0.404,1.5,0.46,1,"lm.nb","NM_001163034.1:3139"
"TNFRSF14-mRNA",-0.306,0.421,-1.13,0.52,0.809,0.457,1.43,0.471,1,"lm.nb","NM_003820.3:503"
"RNLS-mRNA",-0.393,0.543,-1.46,0.672,0.762,0.364,1.59,0.472,1,"lm.nb","NM_001031709.2:726"
"FOSL1-mRNA",0.262,0.366,-0.455,0.98,1.2,0.729,1.97,0.476,1,"lm.nb","NM_005438.3:1320"
"IL6R-mRNA",0.267,0.376,-0.47,1,1.2,0.722,2.01,0.48,1,"lm.nb","NM_000565.3:846"
"HLA-DMA-mRNA",0.37,0.526,-0.661,1.4,1.29,0.632,2.64,0.484,1,"lm.nb","NM_006120.3:396"
"BRD3-mRNA",0.357,0.51,-0.642,1.36,1.28,0.641,2.56,0.486,1,"lm.nb","NM_007371.3:2621"
"KRAS-mRNA",0.182,0.263,-0.334,0.698,1.13,0.793,1.62,0.491,1,"lm.nb","NM_004985.3:1790"
"ANLN-mRNA",0.544,0.793,-1.01,2.1,1.46,0.496,4.28,0.495,1,"lm.nb","NM_018685.2:240"
"CXCL6-mRNA",-0.469,0.685,-1.81,0.873,0.722,0.285,1.83,0.496,1,"lm.nb","NM_002993.3:308"
"CCL4-mRNA",-0.464,0.681,-1.8,0.87,0.725,0.287,1.83,0.497,1,"lm.nb","NM_002984.2:35"
"SRP54-mRNA",0.313,0.459,-0.587,1.21,1.24,0.666,2.32,0.497,1,"lm.nb","NM_001146282.1:951"
"TGFBR1-mRNA",-0.252,0.373,-0.983,0.479,0.84,0.506,1.39,0.501,1,"lm.nb","NM_001130916.2:3011"
"MS4A1-mRNA",-0.299,0.443,-1.17,0.568,0.813,0.445,1.48,0.501,1,"lm.nb","NM_021950.3:161"
"TPI1-mRNA",-0.328,0.491,-1.29,0.635,0.797,0.409,1.55,0.507,1,"lm.nb","NM_000365.5:153"
"CEBPB-mRNA",-0.183,0.274,-0.72,0.355,0.881,0.607,1.28,0.508,1,"lm.nb","NM_005194.3:1731"
"LAMA1-mRNA",-0.29,0.438,-1.15,0.569,0.818,0.451,1.48,0.511,1,"lm.nb","NM_005559.3:9002"
"DEPTOR-mRNA",-0.323,0.491,-1.29,0.639,0.799,0.41,1.56,0.513,1,"lm.nb","NM_001283012.1:1141"
"CASP1-mRNA",0.28,0.425,-0.553,1.11,1.21,0.681,2.16,0.513,1,"lm.nb","NM_001223.4:1050"
"EPCAM-mRNA",0.51,0.776,-1.01,2.03,1.42,0.496,4.08,0.513,1,"lm.nb","NM_002354.2:499"
"C1QB-mRNA",0.4,0.609,-0.794,1.59,1.32,0.577,3.02,0.513,1,"lm.nb","NM_000491.3:816"
"ITGA6-mRNA",0.292,0.448,-0.585,1.17,1.22,0.666,2.25,0.516,1,"lm.nb","NM_001316306.1:1982"
"SMAD5-mRNA",0.189,0.294,-0.386,0.765,1.14,0.765,1.7,0.522,1,"lm.nb","NM_005903.5:5007"
"IFNAR1-mRNA",-0.238,0.374,-0.972,0.495,0.848,0.51,1.41,0.527,1,"lm.nb","NM_000629.2:461"
"CD47-mRNA",0.337,0.539,-0.72,1.39,1.26,0.607,2.63,0.534,1,"lm.nb","NM_001777.3:901"
"CEACAM3-mRNA",0.33,0.532,-0.712,1.37,1.26,0.61,2.59,0.537,1,"lm.nb","NM_001277163.2:807"
"NEIL1-mRNA",0.32,0.516,-0.691,1.33,1.25,0.619,2.52,0.537,1,"lm.nb","NM_024608.2:1675"
"ALDOC-mRNA",-0.24,0.397,-1.02,0.537,0.847,0.494,1.45,0.547,1,"lm.nb","NM_005165.2:335"
"MB21D1-mRNA",0.278,0.46,-0.623,1.18,1.21,0.649,2.27,0.548,1,"lm.nb","NM_138441.2:1198"
"LDHA-mRNA",-0.325,0.539,-1.38,0.731,0.798,0.384,1.66,0.548,1,"lm.nb","NM_001135239.1:1053"
"PARP12-mRNA",0.356,0.592,-0.803,1.52,1.28,0.573,2.86,0.549,1,"lm.nb","NM_022750.3:1843"
"CLEC4E-mRNA",0.311,0.518,-0.703,1.33,1.24,0.614,2.51,0.55,1,"lm.nb","NM_014358.3:1392"
"MSH6-mRNA",0.239,0.409,-0.562,1.04,1.18,0.678,2.06,0.56,1,"lm.nb","NM_000179.2:1015"
"CD40-mRNA",0.331,0.568,-0.783,1.45,1.26,0.581,2.72,0.562,1,"lm.nb","NM_001250.5:166"
"DUSP5-mRNA",0.324,0.56,-0.774,1.42,1.25,0.585,2.68,0.565,1,"lm.nb","NM_004419.3:675"
"CXCL16-mRNA",0.371,0.648,-0.899,1.64,1.29,0.536,3.12,0.569,1,"lm.nb","NM_001100812.1:743"
"NECTIN1-mRNA",0.248,0.435,-0.604,1.1,1.19,0.658,2.15,0.57,1,"lm.nb","NM_002855.4:357"
"ULBP2-mRNA",-0.214,0.378,-0.954,0.526,0.862,0.516,1.44,0.573,1,"lm.nb","NM_025217.2:905"
"ITGA1-mRNA",0.263,0.467,-0.652,1.18,1.2,0.637,2.26,0.575,1,"lm.nb","NM_181501.1:502"
"RELA-mRNA",-0.26,0.461,-1.16,0.644,0.835,0.447,1.56,0.575,1,"lm.nb","NM_021975.3:1990"
"CDC20-mRNA",0.315,0.563,-0.789,1.42,1.24,0.579,2.67,0.578,1,"lm.nb","NM_001255.1:915"
"B2M-mRNA",0.302,0.542,-0.761,1.37,1.23,0.59,2.58,0.58,1,"lm.nb","NM_004048.2:573"
"STAT2-mRNA",0.18,0.324,-0.455,0.815,1.13,0.729,1.76,0.58,1,"lm.nb","NM_005419.2:1965"
"ERBB2-mRNA",0.333,0.601,-0.844,1.51,1.26,0.557,2.85,0.581,1,"lm.nb","NM_004448.2:2405"
"TNFRSF10C-mRNA",0.279,0.504,-0.71,1.27,1.21,0.611,2.41,0.582,1,"lm.nb","NM_003841.3:682"
"THBS1-mRNA",0.35,0.637,-0.899,1.6,1.27,0.536,3.03,0.585,1,"lm.nb","NM_003246.2:3816"
"ENTPD1-mRNA",0.305,0.567,-0.805,1.42,1.24,0.572,2.67,0.592,1,"lm.nb","NM_001098175.1:1418"
"CXCL8-mRNA",-0.404,0.752,-1.88,1.07,0.756,0.272,2.1,0.593,1,"lm.nb","NM_000584.3:170"
"IFI6-mRNA",0.286,0.535,-0.763,1.34,1.22,0.589,2.52,0.595,1,"lm.nb","NM_002038.3:410"
"DTX3L-mRNA",0.236,0.45,-0.646,1.12,1.18,0.639,2.17,0.601,1,"lm.nb","NM_138287.3:1543"
"CHUK-mRNA",-0.496,0.948,-2.35,1.36,0.709,0.196,2.57,0.602,1,"loglinear","NM_001278.4:3263"
"MMP9-mRNA",-0.261,0.5,-1.24,0.718,0.834,0.423,1.65,0.603,1,"lm.nb","NM_004994.2:2011"
"NRAS-mRNA",-0.175,0.335,-0.831,0.481,0.886,0.562,1.4,0.603,1,"lm.nb","NM_002524.4:2168"
"OAS3-mRNA",0.195,0.373,-0.536,0.925,1.14,0.69,1.9,0.603,1,"lm.nb","NM_006187.3:2354"
"BRIP1-mRNA",0.261,0.5,-0.72,1.24,1.2,0.607,2.36,0.604,1,"lm.nb","NM_032043.2:1570"
"CASP3-mRNA",0.203,0.391,-0.564,0.97,1.15,0.676,1.96,0.605,1,"lm.nb","NM_032991.2:1002"
"ARNT2-mRNA",-0.378,0.735,-1.82,1.06,0.769,0.284,2.09,0.608,1,"lm.nb","NM_014862.3:1133"
"HLA-E-mRNA",0.28,0.543,-0.784,1.34,1.21,0.581,2.54,0.608,1,"lm.nb","NM_005516.5:1287"
"MICA-mRNA",0.29,0.563,-0.814,1.39,1.22,0.569,2.63,0.609,1,"lm.nb","NM_000247.1:550"
"BNIP3L-mRNA",-0.347,0.676,-1.67,0.977,0.786,0.314,1.97,0.609,1,"lm.nb","NM_001330491.1:2559"
"NFKB2-mRNA",0.152,0.298,-0.433,0.737,1.11,0.741,1.67,0.612,1,"lm.nb","NM_001077494.3:1986"
"CYBB-mRNA",-0.309,0.61,-1.51,0.887,0.807,0.352,1.85,0.614,1,"lm.nb","NM_000397.3:1034"
"MSH2-mRNA",-0.179,0.355,-0.875,0.517,0.883,0.545,1.43,0.615,1,"lm.nb","NM_000251.1:2514"
"AREG-mRNA",0.716,1.43,-2.08,3.51,1.64,0.236,11.4,0.618,1,"loglinear","NM_001657.3:717"
"NFKBIE-mRNA",-0.188,0.376,-0.926,0.549,0.878,0.526,1.46,0.619,1,"lm.nb","NM_004556.2:876"
"CCND2-mRNA",0.422,0.847,-1.24,2.08,1.34,0.424,4.24,0.62,1,"lm.nb","NM_001759.2:5825"
"ICOSLG-mRNA",0.257,0.516,-0.755,1.27,1.2,0.592,2.41,0.62,1,"lm.nb","NM_015259.4:1190"
"OAS1-mRNA",0.33,0.666,-0.975,1.63,1.26,0.509,3.1,0.622,1,"lm.nb","NM_001032409.1:805"
"FLT1-mRNA",-0.357,0.727,-1.78,1.07,0.781,0.291,2.1,0.625,1,"lm.nb","NM_002019.4:530"
"PARP9-mRNA",0.358,0.731,-1.08,1.79,1.28,0.475,3.46,0.626,1,"lm.nb","NM_001146103.1:1188"
"PRKCA-mRNA",0.2,0.409,-0.602,1,1.15,0.659,2,0.627,1,"lm.nb","NM_002737.2:818"
"HDAC11-mRNA",0.299,0.616,-0.909,1.51,1.23,0.533,2.84,0.629,1,"lm.nb","NM_001330636.1:865"
"TLR1-mRNA",-0.321,0.661,-1.62,0.975,0.801,0.326,1.97,0.629,1,"lm.nb","NM_003263.3:696"
"TAPBP-mRNA",0.201,0.418,-0.618,1.02,1.15,0.652,2.03,0.632,1,"lm.nb","NM_003190.4:1082"
"HIF1A-mRNA",0.373,0.778,-1.15,1.9,1.3,0.45,3.73,0.633,1,"lm.nb","NM_181054.2:930"
"DDB2-mRNA",-0.192,0.406,-0.988,0.604,0.875,0.504,1.52,0.638,1,"lm.nb","NM_000107.2:1556"
"CXCL1-mRNA",-0.389,0.84,-2.03,1.26,0.764,0.244,2.39,0.645,1,"lm.nb","NM_001511.3:743"
"SERPINH1-mRNA",-0.277,0.599,-1.45,0.897,0.825,0.366,1.86,0.645,1,"lm.nb","NM_001207014.1:1850"
"IRF2-mRNA",0.107,0.232,-0.349,0.562,1.08,0.785,1.48,0.647,1,"lm.nb","NM_002199.3:1624"
"ALDOA-mRNA",-0.214,0.466,-1.13,0.701,0.862,0.458,1.63,0.649,1,"lm.nb","NM_000034.3:2049"
"HMGA1-mRNA",0.29,0.638,-0.961,1.54,1.22,0.514,2.91,0.651,1,"lm.nb","NM_145902.2:906"
"VCAN-mRNA",-0.744,1.64,-3.96,2.47,0.597,0.0643,5.54,0.652,1,"loglinear","NM_001126336.2:394"
"CXCR2-mRNA",0.237,0.529,-0.799,1.27,1.18,0.575,2.42,0.655,1,"lm.nb","NM_001557.3:409"
"CD70-mRNA",-0.274,0.612,-1.47,0.925,0.827,0.36,1.9,0.656,1,"lm.nb","NM_001252.3:420"
"GOT1-mRNA",0.229,0.511,-0.774,1.23,1.17,0.585,2.35,0.656,1,"lm.nb","NM_002079.2:568"
"ITGA2-mRNA",0.245,0.551,-0.835,1.32,1.18,0.561,2.5,0.658,1,"lm.nb","NM_002203.3:903"
"IFI27-mRNA",0.251,0.568,-0.861,1.36,1.19,0.551,2.57,0.659,1,"lm.nb","NM_005532.3:390"
"CSF1-mRNA",0.202,0.457,-0.694,1.1,1.15,0.618,2.14,0.66,1,"lm.nb","NM_000757.5:251"
"PROM1-mRNA",0.276,0.625,-0.95,1.5,1.21,0.518,2.83,0.66,1,"lm.nb","NM_001145847.1:596"
"NFKB1-mRNA",0.214,0.489,-0.745,1.17,1.16,0.597,2.25,0.663,1,"lm.nb","NM_003998.3:2920"
"CDKN2B-mRNA",-0.172,0.394,-0.943,0.6,0.888,0.52,1.52,0.664,1,"lm.nb","NM_004936.3:906"
"STC1-mRNA",0.244,0.561,-0.856,1.34,1.18,0.552,2.54,0.665,1,"lm.nb","NM_003155.2:2172"
"OLFML2B-mRNA",0.216,0.501,-0.766,1.2,1.16,0.588,2.29,0.668,1,"lm.nb","NM_015441.1:2920"
"EIF4EBP1-mRNA",-0.227,0.527,-1.26,0.807,0.855,0.418,1.75,0.669,1,"lm.nb","NM_004095.3:673"
"TLR4-mRNA",-0.235,0.547,-1.31,0.837,0.85,0.404,1.79,0.669,1,"lm.nb","NR_024168.1:2575"
"FADD-mRNA",-0.195,0.465,-1.11,0.715,0.873,0.465,1.64,0.675,1,"lm.nb","NM_003824.3:810"
"CENPF-mRNA",0.27,0.654,-1.01,1.55,1.21,0.496,2.93,0.681,1,"lm.nb","NM_016343.3:9260"
"H2AFX-mRNA",0.203,0.492,-0.762,1.17,1.15,0.59,2.25,0.681,1,"lm.nb","NM_002105.2:521"
"SLC7A5-mRNA",-0.149,0.362,-0.858,0.56,0.902,0.552,1.47,0.682,1,"lm.nb","NM_003486.6:2011"
"VHL-mRNA",0.134,0.333,-0.518,0.786,1.1,0.698,1.72,0.689,1,"lm.nb","NM_198156.1:420"
"PRKACB-mRNA",0.285,0.712,-1.11,1.68,1.22,0.463,3.21,0.69,1,"lm.nb","NM_182948.2:805"
"TRIM21-mRNA",-0.253,0.642,-1.51,1.01,0.839,0.351,2.01,0.695,1,"lm.nb","NM_003141.3:1190"
"HDAC3-mRNA",-0.221,0.563,-1.32,0.883,0.858,0.399,1.84,0.696,1,"lm.nb","NM_003883.3:1464"
"LCK-mRNA",-0.181,0.464,-1.09,0.729,0.882,0.469,1.66,0.698,1,"lm.nb","NM_005356.4:1723"
"BNIP3-mRNA",-0.147,0.379,-0.889,0.595,0.903,0.54,1.51,0.698,1,"lm.nb","NM_004052.3:116"
"MAP3K5-mRNA",-0.208,0.534,-1.25,0.84,0.866,0.419,1.79,0.699,1,"lm.nb","NM_005923.3:3371"
"HEY1-mRNA",-0.227,0.59,-1.38,0.929,0.855,0.384,1.9,0.702,1,"lm.nb","NM_001040708.1:1859"
"HES1-mRNA",-0.156,0.407,-0.954,0.642,0.897,0.516,1.56,0.702,1,"lm.nb","NM_005524.2:860"
