"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TAPBP-mRNA",0.855,0.383,0.105,1.61,1.81,1.08,3.04,0.0288,0.575,"lm.nb","NM_003190.4:1082"
"PDGFA-mRNA",1.04,0.472,0.12,1.97,2.06,1.09,3.92,0.0303,0.6,"lm.nb","NM_033023.4:2390"
"NFKB1-mRNA",0.987,0.448,0.109,1.87,1.98,1.08,3.64,0.031,0.609,"lm.nb","NM_003998.3:2920"
"OAS1-mRNA",1.34,0.609,0.143,2.53,2.53,1.1,5.78,0.0317,0.619,"lm.nb","NM_001032409.1:805"
"CCL4-mRNA",1.35,0.621,0.134,2.57,2.55,1.1,5.94,0.0331,0.641,"lm.nb","NM_002984.2:35"
"IFNAR1-mRNA",0.742,0.341,0.0728,1.41,1.67,1.05,2.66,0.0333,0.641,"lm.nb","NM_000629.2:461"
"SERPINA1-mRNA",2.86,1.32,0.275,5.45,7.28,1.21,43.7,0.0337,0.644,"loglinear","NM_001127702.1:963"
"CCL18-mRNA",-0.674,0.311,-1.28,-0.0636,0.627,0.411,0.957,0.034,0.645,"lm.nb","NM_002988.3:45"
"TICAM1-mRNA",1.07,0.5,0.0957,2.05,2.11,1.07,4.15,0.035,0.661,"lm.nb","NM_182919.3:2552"
"UBE2T-mRNA",-0.739,0.345,-1.42,-0.0627,0.599,0.375,0.957,0.0359,0.671,"lm.nb","NM_014176.1:50"
"FCGR2B-mRNA",1.11,0.519,0.0873,2.12,2.15,1.06,4.36,0.037,0.688,"lm.nb","NM_001002273.1:870"
"CD14-mRNA",1.14,0.535,0.0859,2.18,2.2,1.06,4.55,0.0377,0.696,"lm.nb","NM_001174105.1:1020"
"CEACAM3-mRNA",-1.04,0.493,-2.01,-0.0752,0.486,0.249,0.949,0.0384,0.703,"lm.nb","NM_001277163.2:807"
"IFNGR2-mRNA",1.06,0.501,0.0732,2.04,2.08,1.05,4.11,0.039,0.71,"lm.nb","NM_005534.3:1963"
"CDKN1A-mRNA",0.667,0.319,0.0429,1.29,1.59,1.03,2.45,0.04,0.723,"lm.nb","NM_000389.2:1975"
"BCL2-mRNA",1.23,0.589,0.0735,2.38,2.34,1.05,5.21,0.0409,0.735,"lm.nb","NM_000633.2:1525"
"BNIP3-mRNA",-0.721,0.348,-1.4,-0.04,0.607,0.378,0.973,0.0418,0.742,"lm.nb","NM_004052.3:116"
"CD68-mRNA",0.812,0.392,0.045,1.58,1.76,1.03,2.99,0.0418,0.742,"lm.nb","NM_001251.2:1140"
"ITGB8-mRNA",2.35,1.14,0.114,4.59,5.1,1.08,24.1,0.0433,0.764,"loglinear","NM_002214.2:2609"
"EPCAM-mRNA",1.44,0.711,0.0481,2.83,2.72,1.03,7.13,0.0466,0.815,"lm.nb","NM_002354.2:499"
"MMP7-mRNA",2.76,1.37,0.0799,5.44,6.78,1.06,43.5,0.0476,0.827,"loglinear","NM_002423.3:265"
"EOMES-mRNA",-1.18,0.589,-2.34,-0.0282,0.44,0.198,0.981,0.0487,0.842,"lm.nb","NM_001278182.1:1522"
"TNKS-mRNA",1.29,0.648,0.0198,2.56,2.44,1.01,5.89,0.0506,0.869,"lm.nb","NM_003747.2:1948"
"TNFSF10-mRNA",2.84,1.46,-0.0211,5.69,7.14,0.985,51.7,0.0559,0.954,"loglinear","NM_003810.3:155"
"RAD51-mRNA",-0.647,0.333,-1.3,0.00591,0.639,0.406,1,0.0563,0.955,"lm.nb","NM_133487.3:1570"
"CDKN2A-mRNA",-0.963,0.497,-1.94,0.0118,0.513,0.261,1.01,0.0571,0.956,"lm.nb","NM_000077.4:1052"
"PSMB10-mRNA",0.949,0.49,-0.0118,1.91,1.93,0.992,3.76,0.0571,0.956,"lm.nb","NM_002801.3:249"
"EIF2AK2-mRNA",0.741,0.387,-0.0175,1.5,1.67,0.988,2.83,0.0598,0.995,"lm.nb","NM_001135652.2:516"
"ADAM12-mRNA",-0.862,0.454,-1.75,0.0269,0.55,0.297,1.02,0.0616,1,"lm.nb","NM_003474.5:638"
"OASL-mRNA",-0.972,0.512,-1.97,0.0309,0.51,0.254,1.02,0.0618,1,"lm.nb","NM_003733.2:1570"
"PDK1-mRNA",0.757,0.4,-0.0278,1.54,1.69,0.981,2.91,0.063,1,"lm.nb","NM_002610.3:401"
"TNFRSF10B-mRNA",1.35,0.716,-0.0532,2.75,2.55,0.964,6.74,0.0637,1,"lm.nb","NM_003842.3:565"
"HLA-DRB5-mRNA",2.53,1.34,-0.107,5.16,5.77,0.929,35.8,0.0644,1,"loglinear","NM_002125.3:135"
"PRKACB-mRNA",1.22,0.652,-0.0615,2.49,2.32,0.958,5.63,0.0665,1,"lm.nb","NM_182948.2:805"
"SREBF1-mRNA",1.21,0.652,-0.073,2.48,2.31,0.951,5.59,0.069,1,"lm.nb","NM_001005291.1:1392"
"CCND3-mRNA",-0.763,0.413,-1.57,0.0464,0.589,0.336,1.03,0.0691,1,"lm.nb","NM_001136017.2:760"
"ITGB2-mRNA",1.09,0.594,-0.0737,2.26,2.13,0.95,4.77,0.0708,1,"lm.nb","NM_000211.3:1412"
"SBNO2-mRNA",1.04,0.576,-0.0889,2.17,2.06,0.94,4.5,0.0755,1,"lm.nb","NM_001100122.1:1686"
"CYBB-mRNA",1.01,0.558,-0.0868,2.1,2.01,0.942,4.29,0.0757,1,"lm.nb","NM_000397.3:1034"
"NEIL1-mRNA",-0.858,0.477,-1.79,0.0771,0.552,0.288,1.05,0.0766,1,"lm.nb","NM_024608.2:1675"
"P4HA1-mRNA",0.536,0.299,-0.0497,1.12,1.45,0.966,2.18,0.0774,1,"lm.nb","NM_000917.3:805"
"RPL23-mRNA",1.03,0.575,-0.0976,2.16,2.04,0.935,4.46,0.0779,1,"lm.nb","NM_000978.3:100"
"EPM2AIP1-mRNA",0.839,0.471,-0.0841,1.76,1.79,0.943,3.39,0.0793,1,"lm.nb","NM_014805.3:1322"
"HAVCR2-mRNA",0.777,0.442,-0.0892,1.64,1.71,0.94,3.12,0.0833,1,"lm.nb","NM_032782.3:955"
"IL32-mRNA",1.29,0.734,-0.151,2.73,2.44,0.9,6.62,0.084,1,"lm.nb","NM_004221.4:358"
"VCAN-mRNA",2.63,1.5,-0.312,5.58,6.21,0.805,47.9,0.0843,1,"loglinear","NM_001126336.2:394"
"DAB2-mRNA",0.74,0.423,-0.0883,1.57,1.67,0.941,2.97,0.0845,1,"lm.nb","NM_001244871.1:2475"
"RSAD2-mRNA",-0.799,0.464,-1.71,0.109,0.575,0.306,1.08,0.0893,1,"lm.nb","NM_080657.4:1057"
"SPP1-mRNA",2.28,1.32,-0.313,4.88,4.86,0.805,29.4,0.0894,1,"loglinear","NM_000582.2:760"
"CXCL16-mRNA",1.02,0.593,-0.143,2.18,2.03,0.906,4.54,0.0902,1,"lm.nb","NM_001100812.1:743"
"PIK3CA-mRNA",0.692,0.408,-0.107,1.49,1.62,0.928,2.81,0.0944,1,"lm.nb","NM_006218.2:3296"
"IER3-mRNA",0.896,0.53,-0.144,1.94,1.86,0.905,3.82,0.0959,1,"lm.nb","NM_003897.3:204"
"ALDOC-mRNA",-0.611,0.365,-1.33,0.104,0.655,0.399,1.07,0.0984,1,"lm.nb","NM_005165.2:335"
"BNIP3L-mRNA",1.04,0.619,-0.176,2.25,2.05,0.885,4.75,0.0985,1,"lm.nb","NM_001330491.1:2559"
"RB1-mRNA",0.963,0.582,-0.178,2.1,1.95,0.884,4.3,0.103,1,"lm.nb","NM_000321.2:2769"
"PARP4-mRNA",0.461,0.279,-0.0855,1.01,1.38,0.942,2.01,0.103,1,"lm.nb","NM_006437.3:1399"
"FZD8-mRNA",-0.591,0.358,-1.29,0.11,0.664,0.408,1.08,0.103,1,"lm.nb","NM_031866.1:890"
"ITGA6-mRNA",0.677,0.41,-0.127,1.48,1.6,0.916,2.79,0.104,1,"lm.nb","NM_001316306.1:1982"
"BATF3-mRNA",-0.72,0.445,-1.59,0.152,0.607,0.331,1.11,0.11,1,"lm.nb","NM_018664.2:725"
"JAK1-mRNA",0.618,0.386,-0.137,1.37,1.54,0.909,2.59,0.113,1,"lm.nb","NM_002227.1:285"
"ICAM3-mRNA",-0.444,0.278,-0.989,0.102,0.735,0.504,1.07,0.116,1,"lm.nb","NM_002162.3:1225"
"HEY1-mRNA",0.847,0.539,-0.21,1.9,1.8,0.864,3.74,0.121,1,"lm.nb","NM_001040708.1:1859"
"MET-mRNA",0.837,0.534,-0.211,1.88,1.79,0.864,3.69,0.122,1,"lm.nb","NM_000245.2:1488"
"ROCK1-mRNA",0.827,0.529,-0.209,1.86,1.77,0.865,3.64,0.122,1,"lm.nb","NM_005406.2:3796"
"MAML2-mRNA",0.634,0.405,-0.161,1.43,1.55,0.895,2.69,0.123,1,"lm.nb","NM_032427.1:4125"
"LOXL2-mRNA",-0.643,0.416,-1.46,0.174,0.641,0.364,1.13,0.127,1,"lm.nb","NM_002318.2:40"
"PFKFB3-mRNA",0.511,0.332,-0.139,1.16,1.43,0.908,2.24,0.128,1,"lm.nb","NM_004566.3:1925"
