date,id,businessName,tradeName,email,phone,licenseNo,countrycode,stateCode,addressstate,countyName,cityName,zip,lat,lon,appLicenseTypeCode,factlicenseid,dimcityid,dimcountyid,dimstateid,dimcountryid,recordstatus,statusDate,rowchangeddate,address,website,issuedate,expirydate,licensestatus,category,usage,remarks,bnddexpirydate,isapproxLocation,facebook,twitter,linkedin,hasContact,instagram,contactname,contactphone,contactemail,contacttype,contactaddress,contactfirstname,contactlastname,linkedoperatorname,Business Name,No Of Licenses,No Of States
1693267200000,3a988d27c82333f88919f23b39281ac3,Bloom Medicinals,Bloom Medicinals,nicole@midwestcompassion.org,440-299-1019,MMD.0700018,US,OH,OH,Lake,Painesville,44077,41.724158200000005,-81.28212169999998,Dispensary,3a988d27c82333f88919f23b39281ac3,Painesville,Lake,OH,US,T,,1693279594000,382 Blackbrook Rd,https://bloomohio.com/ohio-dispensary-menu/painesville-dispensary-product-prices?utm_source=google&utm_medium=organic&utm_campaign=gmblisting-painesville,2019-05-16,2025-07-01,Active,Marijuana,Medical,,,N,https://www.facebook.com/bloomdispos/,,,Y,https://www.instagram.com/bloommedicinals/?fbclid=IwAR3ElTq2Uc2gyb6QCcGIZ3GfeETzIgDdZvD3TONSPbdllW_aYUd2xjom2R0,Nicole Van Rensburg,561-620-3604,nicole@midwestcompassion.org,Primary Contact,"131 NW 13th St. Suite C-13, Boca Raton, FL, 33432",Nicole,Rensburg,Bloom Medicinals,Bloom Medicinals,13.0,3
1693267200000,962c6ae6d4d95375b62f20940da0b7e3,Bloom Medicinals,Bloom Medicinals,nicole@midwestcompassion.org,567-296-9082,MMD.0700030,US,OH,OH,Lucas,Maumee,43537,41.5713066,-83.65797049999998,Dispensary,962c6ae6d4d95375b62f20940da0b7e3,Maumee,Lucas,OH,US,T,,1693279594000,1238 Conant St,https://bloomohio.com/ohio-dispensary-menu/maumee-dispensary-product-prices?utm_source=google&utm_medium=organic&utm_campaign=gmblisting-maumee,2019-09-04,2025-07-01,Active,Marijuana,Medical,,,N,https://www.facebook.com/BloomMedicinalsCo,https://twitter.com/bloommedicinals,,Y,https://www.instagram.com/BloomMedicinals/,Nicole Van Rensburg,561-620-3606,nicole@midwestcompassion.org,Primary Contact,"133 NW 13th St. Suite C-13, Boca Raton, FL, 33432",Nicole,Rensburg,Bloom Medicinals,Bloom Medicinals,13.0,3
1693267200000,78ade3a660d757326f1245b03fde5f13,Bloom Medicinals,Bloom Medicinals,nicole@midwestcompassion.org,614-407-1616,MMD.0700025,US,OH,OH,Franklin,Columbus,43228,39.925497899999996,-83.11876,Dispensary,78ade3a660d757326f1245b03fde5f13,Columbus,Franklin,OH,US,T,,1693279594000,1361 Georgesville Rd,https://bloomohio.com/ohio-dispensary-menu/columbus-dispensary-product-prices?utm_source=google&utm_medium=organic&utm_campaign=gmblisting-columbus,2019-07-26,2025-07-01,Active,Marijuana,Medical,,,N,https://www.facebook.com/BloomMedicinalsCo,https://twitter.com/bloommedicinals,,Y,https://www.instagram.com/BloomMedicinals/,Nicole Van Rensburg,561-620-3602,nicole@midwestcompassion.org,Primary Contact,"129 NW 13th St. Suite C-13, Boca Raton, FL, 33432",Nicole,Rensburg,Bloom Medicinals,Bloom Medicinals,13.0,3
1693267200000,946a5236a2ff0f29cc7f29b566970d9d,Bloom Medicinals,Bloom Medicinals,nicole@midwestcompassion.org,567-213-5101,MMD.0700045,US,OH,OH,Summit,Akron,44305,41.08794899999999,-81.4910775,Dispensary,946a5236a2ff0f29cc7f29b566970d9d,Akron,Summit,OH,US,T,,1693279594000,737 E North St,https://bloomohio.com/ohio-dispensary-menu/akron-dispensary-product-prices?utm_source=google&utm_medium=organic&utm_campaign=gmblisting-akron,2019-10-29,2025-07-01,Active,Marijuana,Medical,,,N,https://www.facebook.com/bloomdispos/,https://twitter.com/bloommedicinals,,Y,https://www.instagram.com/BloomMedicinals/,Nicole Van Rensburg,561-620-3608,nicole@midwestcompassion.org,Primary Contact,"135 NW 13th St. Suite C-13, Boca Raton, FL, 33432",Nicole,Rensburg,Bloom Medicinals,Bloom Medicinals,13.0,3
1693267200000,16a57b05fc626160e21d38e929710839,Bloom Medicinals,Bloom Medicinals,nicole@midwestcompassion.org,513-447-6459,MMD.0700031,US,OH,OH,Butler,Seven Mile,45011,39.480056,-84.55189159999998,Dispensary,16a57b05fc626160e21d38e929710839,Seven Mile,Butler,OH,US,T,,1693279594000,403 S Main St,https://bloomohio.com/ohio-dispensary-menu/seven-mile-dispensary-product-prices?utm_source=google&utm_medium=organic&utm_campaign=gmblisting-seven-mile,2019-09-10,2025-07-01,Active,Marijuana,Medical,,,N,https://www.facebook.com/bloomdispos/,https://twitter.com/bloommedicinals,,Y,https://www.instagram.com/BloomMedicinals/,Nicole Van Rensburg,561-620-3600,nicole@midwestcompassion.org,Primary Contact,"127 NW 13th St. Suite C-13, Boca Raton, FL, 33432",Nicole,Rensburg,Bloom Medicinals,Bloom Medicinals,13.0,3
1695513600000,556505c99fc77d5be4a5ccaac9b6ef17,"Blissful Blooms, LLC","Blissful Blooms, LLC",tneel35@gmail.com,573-717-0504,"8,086D - Congressional District, Draw Order, License Type",US,MO,MO,Dunklin,Kennett,63857,36.230488,-90.042608,Microbusiness,556505c99fc77d5be4a5ccaac9b6ef17,KENNETT,Dunklin,MO,US,T,,1695582731000,715 Teaco Rd,,,,Lottery Ranking,Marijuana,,"Lottery Number 8520, Application ID 1060928",,N,,,,Y,,Tammy Lynn Neel,,,Owner,,Tammy,Neel,"Blissful Blooms, LLC","Blissful Blooms, LLC",3.0,2
1690675200000,1500f6556b88dd48af05c1810291b636,"Blissful Blooms, LLC","Blissful Blooms, LLC",blissfulbloomsfarm@gmail.com,707-489-5623,CCL21-0001099,US,CA,CA,Mendocino,Redwood Valley,95470,39.2857973,-123.2088903,Grower,1500f6556b88dd48af05c1810291b636, Redwood Valley,Mendocino,CA,US,T,,1690718334000,1790 Held Rd.,,2021-07-14,2024-07-14,Active,Marijuana,Medical,,,N,,,,Y,,Jason Nicoll,,,Owner,,Jason,Nicoll,"Blissful Blooms, LLC","Blissful Blooms, LLC",3.0,2
1690675200000,cc21f4b36f5a0e48f104d312b4801b77,"Blissful Blooms, LLC","Blissful Blooms, LLC",blissfulbloomsfarm@gmail.com,707-489-5623,CCL21-0005187,US,CA,CA,Mendocino,Piercy,95587,39.2857941,-123.20886499999999,Grower,cc21f4b36f5a0e48f104d312b4801b77,Piercy,Mendocino,CA,US,T,,1690718334000,1790 Held Rd.,,2022-09-06,2023-09-06,Active,Marijuana,Medical,,,N,,,,Y,,Jason Nicoll,,,Owner,,Jason,Nicoll,"Blissful Blooms, LLC","Blissful Blooms, LLC",3.0,2
1695513600000,f09b2a9f4efd143220809c0fcaba9231,Blackberry Farms LLC,Blackberry Farms LLC,blackberry.farms1@gmail.com,580-559-6605,GAAA-NKYQ-5NP6,US,OK,OK,Pontotoc,Ada,74820,34.786144799999995,-96.6107707,Grower,f09b2a9f4efd143220809c0fcaba9231,ADA,Pontotoc,OK,US,T,,1695582752000,19363 Cr 1535,,,2024-03-02,Active,Marijuana,,,2022-10-31,N,,,,Y,,David Butler,,,Primary Contact,,David,Butler,Blackberry Farms LLC,Blackberry Farms LLC,3.0,2
1695513600000,4e0aae87e246d237125a8b3bc4156a72,Blackberry Farms LLC,Blackberry Farms LLC,blackberry.farms1@gmail.com,580-559-6605,PAAA-OOWW-WBCX,US,OK,OK,Pontotoc,Ada,74820,34.786144799999995,-96.6107707,Processor,4e0aae87e246d237125a8b3bc4156a72,ADA,Pontotoc,OK,US,T,,1695582752000,19363 Cr 1535,,,2024-01-03,Active,Marijuana,,,,N,,,,Y,,David Butler,,,Contact,,David,Butler,Blackberry Farms LLC,Blackberry Farms LLC,3.0,2
1693180800000,64481ba0b861bdbf7db39c5b4448f0cd,Blackberry Farms LLC,Blackberry Farms LLC,monticolagreen@protonmail.com,304-381-5858,11223c40ad9c4508aedd39f114ce372e,US,AL,AL,Calhoun,Anniston,,,,Grower,64481ba0b861bdbf7db39c5b4448f0cd,Anniston,,AL,US,T,,1693205643000,,http://www.blackberryfarmsal.com,2023-08-10,,Active,Marijuana,Medical,License Award No: 1699,,,,,,N,,,,,,,,,Blackberry Farms LLC,Blackberry Farms LLC,3.0,2
1683244800000,085b44bb5a0888b7234edd0da3a9b8b7,Billy Jenkins,Billy Jenkins,clayjenkins@outlook.com,615-633-1480,21_0310,US,KY,KY,Monroe,Fountain Run,42133,36.658077,-85.92952199999999,Grower,085b44bb5a0888b7234edd0da3a9b8b7,Fountain Run,Monroe County,KY,US,T,,1683308530000,10820 Bugtussle Rd,,,,Active,Hemp,Medical,,,N,,,,Y,,Billy Jenkins,615-633-1480,clayjenkins@outlook.com,Contact,"10820 Bugtussle Rd, Fountain Run, KY 42133",Billy,Jenkins,Billy Jenkins,Billy Jenkins,2.0,2
1674604800000,fb7fcfeef9f24fba3c1fa5e217e30ce7,Billy Jenkins,Billy Jenkins,,,3d807affef079c4b2446bd2049b98ca2,US,TN,TN,,Fountain Run,,,,Grower,fb7fcfeef9f24fba3c1fa5e217e30ce7,Fountain Run,,TN,US,T,,1680892036000,,,,,Active,Hemp,Medical,,,,,,,Y,,Billy Jenkins,,,Owner,,Billy,Jenkins,Billy Jenkins,Billy Jenkins,2.0,2
1695513600000,8f462fde7448afe9b4825d7c11915809,Best Budz LLC,Best Budz,thebestbudz719@gmail.com,719-598-0168,402-00401,US,CO,CO,El Paso,Colorado Springs,80918,38.8903724,-104.7580548,Dispensary,8f462fde7448afe9b4825d7c11915809,Colorado Springs,El Paso County,CO,US,T,,1695582807000,"3729 Austin Bluffs Parkway, Colorado Springs, 80918",,2022-06-01,,Active,Marijuana,,,,N,https://www.facebook.com/best.budz.165470?utm_source=leafly.com&utm_medium=referral&utm_campaign=visit-website-link,,,Y,,Tyson Michael Ringstrom,,,Owner-Individual,,Tyson,Ringstrom,Best Budz LLC,Best Budz LLC,5.0,2
1695513600000,580030b84e7d97858e35b14e11945871,Best Budz LLC,Best Budz,,,403-01583,US,CO,CO,El Paso,Colorado Springs,80907,38.888563899999994,-104.819863,Grower,580030b84e7d97858e35b14e11945871,Colorado Springs,El Paso County,CO,US,T,,1695582807000,3850 North Nevada Avenue,,2023-01-02,,Active,Marijuana,,,,N,,,,Y,,Tyson Michael Ringstrom,,,Owner,,Tyson,Ringstrom,Best Budz LLC,Best Budz LLC,5.0,2
1695513600000,a1645384eba5efc4717453f4359d6b0c,Best Budz LLC,Best Budz,,719-634-7316,402-01171,US,CO,CO,El Paso,Colorado Springs,80907,38.888563899999994,-104.819863,Dispensary,a1645384eba5efc4717453f4359d6b0c,Colorado Springs,El Paso County,CO,US,T,,1695582807000,3850 North Nevada Avenue,,2023-01-02,,Active,Marijuana,Medical,,,N,,,,Y,,Meghan Lee Hamilton,,,Owner-Individual,"17815 Pinto Way, Monument, CO, 80132-8323",Meghan,Hamilton,Best Budz LLC,Best Budz LLC,5.0,2
1695513600000,d5c2db7c865e60b7972318347678d864,Best Budz LLC,Best Budz,primocannabis420@gmail.com,719-588-3497,403R-00897,US,CO,CO,Saguache,Villa Grove,81155,38.2492972,-105.94926389999999,Grower,d5c2db7c865e60b7972318347678d864,Villa Grove,Saguache County,CO,US,T,,1695582807000,"34132 USA Highway 285, Villa Grove, 81155",,2022-06-01,,Active,Marijuana,,,,N,,,,Y,,Meghan Lee Hamilton,,,Owner,,Meghan,Hamilton,Best Budz LLC,Best Budz LLC,5.0,2
1677974400000,a008007956d174302b827f4a1f05f5ad,Best Budz LLC,The Green Shelf,,206-556-0305,603-358-682-414958-Retail,US,WA,WA,Kittitas,Ellensburg,98926,46.989059999999995,-120.54795700000001,Dispensary,a008007956d174302b827f4a1f05f5ad,Ellensburg,Kittitas County,WA,US,T,,1680892617000,400 S Main St Unit 1,http://thegreenshelf.net/,2015-07-17,2023-12-31,Active,Marijuana,Recreational,,,N,https://www.facebook.com/profile.php?id=100069070291956,https://twitter.com/TheGreenShelf,,Y,,Brittany Choyce,,,Primary Contact,,Brittany,Choyce,Best Budz LLC,Best Budz LLC,5.0,2
1670630400000,68fff6e04eb0d9d42eaa15142eae5dd6,Best Buds,Best Buds,bestbudscannabisdispensary@gmail.com,915-873-5235,bcbb2d71d9f218c402ec4243ff2da999,US,TX,TX,El Paso,El Paso,79938,31.8157359,-106.26092549999998,Dispensary,68fff6e04eb0d9d42eaa15142eae5dd6,EL PASO,El Paso,TX,US,current,,1680892349000,12257 Desert Hawk Ave El Paso,,2022-02-18,2023-02-17,Active,Hemp,,,,N,,,,Y,,,,,,,,,Best Buds,Best Buds,6.0,4
1694217600000,f4644710a692dec20edda570709ecb64,Best Buds,Best Buds,,517-580-3923,AU-R-000629,US,MI,MI,Ingham,Lansing,48912,42.733827000000005,-84.51422600000001,Dispensary,f4644710a692dec20edda570709ecb64, Lansing ,Ingham County,MI,US,T,,1694236736000,2617 East Michigan Ave,,,02/15/2024,Active,Marijuana,Recreational,,,N,,,,Y,,Jeffrey Hank,,,Contact,"2617 E Michigan Avenue, Lansing, 48912, MI",Jeffrey,Hank,Best Buds,Best Buds,6.0,4
1690588800000,e96ffac25df08c44cfd074c28903552a,Best Buds,Best Buds,tiedyesav@gmail.com,575-693-4937,CCD-MICB-2023-0055-MANU,US,NM,NM,Curry,Clovis,88101,34.398474,-103.196724,Processor,e96ffac25df08c44cfd074c28903552a,Clovis,Curry,NM,US,T,,1690614206000,721 E 1st St,,2023-04-12,2024-04-11,Active,Marijuana,,,,N,,,,Y,,Savanah Sena,575-693-4937,tiedyesav@gmail.com,Primary Contact,,Savanah,Sena,Best Buds,Best Buds,6.0,4
1690588800000,0a6eefd4502e2548962721ab952626df,Best Buds,Best Buds,tiedyesav@gmail.com,575-693-4937,CCD-MICB-2023-0055-RTLR,US,NM,NM,Curry,Clovis,88101,34.398474,-103.196724,Dispensary,0a6eefd4502e2548962721ab952626df,Clovis,Curry,NM,US,T,,1690614206000,721 E 1st St,,2023-04-12,2024-04-11,Active,Marijuana,,,,N,,,,Y,,Savanah Sena,575-693-4937,tiedyesav@gmail.com,Primary Contact,,Savanah,Sena,Best Buds,Best Buds,6.0,4
1690675200000,62f2d6f3df7a69f1228b1051984ffe4f,Best Buds,Best Buds,admin@thefarmde.com,302-505-5000,5e596b8926d1287fc2c6690b61fc10d8,US,DE,DE,Kent,Dover,19901,39.17798689,-75.52483306,Dispensary,62f2d6f3df7a69f1228b1051984ffe4f,Dover,Kent,DE,US,T,,1690728752000,516 Jefferic Blvd.,https://www.Bestbuds.com,,,Active,Marijuana,Medical,,,N,,,,N,,,,,,,,,Best Buds,Best Buds,6.0,4
1690675200000,377416c899b48bf04ebe7cf3147b01f7,Best Buds,Best Buds,,302-505-5000,3e8f8194b27b9d6cd478dc2ad78df9b9,US,DE,DE,Sussex,Georgetown,19947,38.680233,-75.396619,Dispensary,377416c899b48bf04ebe7cf3147b01f7,Georgetown,Sussex,DE,US,T,,1690728752000,23 Georgetown Plaza,https://Bestbuds.com,,,Active,Marijuana,Medical,,,N,,,,N,,,,,,,,,Best Buds,Best Buds,6.0,4
1694304000000,b128aa7acba24f1973652acd790effc1,Bean Collective LLC,Bean Collective LLC,donkbrealty@yahoo.com,617-687-9149,PDO103048,US,MA,MA,Middlesex,Lowell,1852,42.6524018,-71.3065027,Transporter,b128aa7acba24f1973652acd790effc1,Lowell,Middlesex County,MA,US,T,,1694373490000,"63 Coburn St,",,2020-07-01,2022-07-01,Provisional,Marijuana,,,,N,,,,Y,,Donald Rodriguez,,,Manager,"63 Coburn St. Lowell, MA 01852 USA",Donald,Rodriguez,Bean Collective LLC,Bean Collective LLC,3.0,2
1694304000000,e0edf91f5adf1fcc2acb8d90c5b1d6df,Bean Collective LLC,Bean Collective LLC,donald@thcdepotusa.com,617-687-9149,MD1286,US,MA,MA,Middlesex,Lowell,1850,42.6524018,-71.3065027,Transporter,e0edf91f5adf1fcc2acb8d90c5b1d6df,Lowell,Middlesex County,MA,US,T,,1694373490000,"63 Coburn St.,",,2022-08-11,2023-08-11,Provisional,Marijuana,,,,N,,,,Y,,Donald Rodriguez,,,Manager,"63 Coburn St. Lowell, MA 01852 USA",Donald,Rodriguez,Bean Collective LLC,Bean Collective LLC,3.0,2
1690588800000,deb335d429647561f4a67acc157a4b25,Bean Collective LLC,Bean Collective LLC,donald@thcdepotusa.com,,b7072a153ccf23d7edc09ebfb6fc9b5b,US,NM,NM,,,,,,Transporter,deb335d429647561f4a67acc157a4b25,,,NM,US,T,,1690614206000,,,,,Pending Applicant Action,Marijuana,,,,,,,,N,,Donald P Rodriguez,,donald@thcdepotusa.com,Primary Contact,,Donald,Rodriguez,Bean Collective LLC,Bean Collective LLC,3.0,2
1695513600000,e4f5288e99a7011fc35799bc8bc3b52c,Herbal Remedies Dispensary,Herbal Remedies Dispensary,herbalremedies@ayrwellness.com,217-214-6337,280.000004-DISP,US,IL,IL,Adams,Quincy,62305,39.9345167,-91.3444762,Dispensary,e4f5288e99a7011fc35799bc8bc3b52c,Quincy,Adams County,IL,US,T,,1695582834000,"4440 Broadway Suite A Quincy, Illinois 62305",https://herbalremediesil.com/,2015-09-24,,Active,Marijuana,Medical,,,N,https://www.facebook.com/herbalremediesquincy,,,Y,https://www.instagram.com/herbalremediesquincy/,Brad Asher,201-505-1535,basher@mercerparklp.com,CFO,"9201 SW 68th Avenue, Pinecrest, FL 33156",Brad,Asher,Ayr Wellness,Ayr Wellness,93.0,8
1693180800000,707200feb24ddff1e4d90c215bebe7a9,Total Health&Wellness Inc,Oasis,info@oasiscannabisaz.com,623-295-1788,00000021ESQX24132908,US,AZ,AZ,Maricopa,Chandler,85226,33.2927547,-111.97041399999999,Dispensary,707200feb24ddff1e4d90c215bebe7a9,Chandler,Maricopa County,AZ,US,T,,1693233881000,17006 S Weber Dr,,2022-06-22,2024-06-21,Active,Marijuana,Recreational,,,N,,,,Y,,Ramey Sweis,,,Director,"2601 South Bayshore Drive, Suite 900, Miami, FL, 33133, USA",Ramey,Sweis,Ayr Wellness,Ayr Wellness,93.0,8
1693180800000,be759f8c999c2bde6996c6938e7c7026,"Ocotillo Vista, Inc.","Ocotillo Vista, Inc.",chaa45@ayrwellness.com,480-999-7762,00000051ESYP04501588,US,AZ,AZ,Maricopa,Glendale,85308,33.638634700000004,-112.20214569999999,Dispensary,be759f8c999c2bde6996c6938e7c7026,Glendale,Maricopa County,AZ,US,T,,1693233881000,6676 West Bell Road,,2023-01-22,2025-01-21,Active,Marijuana,Recreational,,,N,,,,Y,,Ramey Sweis,,,Director,"2601 South Bayshore Drive, Suite 900, Miami, FL, 33133, USA",Ramey,Sweis,Ayr Wellness,Ayr Wellness,93.0,8
1693180800000,a588bd73c1b6e9ba14c6b93422a4cff5,Total Health&Wellness Inc,Total Health&Wellness Inc,chaa80@ayrwellness.com,602-903-3655,00000060ESTV86857950,US,AZ,AZ,Maricopa,Chandler,85248,33.2056544,-111.840696,Dispensary,a588bd73c1b6e9ba14c6b93422a4cff5,Chandler,Maricopa County,AZ,US,T,,1693233881000,26427 S Arizona Ave,,2022-08-08,2024-08-07,Active,Marijuana,Recreational,,,N,,,,Y,,Ramey Sweis,,,Director,"2601 South Bayshore Drive, Suite 900, Miami, FL, 33133, USA",Ramey,Sweis,Ayr Wellness,Ayr Wellness,93.0,8
1681603200000,0434e4d724c0fb1a975a48cfe170c524,"GSD Nj, LLC","GSD Nj, LLC",,848-999-2005,b5406a7a2ced094d98ca7d5e47f23b19,US,NJ,NJ,Monmouth,Eatontown,7724,40.305806,-74.060734,Dispensary,0434e4d724c0fb1a975a48cfe170c524,Eatontown,Monmouth,NJ,US,T,,1694835158000,59 NJ-35,https://gardenstatedispensary.com/locations/eatontown/,,2023-06-05,Active,Marijuana,Medical And Recreational,ATC,,N,,,,N,,,,,,,,,Ayr Wellness,Ayr Wellness,93.0,8
1681603200000,040a372367c53adb22a08402557d394a,"GSD Nj, LLC","GSD Nj, LLC",,848-999-2005,cb6926ef947a1e24bb26510486909444,US,NJ,NJ,Union,Union,7083,40.689168,-74.301325,Dispensary,040a372367c53adb22a08402557d394a,Union,Union,NJ,US,T,,1694835158000,2536 Rt. 22,https://gardenstatedispensary.com/locations/union/,,2023-06-05,Active,Marijuana,Medical And Recreational,ATC,,N,,,,N,,,,,,,,,Ayr Wellness,Ayr Wellness,93.0,8
