"","Average-normalized count","Variance-normalized count"
"PIK3R2 - mRNA",6.16611252377572,0.923856662150555
"LILRA5 - mRNA",5.38170351304589,1.89649432471193
"IL32 - mRNA",8.50112175087338,4.53503297051961
"CCND3 - mRNA",6.04609576522533,0.741342941558194
"BIRC5 - mRNA",6.3503576520261,2.05775588468716
"LGALS9 - mRNA",5.4987409982385,1.30384352052791
"RASAL1 - mRNA",6.06403768122839,1.34362202803496
"PDCD1LG2 - mRNA",4.65491034593335,1.56389608558784
"IL11 - mRNA",6.00053125498146,2.44534284682763
"PRKX - mRNA",4.9268369070393,2.44034517139239
"SNCA - mRNA",5.83863283858288,2.92997523094041
"ADGRE1 - mRNA",4.79065830612467,1.59778849339016
"PSMB9 - mRNA",6.24408757959255,1.64484648273669
"RUNX3 - mRNA",5.06361221119348,1.72183204474437
"PGPEP1 - mRNA",4.96607009756771,1.55267757841381
"MELK - mRNA",6.67135218363916,1.61450550447491
"ISG15 - mRNA",6.82257069537445,1.66777561087159
"EIF2B4 - mRNA",6.50055454366294,0.491759113766959
"IRF9 - mRNA",6.50537757735578,1.17844604006064
"IL1A - mRNA",5.31657764553815,1.43547900737812
"FCRL2 - mRNA",5.0269188820552,1.74169813312304
"EIF4EBP1 - mRNA",8.05130361307559,1.18975505913146
"LTBP1 - mRNA",5.23557191568292,1.46176898301514
"CD40LG - mRNA",4.75452310661979,1.48679178853667
"HEY1 - mRNA",6.59097618600413,1.73956142059062
"HLA-DQA1 - mRNA",5.71990508951721,3.34540566622209
"PRLR - mRNA",4.8394474532091,1.6045038293014
"TNFRSF11A - mRNA",4.79145943133018,1.50682872822115
"AREG - mRNA",6.8089254044604,4.19002269182936
"BBC3 - mRNA",6.65119965235224,0.55306637464229
"EDN1 - mRNA",6.11664439423881,1.78006233972077
"PARP12 - mRNA",6.69166777533443,1.07341439261906
"PIK3CG - mRNA",5.59189806444476,1.7140821888321
"IL4 - mRNA",4.1861101037726,0.796982942900024
"F2RL1 - mRNA",6.0361490181002,1.85415364835124
"CXCL6 - mRNA",6.54859180920396,1.45113166299006
"TNFSF18 - mRNA",5.30224149788088,1.9041833979652
"JAK3 - mRNA",5.13567187872052,1.31254757562295
"NKG7 - mRNA",5.36531958701775,2.09766369159603
"TAPBP - mRNA",7.71876566839857,0.604401638474533
"MTOR - mRNA",6.25472759574822,0.960948750363004
"SELP - mRNA",4.69372151585535,1.80087540078887
"HLA-E - mRNA",8.42343344865034,1.88488637474534
"GOT1 - mRNA",7.47518503299932,0.692116402050671
"SMAP1 - mRNA",7.13312567314023,0.917260030851053
"CDKN1A - mRNA",8.891115501935,0.577293534048209
"CD45RA - mRNA",4.87405370054503,1.71789643374015
"HNF1A - mRNA",4.9175368846413,1.45950126854803
"TICAM1 - mRNA",5.66658395198936,1.05165504283378
"C1QA - mRNA",5.9245911413151,2.15749244493088
"CD86 - mRNA",5.18644036104771,1.69756003009591
"ITGA4 - mRNA",4.74863829059457,1.84186666058946
"ROR2 - mRNA",5.2703856188975,1.91615561784818
"WNT7B - mRNA",5.94417025900029,2.38967225937949
"FLT1 - mRNA",6.13468618516795,2.86259015223659
"CTAG1B - mRNA",4.95406799605678,3.38849252072544
"CLEC7A - mRNA",5.19039220102819,1.60561498861206
"TNFRSF4 - mRNA",5.56546381528499,1.8798587201102
"MS4A6A - mRNA",5.66699784553971,2.09163136417625
"ANGPT2 - mRNA",5.56390951733307,3.62305257533581
"APH1B - mRNA",5.92381366612091,0.85388810713776
"RORC - mRNA",4.58401470202504,1.22396954195357
"NECTIN2 - mRNA",6.71934375728337,1.58524952749518
"DPP4 - mRNA",7.76684465198911,3.81128264412406
"CCL2 - mRNA",8.88886906220535,5.42156607284326
"NF1 - mRNA",6.04088436682148,1.46791625409961
"S100A9 - mRNA",6.4319564533043,1.67502540772312
"NFKBIA - mRNA",9.12271744716054,3.2858684619962
"BNIP3L - mRNA",7.12881144526995,2.44638409532393
"CST2 - mRNA",4.10147035028305,0.887487227365419
"APOL6 - mRNA",5.86847005571596,1.55294513119151
"BRD4 - mRNA",6.29768415079907,2.0702640331353
"SLC16A1 - mRNA",6.62635546804448,2.06618073481958
"THBD - mRNA",5.3302696820087,1.69217175286946
"TIGIT - mRNA",4.77191163292156,1.5302238099723
"VSIR - mRNA",4.15317898829718,0.759012977560905
"TRIM21 - mRNA",5.73140191259535,1.46902429936149
"NBN - mRNA",7.40529063591098,1.86845795526394
"WNT4 - mRNA",4.88522101815096,1.92166922037913
"CXCL8 - mRNA",9.34710635818758,3.70337441434478
"FGF9 - mRNA",4.98574189227693,1.88713520233815
"C5AR1 - mRNA",4.54499203223045,1.55072383821616
"TNFRSF1B - mRNA",4.74168267842798,1.48482940266026
"HLA-DRB5 - mRNA",5.85008911924672,5.47772834450382
"GLUL - mRNA",8.83413927044382,1.40007935264538
"LY9 - mRNA",4.31304138953446,1.14420730671469
"TAP1 - mRNA",7.14235207326317,2.41452216179787
"IFIH1 - mRNA",5.78644585958516,1.3795836497338
"DEPTOR - mRNA",6.84879404843025,0.681824721233769
"CSF1R - mRNA",5.70740781596485,1.60071371567408
"MARCO - mRNA",5.53873241529866,2.05579684462302
"NFIL3 - mRNA",7.51093328554532,1.02191564673096
"IKBKG - mRNA",5.28666923912943,1.64419087304954
"CD58 - mRNA",5.6611219376556,0.954202736167434
"LOXL2 - mRNA",5.69606538751214,1.17595091680976
"SPRY4 - mRNA",5.94047478992589,1.39843438419558
"NFAM1 - mRNA",5.12507583441697,1.9156596700359
"SYK - mRNA",5.25702296797523,1.13188369365152
"COMP - mRNA",4.57126982330486,1.5840337608317
"IFI6 - mRNA",6.82176159870307,1.66385937907314
"RASGRF1 - mRNA",4.52515323687766,1.12330819492665
"HDAC5 - mRNA",4.91441995594321,1.1259029560218
"BAMBI - mRNA",6.78968380831801,0.737694019323006
"MAGEC1 - mRNA",5.10288561219123,2.08720311985127
"FYN - mRNA",5.89418069272437,1.56745929933584
"TNFSF4 - mRNA",5.31811062584721,2.04540524590807
"CD274 - mRNA",5.04660318631994,1.46973524208522
"PRKACB - mRNA",5.89069017246821,1.81749111318793
"IFIT2 - mRNA",5.73662311400303,1.45190569713946
"PPARG - mRNA",5.82132078265272,1.65305664929459
"PTEN - mRNA",5.85800431676213,1.14591516003858
"FOXP3 - mRNA",4.79773833140759,1.58480595635372
"SREBF1 - mRNA",6.53548441440811,2.08570899542796
"CD36 - mRNA",5.38453197040894,2.98322418905294
"AXIN1 - mRNA",5.50083329092511,0.796718668176032
"KLRK1 - mRNA",4.56703076611345,1.29414391671901
"GBP1 - mRNA",6.11541718759627,3.95202271249535
"CXCL11 - mRNA",5.28111646526672,2.46212411271657
"CXCL10 - mRNA",5.27676188890283,4.17712958356886
"RIPK1 - mRNA",6.52852070534356,0.88099038265613
"REN - mRNA",4.27900869149251,1.57260176647915
"PRF1 - mRNA",4.52343089514157,1.30927386394742
"EIF2AK2 - mRNA",7.31323915086635,0.702396904936958
"LIF - mRNA",6.8895921248658,2.79144438667253
"BRD3 - mRNA",6.23111679507617,0.823399419119415
"IGF2R - mRNA",6.5126722703904,1.18642989200634
"FPR1 - mRNA",5.23513284025669,1.82447587837907
"DUSP5 - mRNA",8.04473055095545,1.42189451469543
"APC - mRNA",6.84615105582175,1.07358568821378
"HDAC3 - mRNA",6.34197893300339,1.13493525747089
"CES3 - mRNA",4.33502598649314,0.885498856224091
"OAS2 - mRNA",5.66181424708951,2.30389715245559
"HDAC11 - mRNA",5.42777899439726,1.2996034059111
"THBS1 - mRNA",8.38509306426763,2.39237519169151
"SLC11A1 - mRNA",4.15174696413087,0.819508117225176
"MAGEA3/A6 - mRNA",6.11523441533942,5.37887687817291
"ARID1A - mRNA",5.78481169743891,1.23408409510752
"CD48 - mRNA",4.26126682587411,1.02331199513244
"GZMA - mRNA",4.14935967011643,0.76700790978423
"ICOSLG - mRNA",5.78068160095505,1.23838782346151
"PIK3R5 - mRNA",4.8605392388259,1.49014716394806
"GZMM - mRNA",4.96938514090437,1.90868683789225
"WNT5A - mRNA",5.56203008761677,1.25724061374738
"TLR4 - mRNA",5.80375554561583,1.17425920851808
"GZMB - mRNA",3.79678280128368,0.397608723764656
"PARP9 - mRNA",6.30674997688963,2.21309443981436
"LY96 - mRNA",6.26156442841438,3.21873014991143
"RAD50 - mRNA",7.01638983526487,1.88550836321288
"MX1 - mRNA",4.90744213300801,1.31935579595332
"CENPF - mRNA",6.40155205608264,1.07094624174369
"SELL - mRNA",5.44578874347914,1.9747809233708
"TNFSF10 - mRNA",8.14985134250285,7.89139196599833
"IL12RB2 - mRNA",6.19305751530538,2.10023983067092
"CXCL9 - mRNA",5.2216133066495,2.16754896889166
"TRAT1 - mRNA",5.00074874161967,1.57530667785195
"STC1 - mRNA",6.57891028413729,1.40333676898887
"IL2RB - mRNA",5.14313013910165,1.98112532987962
"LILRB4 - mRNA",4.78754989321548,1.60482297964261
"SOX2 - mRNA",4.48543301852009,1.04699050676051
"HCK - mRNA",5.40249789979634,1.68538928887568
"WNT2B - mRNA",5.59846783126065,2.06932192650295
"IL1B - mRNA",5.19797222177878,1.89374831289118
"TLR1 - mRNA",5.21697328483426,1.5721441888587
"CCL22 - mRNA",5.04441232937436,2.23748306494693
"ICAM2 - mRNA",5.69969100031367,1.34600731952737
"MAP3K12 - mRNA",3.92125102572769,0.479199670862956
"JAG1 - mRNA",6.6641002008882,5.13170816583426
"CCL3/L1 - mRNA",6.45818759566449,2.17829365954833
"SOCS1 - mRNA",5.14825598204274,1.36078437522994
"BCL2 - mRNA",5.67943313416341,1.41218245296855
"MAP3K8 - mRNA",6.84406255934345,1.15042807493581
"MMP1 - mRNA",5.42353887529567,3.00435716762546
"CMKLR1 - mRNA",5.03981234499016,1.48152365622035
"TNFRSF17 - mRNA",4.04410185165047,0.776410116525933
"TLR8 - mRNA",5.16485342631617,1.7775595011302
"TPM1 - mRNA",7.71638886672903,5.7662459304727
"CXorf36 - mRNA",4.87312652201277,1.77751474417249
"NLRP3 - mRNA",4.58526472528594,1.43707637629771
"DEFB134 - mRNA",4.93473564432674,1.28991639295444
"HLA-DQA2 - mRNA",3.9505849883461,0.632164304415372
"CX3CR1 - mRNA",4.94140219533034,1.49632114354422
"APLNR - mRNA",4.9622116296432,1.88436418503851
"MXI1 - mRNA",4.80576687399246,1.22131694748487
"FZD9 - mRNA",4.94681047015816,1.42676113220551
"COL4A5 - mRNA",4.85722666555087,1.46399665307038
"FCAR - mRNA",5.10396702026217,1.37097131191589
"BRCA2 - mRNA",6.19122931985896,1.10570696054464
"SFRP4 - mRNA",4.21950232005112,0.834286738908635
"TLR3 - mRNA",6.11828721973596,1.23784476722162
"IL2RG - mRNA",5.00714433711894,1.53968586883333
"CD84 - mRNA",4.61004924098056,1.43343490135643
"HLA-DPA1 - mRNA",7.10125066481005,3.35609901737357
"RBL2 - mRNA",6.94905439827908,1.015836206965
"CCL18 - mRNA",7.57994910047323,1.04549765447427
"IRF3 - mRNA",5.75584934217362,1.65137745724177
"TNFRSF8 - mRNA",4.33852973163075,1.13257408276071
"KIR3DL2 - mRNA",4.60539034970302,1.41354743526641
"TNFSF13 - mRNA",5.42632277973613,1.21252159368305
"CLECL1 - mRNA",4.60058988825229,1.25671597931212
"TNFRSF10B - mRNA",6.05691072468009,1.90228561842713
"MAGEC2 - mRNA",5.68354151616218,5.0557468255997
"CDKN2A - mRNA",7.37020216208012,2.41204152614421
"ADM - mRNA",7.36902253510184,1.40230180896364
"PNOC - mRNA",5.23817102021562,1.42088751768551
"CD247 - mRNA",5.2137761312643,2.28212506941689
"PTPRC - mRNA",5.91525711285162,1.79003531680474
"OAS3 - mRNA",6.71023178596263,1.00492737364767
"LAG3 - mRNA",5.55860513120318,2.01789223496139
"FOSL1 - mRNA",8.69296906942867,0.552180913388971
"EOMES - mRNA",5.88037688938814,2.96205211174448
"IL10RA - mRNA",6.2717409294552,2.06139873565693
"WDR76 - mRNA",6.28908905644435,1.12360262396275
"GPC4 - mRNA",6.84617580983663,0.857112450253339
"SLAMF7 - mRNA",5.41393113934455,1.89547958469123
"RSAD2 - mRNA",6.48538439386772,2.11671604186983
"TLR5 - mRNA",5.94001834854421,1.90784643536932
"VEGFA - mRNA",7.46387535084498,1.07764172690498
"COL5A1 - mRNA",5.55606583768067,2.01298732784623
"CD3D - mRNA",6.01947285218518,2.38622825086745
"FBP1 - mRNA",6.94912063207533,1.50970926612435
"ERO1A - mRNA",8.26041937951631,0.920507773634871
"CCL21 - mRNA",4.99519573703251,1.80984621356131
"E2F3 - mRNA",7.16163719553225,0.883862765223425
"LDHA - mRNA",11.1699986734832,1.9585531969503
"MS4A1 - mRNA",6.08839850825293,2.17000866069435
"CD69 - mRNA",5.85780284177923,1.69586602465847
"SERPINB5 - mRNA",4.77556749575176,1.40564740644309
"FAP - mRNA",4.53739181312789,1.14606275384307
"ITGA2 - mRNA",6.28396689863606,0.694660118326408
"SIGLEC5 - mRNA",5.41348334534125,1.86729082789438
"SIRPB2 - mRNA",4.98615725020824,1.51153837610905
"EPM2AIP1 - mRNA",7.03942279884189,0.902049139267676
"FGF18 - mRNA",4.87372824110017,1.48634048060546
"HRAS - mRNA",6.54399122163952,0.644543249475103
"CCND1 - mRNA",8.32419650467411,1.33158848828505
"LAMB3 - mRNA",6.40859472916368,1.85616026070227
"ID4 - mRNA",6.88883564592984,2.93918725952276
"CCL4 - mRNA",6.17623912958026,2.27810332878219
"GZMH - mRNA",4.75342517314626,1.34535862743622
"API5 - mRNA",7.99298251294684,0.943902294722615
"PTGER4 - mRNA",5.18559431573279,1.60279111254328
"ITGB8 - mRNA",8.34349507120632,3.98202380123082
"TNKS - mRNA",5.80161611602497,1.79708292440599
"B2M - mRNA",10.995247437852,3.51087347471727
"TP53 - mRNA",6.79761866799839,2.87341539428349
"MAGEB2 - mRNA",4.97323373558156,1.47649599665144
"LYZ - mRNA",8.44209040995562,4.73277781311271
"NCAM1 - mRNA",4.4884933878527,1.03548221269505
"TCL1A - mRNA",3.96026034659162,0.640786505039241
"HDC - mRNA",4.58126962977357,1.36288088246186
"CD27 - mRNA",4.5206015632205,1.25408120389387
"SBNO2 - mRNA",5.45982751136899,1.04538694863392
"PECAM1 - mRNA",5.82732826874334,1.89507632072287
"SERPINH1 - mRNA",6.27232153657239,1.75524414818961
"SPP1 - mRNA",11.0316240773085,8.18912219735925
"EGFR - mRNA",5.94468952956742,1.78751185206539
"CASP8 - mRNA",5.37572359310782,1.53020061991159
"CCNA1 - mRNA",4.90869083649938,2.02486650490291
"TNFAIP3 - mRNA",5.59846510273653,1.83325867102377
"CDC25C - mRNA",4.02551329467961,0.449309217373804
"CXCR6 - mRNA",4.41368297038166,1.04163783044462
"DLL1 - mRNA",4.44169047590234,1.00686743183501
"OAS1 - mRNA",6.27483512438776,1.89767967013332
"HLA-DQB1 - mRNA",4.66583043476095,2.71552815087792
"ROBO4 - mRNA",4.68490452634559,1.5274286743172
"NFKB1 - mRNA",7.35082909373519,1.01345633909327
"IFI27 - mRNA",8.57358278337363,1.86166987768552
"HLA-DMB - mRNA",6.85223197002361,0.982062771354493
"CDKN1C - mRNA",5.88112975383758,1.5652832069814
"CEP55 - mRNA",5.45052675847687,2.2227438933659
"ARG1 - mRNA",4.49192182213679,1.13803884488886
"PLOD2 - mRNA",8.02549014306421,6.23974417702454
"LAIR1 - mRNA",4.48383274920949,1.07065230712655
"SHC2 - mRNA",4.56876303376042,0.969462460073706
"STAT3 - mRNA",7.72721718726151,2.40421416229733
"CD45RO - mRNA",4.9333733954746,1.6047106022456
"CD2 - mRNA",4.4204859336065,0.999106536458607
"IL7R - mRNA",5.18893343308125,1.77056908753885
"FLNB - mRNA",7.34319367683976,1.96486735783113
"PSMB5 - mRNA",7.92866097277128,1.5903882436958
"SLC1A5 - mRNA",7.46932350625419,0.816695382492585
"RICTOR - mRNA",6.69202351711449,1.52994676947761
"ZAP70 - mRNA",4.46753797680121,1.32923436564783
"TNFAIP6 - mRNA",6.8726699004346,4.09306671121627
"BTLA - mRNA",4.03007499899857,0.798143453732484
"RELA - mRNA",6.91711814050849,0.997614313909098
"MMP7 - mRNA",7.94018448768671,5.96435125995865
"TCF3 - mRNA",6.02207452165468,1.95632903622914
"IRF8 - mRNA",5.02140190156577,1.46035682167317
"NOS2 - mRNA",4.60689720545907,1.3975299763443
"A2M - mRNA",7.15989557528911,4.78877432876277
"CCL20 - mRNA",6.46853497998643,3.64080269961368
"MKI67 - mRNA",6.12186458946904,2.89049843757783
"IFNGR1 - mRNA",7.17770393246039,1.27817995453843
"INHBA - mRNA",4.25607144830493,0.722718649020968
"WNT5B - mRNA",4.7989305168329,1.59802327734605
"CXCL5 - mRNA",6.3589353955796,4.75866019908607
"SOX10 - mRNA",5.55666362702063,4.88920514297328
"EGR1 - mRNA",8.48295616616575,1.09538252845592
"STAT4 - mRNA",4.6734779971346,1.49924943838985
"IFIT3 - mRNA",6.74050772644079,1.36531897061576
"GMIP - mRNA",4.0117773016379,0.593492366277758
"ARNT2 - mRNA",5.78272379723659,1.85411738655587
"UBE2C - mRNA",6.15288558694981,2.35888265418024
"CHUK - mRNA",6.25798719915128,1.14449229299332
"GHR - mRNA",4.82489873591654,1.46172659876476
"TPI1 - mRNA",9.84333785638894,1.99730913276953
"HAVCR2 - mRNA",5.99695594485927,1.41952982953629
"GOT2 - mRNA",8.77701241309687,0.332886067667405
"PIK3CA - mRNA",6.9506329178595,0.465145583798499
"TNFSF9 - mRNA",4.97243342833034,1.9037067525553
"IDO1 - mRNA",5.60843532168066,4.95231927968291
"APOE - mRNA",7.6914539121481,2.37866416509475
"LILRB2 - mRNA",5.62187944757842,1.67570261086367
"PARP4 - mRNA",7.99536612794251,0.188062656166369
"PFKM - mRNA",6.72911331777602,0.536758428833861
"THY1 - mRNA",5.21847289396761,2.58831002745465
"SAMD9 - mRNA",6.63463339388493,1.18753099276126
"TGFB1 - mRNA",7.63941862542955,0.767084802345369
"CD8A - mRNA",5.77167752271385,2.06890188261728
"SELE - mRNA",5.60455811008033,2.58882977635167
"CDKN2B - mRNA",6.34818962778167,1.23973999985541
"CD5 - mRNA",5.18544126884958,2.28544632000988
"HLA-A - mRNA",10.7532007789067,1.45539906684011
"FZD8 - mRNA",6.33078692488116,1.05363749465298
"BCL2L1 - mRNA",7.9954758277938,0.977875494931659
"TNFRSF9 - mRNA",5.23660757567756,1.54266276791236
"XCL1/2 - mRNA",5.36395096763323,2.16224256263568
"MAGEA4 - mRNA",5.32766820056778,2.26664189713825
"PMS2 - mRNA",7.05282371840895,0.581301487676963
"KLRD1 - mRNA",4.88069978878127,1.86961080954307
"NFATC2 - mRNA",6.18524973715703,1.68791701623787
"VEGFB - mRNA",6.63753364565523,0.721133653447885
"CDC20 - mRNA",6.25662796296016,1.32186195510789
"OTOA - mRNA",4.93048465722372,2.02805403374397
"TPSAB1/B2 - mRNA",6.01470889378513,2.98012598996424
"P4HA1 - mRNA",7.24642383028251,0.693174652221405
"P2RY13 - mRNA",4.87334635263059,2.30461855955689
"EXO1 - mRNA",6.20257354796378,1.16726903029738
"CD70 - mRNA",6.65991175123167,1.93140950735172
"DDB2 - mRNA",8.12309232300557,1.25227167631531
"NDUFA4L2 - mRNA",5.85224794797455,3.60360700234186
"IFITM1 - mRNA",7.47618943513568,2.57070136780706
"IFNAR1 - mRNA",7.11281265696869,0.458170653306982
"TREM1 - mRNA",5.40634194229481,2.19956311377541
"CXCL13 - mRNA",4.63471096137646,2.05180466634769
"TWIST2 - mRNA",4.46372469500398,1.7652374595684
"HLA-DRB1 - mRNA",7.20885091049073,2.69204688164663
"FGFR1 - mRNA",6.51613384863314,1.06778989423289
"TBXAS1 - mRNA",6.20122349670185,1.24954182880196
"NCR1 - mRNA",5.33647420734381,2.71113465280589
"SOX11 - mRNA",5.45628284108951,2.36037612493274
"TLR2 - mRNA",6.53617741338766,1.11270325599314
"TWF1 - mRNA",8.52111661208376,0.263230620202457
"CCL5 - mRNA",5.94919876208589,2.37527133761942
"ITGAL - mRNA",5.38895870025837,2.01520154968323
"MYCT1 - mRNA",5.16453332502016,2.72691433549436
"CD96 - mRNA",5.8087217621071,2.6111378282614
"PROM1 - mRNA",7.7169652339033,1.4972415022508
"OASL - mRNA",5.91610627790241,2.16304394675272
"IFNG - mRNA",4.97125977580568,2.09040026550382
"BATF3 - mRNA",5.99973926496823,1.72783719971579
"EZH2 - mRNA",6.97294734749782,0.566250196041434
"IRF5 - mRNA",5.74301781351738,1.8368933469198
"PCK2 - mRNA",6.64742352228885,0.576505187553164
"EPCAM - mRNA",7.34277689986954,3.19733241239117
"CD19 - mRNA",5.69102010134142,2.98366291855989
"GBP4 - mRNA",5.5732194314875,4.00845097740065
"MSH6 - mRNA",6.29091598608504,0.416192916872405
"TNFRSF11B - mRNA",7.00977431029866,1.36144500847781
"NOTCH1 - mRNA",5.65996371354827,1.38071134536471
"CASP9 - mRNA",5.84860392082453,1.27898959573841
"RAD51C - mRNA",6.06873994779257,1.27975139731756
"HLA-DMA - mRNA",6.77665642647697,1.81581868879696
"SFRP1 - mRNA",6.16477163361648,2.75784926327489
"MAGEA1 - mRNA",5.70842039535303,2.06506100871891
"ENTPD1 - mRNA",6.3732413740926,2.36529046371712
"ROCK1 - mRNA",6.32897016549458,1.49143212840894
"FCGR2A - mRNA",6.206221004898,1.8451175856423
"NGFR - mRNA",5.79071849969792,1.78888172693422
"ALDOC - mRNA",6.60487964208714,1.28084736598125
"CCNE1 - mRNA",6.410714991961,0.968904968022454
"ITGAX - mRNA",5.81482293727005,1.43574419291257
"BLM - mRNA",6.21963191976711,1.16157388961658
"MLANA - mRNA",6.47766109967795,4.71524910508202
"FCGR1A - mRNA",5.52560592826371,2.37253753766762
"CD47 - mRNA",8.15856828106793,1.51656050861525
"CSF2 - mRNA",5.77094734210855,2.16013666122955
"CDH5 - mRNA",5.5911390098369,2.11621561722339
"SLC7A5 - mRNA",7.19411913231587,0.418277843276386
"GIMAP4 - mRNA",6.13283698728536,2.15976140198901
"HIF1A - mRNA",9.77889967146393,3.7537117835745
"CDK2 - mRNA",7.76562564970597,0.507436239565068
"PDCD1 - mRNA",5.12920917391152,1.92217887745403
"ATF3 - mRNA",8.20864844560814,1.30348799361119
"TIE1 - mRNA",5.55852418999794,2.29426262179433
"CD44 - mRNA",8.56733817881275,2.24928124218743
"ALDOA - mRNA",10.3546880999778,1.13851407922634
"FAS - mRNA",5.47989475540091,1.28654065740047
"MRE11 - mRNA",7.05845865014098,0.216204164978546
"IL10 - mRNA",5.33357218014852,2.24482963797695
"BMP2 - mRNA",6.83310594603066,0.785024641164632
"BAX - mRNA",8.14612399552639,0.67829286816921
"EIF5AL1 - mRNA",5.4333702495129,2.1502383476443
"KIT - mRNA",4.61449704589766,1.46190648749564
"CDK6 - mRNA",6.96718537037979,1.72485707482254
"SPIB - mRNA",4.89098607358294,1.53008583191951
"PFKFB3 - mRNA",6.43893697102459,0.820839134754266
"CXCL12 - mRNA",4.92813948748306,2.04066661313376
"CSF3 - mRNA",4.42487883196268,1.60534699243035
"KIR2DL3 - mRNA",6.60822872796919,2.51873001946152
"CD40 - mRNA",6.54715905365982,1.4425331359547
"IRF1 - mRNA",7.8729850297439,1.0268440631971
"MGMT - mRNA",6.71711909960015,1.06451652055216
"GLUD1 - mRNA",8.37603929820761,0.481849437763388
"IFI35 - mRNA",6.78336806565217,1.11720255386751
"PF4 - mRNA",5.49325915556053,2.25816653567445
"GPSM3 - mRNA",6.39313124564709,2.59754952210027
"SLC2A1 - mRNA",6.26449835631059,1.00944224493179
"IL2 - mRNA",5.47621840210649,2.08608045504751
"SNAI1 - mRNA",7.10972742619645,2.45375198755251
"CTNNB1 - mRNA",9.88224458714094,1.51940820307832
"NOTCH2 - mRNA",8.02637845697494,0.702043036453881
"NFKB2 - mRNA",7.0312151640803,0.447103778994814
"IL33 - mRNA",6.03099117428138,2.50236963320257
"TREM2 - mRNA",6.26848905635131,1.93697133044969
"LAMC2 - mRNA",8.07039940874294,6.26305025540247
"AQP9 - mRNA",6.08508774727261,2.56773152743958
"PRKCA - mRNA",6.92211068049076,0.789166529373633
