"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"DUSP1-mRNA",-2.68,0.579,-3.81,-1.54,0.156,0.0712,0.344,5.97e-05,0.0126,"lm.nb","NM_004417.3:1428"
"EGR1-mRNA",-1.9,0.425,-2.74,-1.07,0.267,0.15,0.477,9.09e-05,0.017,"lm.nb","NM_001964.2:2034"
"HLA-DMA-mRNA",-3.72,0.832,-5.35,-2.09,0.0759,0.0245,0.235,9.21e-05,0.017,"lm.nb","NM_006120.3:396"
"HLA-C-mRNA",-2.02,0.457,-2.92,-1.13,0.246,0.132,0.457,0.000102,0.0177,"lm.nb","NM_002117.4:898"
"GBP2-mRNA",-2.63,0.599,-3.81,-1.46,0.161,0.0714,0.364,0.000113,0.0185,"lm.nb","NM_004120.4:1744"
"HLA-A-mRNA",-2.1,0.483,-3.05,-1.15,0.233,0.121,0.449,0.00013,0.0202,"lm.nb","NM_002116.7:298"
"PECAM1-mRNA",-3.87,0.907,-5.65,-2.09,0.0683,0.0199,0.234,0.000163,0.0241,"lm.nb","NM_000442.4:2492"
"IFITM1-mRNA",-3.78,0.89,-5.52,-2.03,0.073,0.0218,0.245,0.000177,0.0248,"lm.nb","NM_003641.3:536"
"GLUL-mRNA",-1.36,0.325,-1.99,-0.721,0.39,0.251,0.607,0.000213,0.0285,"lm.nb","NM_002065.6:1485"
"HLA-F-mRNA",-2.59,0.626,-3.82,-1.36,0.166,0.0709,0.389,0.000237,0.0304,"lm.nb","NM_001098479.1:285"
"APOE-mRNA",-3.46,0.85,-5.13,-1.8,0.0908,0.0286,0.288,0.000284,0.0349,"lm.nb","NM_000041.2:96"
"MAP3K8-mRNA",-1.69,0.426,-2.52,-0.851,0.311,0.174,0.554,0.000396,0.0467,"lm.nb","NM_001244134.1:493"
"LYZ-mRNA",-4.42,1.14,-6.66,-2.18,0.0466,0.00986,0.22,0.000505,0.0572,"lm.nb","NM_000239.2:381"
"ADM-mRNA",-2.55,0.687,-3.89,-1.2,0.171,0.0673,0.435,0.000792,0.0865,"lm.nb","NM_001124.2:1413"
"CSF1R-mRNA",-3.27,0.888,-5.01,-1.53,0.104,0.031,0.346,0.000848,0.0889,"lm.nb","NM_005211.3:958"
"HLA-E-mRNA",-1.57,0.427,-2.4,-0.73,0.338,0.189,0.603,0.000875,0.0889,"lm.nb","NM_005516.5:1287"
"HLA-DMB-mRNA",-1.89,0.517,-2.9,-0.875,0.27,0.134,0.545,0.000919,0.0903,"lm.nb","NM_002118.3:20"
"FCGR2A-mRNA",-3.71,1.02,-5.71,-1.71,0.0762,0.0191,0.305,0.000952,0.0906,"lm.nb","NM_021642.3:60"
"GBP1-mRNA",-4,1.11,-6.16,-1.83,0.0627,0.0139,0.282,0.00103,0.0953,"lm.nb","NM_002053.2:1838"
"IFI6-mRNA",-2.65,0.744,-4.11,-1.19,0.16,0.0581,0.438,0.00118,0.106,"lm.nb","NM_002038.3:410"
"VEGFA-mRNA",-2.09,0.61,-3.29,-0.898,0.234,0.102,0.537,0.00168,0.143,"lm.nb","NM_001171623.1:2212"
"CCL3/L1-mRNA",-3.66,1.07,-5.76,-1.57,0.0789,0.0185,0.337,0.00169,0.143,"lm.nb","NM_021006.5:411"
"CXCL14-mRNA",-1.73,0.509,-2.73,-0.732,0.302,0.151,0.602,0.00183,0.15,"lm.nb","NM_004887.4:990"
"CD14-mRNA",-3.06,0.916,-4.86,-1.27,0.12,0.0345,0.416,0.00212,0.167,"lm.nb","NM_001174105.1:1020"
"CXCR4-mRNA",-3.19,0.954,-5.06,-1.32,0.11,0.03,0.402,0.00215,0.167,"lm.nb","NM_001008540.1:1060"
"CTSS-mRNA",-2.34,0.707,-3.73,-0.955,0.197,0.0756,0.516,0.00231,0.174,"lm.nb","NM_004079.3:685"
"ITGA1-mRNA",-2.28,0.711,-3.67,-0.888,0.206,0.0784,0.54,0.00302,0.222,"lm.nb","NM_181501.1:502"
"CD69-mRNA",-2.62,0.823,-4.24,-1.01,0.162,0.0531,0.496,0.00319,0.226,"lm.nb","NM_001781.2:88"
"CYBB-mRNA",-2.88,0.905,-4.66,-1.11,0.135,0.0396,0.463,0.00322,0.226,"lm.nb","NM_000397.3:1034"
"ITGB2-mRNA",-3.66,1.17,-5.95,-1.36,0.0793,0.0162,0.389,0.00378,0.254,"lm.nb","NM_000211.3:1412"
"CCL4-mRNA",-3.56,1.14,-5.8,-1.33,0.0846,0.018,0.399,0.00379,0.254,"lm.nb","NM_002984.2:35"
"ENTPD1-mRNA",-3,0.98,-4.92,-1.08,0.125,0.033,0.474,0.00446,0.292,"lm.nb","NM_001098175.1:1418"
"FCGR3A/B-mRNA",-3.27,1.08,-5.39,-1.14,0.104,0.0239,0.453,0.00499,0.32,"lm.nb","NM_000570.4:255"
"TREM2-mRNA",-2.82,0.946,-4.67,-0.965,0.142,0.0392,0.512,0.00546,0.343,"lm.nb","NM_018965.3:848"
"FCGR2B-mRNA",-2.72,0.931,-4.55,-0.9,0.151,0.0427,0.536,0.00626,0.377,"lm.nb","NM_001002273.1:870"
"IFITM2-mRNA",-1.16,0.397,-1.94,-0.383,0.447,0.261,0.767,0.00631,0.377,"lm.nb","NM_006435.2:390"
"HES1-mRNA",-1.09,0.375,-1.83,-0.359,0.469,0.282,0.78,0.00639,0.377,"lm.nb","NM_005524.2:860"
"TMEM140-mRNA",-1.8,0.621,-3.02,-0.581,0.288,0.124,0.668,0.00676,0.391,"lm.nb","NM_018295.3:377"
"CEBPB-mRNA",-1,0.348,-1.69,-0.321,0.499,0.311,0.8,0.00699,0.396,"lm.nb","NM_005194.3:1731"
"CD3D-mRNA",-2.94,1.03,-4.96,-0.932,0.13,0.0322,0.524,0.00726,0.404,"lm.nb","NM_000732.4:127"
"FPR3-mRNA",-2.97,1.05,-5.03,-0.904,0.128,0.0305,0.534,0.00822,0.441,"lm.nb","NM_002030.4:733"
"HEY1-mRNA",-1.95,0.692,-3.31,-0.594,0.259,0.101,0.663,0.00823,0.441,"lm.nb","NM_001040708.1:1859"
"TLR2-mRNA",-2.2,0.79,-3.75,-0.652,0.217,0.0743,0.636,0.00891,0.469,"lm.nb","NM_001318787.1:484"
"IRF1-mRNA",-1.71,0.62,-2.93,-0.495,0.306,0.132,0.71,0.00955,0.489,"lm.nb","NM_002198.2:557"
"B2M-mRNA",-1.41,0.51,-2.41,-0.405,0.378,0.189,0.755,0.00963,0.489,"lm.nb","NM_004048.2:573"
"ANGPTL4-mRNA",-2.43,0.902,-4.2,-0.661,0.186,0.0545,0.632,0.0112,0.555,"lm.nb","NM_001039667.2:1088"
"ADAM12-mRNA",1.32,0.491,0.358,2.28,2.5,1.28,4.87,0.0113,0.555,"lm.nb","NM_003474.5:638"
"GIMAP4-mRNA",-2.48,0.946,-4.34,-0.63,0.179,0.0494,0.646,0.0132,0.636,"lm.nb","NM_018326.2:315"
"HAVCR2-mRNA",-1.88,0.748,-3.35,-0.417,0.271,0.0982,0.749,0.017,0.809,"lm.nb","NM_032782.3:955"
"CDKN1C-mRNA",-1.63,0.653,-2.91,-0.353,0.322,0.133,0.783,0.0177,0.828,"lm.nb","NM_000076.2:1605"
"CX3CL1-mRNA",-1.36,0.55,-2.44,-0.28,0.39,0.185,0.823,0.019,0.877,"lm.nb","NM_002996.3:1850"
"PVR-mRNA",1.11,0.458,0.215,2.01,2.16,1.16,4.03,0.021,0.939,"lm.nb","NM_001135768.2:448"
"IL10RA-mRNA",-2.3,0.948,-4.16,-0.443,0.203,0.056,0.736,0.021,0.939,"lm.nb","NM_001558.2:150"
"EXO1-mRNA",1.64,0.685,0.298,2.99,3.12,1.23,7.92,0.0226,0.995,"lm.nb","NM_006027.3:820"
"TPSAB1/B2-mRNA",-2.73,1.15,-4.99,-0.472,0.151,0.0315,0.721,0.024,1,"lm.nb","NM_003294.3:556"
"HLA-DOA-mRNA",-1.94,0.819,-3.55,-0.334,0.261,0.0856,0.793,0.0241,1,"lm.nb","NM_002119.3:3075"
"STAT2-mRNA",-0.984,0.416,-1.8,-0.168,0.506,0.287,0.89,0.0244,1,"lm.nb","NM_005419.2:1965"
"FGFR1-mRNA",1.09,0.466,0.179,2.01,2.13,1.13,4.02,0.0254,1,"lm.nb","NM_001174064.1:1756"
"CD58-mRNA",0.968,0.42,0.146,1.79,1.96,1.11,3.46,0.0277,1,"lm.nb","NM_001144822.1:42"
"EIF4EBP1-mRNA",1.15,0.507,0.156,2.14,2.22,1.11,4.42,0.0303,1,"lm.nb","NM_004095.3:673"
"ZEB2-mRNA",-1.42,0.627,-2.65,-0.192,0.374,0.159,0.876,0.0304,1,"lm.nb","NM_001171653.1:1879"
"IFIT3-mRNA",-1.83,0.824,-3.45,-0.217,0.281,0.0917,0.86,0.0333,1,"lm.nb","NM_001031683.3:712"
"GPSM3-mRNA",-2.17,0.976,-4.08,-0.252,0.223,0.0592,0.84,0.0337,1,"lm.nb","NM_001276501.1:915"
"SNAI1-mRNA",-2.01,0.914,-3.8,-0.217,0.249,0.0718,0.86,0.0353,1,"lm.nb","NM_005985.3:960"
"BRIP1-mRNA",1.53,0.709,0.141,2.92,2.89,1.1,7.56,0.0385,1,"lm.nb","NM_032043.2:1570"
"WDR76-mRNA",0.851,0.396,0.0756,1.63,1.8,1.05,3.09,0.0391,1,"lm.nb","NM_024908.3:1875"
"PDGFA-mRNA",-1.34,0.631,-2.58,-0.105,0.395,0.168,0.93,0.0412,1,"lm.nb","NM_033023.4:2390"
"LY96-mRNA",-2.16,1.02,-4.15,-0.169,0.224,0.0564,0.889,0.0413,1,"lm.nb","NM_001195797.1:135"
"TLR3-mRNA",-0.779,0.37,-1.5,-0.055,0.583,0.353,0.963,0.0429,1,"lm.nb","NM_003265.2:37"
"RRM2-mRNA",1.66,0.795,0.0988,3.21,3.15,1.07,9.28,0.0452,1,"lm.nb","NM_001034.1:490"
"PSMB8-mRNA",-0.808,0.395,-1.58,-0.0331,0.571,0.334,0.977,0.0493,1,"lm.nb","NM_004159.4:1080"
"KAT2B-mRNA",-0.923,0.453,-1.81,-0.036,0.527,0.285,0.975,0.0497,1,"lm.nb","NM_003884.4:1180"
"SPRY4-mRNA",-1.93,0.958,-3.81,-0.0539,0.262,0.0713,0.963,0.0522,1,"lm.nb","NM_030964.3:1900"
"RSAD2-mRNA",-1.83,0.911,-3.61,-0.0422,0.282,0.0817,0.971,0.0533,1,"lm.nb","NM_080657.4:1057"
"IFIT1-mRNA",-1.62,0.82,-3.22,-0.0113,0.326,0.107,0.992,0.0571,1,"lm.nb","NM_001270930.1:1675"
"TMEM173-mRNA",-1.17,0.595,-2.34,-0.00735,0.443,0.197,0.995,0.0573,1,"lm.nb","NM_198282.1:725"
"P4HA2-mRNA",0.989,0.503,0.00319,1.97,1.98,1,3.93,0.058,1,"lm.nb","NM_001017973.1:1748"
"IFIT2-mRNA",-1.62,0.83,-3.25,0.00223,0.324,0.105,1,0.0591,1,"lm.nb","NM_001547.4:1995"
"CDKN2A-mRNA",-1.61,0.829,-3.23,0.0188,0.328,0.106,1.01,0.0616,1,"lm.nb","NM_000077.4:1052"
"EZH2-mRNA",0.58,0.307,-0.0223,1.18,1.49,0.985,2.27,0.0682,1,"lm.nb","NM_004456.4:1596"
"UBE2T-mRNA",1.2,0.648,-0.0672,2.47,2.3,0.955,5.55,0.0726,1,"lm.nb","NM_014176.1:50"
"LOXL2-mRNA",0.926,0.5,-0.0546,1.91,1.9,0.963,3.75,0.0734,1,"lm.nb","NM_002318.2:40"
"BNIP3-mRNA",-1.08,0.582,-2.22,0.0639,0.474,0.215,1.05,0.0735,1,"lm.nb","NM_004052.3:116"
"MKI67-mRNA",4.31,2.35,-0.287,8.91,19.9,0.819,482,0.0754,1,"loglinear","NM_002417.2:2005"
"TYMS-mRNA",1.18,0.647,-0.0926,2.44,2.26,0.938,5.44,0.0786,1,"lm.nb","NM_001071.1:395"
"LIF-mRNA",0.989,0.547,-0.0831,2.06,1.99,0.944,4.17,0.08,1,"lm.nb","NM_002309.4:3740"
"CXCL5-mRNA",1.69,0.939,-0.149,3.53,3.23,0.902,11.6,0.0811,1,"lm.nb","NM_002994.4:475"
"CCL18-mRNA",-0.66,0.369,-1.38,0.064,0.633,0.383,1.05,0.0835,1,"lm.nb","NM_002988.3:45"
"CD44-mRNA",1.43,0.802,-0.146,3,2.69,0.904,7.99,0.0848,1,"lm.nb","NM_001001392.1:566"
"MELK-mRNA",1.24,0.698,-0.131,2.6,2.36,0.913,6.08,0.0858,1,"lm.nb","NM_014791.2:365"
"TYMP-mRNA",-0.765,0.433,-1.61,0.0837,0.588,0.327,1.06,0.0868,1,"lm.nb","NM_001113755.2:645"
"OLFML2B-mRNA",-1.18,0.668,-2.49,0.133,0.442,0.178,1.1,0.0878,1,"lm.nb","NM_015441.1:2920"
"CSF2-mRNA",1.74,0.99,-0.198,3.68,3.35,0.872,12.8,0.0879,1,"lm.nb","NM_000758.3:108"
"BAMBI-mRNA",-1.08,0.617,-2.29,0.13,0.474,0.205,1.09,0.09,1,"lm.nb","NM_012342.2:824"
"RAD51-mRNA",0.988,0.568,-0.125,2.1,1.98,0.917,4.29,0.0915,1,"lm.nb","NM_133487.3:1570"
"CEACAM3-mRNA",1.31,0.754,-0.172,2.78,2.47,0.888,6.89,0.0929,1,"lm.nb","NM_001277163.2:807"
"HELLS-mRNA",1.19,0.686,-0.158,2.53,2.28,0.897,5.78,0.0932,1,"lm.nb","NM_001289067.1:191"
"IRF2-mRNA",-0.662,0.384,-1.41,0.0903,0.632,0.375,1.06,0.0942,1,"lm.nb","NM_002199.3:1624"
"NFIL3-mRNA",-0.959,0.569,-2.07,0.155,0.514,0.238,1.11,0.101,1,"lm.nb","NM_001289999.1:1466"
"FUT4-mRNA",0.788,0.47,-0.132,1.71,1.73,0.913,3.27,0.103,1,"lm.nb","NM_002033.3:1151"
"UBA7-mRNA",-0.646,0.387,-1.41,0.113,0.639,0.378,1.08,0.105,1,"lm.nb","NM_003335.2:580"
"S100A8-mRNA",-1.74,1.05,-3.8,0.313,0.299,0.0718,1.24,0.106,1,"lm.nb","NM_002964.4:365"
"CDH1-mRNA",-1.08,0.655,-2.37,0.203,0.473,0.194,1.15,0.109,1,"lm.nb","NM_004360.3:379"
"VEGFB-mRNA",-0.595,0.363,-1.31,0.116,0.662,0.404,1.08,0.111,1,"lm.nb","NM_003377.3:687"
"MFGE8-mRNA",-0.911,0.557,-2,0.181,0.532,0.25,1.13,0.112,1,"lm.nb","NM_001114614.1:328"
"VEGFC-mRNA",-1.36,0.836,-3,0.283,0.391,0.125,1.22,0.115,1,"lm.nb","NM_005429.4:588"
"CASP1-mRNA",-1,0.62,-2.21,0.215,0.5,0.215,1.16,0.117,1,"lm.nb","NM_001223.4:1050"
"MLH1-mRNA",0.409,0.254,-0.0889,0.906,1.33,0.94,1.87,0.117,1,"lm.nb","NM_000249.2:1605"
"AQP9-mRNA",-1.7,1.06,-3.78,0.378,0.307,0.0727,1.3,0.119,1,"lm.nb","NM_001320635.1:753"
"CRABP2-mRNA",0.915,0.571,-0.205,2.03,1.89,0.868,4.1,0.119,1,"lm.nb","NM_001199723.1:802"
"PTPN11-mRNA",0.365,0.229,-0.0832,0.814,1.29,0.944,1.76,0.12,1,"lm.nb","NM_001330437.1:228"
"CCNE1-mRNA",0.973,0.614,-0.231,2.18,1.96,0.852,4.52,0.123,1,"lm.nb","NM_001238.1:1155"
"DTX4-mRNA",1.31,0.83,-0.315,2.94,2.48,0.804,7.66,0.124,1,"lm.nb","NM_015177.1:4820"
"FYN-mRNA",-1.22,0.789,-2.76,0.327,0.43,0.147,1.25,0.132,1,"lm.nb","NM_002037.5:2125"
"IL1R2-mRNA",-1.54,1.02,-3.54,0.454,0.343,0.0861,1.37,0.14,1,"lm.nb","NR_048564.1:949"
"DNMT1-mRNA",0.952,0.634,-0.291,2.2,1.93,0.817,4.58,0.143,1,"lm.nb","NM_001130823.2:2500"
"LAMA1-mRNA",0.496,0.332,-0.154,1.15,1.41,0.899,2.21,0.145,1,"lm.nb","NM_005559.3:9002"
"SAMD9-mRNA",-0.713,0.481,-1.66,0.23,0.61,0.317,1.17,0.148,1,"lm.nb","NM_017654.3:490"
"TNFSF13-mRNA",-1.18,0.8,-2.74,0.391,0.442,0.149,1.31,0.151,1,"lm.nb","NM_003808.3:810"
"SERPINH1-mRNA",-1.38,0.938,-3.22,0.459,0.384,0.107,1.37,0.151,1,"lm.nb","NM_001207014.1:1850"
"ITGB3-mRNA",1.05,0.713,-0.352,2.44,2.07,0.784,5.44,0.152,1,"lm.nb","NM_000212.2:4485"
"FANCA-mRNA",1.04,0.717,-0.365,2.45,2.06,0.777,5.45,0.156,1,"lm.nb","NM_001018112.1:580"
"MX1-mRNA",-1.31,0.913,-3.1,0.475,0.402,0.116,1.39,0.16,1,"lm.nb","NM_001144925.2:1369"
"PVRIG-mRNA",-1.27,0.893,-3.02,0.479,0.414,0.123,1.39,0.164,1,"lm.nb","NM_024070.3:1390"
"NID2-mRNA",-0.84,0.593,-2,0.322,0.559,0.25,1.25,0.166,1,"lm.nb","NM_007361.3:1995"
"POLD1-mRNA",0.645,0.456,-0.248,1.54,1.56,0.842,2.9,0.167,1,"lm.nb","NM_001256849.1:1356"
"TAP1-mRNA",-1.32,0.93,-3.14,0.508,0.402,0.114,1.42,0.167,1,"lm.nb","NM_000593.5:1000"
"P4HA1-mRNA",-0.406,0.287,-0.969,0.157,0.755,0.511,1.12,0.167,1,"lm.nb","NM_000917.3:805"
"IL1A-mRNA",0.917,0.65,-0.356,2.19,1.89,0.781,4.56,0.168,1,"lm.nb","NM_000575.3:2001"
"BBS1-mRNA",-0.804,0.577,-1.93,0.326,0.573,0.262,1.25,0.173,1,"lm.nb","NM_024649.4:82"
"IFIH1-mRNA",-1.08,0.783,-2.62,0.453,0.473,0.163,1.37,0.177,1,"lm.nb","NM_022168.3:3250"
"NFKB2-mRNA",0.457,0.331,-0.193,1.11,1.37,0.875,2.15,0.178,1,"lm.nb","NM_001077494.3:1986"
"OASL-mRNA",-1.27,0.926,-3.09,0.54,0.413,0.117,1.45,0.178,1,"lm.nb","NM_003733.2:1570"
"FSTL3-mRNA",1.69,1.23,-0.716,4.09,3.22,0.609,17,0.178,1,"lm.nb","NM_005860.2:255"
"BID-mRNA",0.666,0.484,-0.284,1.61,1.59,0.822,3.06,0.179,1,"lm.nb","NM_001196.3:1604"
"PSMB9-mRNA",-1.22,0.893,-2.97,0.529,0.429,0.128,1.44,0.181,1,"lm.nb","NM_002800.4:394"
"SLC16A1-mRNA",-1.11,0.812,-2.7,0.482,0.463,0.154,1.4,0.181,1,"lm.nb","NM_003051.3:635"
"TSLP-mRNA",-1.03,0.76,-2.52,0.457,0.489,0.174,1.37,0.184,1,"lm.nb","NM_033035.4:898"
"NT5E-mRNA",1.24,0.915,-0.551,3.04,2.37,0.682,8.21,0.184,1,"lm.nb","NM_002526.3:3526"
"LAMC2-mRNA",1.63,1.2,-0.728,3.99,3.1,0.604,15.9,0.185,1,"lm.nb","NM_005562.2:1027"
"NECTIN1-mRNA",0.821,0.607,-0.369,2.01,1.77,0.775,4.03,0.186,1,"lm.nb","NM_002855.4:357"
"S100A9-mRNA",-1.19,0.882,-2.92,0.536,0.437,0.132,1.45,0.186,1,"lm.nb","NM_002965.3:137"
"TRAF1-mRNA",-0.767,0.571,-1.89,0.353,0.587,0.27,1.28,0.189,1,"lm.nb","NM_001190945.1:712"
"THBD-mRNA",1.08,0.803,-0.498,2.65,2.11,0.708,6.28,0.19,1,"lm.nb","NM_000361.2:1674"
"EDN1-mRNA",-0.824,0.616,-2.03,0.384,0.565,0.245,1.3,0.191,1,"lm.nb","NM_001955.2:770"
"ULBP2-mRNA",0.658,0.494,-0.309,1.63,1.58,0.807,3.09,0.192,1,"lm.nb","NM_025217.2:905"
"KIF2C-mRNA",1.42,1.07,-0.682,3.51,2.67,0.623,11.4,0.195,1,"lm.nb","NM_006845.2:1020"
"FBP1-mRNA",-0.614,0.468,-1.53,0.303,0.653,0.346,1.23,0.199,1,"lm.nb","NM_001127628.1:488"
"BLM-mRNA",0.642,0.489,-0.317,1.6,1.56,0.803,3.03,0.199,1,"lm.nb","NM_000057.3:1434"
"PKM-mRNA",0.842,0.645,-0.423,2.11,1.79,0.746,4.31,0.201,1,"lm.nb","NM_001206796.2:1533"
"LAMB3-mRNA",1.07,0.824,-0.547,2.69,2.1,0.684,6.43,0.204,1,"lm.nb","NM_000228.2:3350"
"FAM124B-mRNA",-1.4,1.09,-3.53,0.736,0.379,0.0864,1.67,0.208,1,"lm.nb","NM_001122779.1:1620"
"BRCA1-mRNA",1.05,0.82,-0.554,2.66,2.07,0.681,6.32,0.208,1,"lm.nb","NM_007294.3:4677"
"ITGAE-mRNA",0.673,0.525,-0.355,1.7,1.59,0.782,3.25,0.209,1,"lm.nb","NM_002208.4:3647"
"SLC2A1-mRNA",0.745,0.583,-0.399,1.89,1.68,0.759,3.7,0.211,1,"lm.nb","NM_006516.2:264"
"BAX-mRNA",0.807,0.639,-0.445,2.06,1.75,0.734,4.17,0.216,1,"lm.nb","NM_004324.3:330"
"GOT2-mRNA",0.622,0.492,-0.343,1.59,1.54,0.788,3,0.216,1,"lm.nb","NM_002080.3:674"
"APH1B-mRNA",0.8,0.638,-0.45,2.05,1.74,0.732,4.14,0.219,1,"lm.nb","NM_001145646.1:541"
"CCL2-mRNA",1.4,1.13,-0.804,3.61,2.64,0.573,12.2,0.222,1,"lm.nb","NM_002982.3:303"
"NOTCH1-mRNA",-0.9,0.725,-2.32,0.52,0.536,0.2,1.43,0.223,1,"lm.nb","NM_017617.3:2999"
"IFI16-mRNA",-0.529,0.43,-1.37,0.313,0.693,0.386,1.24,0.227,1,"lm.nb","NM_001206567.1:2351"
"BCL2-mRNA",-1.1,0.891,-2.84,0.65,0.468,0.14,1.57,0.228,1,"lm.nb","NM_000633.2:1525"
"VTCN1-mRNA",-0.953,0.784,-2.49,0.584,0.517,0.178,1.5,0.233,1,"lm.nb","NM_001253849.1:871"
"IFI35-mRNA",-0.907,0.752,-2.38,0.568,0.533,0.192,1.48,0.237,1,"lm.nb","NM_005533.4:729"
"PPARGC1B-mRNA",-1.01,0.839,-2.65,0.636,0.497,0.159,1.55,0.238,1,"lm.nb","NM_001172699.1:1010"
"HK1-mRNA",0.415,0.347,-0.264,1.09,1.33,0.833,2.14,0.24,1,"lm.nb","NM_000188.2:3355"
"TWF1-mRNA",0.527,0.443,-0.341,1.39,1.44,0.79,2.63,0.243,1,"lm.nb","NM_002822.4:1574"
"PTCD2-mRNA",0.897,0.755,-0.582,2.38,1.86,0.668,5.19,0.243,1,"lm.nb","NM_001284403.1:326"
"CDKN1A-mRNA",0.634,0.54,-0.424,1.69,1.55,0.745,3.23,0.249,1,"lm.nb","NM_000389.2:1975"
"LTB-mRNA",1.18,1,-0.79,3.14,2.26,0.579,8.84,0.249,1,"lm.nb","NM_002341.1:330"
"NFATC2-mRNA",-0.665,0.584,-1.81,0.479,0.631,0.285,1.39,0.263,1,"lm.nb","NM_173091.2:1840"
"STC1-mRNA",0.748,0.658,-0.541,2.04,1.68,0.687,4.1,0.264,1,"lm.nb","NM_003155.2:2172"
"OAS3-mRNA",-0.595,0.526,-1.63,0.437,0.662,0.324,1.35,0.267,1,"lm.nb","NM_006187.3:2354"
"APOL6-mRNA",-1.09,0.965,-2.98,0.805,0.471,0.127,1.75,0.269,1,"lm.nb","NM_030641.3:289"
"MICB-mRNA",0.512,0.46,-0.39,1.41,1.43,0.763,2.67,0.274,1,"lm.nb","NM_005931.3:1387"
"BRCA2-mRNA",1.08,0.97,-0.822,2.98,2.11,0.566,7.89,0.274,1,"lm.nb","NM_000059.3:1373"
"CDK6-mRNA",1.12,1.01,-0.858,3.09,2.17,0.552,8.53,0.276,1,"lm.nb","NM_001145306.1:1373"
"GLUD1-mRNA",-0.657,0.594,-1.82,0.507,0.634,0.283,1.42,0.277,1,"lm.nb","NM_005271.2:2680"
"PIK3CD-mRNA",0.561,0.507,-0.434,1.56,1.47,0.74,2.94,0.277,1,"lm.nb","NM_001350234.1:664"
"RELA-mRNA",0.583,0.535,-0.465,1.63,1.5,0.724,3.1,0.284,1,"lm.nb","NM_021975.3:1990"
"TNFRSF10C-mRNA",0.67,0.616,-0.537,1.88,1.59,0.689,3.67,0.285,1,"lm.nb","NM_003841.3:682"
"ANLN-mRNA",1.3,1.2,-1.06,3.65,2.46,0.481,12.6,0.288,1,"lm.nb","NM_018685.2:240"
"AXIN1-mRNA",0.729,0.685,-0.613,2.07,1.66,0.654,4.21,0.295,1,"lm.nb","NM_181050.1:2742"
"CDK2-mRNA",0.696,0.656,-0.589,1.98,1.62,0.665,3.95,0.297,1,"lm.nb","NM_001290230.1:1543"
"CCL20-mRNA",-1.12,1.06,-3.2,0.959,0.46,0.109,1.94,0.299,1,"lm.nb","NM_001130046.1:295"
"BIRC5-mRNA",1.32,1.25,-1.13,3.78,2.5,0.456,13.7,0.299,1,"lm.nb","NM_001168.2:1215"
"OAS1-mRNA",-0.898,0.86,-2.58,0.787,0.537,0.167,1.73,0.304,1,"lm.nb","NM_001032409.1:805"
"TNFRSF11B-mRNA",0.662,0.634,-0.582,1.91,1.58,0.668,3.75,0.305,1,"lm.nb","NM_002546.3:572"
"CENPF-mRNA",1.12,1.07,-0.985,3.22,2.17,0.505,9.35,0.305,1,"lm.nb","NM_016343.3:9260"
