"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"HLA-DPB1-mRNA",-2.09,0.729,-3.52,-0.662,0.235,0.0871,0.632,0.00726,0.764,"lm.nb","NM_002121.5:987"
"CCL4-mRNA",-3.24,1.14,-5.46,-1.01,0.106,0.0226,0.498,0.0077,0.765,"lm.nb","NM_002984.2:35"
"EDN1-mRNA",-1.82,0.645,-3.09,-0.56,0.282,0.118,0.678,0.00799,0.765,"lm.nb","NM_001955.2:770"
"S100A9-mRNA",-2.52,0.892,-4.26,-0.767,0.175,0.0521,0.588,0.00818,0.765,"lm.nb","NM_002965.3:137"
"IFIT3-mRNA",2.29,0.815,0.689,3.88,4.88,1.61,14.8,0.00849,0.765,"lm.nb","NM_001031683.3:712"
"TREM2-mRNA",-2.64,0.943,-4.49,-0.794,0.16,0.0445,0.577,0.00856,0.765,"lm.nb","NM_018965.3:848"
"TAP2-mRNA",1.49,0.538,0.434,2.54,2.81,1.35,5.84,0.00933,0.804,"lm.nb","NM_018833.2:912"
"CD3D-mRNA",-2.81,1.02,-4.81,-0.804,0.143,0.0356,0.573,0.00982,0.804,"lm.nb","NM_000732.4:127"
"IRF1-mRNA",1.68,0.617,0.475,2.89,3.21,1.39,7.42,0.0102,0.804,"lm.nb","NM_002198.2:557"
"HLA-DQA1-mRNA",-3.38,1.24,-5.82,-0.953,0.0958,0.0177,0.517,0.0103,0.804,"lm.nb","NM_002122.3:258"
"ADM-mRNA",-1.86,0.682,-3.2,-0.521,0.276,0.109,0.697,0.0104,0.804,"lm.nb","NM_001124.2:1413"
"FBP1-mRNA",-1.28,0.478,-2.22,-0.347,0.411,0.215,0.786,0.0113,0.857,"lm.nb","NM_001127628.1:488"
"HLA-DPA1-mRNA",-2.54,0.953,-4.41,-0.676,0.172,0.047,0.626,0.0118,0.86,"lm.nb","NM_033554.2:857"
"ENTPD1-mRNA",-2.59,0.973,-4.5,-0.686,0.166,0.0442,0.622,0.012,0.86,"lm.nb","NM_001098175.1:1418"
"TYMP-mRNA",1.14,0.428,0.296,1.97,2.2,1.23,3.93,0.0124,0.87,"lm.nb","NM_001113755.2:645"
"ANGPTL4-mRNA",-2.36,0.902,-4.13,-0.597,0.194,0.057,0.661,0.0133,0.909,"lm.nb","NM_001039667.2:1088"
"IFIT2-mRNA",2.09,0.803,0.517,3.67,4.26,1.43,12.7,0.0139,0.93,"lm.nb","NM_001547.4:1995"
"TGFBR1-mRNA",-0.785,0.306,-1.38,-0.186,0.58,0.383,0.879,0.0151,0.989,"lm.nb","NM_001130916.2:3011"
"IL10RA-mRNA",-2.41,0.95,-4.27,-0.551,0.188,0.0517,0.683,0.0161,1,"lm.nb","NM_001558.2:150"
"CD69-mRNA",-2.05,0.812,-3.64,-0.46,0.241,0.0801,0.727,0.0167,1,"lm.nb","NM_001781.2:88"
"CD70-mRNA",-1.65,0.659,-2.94,-0.354,0.32,0.131,0.782,0.0178,1,"lm.nb","NM_001252.3:420"
"PSMB8-mRNA",0.968,0.39,0.204,1.73,1.96,1.15,3.32,0.0184,1,"lm.nb","NM_004159.4:1080"
"KAT2B-mRNA",-1.12,0.455,-2.01,-0.228,0.46,0.248,0.854,0.0194,1,"lm.nb","NM_003884.4:1180"
"CD274-mRNA",2.52,1.03,0.507,4.54,5.75,1.42,23.3,0.0198,1,"lm.nb","NM_014143.3:1243"
"PDGFA-mRNA",-1.55,0.634,-2.8,-0.311,0.341,0.144,0.806,0.0199,1,"lm.nb","NM_033023.4:2390"
"FCGR3A/B-mRNA",-2.59,1.07,-4.69,-0.498,0.166,0.0387,0.708,0.0211,1,"lm.nb","NM_000570.4:255"
"IFI35-mRNA",1.81,0.748,0.347,3.28,3.51,1.27,9.7,0.0212,1,"lm.nb","NM_005533.4:729"
"WDR76-mRNA",0.949,0.394,0.177,1.72,1.93,1.13,3.3,0.0219,1,"lm.nb","NM_024908.3:1875"
"OAS3-mRNA",1.22,0.515,0.209,2.23,2.33,1.16,4.69,0.0242,1,"lm.nb","NM_006187.3:2354"
"FPR3-mRNA",-2.46,1.04,-4.51,-0.417,0.181,0.0439,0.749,0.0246,1,"lm.nb","NM_002030.4:733"
"HEY1-mRNA",-1.61,0.685,-2.95,-0.267,0.328,0.129,0.831,0.0252,1,"lm.nb","NM_001040708.1:1859"
"EXO1-mRNA",1.6,0.686,0.252,2.94,3.02,1.19,7.68,0.0264,1,"lm.nb","NM_006027.3:820"
"BAMBI-mRNA",-1.43,0.619,-2.64,-0.22,0.37,0.16,0.858,0.0271,1,"lm.nb","NM_012342.2:824"
"FYN-mRNA",-1.79,0.8,-3.36,-0.224,0.289,0.0975,0.856,0.0322,1,"lm.nb","NM_002037.5:2125"
"GBP2-mRNA",1.32,0.587,0.164,2.47,2.49,1.12,5.53,0.0322,1,"lm.nb","NM_004120.4:1744"
"PSMB10-mRNA",1.59,0.719,0.183,3,3.01,1.13,8.01,0.0341,1,"lm.nb","NM_002801.3:249"
"TSLP-mRNA",-1.71,0.773,-3.23,-0.196,0.305,0.107,0.873,0.0341,1,"lm.nb","NM_033035.4:898"
"ISG15-mRNA",1.85,0.836,0.207,3.48,3.6,1.15,11.2,0.0345,1,"lm.nb","NM_005101.3:305"
"GIMAP4-mRNA",-2.08,0.941,-3.92,-0.232,0.237,0.066,0.852,0.0347,1,"lm.nb","NM_018326.2:315"
"TLR2-mRNA",-1.73,0.783,-3.26,-0.192,0.302,0.104,0.876,0.0348,1,"lm.nb","NM_001318787.1:484"
"PLA1A-mRNA",1.44,0.654,0.159,2.72,2.71,1.12,6.6,0.0349,1,"lm.nb","NM_015900.2:1250"
"SERPINA1-mRNA",-1.65,0.751,-3.13,-0.183,0.318,0.114,0.881,0.0349,1,"lm.nb","NM_001127702.1:963"
"STAT1-mRNA",1.09,0.498,0.111,2.06,2.13,1.08,4.18,0.0365,1,"lm.nb","NM_007315.3:239"
"CDH1-mRNA",-1.43,0.665,-2.74,-0.132,0.37,0.15,0.913,0.0385,1,"lm.nb","NM_004360.3:379"
"VEGFB-mRNA",-0.784,0.366,-1.5,-0.0671,0.581,0.353,0.955,0.0398,1,"lm.nb","NM_003377.3:687"
"NFIL3-mRNA",-1.22,0.569,-2.33,-0.103,0.43,0.198,0.931,0.04,1,"lm.nb","NM_001289999.1:1466"
"MX1-mRNA",1.9,0.888,0.157,3.64,3.73,1.11,12.4,0.0404,1,"lm.nb","NM_001144925.2:1369"
"GBP1-mRNA",2.31,1.09,0.171,4.46,4.97,1.13,21.9,0.0422,1,"lm.nb","NM_002053.2:1838"
"TPSAB1/B2-mRNA",-2.43,1.15,-4.67,-0.177,0.186,0.0392,0.884,0.0424,1,"lm.nb","NM_003294.3:556"
"HAVCR2-mRNA",-1.53,0.741,-2.98,-0.0775,0.346,0.126,0.948,0.0471,1,"lm.nb","NM_032782.3:955"
"PSMB9-mRNA",1.83,0.886,0.0916,3.56,3.55,1.07,11.8,0.0473,1,"lm.nb","NM_002800.4:394"
"TAP1-mRNA",1.9,0.927,0.0851,3.72,3.74,1.06,13.2,0.0484,1,"lm.nb","NM_000593.5:1000"
"MELK-mRNA",1.42,0.697,0.0516,2.78,2.67,1.04,6.89,0.0503,1,"lm.nb","NM_014791.2:365"
"BMP2-mRNA",-0.818,0.403,-1.61,-0.0283,0.567,0.328,0.981,0.0507,1,"lm.nb","NM_001200.3:1193"
"CCL20-mRNA",-2.16,1.07,-4.25,-0.0672,0.224,0.0524,0.955,0.0515,1,"lm.nb","NM_001130046.1:295"
"DTX3L-mRNA",1.17,0.578,0.0326,2.3,2.24,1.02,4.92,0.0522,1,"lm.nb","NM_138287.3:1543"
"GPSM3-mRNA",-1.94,0.97,-3.84,-0.0424,0.26,0.0696,0.971,0.0536,1,"lm.nb","NM_001276501.1:915"
"BRIP1-mRNA",1.41,0.709,0.0211,2.8,2.66,1.01,6.97,0.0552,1,"lm.nb","NM_032043.2:1570"
"SLC2A1-mRNA",1.13,0.577,0.000274,2.26,2.19,1,4.79,0.0587,1,"lm.nb","NM_006516.2:264"
"IFITM1-mRNA",1.71,0.873,-4.2e-05,3.42,3.27,1,10.7,0.0588,1,"lm.nb","NM_003641.3:536"
"P4HA1-mRNA",-0.565,0.289,-1.13,0.000495,0.676,0.456,1,0.059,1,"lm.nb","NM_000917.3:805"
"ZEB2-mRNA",-1.21,0.626,-2.44,0.0129,0.431,0.184,1.01,0.0613,1,"lm.nb","NM_001171653.1:1879"
"UBE2T-mRNA",1.24,0.647,-0.0244,2.51,2.37,0.983,5.71,0.0635,1,"lm.nb","NM_014176.1:50"
"POLD1-mRNA",0.861,0.451,-0.023,1.75,1.82,0.984,3.35,0.0653,1,"lm.nb","NM_001256849.1:1356"
"MKI67-mRNA",4.47,2.35,-0.131,9.07,22.1,0.913,537,0.0659,1,"loglinear","NM_002417.2:2005"
"HLA-DRB5-mRNA",-2.3,1.22,-4.7,0.0885,0.202,0.0385,1.06,0.0682,1,"lm.nb","NM_002125.3:135"
"SNAI1-mRNA",-1.71,0.91,-3.5,0.0721,0.305,0.0886,1.05,0.0691,1,"lm.nb","NM_005985.3:960"
"MICB-mRNA",0.86,0.458,-0.0377,1.76,1.81,0.974,3.38,0.0696,1,"lm.nb","NM_005931.3:1387"
"RRM2-mRNA",1.47,0.795,-0.0884,3.03,2.77,0.941,8.16,0.0737,1,"lm.nb","NM_001034.1:490"
"CD58-mRNA",0.78,0.424,-0.0499,1.61,1.72,0.966,3.05,0.0747,1,"lm.nb","NM_001144822.1:42"
"SLC16A1-mRNA",-1.5,0.816,-3.1,0.097,0.353,0.116,1.07,0.0749,1,"lm.nb","NM_003051.3:635"
"THBS1-mRNA",-1.69,0.929,-3.52,0.126,0.309,0.0874,1.09,0.0775,1,"lm.nb","NM_003246.2:3816"
"EIF4EBP1-mRNA",0.911,0.508,-0.0844,1.91,1.88,0.943,3.75,0.0823,1,"lm.nb","NM_004095.3:673"
"DAB2-mRNA",-0.886,0.497,-1.86,0.0868,0.541,0.276,1.06,0.0837,1,"lm.nb","NM_001244871.1:2475"
"CX3CL1-mRNA",-0.971,0.547,-2.04,0.101,0.51,0.242,1.07,0.0854,1,"lm.nb","NM_002996.3:1850"
"PVR-mRNA",0.815,0.462,-0.0902,1.72,1.76,0.939,3.3,0.0871,1,"lm.nb","NM_001135768.2:448"
"CDKN1C-mRNA",-1.13,0.643,-2.39,0.126,0.456,0.19,1.09,0.0872,1,"lm.nb","NM_000076.2:1605"
"SERPINH1-mRNA",-1.66,0.94,-3.5,0.186,0.317,0.0884,1.14,0.0876,1,"lm.nb","NM_001207014.1:1850"
"TRIM21-mRNA",1.63,0.933,-0.2,3.46,3.09,0.87,11,0.0906,1,"lm.nb","NM_003141.3:1190"
"TNFRSF10D-mRNA",-1.05,0.605,-2.23,0.139,0.484,0.213,1.1,0.0932,1,"lm.nb","NM_003840.4:838"
"DDB2-mRNA",-0.769,0.445,-1.64,0.103,0.587,0.321,1.07,0.0937,1,"lm.nb","NM_000107.2:1556"
"CDKN2A-mRNA",-1.42,0.828,-3.05,0.197,0.372,0.121,1.15,0.0948,1,"lm.nb","NM_000077.4:1052"
"CXCL3-mRNA",-1.29,0.755,-2.77,0.192,0.409,0.147,1.14,0.0978,1,"lm.nb","NM_002090.2:467"
"CEBPB-mRNA",-0.586,0.346,-1.26,0.0926,0.666,0.416,1.07,0.1,1,"lm.nb","NM_005194.3:1731"
"CASP9-mRNA",-0.958,0.575,-2.09,0.17,0.515,0.236,1.12,0.106,1,"lm.nb","XM_011542270.1:326"
"BBS1-mRNA",-0.963,0.58,-2.1,0.173,0.513,0.233,1.13,0.106,1,"lm.nb","NM_024649.4:82"
"IL32-mRNA",1.04,0.627,-0.188,2.27,2.06,0.878,4.82,0.107,1,"lm.nb","NM_004221.4:358"
"HK1-mRNA",0.572,0.346,-0.106,1.25,1.49,0.929,2.38,0.108,1,"lm.nb","NM_000188.2:3355"
"HLA-DRB1-mRNA",-1.87,1.13,-4.09,0.357,0.274,0.0587,1.28,0.11,1,"lm.nb","NM_002124.3:1016"
"SPRY4-mRNA",-1.55,0.951,-3.41,0.317,0.342,0.094,1.25,0.114,1,"lm.nb","NM_030964.3:1900"
"THBD-mRNA",1.3,0.802,-0.269,2.88,2.47,0.83,7.34,0.114,1,"lm.nb","NM_000361.2:1674"
"IFI27-mRNA",1.37,0.844,-0.285,3.02,2.58,0.821,8.12,0.115,1,"lm.nb","NM_005532.3:390"
"CEACAM3-mRNA",1.22,0.755,-0.255,2.7,2.34,0.838,6.51,0.115,1,"lm.nb","NM_001277163.2:807"
"DTX4-mRNA",1.34,0.829,-0.281,2.97,2.54,0.823,7.83,0.115,1,"lm.nb","NM_015177.1:4820"
"BCL2-mRNA",-1.44,0.894,-3.2,0.307,0.367,0.109,1.24,0.116,1,"lm.nb","NM_000633.2:1525"
"TYMS-mRNA",1.03,0.647,-0.24,2.3,2.04,0.847,4.91,0.122,1,"lm.nb","NM_001071.1:395"
"HLA-DRA-mRNA",-1.51,0.964,-3.4,0.375,0.35,0.0945,1.3,0.126,1,"lm.nb","NM_019111.3:335"
"CD40-mRNA",0.689,0.444,-0.182,1.56,1.61,0.881,2.95,0.131,1,"lm.nb","NM_001250.5:166"
"PARP12-mRNA",1.39,0.896,-0.37,3.14,2.61,0.774,8.83,0.132,1,"lm.nb","NM_022750.3:1843"
"BLM-mRNA",0.748,0.487,-0.206,1.7,1.68,0.867,3.26,0.134,1,"lm.nb","NM_000057.3:1434"
"AQP9-mRNA",-1.62,1.06,-3.69,0.46,0.326,0.0773,1.38,0.137,1,"lm.nb","NM_001320635.1:753"
"KIF2C-mRNA",1.62,1.07,-0.474,3.72,3.08,0.72,13.2,0.139,1,"lm.nb","NM_006845.2:1020"
"JAK2-mRNA",0.972,0.649,-0.3,2.24,1.96,0.812,4.74,0.144,1,"lm.nb","NM_004972.2:455"
"NFKBIE-mRNA",-0.754,0.506,-1.75,0.237,0.593,0.298,1.18,0.146,1,"lm.nb","NM_004556.2:876"
"CCNE1-mRNA",0.914,0.615,-0.29,2.12,1.88,0.818,4.34,0.147,1,"lm.nb","NM_001238.1:1155"
"RAD51-mRNA",0.84,0.569,-0.276,1.96,1.79,0.826,3.88,0.15,1,"lm.nb","NM_133487.3:1570"
"FANCA-mRNA",1.04,0.717,-0.365,2.45,2.06,0.777,5.45,0.156,1,"lm.nb","NM_001018112.1:580"
"BIRC3-mRNA",0.91,0.63,-0.324,2.14,1.88,0.799,4.42,0.158,1,"lm.nb","NM_001165.4:6567"
"IFIH1-mRNA",1.1,0.772,-0.408,2.62,2.15,0.753,6.13,0.162,1,"lm.nb","NM_022168.3:3250"
"LY96-mRNA",-1.44,1.01,-3.41,0.534,0.369,0.0943,1.45,0.163,1,"lm.nb","NM_001195797.1:135"
"DNMT1-mRNA",0.906,0.635,-0.338,2.15,1.87,0.791,4.44,0.163,1,"lm.nb","NM_001130823.2:2500"
"TNFRSF9-mRNA",-1.42,1,-3.39,0.541,0.373,0.0957,1.46,0.165,1,"lm.nb","NM_001561.5:567"
"HMGA1-mRNA",1.5,1.07,-0.587,3.59,2.83,0.666,12.1,0.168,1,"lm.nb","NM_145902.2:906"
"MLH1-mRNA",0.358,0.255,-0.141,0.857,1.28,0.907,1.81,0.169,1,"lm.nb","NM_000249.2:1605"
"NT5E-mRNA",1.27,0.915,-0.523,3.07,2.41,0.696,8.37,0.175,1,"lm.nb","NM_002526.3:3526"
"AXIN1-mRNA",0.942,0.682,-0.394,2.28,1.92,0.761,4.85,0.177,1,"lm.nb","NM_181050.1:2742"
"B2M-mRNA",0.702,0.51,-0.298,1.7,1.63,0.814,3.25,0.178,1,"lm.nb","NM_004048.2:573"
"CD44-mRNA",1.1,0.802,-0.471,2.67,2.15,0.721,6.38,0.179,1,"lm.nb","NM_001001392.1:566"
"IFI16-mRNA",0.586,0.427,-0.252,1.42,1.5,0.84,2.68,0.18,1,"lm.nb","NM_001206567.1:2351"
"FOSL1-mRNA",0.865,0.632,-0.373,2.1,1.82,0.772,4.3,0.18,1,"lm.nb","NM_005438.3:1320"
"DEPTOR-mRNA",-0.794,0.581,-1.93,0.344,0.577,0.262,1.27,0.181,1,"lm.nb","NM_001283012.1:1141"
"BRCA2-mRNA",1.32,0.969,-0.58,3.22,2.5,0.669,9.31,0.183,1,"lm.nb","NM_000059.3:1373"
"PIK3R1-mRNA",-1.19,0.879,-2.91,0.534,0.439,0.133,1.45,0.186,1,"lm.nb","NM_001242466.1:889"
"IRF9-mRNA",0.68,0.503,-0.307,1.67,1.6,0.808,3.18,0.186,1,"lm.nb","NM_006084.4:723"
"ITGB3-mRNA",0.961,0.713,-0.437,2.36,1.95,0.739,5.13,0.187,1,"lm.nb","NM_000212.2:4485"
"TNFAIP3-mRNA",-1.45,1.09,-3.58,0.686,0.367,0.0836,1.61,0.193,1,"lm.nb","NM_001270508.1:3240"
"CD47-mRNA",1.07,0.811,-0.515,2.66,2.11,0.7,6.33,0.195,1,"lm.nb","NM_001777.3:901"
"EZH2-mRNA",0.407,0.309,-0.198,1.01,1.33,0.872,2.02,0.197,1,"lm.nb","NM_004456.4:1596"
"TGFBR2-mRNA",-0.877,0.666,-2.18,0.428,0.545,0.22,1.35,0.197,1,"lm.nb","NM_001024847.2:870"
"LOXL2-mRNA",0.663,0.504,-0.325,1.65,1.58,0.798,3.14,0.198,1,"lm.nb","NM_002318.2:40"
"MFGE8-mRNA",-0.716,0.555,-1.8,0.371,0.609,0.286,1.29,0.206,1,"lm.nb","NM_001114614.1:328"
"SAMD9-mRNA",0.602,0.472,-0.322,1.53,1.52,0.8,2.88,0.211,1,"lm.nb","NM_017654.3:490"
"MYD88-mRNA",0.31,0.243,-0.166,0.787,1.24,0.891,1.73,0.211,1,"lm.nb","NM_002468.3:2145"
"VTCN1-mRNA",-1,0.786,-2.54,0.54,0.5,0.172,1.45,0.212,1,"lm.nb","NM_001253849.1:871"
"HLA-DMA-mRNA",-1.02,0.807,-2.61,0.556,0.492,0.164,1.47,0.213,1,"lm.nb","NM_006120.3:396"
"PPARGC1B-mRNA",-1.07,0.841,-2.71,0.583,0.478,0.152,1.5,0.214,1,"lm.nb","NM_001172699.1:1010"
"CRABP2-mRNA",0.725,0.573,-0.398,1.85,1.65,0.759,3.6,0.215,1,"lm.nb","NM_001199723.1:802"
"IRF7-mRNA",0.752,0.598,-0.42,1.92,1.68,0.748,3.79,0.218,1,"lm.nb","NM_004029.2:1705"
"CCND1-mRNA",0.858,0.682,-0.479,2.2,1.81,0.717,4.58,0.218,1,"lm.nb","NM_053056.2:857"
"OAS1-mRNA",1.06,0.856,-0.614,2.74,2.09,0.653,6.69,0.223,1,"lm.nb","NM_001032409.1:805"
"ICAM1-mRNA",0.964,0.779,-0.563,2.49,1.95,0.677,5.62,0.225,1,"lm.nb","NM_000201.2:2253"
"EIF2AK2-mRNA",0.528,0.427,-0.308,1.36,1.44,0.808,2.57,0.225,1,"lm.nb","NM_001135652.2:516"
"PROM1-mRNA",-1.27,1.03,-3.28,0.743,0.415,0.103,1.67,0.225,1,"lm.nb","NM_001145847.1:596"
"CCL7-mRNA",1.04,0.848,-0.617,2.71,2.06,0.652,6.53,0.227,1,"lm.nb","NM_006273.3:588"
"BNIP3-mRNA",-0.714,0.58,-1.85,0.423,0.61,0.277,1.34,0.227,1,"lm.nb","NM_004052.3:116"
"IL15-mRNA",0.891,0.727,-0.533,2.31,1.85,0.691,4.98,0.229,1,"lm.nb","NM_000585.4:715"
"PRKAA2-mRNA",-0.527,0.431,-1.37,0.319,0.694,0.386,1.25,0.231,1,"lm.nb","NM_006252.3:4014"
"TAPBPL-mRNA",0.861,0.706,-0.523,2.25,1.82,0.696,4.74,0.231,1,"lm.nb","NM_018009.4:1425"
"BRCA1-mRNA",0.993,0.82,-0.614,2.6,1.99,0.653,6.06,0.235,1,"lm.nb","NM_007294.3:4677"
"CCNB1-mRNA",1.27,1.06,-0.811,3.36,2.42,0.57,10.3,0.24,1,"lm.nb","NM_031966.2:710"
"NFATC2-mRNA",-0.697,0.584,-1.84,0.449,0.617,0.279,1.36,0.242,1,"lm.nb","NM_173091.2:1840"
"LIF-mRNA",0.644,0.548,-0.43,1.72,1.56,0.742,3.29,0.249,1,"lm.nb","NM_002309.4:3740"
"IFNAR1-mRNA",-0.627,0.535,-1.67,0.421,0.648,0.313,1.34,0.25,1,"lm.nb","NM_000629.2:461"
"HERC6-mRNA",0.912,0.787,-0.63,2.45,1.88,0.646,5.48,0.255,1,"lm.nb","NM_001165136.1:883"
"VEGFC-mRNA",0.912,0.79,-0.637,2.46,1.88,0.643,5.51,0.257,1,"lm.nb","NM_005429.4:588"
"SMAD5-mRNA",-0.397,0.346,-1.07,0.28,0.759,0.475,1.21,0.259,1,"lm.nb","NM_005903.5:5007"
"RELA-mRNA",0.61,0.534,-0.437,1.66,1.53,0.739,3.16,0.262,1,"lm.nb","NM_021975.3:1990"
"GPC4-mRNA",-0.762,0.671,-2.08,0.553,0.59,0.237,1.47,0.265,1,"lm.nb","NM_001448.2:820"
"CDC20-mRNA",1.16,1.02,-0.85,3.16,2.23,0.555,8.95,0.267,1,"lm.nb","NM_001255.1:915"
"PARP9-mRNA",1.26,1.12,-0.927,3.44,2.39,0.526,10.9,0.267,1,"lm.nb","NM_001146103.1:1188"
"ITPK1-mRNA",0.223,0.198,-0.165,0.611,1.17,0.892,1.53,0.268,1,"lm.nb","NM_001142593.2:958"
"IFITM2-mRNA",-0.443,0.394,-1.22,0.329,0.735,0.431,1.26,0.269,1,"lm.nb","NM_006435.2:390"
"HELLS-mRNA",0.772,0.687,-0.576,2.12,1.71,0.671,4.34,0.27,1,"lm.nb","NM_001289067.1:191"
"KIR2DL3-mRNA",1.05,0.937,-0.787,2.88,2.07,0.58,7.39,0.271,1,"lm.nb","NM_015868.2:145"
"PLOD2-mRNA",-0.357,0.319,-0.981,0.268,0.781,0.506,1.2,0.271,1,"lm.nb","NM_182943.2:2588"
"CTSS-mRNA",0.784,0.702,-0.591,2.16,1.72,0.664,4.47,0.272,1,"lm.nb","NM_004079.3:685"
"BIRC5-mRNA",1.4,1.25,-1.06,3.85,2.64,0.481,14.5,0.272,1,"lm.nb","NM_001168.2:1215"
"ITGB8-mRNA",-1.47,1.33,-4.07,1.12,0.36,0.0594,2.18,0.274,1,"lm.nb","NM_002214.2:2609"
"TNFSF13-mRNA",-0.874,0.796,-2.43,0.685,0.545,0.185,1.61,0.28,1,"lm.nb","NM_003808.3:810"
"ANLN-mRNA",1.31,1.2,-1.04,3.67,2.49,0.486,12.7,0.282,1,"lm.nb","NM_018685.2:240"
"CENPF-mRNA",1.15,1.07,-0.952,3.26,2.22,0.517,9.56,0.291,1,"lm.nb","NM_016343.3:9260"
"GLUD1-mRNA",-0.633,0.594,-1.8,0.531,0.645,0.288,1.44,0.294,1,"lm.nb","NM_005271.2:2680"
"CXCL8-mRNA",-0.803,0.754,-2.28,0.675,0.573,0.206,1.6,0.295,1,"lm.nb","NM_000584.3:170"
"FSTL3-mRNA",1.3,1.23,-1.11,3.7,2.46,0.464,13,0.299,1,"lm.nb","NM_005860.2:255"
"IFI6-mRNA",0.768,0.73,-0.663,2.2,1.7,0.632,4.59,0.301,1,"lm.nb","NM_002038.3:410"
"PTEN-mRNA",-0.854,0.815,-2.45,0.744,0.553,0.183,1.68,0.303,1,"lm.nb","NM_000314.6:6696"
"APOL6-mRNA",1,0.96,-0.881,2.88,2,0.543,7.37,0.305,1,"lm.nb","NM_030641.3:289"
