Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14708199,2021-07-18 08:16:52,2021-06-02 03:23:49,90515019,27154505700,90515019,300,8260,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/014363/SRR14708199,SRX11046275,L81,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114494,SAMN19471812,simple,3483,Cannabis sativa,109,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,AD59D9A2E88118B102AEF0BE50256BB0,9F1079B2AD63B39A4BB7B02F6EB3A74D
SRR14708198,2021-07-18 08:16:52,2021-06-02 04:42:01,92871730,27861519000,92871730,300,8539,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/014363/SRR14708198,SRX11046276,L82,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114495,SAMN19471813,simple,3483,Cannabis sativa,110,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,176637B74A529C15220FC1C367421CA3,33D8D0B6F4706FE630A3BD6FF371C238
SRR14839045,2021-06-17 02:23:57,2021-06-17 01:39:45,83213946,20803486500,83213946,250,7198,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/014491/SRR14839045,SRX11163943,1D_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223840,SAMN19731537,simple,3483,Cannabis sativa,1D-Pi-1,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,CBA1092D7BE4F921EBAD6F393ECA9A7D,C1971D1EDC282D705505A5B05EF1FFFA
SRR14839042,2021-06-17 02:23:57,2021-06-17 01:32:20,43062043,10765510750,43062043,250,3758,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/014491/SRR14839042,SRX11163946,1D_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223843,SAMN19731538,simple,3483,Cannabis sativa,1D-Pi-2,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,35C59974EDF8EAACDFE5963FA38E7BB2,2CDFA29D30D8A816B2529538495418A2
SRR14839043,2021-06-17 02:35:27,2021-06-17 02:20:06,54621579,13655394750,54621579,250,4882,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/014491/SRR14839043,SRX11163945,1D_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223842,SAMN19731539,simple,3483,Cannabis sativa,1D-Pi-3,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,324E5B755C9C6945A0FB00BCE0B248F1,C999401666D230B642BDFCCED023D6CA
SRR14839044,2021-06-17 02:23:57,2021-06-17 01:39:57,58435671,14608917750,58435671,250,5211,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/014491/SRR14839044,SRX11163944,3D_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223841,SAMN19731540,simple,3483,Cannabis sativa,3D-Pi-1,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,2898A1A245D138D1D8EBA3CB91B5E69C,688EAB90A9517FF223C17EBC92BA0668
SRR14839050,2021-06-17 02:23:57,2021-06-17 01:37:50,48904323,12226080750,48904323,250,4341,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/014491/SRR14839050,SRX11163938,3D_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223837,SAMN19731541,simple,3483,Cannabis sativa,3D-Pi-2,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,7D0A1CEEE64954FF00F06AAAC15B4290,A24AC4809681AC555B0518BF152B5BF8
SRR14839049,2021-06-17 02:01:06,2021-06-17 01:43:12,60631347,15157836750,60631347,250,5470,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/014491/SRR14839049,SRX11163939,3D_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223835,SAMN19731542,simple,3483,Cannabis sativa,3D-Pi-3,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,1943A12813C541C2CB05F7A9AA79CB8E,CA572B359B9BFEC59D79B44248524A33
SRR14708237,2021-07-18 08:16:51,2021-06-02 02:42:19,36562780,7385681560,36562780,202,4139,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/014363/SRR14708237,SRX11046237,L47,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114457,SAMN19471778,simple,3483,Cannabis sativa,47,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,171512842C48ED7C319768DB7F05F021,7AA8A670213341135C51879803EE9979
SRR14708236,2021-07-18 08:16:51,2021-06-02 02:54:59,40165196,8113369592,40165196,202,4748,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/014363/SRR14708236,SRX11046238,L48,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114456,SAMN19471779,simple,3483,Cannabis sativa,48,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,8406491AAD4A2662A52BEEDC94446F74,88784759354678D28E0A318E815EE2EA
SRR14708235,2021-07-18 08:16:51,2021-06-02 03:38:51,56057551,11323625302,56057551,202,6494,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/014363/SRR14708235,SRX11046239,L49,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114458,SAMN19471780,simple,3483,Cannabis sativa,49,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,264A9A8F1F9EA070585EB60CFC6F70E1,A1B407377B6F8826A76EEB767C74BB7A
SRR14708234,2021-07-18 08:16:51,2021-06-02 02:51:17,48753739,9848255278,48753739,202,5753,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/014363/SRR14708234,SRX11046240,L50,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114459,SAMN19471781,simple,3483,Cannabis sativa,50,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,7E856E9A160CBC5E62BF7A5D5FDCBF53,55E51F52F9B5B6BE6DE451E49465DFBE
SRR14708232,2021-07-18 08:16:51,2021-06-02 03:05:47,60472175,12215379350,60472175,202,6934,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/014363/SRR14708232,SRX11046242,L51,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114461,SAMN19471782,simple,3483,Cannabis sativa,51,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,7B3E54C794CAD01ADA3BB5C0D381A4CF,75F450599E4D0E9FC758407A107B4BCB
SRR14708231,2021-07-18 08:16:51,2021-06-02 02:44:13,55065115,11123153230,55065115,202,6389,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/014363/SRR14708231,SRX11046243,L52,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114462,SAMN19471783,simple,3483,Cannabis sativa,52,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,B0E2688D78F81E3E86914A39E1F4F095,EC6C2B4F04FC62279A739B2280FCBEEC
SRR14708230,2021-07-18 08:16:51,2021-06-02 03:25:57,45842183,9260120966,45842183,202,5375,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/014363/SRR14708230,SRX11046244,L53,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114463,SAMN19471784,simple,3483,Cannabis sativa,53,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,6F2FAD01F5F990230D36082979E1986D,BB3476A6072913A8F682B25008CFF863
SRR14708229,2021-07-18 08:16:51,2021-06-02 02:44:55,52518226,10608681652,52518226,202,6172,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/014363/SRR14708229,SRX11046245,L54,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114464,SAMN19471785,simple,3483,Cannabis sativa,54,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,8526B0BFB893B967FE1668CACD91A0A3,B9741F357F527BBC2B389DBE3AE30AA9
SRR14708228,2021-07-18 08:16:51,2021-06-02 03:43:33,61814809,12486591418,61814809,202,7111,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/014363/SRR14708228,SRX11046246,L55,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114465,SAMN19471786,simple,3483,Cannabis sativa,55,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,77541E1F8BD329BFB2C17E79D0ED0E8E,EA508685A3613EF2CC810C849C0765E3
SRR14708227,2021-07-18 08:16:51,2021-06-02 02:43:22,45834625,9258594250,45834625,202,3151,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/014363/SRR14708227,SRX11046247,L56,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114466,SAMN19471787,simple,3483,Cannabis sativa,56,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,8D362561539BFA203EA717F516BC81B9,C3BC22A944B7B637F2B3FA428A21B796
SRR14708226,2021-07-18 08:16:51,2021-06-02 03:11:46,44104933,8909196466,44104933,202,3035,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/014363/SRR14708226,SRX11046248,L57,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114467,SAMN19471788,simple,3483,Cannabis sativa,57,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,1BFC50DBEE27825EB4685294CE590CA4,64EA51CE66A43520090E43915EBEC70C
SRR14708225,2021-07-18 08:16:51,2021-06-02 02:43:44,46919775,9477794550,46919775,202,3380,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/014363/SRR14708225,SRX11046249,L58,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114470,SAMN19471789,simple,3483,Cannabis sativa,58,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,19F1656AA787A837FEEE0C7144AD1F3E,4E359F2CE8CC6F7901A99A1BC205C326
SRR14708224,2021-07-18 08:16:51,2021-06-02 02:32:56,47158044,9525924888,47158044,202,3276,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/014363/SRR14708224,SRX11046250,L59,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114468,SAMN19471790,simple,3483,Cannabis sativa,59,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,AB7CC947EC2D7686A667CBCA213F9134,68F68291A8144EBBAE74F369FED32693
SRR14708233,2021-07-18 08:16:51,2021-06-02 02:57:14,42355235,8555757470,42355235,202,5080,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/014363/SRR14708233,SRX11046241,L6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114460,SAMN19471737,simple,3483,Cannabis sativa,6,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,CF6DEB695962CFF8A8CBBD1EC8056FDC,40BBCA4F88016163629563F5B5BD1C94
SRR14708223,2021-07-18 08:16:51,2021-06-02 02:55:32,54569324,11023003448,54569324,202,3881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/014363/SRR14708223,SRX11046251,L60,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114469,SAMN19471791,simple,3483,Cannabis sativa,60,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,532FFF71A3C5F7C0364C2E269D7380DB,DBD05C450A7444940751FD9454323FAB
SRR14708221,2021-07-18 08:16:51,2021-06-02 02:54:52,53438404,10794557608,53438404,202,3798,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/014363/SRR14708221,SRX11046253,L61,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114473,SAMN19471792,simple,3483,Cannabis sativa,61,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,E2F5DC0B1C3AC31CA6E36D772EFD8197,81F82728E89D3053DE1C4C538682DBAA
SRR14708220,2021-07-18 08:16:51,2021-06-02 02:47:10,42878927,8661543254,42878927,202,2941,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/014363/SRR14708220,SRX11046254,L62,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114472,SAMN19471793,simple,3483,Cannabis sativa,62,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,EACE49EFAEE81AB87016E7DDDBE8CECE,9047E33C155F33FF20AAFBA8AD45EE59
SRR14708219,2021-07-18 08:16:52,2021-06-02 02:49:33,51428140,10388484280,51428140,202,3706,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/014363/SRR14708219,SRX11046255,L63,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114474,SAMN19471794,simple,3483,Cannabis sativa,63,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,7FED486E5431321EFF952E6B16AA8D4E,9C2D9CF865EBEC4532DA56068FD90E52
SRR14708218,2021-07-18 08:16:52,2021-06-02 02:49:26,53671428,10841628456,53671428,202,3836,,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/014363/SRR14708218,SRX11046256,L64,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114476,SAMN19471795,simple,3483,Cannabis sativa,64,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,E75B069B7E8CD1EFBBD7EAA7E9349B6B,A9C3C95882F24118ACE111D670902D71
SRR14708217,2021-07-18 08:16:52,2021-06-02 02:52:27,44260115,8940543230,44260115,202,3046,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/014363/SRR14708217,SRX11046257,L65,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114475,SAMN19471796,simple,3483,Cannabis sativa,65,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,65B8B5E57F0C3974BF4AB06BB98141E6,F3CDDCECE9F1DC60263BE133B9156C3F
SRR14708216,2021-07-18 08:16:52,2021-06-02 02:48:43,53626182,10832488764,53626182,202,3984,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/014363/SRR14708216,SRX11046258,L66,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114477,SAMN19471797,simple,3483,Cannabis sativa,66,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,3542006F5CA69FBE583C563F8FD7771D,4F60630AC59165E206FE8A748E09A72E
SRR14708215,2021-07-18 08:16:52,2021-06-02 02:51:28,55594945,11230178890,55594945,202,4103,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/014363/SRR14708215,SRX11046259,L67,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114478,SAMN19471798,simple,3483,Cannabis sativa,67,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,E0637B3BCE62C2F6C78C77554713B912,19F3C1BCA2365EBFBF167995ADFE3E72
SRR14708214,2021-07-18 08:16:52,2021-06-02 02:40:34,53090535,10724288070,53090535,202,3912,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/014363/SRR14708214,SRX11046260,L68,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114479,SAMN19471799,simple,3483,Cannabis sativa,68,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,327B3011F578935F25A4908724430411,5064DD03B0089441809FB93E20E3741E
SRR14708213,2021-07-18 08:16:52,2021-06-02 02:57:09,47891970,9674177940,47891970,202,3514,,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/014363/SRR14708213,SRX11046261,L69,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114480,SAMN19471800,simple,3483,Cannabis sativa,69,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,AA008D9B6B7F0FDCFD820AF6B61B023F,B7792BA8CBBB9F7C58BA09615E2792B2
SRR14839041,2021-06-17 02:09:58,2021-06-17 01:49:12,58382156,14595539000,58382156,250,4881,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/014491/SRR14839041,SRX11163947,6H_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223844,SAMN19731534,simple,3483,Cannabis sativa,6H-Pi-1,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,F93BFB3D41F4B633478D328B7C713A7C,EA0BB98CFB86D3CC129D92C56C6954C7
SRR14839047,2021-06-17 02:01:06,2021-06-17 01:44:11,51041853,12760463250,51041853,250,4430,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/014491/SRR14839047,SRX11163941,6H_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223838,SAMN19731535,simple,3483,Cannabis sativa,6H-Pi-2,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,00586342027217CA5505778D9C5160B2,031CDDAFF21B7205095462DF1E0E73B0
SRR14839046,2021-06-17 02:01:06,2021-06-17 01:52:47,61567191,15391797750,61567191,250,5463,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/014491/SRR14839046,SRX11163942,6H_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP324348,PRJNA738505,,738505,SRS9223839,SAMN19731536,simple,3483,Cannabis sativa,6H-Pi-3,,,,,female,,no,,,,,UNIVERSITY OF MONCTON,SRA1246196,,public,2D0BF646A8C61055F30914A8CDA14486,237A178929547AF97D2C4238641E22B7
SRR14708222,2021-07-18 08:16:51,2021-06-02 02:43:26,46407208,9374256016,46407208,202,5557,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/014363/SRR14708222,SRX11046252,L7,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP322250,PRJNA734114,,734114,SRS9114471,SAMN19471738,simple,3483,Cannabis sativa,7,,,,,,,no,,,,,LANZHOU UNIVERSITY,SRA1239464,,public,F00A22C37B6C9C7E276D5F7DD7F21308,87A50014BF6DC8FECA880F1D69B9CC21
