"","Average-normalized count","Variance-normalized count"
"SELP - mRNA",4.89143766708167,1.89237586974677
"HLA-E - mRNA",8.23058574905017,0.755951049873625
"GOT1 - mRNA",7.94815424062274,0.566356555595528
"SMAP1 - mRNA",7.45189930350716,0.130002090086935
"CDKN1A - mRNA",9.07496798639568,0.57258487899716
"CD45RA - mRNA",4.66104339138293,1.52231167804429
"HNF1A - mRNA",4.81985583738426,1.46792707707724
"TICAM1 - mRNA",5.73642927176613,0.66657656554784
"C1QA - mRNA",5.56937462012197,2.74473287164363
"CD86 - mRNA",4.99085988739421,1.59182370648275
"ITGA4 - mRNA",4.53253030203561,1.89758049959352
"ROR2 - mRNA",4.94978707419254,2.04532592022236
"WNT7B - mRNA",6.11353243634368,2.553753787344
"FLT1 - mRNA",5.67351121196132,4.14525762001898
"CTAG1B - mRNA",4.08634155926179,0.672285210606022
"CLEC7A - mRNA",4.82334193938726,1.60177043264447
"TNFRSF4 - mRNA",5.2676838800126,1.9205683489485
"MS4A6A - mRNA",5.27564924983102,2.29745196420837
"ANGPT2 - mRNA",4.96424079190123,2.9048254370105
"APH1B - mRNA",5.9972449441727,0.64154346413616
"RORC - mRNA",4.6119126650529,1.1789230529173
"NECTIN2 - mRNA",6.9195605554557,1.52329291960113
"DPP4 - mRNA",9.2192527267334,1.26533552209072
"CCL2 - mRNA",10.3874430920168,3.7837870477251
"NF1 - mRNA",6.21491080053018,0.785477782580709
"S100A9 - mRNA",6.38254168522089,1.44628655519511
"NFKBIA - mRNA",9.72849538230129,2.51796313123451
"BNIP3L - mRNA",8.0607293733496,0.257409981100506
"CST2 - mRNA",4.24649686227476,1.04342261998642
"APOL6 - mRNA",5.93770050481292,1.67945269344067
"BRD4 - mRNA",6.23211382220563,1.10845301506115
"SLC16A1 - mRNA",6.41333639113581,1.52909707135579
"THBD - mRNA",6.03495691472332,1.00707874011795
"TIGIT - mRNA",4.51627445906514,1.39779553563389
"VSIR - mRNA",4.21827412511578,0.825158671799099
"TRIM21 - mRNA",6.04697046136964,1.39339005747253
"NBN - mRNA",7.80547196531041,1.25719232974318
"WNT4 - mRNA",4.7271920210317,1.95657024891373
"CXCL8 - mRNA",10.325934802938,1.97797850852795
"FGF9 - mRNA",4.65953660752268,1.4347160416874
"C5AR1 - mRNA",4.37106331135779,1.24904889853474
"TNFRSF1B - mRNA",4.62177308576705,1.78846430470738
"HLA-DRB5 - mRNA",6.98265822274972,5.88362004432924
"GLUL - mRNA",8.4587314984108,0.414706714125957
"LY9 - mRNA",4.12412891011754,0.575023739810534
"TAP1 - mRNA",7.00141640208262,2.45722542591367
"IFIH1 - mRNA",6.11108101920073,0.873261531513603
"DEPTOR - mRNA",6.62020178133624,0.315480026056406
"CSF1R - mRNA",5.69229203017603,2.09108923607345
"MARCO - mRNA",4.96214569251882,1.85446063757956
"NFIL3 - mRNA",7.8253700432286,0.453026677702322
"IKBKG - mRNA",4.91850708218848,1.05098348605902
"CD58 - mRNA",5.84083492101998,0.648360916669861
"LOXL2 - mRNA",5.92013725930225,0.750466495966948
"SPRY4 - mRNA",5.42667957149562,1.52139936633249
"NFAM1 - mRNA",4.93559428376951,1.80223682146045
"SYK - mRNA",5.37086727156261,0.793065357223125
"COMP - mRNA",4.50759252128198,1.54970768615943
"IFI6 - mRNA",6.88697239864195,1.82651819890176
"RASGRF1 - mRNA",4.4869777529327,1.03780047990355
"HDAC5 - mRNA",4.60754484623617,1.18634625168492
"BAMBI - mRNA",7.02601710566246,0.4703817245712
"MAGEC1 - mRNA",4.47123045653893,1.50643397963479
"FYN - mRNA",5.61168836899221,1.15993475204061
"TNFSF4 - mRNA",4.91661222453365,1.94912740663336
"CD274 - mRNA",5.20325651179654,1.47462546882768
"PRKACB - mRNA",6.35959992992292,1.13707222071223
"IFIT2 - mRNA",5.82403123752646,1.58681476222301
"PPARG - mRNA",6.37572753378061,0.841859214796875
"PTEN - mRNA",5.9510360335409,0.594249085172989
"FOXP3 - mRNA",4.5534823969183,1.33352706637337
"SREBF1 - mRNA",7.09467236643739,0.938312276883958
"CD36 - mRNA",4.81242298410828,2.71167699422056
"AXIN1 - mRNA",5.44135651508661,0.668019231674593
"KLRK1 - mRNA",4.57627355025882,1.40707776809407
"GBP1 - mRNA",6.50275539511439,4.5245910234781
"CXCL11 - mRNA",4.91064793196097,3.20072140363397
"CXCL10 - mRNA",4.91818122600767,4.33572833899313
"RIPK1 - mRNA",6.36526361510915,0.925183874405938
"REN - mRNA",4.4665921862641,1.85796915428582
"PRF1 - mRNA",4.3707221155759,1.18297654935597
"EIF2AK2 - mRNA",7.52871497686295,0.0903938994297881
"LIF - mRNA",7.99548991952159,0.326697881486502
"BRD3 - mRNA",6.16620692959301,0.562988438395017
"IGF2R - mRNA",6.57381831655523,1.18117284875106
"FPR1 - mRNA",5.05698703515436,2.03370461081966
"DUSP5 - mRNA",8.6089108504036,0.710071812867114
"APC - mRNA",6.74733239194279,0.704532223701518
"HDAC3 - mRNA",6.69154565780114,0.44262458390111
"CES3 - mRNA",4.24611787865832,0.565920568628296
"OAS2 - mRNA",5.33828129448427,3.47767330155702
"HDAC11 - mRNA",5.25149174510496,1.01874350324266
"THBS1 - mRNA",8.89594044554329,2.33310731836603
"SLC11A1 - mRNA",4.26351014363148,0.906904556420794
"MAGEA3/A6 - mRNA",4.83589734566574,1.78810760207231
"ARID1A - mRNA",5.70630122220765,0.891849044093681
"CD48 - mRNA",4.15851337476931,1.04652492163443
"GZMA - mRNA",4.0671127109442,0.678338679777956
"ICOSLG - mRNA",6.00681632502453,0.732423450465223
"PIK3R5 - mRNA",4.64534780933036,1.30242000994232
"GZMM - mRNA",4.74009679091497,1.83631452661456
"WNT5A - mRNA",5.76121351500501,0.997442259215032
"TLR4 - mRNA",5.69835432518272,1.18808278933646
"GZMB - mRNA",3.83909341626537,0.2239056429806
"PARP9 - mRNA",6.86517936798245,2.07329348567629
"LY96 - mRNA",5.21409080507654,1.77485575127066
"RAD50 - mRNA",7.58064502442359,0.895486932602901
"MX1 - mRNA",5.11238735845239,1.26235373544361
"CENPF - mRNA",6.41448978543573,0.594358107299087
"SELL - mRNA",5.07203881818615,1.7247364338877
"TNFSF10 - mRNA",10.274818630627,3.70133133402373
"IL12RB2 - mRNA",6.29500632923952,0.97860681141213
"CXCL9 - mRNA",5.03329842820703,2.36472163988393
"TRAT1 - mRNA",4.68766115291615,1.35934249966829
"STC1 - mRNA",7.08364373349704,0.777323314228724
"IL2RB - mRNA",4.89089098624093,2.17635112132802
"LILRB4 - mRNA",4.64365682088443,1.35820811092633
"SOX2 - mRNA",4.25700220630395,0.830840859687178
"HCK - mRNA",5.16865239662349,1.84655423078876
"WNT2B - mRNA",5.46959599498314,2.31621755158059
"IL1B - mRNA",5.07891663390186,2.55107677874274
"TLR1 - mRNA",4.97949981491391,1.00788972223644
"CCL22 - mRNA",4.82024636016992,1.76625037410134
"ICAM2 - mRNA",6.10016173225444,0.610893551484913
"MAP3K12 - mRNA",3.8635235975333,0.210335794216505
"JAG1 - mRNA",7.65913138565721,5.4008411671397
"CCL3/L1 - mRNA",6.31354278662514,2.96289613604646
"SOCS1 - mRNA",4.85079660275147,1.65499065806044
"BCL2 - mRNA",5.61950079184006,1.23382164688588
"MAP3K8 - mRNA",6.92093731757818,0.528575919666957
"MMP1 - mRNA",4.65161853124353,2.01313422905126
"CMKLR1 - mRNA",4.90260399862731,1.60420737940861
"TNFRSF17 - mRNA",3.95345469798351,0.324316339276191
"TLR8 - mRNA",4.62127156253681,1.41334753869102
"TPM1 - mRNA",9.32815695827643,3.29119277093682
"CXorf36 - mRNA",4.58855767941243,1.64411257386179
"NLRP3 - mRNA",4.44952974678295,1.22595204338181
"DEFB134 - mRNA",4.62116482858393,1.15555802203696
"HLA-DQA2 - mRNA",3.94494278255453,0.366358602418801
"CX3CR1 - mRNA",4.76181659178465,1.51942083769395
"APLNR - mRNA",4.75194521275394,1.64603689120935
"MXI1 - mRNA",4.6416586333479,0.540352957784467
"FZD9 - mRNA",4.80767907807468,0.963057049564708
"COL4A5 - mRNA",4.58171050471964,1.00503198121568
"FCAR - mRNA",4.69305201257252,1.23824441664085
"BRCA2 - mRNA",6.29919531765804,0.842131655264857
"SFRP4 - mRNA",4.15241697324632,0.832623555947982
"TLR3 - mRNA",6.67050334614623,0.320269577471776
"IL2RG - mRNA",4.51419020838448,1.51087699117872
"CD84 - mRNA",4.44901656334501,1.31890793856629
"HLA-DPA1 - mRNA",6.66900565354715,4.30196546052329
"RBL2 - mRNA",6.84498674094408,1.04304452686586
"CCL18 - mRNA",7.22859318281794,0.549318878899295
"IRF3 - mRNA",6.09937041503911,0.869238323591678
"TNFRSF8 - mRNA",4.39978604444524,1.07516361928662
"KIR3DL2 - mRNA",4.33484078633351,0.996070239416329
"TNFSF13 - mRNA",5.67235278342421,0.767696133181961
"CLECL1 - mRNA",4.29046081877164,0.659142648415876
"TNFRSF10B - mRNA",6.78273848916354,0.75809683446206
"MAGEC2 - mRNA",4.33317692809638,1.06624838924648
"CDKN2A - mRNA",7.03269450193225,2.28967924907322
"ADM - mRNA",7.15047888436432,1.71958165000163
"PNOC - mRNA",5.0635802495398,1.14595546106145
"CD247 - mRNA",5.04896679476036,2.20241189696482
"PTPRC - mRNA",5.41268850030478,1.9997893997347
"OAS3 - mRNA",6.73763741174323,0.750446551795408
"LAG3 - mRNA",5.13768932574822,1.95504501399044
"FOSL1 - mRNA",8.757419916649,0.723241158288756
"EOMES - mRNA",5.51010582615064,3.30998060987751
"IL10RA - mRNA",5.84024316711278,2.41128585539672
"WDR76 - mRNA",6.13330286139198,0.758094644056104
"GPC4 - mRNA",7.12108293954309,0.561972487784318
"SLAMF7 - mRNA",5.06420896884361,1.77601075356356
"RSAD2 - mRNA",6.1362766717536,2.45483812173813
"TLR5 - mRNA",5.44307169630637,1.62871976483551
"VEGFA - mRNA",7.0205868902174,1.2332301823973
"COL5A1 - mRNA",5.23463039287084,1.96348433115436
"CD3D - mRNA",5.56841555220886,2.65440758281872
"FBP1 - mRNA",6.74360898848045,0.851253493463833
"ERO1A - mRNA",8.45161845023766,0.99922402172837
"CCL21 - mRNA",4.73152029947086,1.47799799779534
"E2F3 - mRNA",6.96947383230019,0.57413929631744
"LDHA - mRNA",12.2389576312032,0.528613096995628
"MS4A1 - mRNA",5.75733228500851,1.94173218656443
"CD69 - mRNA",5.55931856279848,1.77530888817442
"SERPINB5 - mRNA",4.61664711962108,1.14288470105296
"FAP - mRNA",4.45461286999262,1.0462665719604
"ITGA2 - mRNA",6.26796885741105,0.611980464852451
"SIGLEC5 - mRNA",5.03143784556415,1.84502329844955
"SIRPB2 - mRNA",4.66359377084831,1.31895046334116
"EPM2AIP1 - mRNA",6.67342866340934,0.505791436620389
"FGF18 - mRNA",4.70243048264552,1.34504218317354
"HRAS - mRNA",6.70576501211093,0.621954449062431
"CCND1 - mRNA",8.51412001393836,0.728990018623151
"LAMB3 - mRNA",6.24797274751192,1.93471649844649
"ID4 - mRNA",6.84816477835926,2.59833905814605
"CCL4 - mRNA",5.9635742307179,2.84687458470016
"GZMH - mRNA",4.59480914061697,1.07653028260586
"API5 - mRNA",8.15972161995447,0.924443103187598
"PTGER4 - mRNA",4.98177791798688,1.78843769412221
"ITGB8 - mRNA",9.15310144653669,4.80502160989116
"TNKS - mRNA",5.9437712785726,1.15854225578007
"B2M - mRNA",11.2744518996642,1.38365703291816
"TP53 - mRNA",7.08062007349583,2.081971210114
"MAGEB2 - mRNA",4.45885305099784,1.0083662258482
"LYZ - mRNA",7.78307359150795,4.44687866241586
"NCAM1 - mRNA",4.21861422781809,0.602900760720821
"TCL1A - mRNA",4.11673165550676,0.607242550720578
"HDC - mRNA",4.40792135665427,1.15789678612727
"CD27 - mRNA",4.33581806863089,1.1271987991103
"SBNO2 - mRNA",5.25644207022969,0.70141304950641
"PECAM1 - mRNA",5.95255422154826,2.17947285064552
"SERPINH1 - mRNA",5.92200329042789,1.56591260016719
"SPP1 - mRNA",12.8219076572637,4.04438187360081
"EGFR - mRNA",6.60053496184298,1.57063102348604
"CASP8 - mRNA",5.53471787855544,1.24391431447233
"CCNA1 - mRNA",4.26056730436426,0.714203694299872
"TNFAIP3 - mRNA",5.72138629594111,1.82480998173068
"CDC25C - mRNA",4.17308139788091,0.241028323364064
"CXCR6 - mRNA",4.152948290958,0.599929452739563
"DLL1 - mRNA",4.40099756396679,0.875928381968043
"OAS1 - mRNA",6.91880076758899,1.41546216969812
"HLA-DQB1 - mRNA",5.1570005382403,3.53525996341666
"ROBO4 - mRNA",4.44549727848291,1.11272799644866
"NFKB1 - mRNA",7.57270906238279,0.57306977717076
"IFI27 - mRNA",8.6837475071174,1.4505868015448
"HLA-DMB - mRNA",6.82341714307148,1.00997168419554
"CDKN1C - mRNA",5.51888070785153,1.15201760294375
"CEP55 - mRNA",6.17261192859645,2.07184958578265
"ARG1 - mRNA",4.29184545389954,0.911673224912973
"PLOD2 - mRNA",10.1653904664183,0.337746179872597
"LAIR1 - mRNA",4.62358140837483,0.93254000049816
"SHC2 - mRNA",4.63493925746372,0.899160677941867
"STAT3 - mRNA",8.09458072531124,2.22470222655754
"CD45RO - mRNA",4.74674658260414,1.74276665808751
"CD2 - mRNA",4.56852102931767,1.03152306694149
"IL7R - mRNA",4.99299395713581,1.94273133535254
"FLNB - mRNA",7.48899745600417,2.01704072360412
"PSMB5 - mRNA",8.11048054499423,1.6777580729754
"SLC1A5 - mRNA",7.34421629335619,0.187243946716424
"RICTOR - mRNA",6.2767252859277,1.26097103423017
"ZAP70 - mRNA",4.42437577957938,1.18000698098413
"TNFAIP6 - mRNA",8.43658352268697,1.97615112092802
"BTLA - mRNA",3.98898690084109,0.526826838852618
"RELA - mRNA",6.92708152493845,0.431629120280793
"MMP7 - mRNA",8.94664805953287,4.34403451696964
"TCF3 - mRNA",6.20295963327692,0.919190856406342
"IRF8 - mRNA",4.82018232751438,1.75186945873112
"NOS2 - mRNA",4.37004537357081,0.968331366902069
"A2M - mRNA",6.17852178320231,4.15835150708724
"CCL20 - mRNA",7.13159907330764,3.81180543531138
"MKI67 - mRNA",6.61389788445166,3.65230736171389
"IFNGR1 - mRNA",7.35514061623131,1.50342217633262
"INHBA - mRNA",4.50263580428557,0.667970109420564
"WNT5B - mRNA",4.51787368845082,1.46964498554874
"CXCL5 - mRNA",7.38961470447476,3.28053436553659
"SOX10 - mRNA",4.29339299291667,0.844364182010397
"EGR1 - mRNA",8.5352579553397,0.9209070330009
"STAT4 - mRNA",4.46862806881545,1.3840118407308
"IFIT3 - mRNA",6.78783774258768,1.86730529430774
"GMIP - mRNA",3.96972486935371,0.443345345380431
"ARNT2 - mRNA",5.40459152454358,1.04999127316571
"UBE2C - mRNA",6.57738577920821,2.67278687616465
"CHUK - mRNA",6.21703501049488,1.35375287690314
"GHR - mRNA",4.58003456049736,1.04402508951831
"TPI1 - mRNA",10.5705373159902,0.229499204370126
"HAVCR2 - mRNA",5.8466619239151,1.51078009787194
"GOT2 - mRNA",9.00285119189162,0.381580422412099
"PIK3CA - mRNA",6.95367185597775,0.688507668665182
"TNFSF9 - mRNA",4.78562135254851,1.61540999360963
"IDO1 - mRNA",5.73653720848685,6.16918860321097
"APOE - mRNA",6.87482516993774,2.12597985536962
"LILRB2 - mRNA",5.39748002926952,1.60600284562071
"PARP4 - mRNA",8.06519930862369,0.183958635329157
"PFKM - mRNA",6.58088505996558,0.265143204014948
"THY1 - mRNA",5.07005747459755,2.9527177333318
"SAMD9 - mRNA",6.76676424450067,0.494433812923763
"TGFB1 - mRNA",8.1478701775323,0.363688364335682
"CD8A - mRNA",5.36443073093967,2.31116716523991
"SELE - mRNA",5.20246580499619,2.45865620263092
"CDKN2B - mRNA",5.73528439697811,1.22778998895181
"CD5 - mRNA",4.92782015762451,2.1748850975298
"HLA-A - mRNA",10.7372491157557,0.96082169554698
"FZD8 - mRNA",6.20290282567447,0.989222555930907
"BCL2L1 - mRNA",8.67324083646585,0.314080206733301
"TNFRSF9 - mRNA",5.02774979361612,1.21862208953324
"XCL1/2 - mRNA",4.83481278745395,1.74738188097021
"MAGEA4 - mRNA",4.86694778564544,1.71972681799824
"PMS2 - mRNA",7.34750047912999,0.634425178593234
"KLRD1 - mRNA",4.74280773015659,1.45739018521801
"NFATC2 - mRNA",5.60175380321713,1.26674654378784
"VEGFB - mRNA",6.4954742484166,0.342933541273572
"CDC20 - mRNA",6.41464841926949,1.18892860784928
"OTOA - mRNA",4.83913356323036,1.55216448054585
"TPSAB1/B2 - mRNA",5.9456550736016,3.36972406402249
"P4HA1 - mRNA",7.44183000802186,0.230123794080815
"P2RY13 - mRNA",4.70943785672764,1.92785510643695
"EXO1 - mRNA",6.07697769809097,0.653624451412203
"CD70 - mRNA",7.20086077520421,1.04292493263511
"DDB2 - mRNA",8.13003184029928,0.644267723110179
"NDUFA4L2 - mRNA",5.85253645262767,5.10987461674224
"IFITM1 - mRNA",6.77684530399351,3.12561663032833
"IFNAR1 - mRNA",7.26120376189382,0.638338082471517
"TREM1 - mRNA",5.11091969649885,2.37749332722937
"CXCL13 - mRNA",4.50544729547868,1.63118038094802
"TWIST2 - mRNA",4.57932687874254,1.4140661235908
"HLA-DRB1 - mRNA",6.87188294396382,4.26069499425757
"FGFR1 - mRNA",6.88499876247512,0.171037060238712
"TBXAS1 - mRNA",6.53966934546472,0.364020012044206
"NCR1 - mRNA",5.01478020425448,2.30839604622374
"SOX11 - mRNA",5.06836814487266,2.35284858216222
"TLR2 - mRNA",6.20279514770133,1.43398549745107
"TWF1 - mRNA",8.75146430473907,0.245586095855315
"CCL5 - mRNA",5.55740044252017,3.11306208710911
"ITGAL - mRNA",5.06837341035722,2.05344312268664
"MYCT1 - mRNA",5.12398215241546,2.4581289691442
"CD96 - mRNA",5.19834157633452,2.82566222144638
"PROM1 - mRNA",8.2266036716187,1.60240100907024
"OASL - mRNA",5.615909131055,2.2089398719075
"IFNG - mRNA",4.8397381358559,1.95629288216253
"BATF3 - mRNA",5.887378233944,1.565226614892
"EZH2 - mRNA",7.05108822607081,0.113203395641209
"IRF5 - mRNA",5.77624440061618,1.25375943009873
"PCK2 - mRNA",6.55053636215049,0.359731169647855
"EPCAM - mRNA",7.89122117281917,0.931401248124126
"CD19 - mRNA",5.31627740606581,2.74169607960298
"GBP4 - mRNA",5.62665945074068,4.6551727781437
"MSH6 - mRNA",6.15396221333235,0.355228567771418
"TNFRSF11B - mRNA",7.7188202595662,0.337962818995336
"NOTCH1 - mRNA",5.42952409269299,1.37938129792636
"CASP9 - mRNA",5.72415424057367,0.98350481816539
"RAD51C - mRNA",6.17814872328735,0.663549643287811
"HLA-DMA - mRNA",6.10124809776451,2.15393080612
"SFRP1 - mRNA",5.32224909377489,1.74977802084416
"MAGEA1 - mRNA",5.08797870933937,1.76772890591814
"ENTPD1 - mRNA",6.04352383171796,2.63805633347733
"ROCK1 - mRNA",6.25130251497109,1.08115959786239
"FCGR2A - mRNA",5.9293735443134,2.78818248590039
"NGFR - mRNA",5.39705620630727,1.87298979924978
"ALDOC - mRNA",6.23886600905483,1.42632010145646
"CCNE1 - mRNA",6.39147571122752,0.455815382708766
"ITGAX - mRNA",5.3267142914053,1.51176929919307
"BLM - mRNA",6.06185443311057,0.567362087860666
"MLANA - mRNA",5.30126165543598,2.09915264612185
"FCGR1A - mRNA",5.30501478213252,2.51559518689906
"CD47 - mRNA",8.35006176862877,0.955740806193014
"CSF2 - mRNA",6.11725227514109,1.66998958385037
"CDH5 - mRNA",5.19201079656387,2.45652009679067
"SLC7A5 - mRNA",6.89599621038705,0.40537095197631
"GIMAP4 - mRNA",5.98554371677699,2.24810267984359
"HIF1A - mRNA",11.0562381193207,2.94045655900753
"CDK2 - mRNA",7.71582889737491,0.264589311577699
"PDCD1 - mRNA",5.00424859937927,1.77523436124468
"ATF3 - mRNA",7.89120518688423,1.35210162936403
"TIE1 - mRNA",5.29731143929164,2.20290032467445
"CD44 - mRNA",8.95953287552542,1.34260608230997
"ALDOA - mRNA",10.9793682652052,0.409114359615028
"FAS - mRNA",5.55528082477476,0.787259149696719
"MRE11 - mRNA",6.98059429191017,0.0899839867805043
"IL10 - mRNA",5.06758021676852,2.27700240447952
"BMP2 - mRNA",6.86148309220666,0.223490715082673
"BAX - mRNA",8.50117210992108,0.535060564571068
"EIF5AL1 - mRNA",5.0958494799904,1.668778550543
"KIT - mRNA",4.38581763616772,1.17125931304086
"CDK6 - mRNA",7.27228229193036,1.64406474995236
"SPIB - mRNA",4.63386785069056,1.23950752476093
"PFKFB3 - mRNA",6.55183717129438,0.239547183477312
"CXCL12 - mRNA",4.8810670889224,1.6678978009792
"CSF3 - mRNA",4.46664507555137,1.30218814890153
"KIR2DL3 - mRNA",6.17397267630812,2.41763618840045
"CD40 - mRNA",7.22799994213111,0.143628067816192
"IRF1 - mRNA",8.02075400832244,1.36645777533608
"MGMT - mRNA",7.08580766359421,0.124756572784594
"GLUD1 - mRNA",8.70559363783718,0.664194399712863
"IFI35 - mRNA",7.07050133550816,1.21734738883246
"PF4 - mRNA",5.02345945754295,2.37269185596454
"GPSM3 - mRNA",5.50999755843112,2.29349203693261
"SLC2A1 - mRNA",5.91057609165106,0.990829517503497
"IL2 - mRNA",4.99038842947722,1.89150946926449
"SNAI1 - mRNA",6.58350260626313,2.69498943155772
"CTNNB1 - mRNA",9.66485585775783,1.35427769986374
"NOTCH2 - mRNA",8.53099470517689,0.579635665892858
"NFKB2 - mRNA",7.15523504757433,0.0964660683318229
"IL33 - mRNA",5.4025254965987,2.57290883049911
"TREM2 - mRNA",5.87399840637255,1.99875280220327
"LAMC2 - mRNA",9.58854855181533,3.84440452604042
"AQP9 - mRNA",5.79917036537108,2.99498883128934
"PRKCA - mRNA",7.28237253831759,0.162393617215309
"TSLP - mRNA",5.88615139486855,0.870599587354259
