ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0019079,viral genome replication,130/28943,5.99E-05,0.000186692,3.71E-06,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0034341,response to interferon-gamma,139/28943,6.85E-05,0.000201639,4.00E-06,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:1903900,regulation of viral life cycle,151/28943,8.08E-05,0.0002255,4.48E-06,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0051701,biological process involved in interaction with host,163/28943,9.42E-05,0.00024968,4.96E-06,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0050792,regulation of viral process,175/28943,0.000108618,0.000274131,5.44E-06,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0019058,viral life cycle,261/28943,0.000241582,0.000581992,1.16E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0044403,biological process involved in symbiotic interaction,272/28943,0.000262348,0.000604541,1.20E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0051607,defense response to virus,289/28943,0.000296114,0.000632106,1.26E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0140546,defense response to symbiont,290/28943,0.000298163,0.000632106,1.26E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0009615,response to virus,347/28943,0.000426569,0.000869545,1.73E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0016032,viral process,355/28943,0.000446411,0.000876288,1.74E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0019221,cytokine-mediated signaling pathway,421/28943,0.000627146,0.001187097,2.36E-05,Ifitm1/Ifitm2,2,UPREGULATED,CD8_EM,119
GO:0019835,cytolysis,23/28943,0.002382184,0.004353647,8.65E-05,Gzma,1,UPREGULATED,CD8_EM,119
GO:0051354,negative regulation of oxidoreductase activity,26/28943,0.002692625,0.004756971,9.45E-05,Gzma,1,UPREGULATED,CD8_EM,119
GO:0032069,regulation of nuclease activity,27/28943,0.002796091,0.004780413,9.49E-05,Gzma,1,UPREGULATED,CD8_EM,119
GO:0070269,pyroptosis,33/28943,0.003416736,0.005658968,0.000112393,Gzma,1,UPREGULATED,CD8_EM,119
GO:0043392,negative regulation of DNA binding,53/28943,0.005483692,0.008807141,0.000174918,Gzma,1,UPREGULATED,CD8_EM,119
GO:0035458,cellular response to interferon-beta,57/28943,0.00589674,0.009191977,0.000182562,Ifitm2,1,UPREGULATED,CD8_EM,119
GO:0001756,somitogenesis,77/28943,0.007960264,0.012022843,0.000238785,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0045669,positive regulation of osteoblast differentiation,79/28943,0.00816646,0.012022843,0.000238785,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0051341,regulation of oxidoreductase activity,95/28943,0.009814993,0.013832952,0.000274736,Gzma,1,UPREGULATED,CD8_EM,119
GO:0061053,somite development,96/28943,0.009917966,0.013832952,0.000274736,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0035282,segmentation,118/28943,0.012181558,0.016554425,0.000328787,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0051101,regulation of DNA binding,127/28943,0.013106578,0.017366216,0.00034491,Gzma,1,UPREGULATED,CD8_EM,119
GO:0051053,negative regulation of DNA metabolic process,156/28943,0.016083269,0.020790567,0.000412921,Gzma,1,UPREGULATED,CD8_EM,119
GO:0045667,regulation of osteoblast differentiation,161/28943,0.016595886,0.020942427,0.000415937,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0051100,negative regulation of binding,177/28943,0.018235063,0.022475775,0.000446391,Gzma,1,UPREGULATED,CD8_EM,119
GO:0001649,osteoblast differentiation,225/28943,0.023141664,0.027875186,0.000553628,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0009952,anterior/posterior pattern specification,236/28943,0.024263786,0.028577348,0.000567574,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0030336,negative regulation of cell migration,312/28943,0.031993159,0.036861683,0.000732109,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:2000146,negative regulation of cell motility,325/28943,0.033311187,0.037563678,0.000746051,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0040013,negative regulation of locomotion,360/28943,0.036853774,0.040518181,0.00080473,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0051346,negative regulation of hydrolase activity,366/28943,0.037460205,0.040518181,0.00080473,Gzma,1,UPREGULATED,CD8_EM,119
GO:0003002,regionalization,389/28943,0.039782496,0.042169446,0.000837526,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0051098,regulation of binding,408/28943,0.041698091,0.043333311,0.000860642,Gzma,1,UPREGULATED,CD8_EM,119
GO:0001503,ossification,426/28943,0.043510514,0.044347255,0.00088078,Ifitm1,1,UPREGULATED,CD8_EM,119
GO:0007568,aging,81/28943,0.002798604,0.005597208,NA,Ifi27l2a,1,DOWNREGULATED,CD8_EM,119
GO:0009615,response to virus,347/28943,0.011989082,0.011989082,NA,Ifi27l2a,1,DOWNREGULATED,CD8_EM,119
GO:0019221,cytokine-mediated signaling pathway,421/28943,1.21E-05,0.004003415,0.000447517,Ifitm1/Il18r1/Ccl5,3,UPREGULATED,CD8_Exhausted_2,119
GO:0045071,negative regulation of viral genome replication,58/28943,2.36E-05,0.004003415,0.000447517,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0045069,regulation of viral genome replication,95/28943,6.37E-05,0.006103198,0.000682239,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0048525,negative regulation of viral process,101/28943,7.20E-05,0.006103198,0.000682239,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0019079,viral genome replication,130/28943,0.000119412,0.007713945,0.000862295,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0034341,response to interferon-gamma,139/28943,0.00013653,0.007713945,0.000862295,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:1903900,regulation of viral life cycle,151/28943,0.000161125,0.00780303,0.000872253,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0050792,regulation of viral process,175/28943,0.000216371,0.009168719,0.001024915,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0001659,temperature homeostasis,189/28943,0.000252319,0.00950402,0.001062396,Il18r1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0019058,viral life cycle,261/28943,0.000480283,0.015447284,0.001726757,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0044403,biological process involved in symbiotic interaction,272/28943,0.000521435,0.015447284,0.001726757,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0051607,defense response to virus,289/28943,0.000588316,0.015447284,0.001726757,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0140546,defense response to symbiont,290/28943,0.000592374,0.015447284,0.001726757,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0009615,response to virus,347/28943,0.000846365,0.020013866,0.002237228,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0016032,viral process,355/28943,0.000885569,0.020013866,0.002237228,Ifitm1/Ccl5,2,UPREGULATED,CD8_Exhausted_2,119
GO:0071351,cellular response to interleukin-18,10/28943,0.001381382,0.022030257,0.002462628,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031620,regulation of fever generation,11/28943,0.001519442,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035744,T-helper 1 cell cytokine production,11/28943,0.001519442,0.022030257,0.002462628,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000109,regulation of macrophage apoptotic process,11/28943,0.001519442,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033632,regulation of cell-cell adhesion mediated by integrin,12/28943,0.001657487,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031652,positive regulation of heat generation,13/28943,0.001795518,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043922,negative regulation by host of viral transcription,13/28943,0.001795518,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070673,response to interleukin-18,13/28943,0.001795518,0.022030257,0.002462628,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071888,macrophage apoptotic process,13/28943,0.001795518,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0001660,fever generation,14/28943,0.001933534,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002551,mast cell chemotaxis,14/28943,0.001933534,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0072683,T cell extravasation,14/28943,0.001933534,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,14/28943,0.001933534,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.002071536,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031269,pseudopodium assembly,15/28943,0.002071536,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010819,regulation of T cell chemotaxis,16/28943,0.002209524,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031650,regulation of heat generation,16/28943,0.002209524,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0034112,positive regulation of homotypic cell-cell adhesion,16/28943,0.002209524,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070234,positive regulation of T cell apoptotic process,16/28943,0.002209524,0.022030257,0.002462628,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031268,pseudopodium organization,17/28943,0.002347498,0.022105605,0.00247105,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0097531,mast cell migration,17/28943,0.002347498,0.022105605,0.00247105,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033631,cell-cell adhesion mediated by integrin,18/28943,0.002485457,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.002485457,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002827,positive regulation of T-helper 1 type immune response,19/28943,0.002623402,0.022162552,0.002477416,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048245,eosinophil chemotaxis,19/28943,0.002623402,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070230,positive regulation of lymphocyte apoptotic process,21/28943,0.002899249,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0090026,positive regulation of monocyte chemotaxis,22/28943,0.003037151,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010818,T cell chemotaxis,23/28943,0.003175039,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0019835,cytolysis,23/28943,0.003175039,0.022162552,0.002477416,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031649,heat generation,23/28943,0.003175039,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033630,positive regulation of cell adhesion mediated by integrin,23/28943,0.003175039,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0072677,eosinophil migration,23/28943,0.003175039,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.003175039,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033033,negative regulation of myeloid cell apoptotic process,24/28943,0.003312912,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010759,positive regulation of macrophage chemotaxis,25/28943,0.003450771,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045063,T-helper 1 cell differentiation,25/28943,0.003450771,0.022162552,0.002477416,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002726,positive regulation of T cell cytokine production,26/28943,0.003588616,0.022162552,0.002477416,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035743,CD4-positive| alpha-beta T cell cytokine production,26/28943,0.003588616,0.022162552,0.002477416,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051354,negative regulation of oxidoreductase activity,26/28943,0.003588616,0.022162552,0.002477416,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0032069,regulation of nuclease activity,27/28943,0.003726447,0.022162552,0.002477416,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0072567,chemokine (C-X-C motif) ligand 2 production,27/28943,0.003726447,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,27/28943,0.003726447,0.022162552,0.002477416,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0006925,inflammatory cell apoptotic process,28/28943,0.003864263,0.022585952,0.002524745,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0090025,regulation of monocyte chemotaxis,30/28943,0.004139853,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035455,response to interferon-alpha,31/28943,0.004277626,0.022717166,0.002539413,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0046597,negative regulation of viral entry into host cell,31/28943,0.004277626,0.022717166,0.002539413,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070233,negative regulation of T cell apoptotic process,31/28943,0.004277626,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1905523,positive regulation of macrophage migration,31/28943,0.004277626,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002825,regulation of T-helper 1 type immune response,32/28943,0.004415385,0.022717166,0.002539413,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002230,positive regulation of defense response to virus by host,33/28943,0.00455313,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002675,positive regulation of acute inflammatory response,33/28943,0.00455313,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070269,pyroptosis,33/28943,0.00455313,0.022717166,0.002539413,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010758,regulation of macrophage chemotaxis,34/28943,0.00469086,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1903901,negative regulation of viral life cycle,34/28943,0.00469086,0.022717166,0.002539413,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000108,positive regulation of leukocyte apoptotic process,34/28943,0.00469086,0.022717166,0.002539413,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045672,positive regulation of osteoclast differentiation,35/28943,0.004828576,0.022734547,0.002541356,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000406,positive regulation of T cell migration,35/28943,0.004828576,0.022734547,0.002541356,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002724,regulation of T cell cytokine production,37/28943,0.005103966,0.023701978,0.002649499,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033032,regulation of myeloid cell apoptotic process,39/28943,0.005379298,0.024575645,0.002747161,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042119,neutrophil activation,40/28943,0.005516943,0.024575645,0.002747161,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.005516943,0.024575645,0.002747161,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0006953,acute-phase response,41/28943,0.005654573,0.024575645,0.002747161,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0034110,regulation of homotypic cell-cell adhesion,41/28943,0.005654573,0.024575645,0.002747161,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050691,regulation of defense response to virus by host,44/28943,0.006067379,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033028,myeloid cell apoptotic process,46/28943,0.006342511,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0036230,granulocyte activation,46/28943,0.006342511,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048246,macrophage chemotaxis,47/28943,0.006480056,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0120163,negative regulation of cold-induced thermogenesis,47/28943,0.006480056,0.026022497,0.002908896,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002369,T cell cytokine production,48/28943,0.006617586,0.026022497,0.002908896,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0033628,regulation of cell adhesion mediated by integrin,49/28943,0.006755103,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070232,regulation of T cell apoptotic process,49/28943,0.006755103,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1905521,regulation of macrophage migration,49/28943,0.006755103,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000404,regulation of T cell migration,49/28943,0.006755103,0.026022497,0.002908896,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042088,T-helper 1 type immune response,50/28943,0.006892604,0.026253853,0.002934758,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010518,positive regulation of phospholipase activity,51/28943,0.007030092,0.02641092,0.002952315,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0019083,viral transcription,52/28943,0.007167565,0.02641092,0.002952315,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0046596,regulation of viral entry into host cell,52/28943,0.007167565,0.02641092,0.002952315,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043392,negative regulation of DNA binding,53/28943,0.007305024,0.026557864,0.002968741,Gzma,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002673,regulation of acute inflammatory response,54/28943,0.007442469,0.026557864,0.002968741,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0048247,lymphocyte chemotaxis,54/28943,0.007442469,0.026557864,0.002968741,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,55/28943,0.0075799,0.026695613,0.002984139,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0060337,type I interferon signaling pathway,56/28943,0.007717316,0.026695613,0.002984139,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071357,cellular response to type I interferon,56/28943,0.007717316,0.026695613,0.002984139,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0052372,modulation by symbiont of entry into host,57/28943,0.007854718,0.026829606,0.002999118,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070229,negative regulation of lymphocyte apoptotic process,58/28943,0.007992106,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.008129479,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002548,monocyte chemotaxis,60/28943,0.008266838,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0031663,lipopolysaccharide-mediated signaling pathway,61/28943,0.008404183,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0034340,response to type I interferon,62/28943,0.008541514,0.026829606,0.002999118,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,62/28943,0.008541514,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0010517,regulation of phospholipase activity,63/28943,0.00867883,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070098,chemokine-mediated signaling pathway,63/28943,0.00867883,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014911,positive regulation of smooth muscle cell migration,64/28943,0.008816132,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0051851,modulation by host of symbiont process,64/28943,0.008816132,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0060193,positive regulation of lipase activity,64/28943,0.008816132,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0035456,response to interferon-beta,65/28943,0.00895342,0.026829606,0.002999118,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000401,regulation of lymphocyte migration,65/28943,0.00895342,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0070231,T cell apoptotic process,66/28943,0.009090694,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0072678,T cell migration,66/28943,0.009090694,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0043903,regulation of biological process involved in symbiotic interaction,67/28943,0.009227953,0.026829606,0.002999118,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:1905517,macrophage migration,67/28943,0.009227953,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042093,T-helper cell differentiation,69/28943,0.009502429,0.026829606,0.002999118,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:1901224,positive regulation of NIK/NF-kappaB signaling,69/28943,0.009502429,0.026829606,0.002999118,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002294,CD4-positive| alpha-beta T cell differentiation involved in immune response,70/28943,0.009639645,0.026829606,0.002999118,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,70/28943,0.009639645,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071677,positive regulation of mononuclear cell migration,70/28943,0.009639645,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002293,alpha-beta T cell differentiation involved in immune response,71/28943,0.009776848,0.026829606,0.002999118,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002287,alpha-beta T cell activation involved in immune response,72/28943,0.009914036,0.026829606,0.002999118,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002763,positive regulation of myeloid leukocyte differentiation,73/28943,0.010051209,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0019080,viral gene expression,73/28943,0.010051209,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1990868,response to chemokine,73/28943,0.010051209,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:1990869,cellular response to chemokine,73/28943,0.010051209,0.026829606,0.002999118,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,74/28943,0.010188369,0.026925764,0.003009866,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0007260,tyrosine phosphorylation of STAT protein,75/28943,0.010325514,0.026925764,0.003009866,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0050688,regulation of defense response to virus,75/28943,0.010325514,0.026925764,0.003009866,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:0001756,somitogenesis,77/28943,0.010599762,0.027429918,0.003066223,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0002292,T cell differentiation involved in immune response,78/28943,0.010736864,0.027509477,0.003075116,Il18r1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0045669,positive regulation of osteoblast differentiation,79/28943,0.010873953,0.027509477,0.003075116,Ifitm1,1,UPREGULATED,CD8_Exhausted_2,119
GO:0071347,cellular response to interleukin-1,79/28943,0.010873953,0.027509477,0.003075116,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
GO:2000107,negative regulation of leukocyte apoptotic process,80/28943,0.011011027,0.027649912,0.003090815,Ccl5,1,UPREGULATED,CD8_Exhausted_2,119
