ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0072567,chemokine (C-X-C motif) ligand 2 production,27/28943,0.006512503,0.026773623,0.008569083,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,27/28943,0.006512503,0.026773623,0.008569083,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0006925,inflammatory cell apoptotic process,28/28943,0.006753007,0.027382055,0.008763816,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0090025,regulation of monocyte chemotaxis,30/28943,0.007233865,0.02893546,0.009260994,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070233,negative regulation of T cell apoptotic process,31/28943,0.007474219,0.029110117,0.009316894,Ccl5,1,UPREGULATED,CD8_EM,19
GO:1905523,positive regulation of macrophage migration,31/28943,0.007474219,0.029110117,0.009316894,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0002230,positive regulation of defense response to virus by host,33/28943,0.007954778,0.029805245,0.009539374,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0002675,positive regulation of acute inflammatory response,33/28943,0.007954778,0.029805245,0.009539374,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070269,pyroptosis,33/28943,0.007954778,0.029805245,0.009539374,Gzma,1,UPREGULATED,CD8_EM,19
GO:0010758,regulation of macrophage chemotaxis,34/28943,0.008194983,0.029947098,0.009584775,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000108,positive regulation of leukocyte apoptotic process,34/28943,0.008194983,0.029947098,0.009584775,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0045672,positive regulation of osteoclast differentiation,35/28943,0.008435138,0.030081937,0.009627931,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000406,positive regulation of T cell migration,35/28943,0.008435138,0.030081937,0.009627931,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0033032,regulation of myeloid cell apoptotic process,39/28943,0.009395258,0.033107101,0.010596156,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0042119,neutrophil activation,40/28943,0.009635164,0.03316289,0.010614012,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.009635164,0.03316289,0.010614012,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0006953,acute-phase response,41/28943,0.00987502,0.033215976,0.010631002,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0034110,regulation of homotypic cell-cell adhesion,41/28943,0.00987502,0.033215976,0.010631002,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0050691,regulation of defense response to virus by host,44/28943,0.010594289,0.035234938,0.011277185,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0033028,myeloid cell apoptotic process,46/28943,0.011073553,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0036230,granulocyte activation,46/28943,0.011073553,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0048246,macrophage chemotaxis,47/28943,0.01131311,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0009409,response to cold,48/28943,0.011552617,0.035984064,0.011516948,Plac8,1,UPREGULATED,CD8_EM,19
GO:0033628,regulation of cell adhesion mediated by integrin,49/28943,0.011792075,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070232,regulation of T cell apoptotic process,49/28943,0.011792075,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:1905521,regulation of macrophage migration,49/28943,0.011792075,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000404,regulation of T cell migration,49/28943,0.011792075,0.035984064,0.011516948,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0010518,positive regulation of phospholipase activity,51/28943,0.012270841,0.037062949,0.011862253,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0019083,viral transcription,52/28943,0.01251015,0.037404085,0.011971435,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0043392,negative regulation of DNA binding,53/28943,0.012749409,0.03769246,0.012063732,Gzma,1,UPREGULATED,CD8_EM,19
GO:0002673,regulation of acute inflammatory response,54/28943,0.012988618,0.03769246,0.012063732,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0048247,lymphocyte chemotaxis,54/28943,0.012988618,0.03769246,0.012063732,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,55/28943,0.013227778,0.038013807,0.012166581,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070229,negative regulation of lymphocyte apoptotic process,58/28943,0.013944958,0.039689496,0.012702897,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.014183919,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0002548,monocyte chemotaxis,60/28943,0.01442283,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0031663,lipopolysaccharide-mediated signaling pathway,61/28943,0.014661692,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,62/28943,0.014900504,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0050873,brown fat cell differentiation,62/28943,0.014900504,0.039928788,0.012779484,Plac8,1,UPREGULATED,CD8_EM,19
GO:0010517,regulation of phospholipase activity,63/28943,0.015139266,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070098,chemokine-mediated signaling pathway,63/28943,0.015139266,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0014911,positive regulation of smooth muscle cell migration,64/28943,0.015377979,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0051851,modulation by host of symbiont process,64/28943,0.015377979,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0060193,positive regulation of lipase activity,64/28943,0.015377979,0.039928788,0.012779484,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000401,regulation of lymphocyte migration,65/28943,0.015616642,0.040112442,0.012838264,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070231,T cell apoptotic process,66/28943,0.015855256,0.040112442,0.012838264,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0072678,T cell migration,66/28943,0.015855256,0.040112442,0.012838264,Ccl5,1,UPREGULATED,CD8_EM,19
GO:1905517,macrophage migration,67/28943,0.01609382,0.040370938,0.012920997,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,70/28943,0.016809215,0.041462729,0.013270433,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0071677,positive regulation of mononuclear cell migration,70/28943,0.016809215,0.041462729,0.013270433,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0002763,positive regulation of myeloid leukocyte differentiation,73/28943,0.017524163,0.041831874,0.01338858,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0019080,viral gene expression,73/28943,0.017524163,0.041831874,0.01338858,Ccl5,1,UPREGULATED,CD8_EM,19
GO:1990868,response to chemokine,73/28943,0.017524163,0.041831874,0.01338858,Ccl5,1,UPREGULATED,CD8_EM,19
GO:1990869,cellular response to chemokine,73/28943,0.017524163,0.041831874,0.01338858,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,74/28943,0.017762381,0.041954034,0.013427678,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0007260,tyrosine phosphorylation of STAT protein,75/28943,0.018000548,0.041954034,0.013427678,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0050688,regulation of defense response to virus,75/28943,0.018000548,0.041954034,0.013427678,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0001756,somitogenesis,77/28943,0.018476735,0.04272745,0.013675215,Ifitm1,1,UPREGULATED,CD8_EM,19
GO:0071347,cellular response to interleukin-1,79/28943,0.018952724,0.043488421,0.013918769,Ccl5,1,UPREGULATED,CD8_EM,19
GO:2000107,negative regulation of leukocyte apoptotic process,80/28943,0.019190644,0.043695621,0.013985085,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0045123,cellular extravasation,81/28943,0.019428515,0.043899546,0.014050353,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0032722,positive regulation of chemokine production,83/28943,0.019904109,0.044355391,0.014196249,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0034109,homotypic cell-cell adhesion,84/28943,0.020141831,0.044355391,0.014196249,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0060191,regulation of lipase activity,84/28943,0.020141831,0.044355391,0.014196249,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0045670,regulation of osteoclast differentiation,85/28943,0.020379504,0.044355391,0.014196249,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0070228,regulation of lymphocyte apoptotic process,85/28943,0.020379504,0.044355391,0.014196249,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0040014,regulation of multicellular organism growth,89/28943,0.021329702,0.046084612,0.014749698,Plac8,1,UPREGULATED,CD8_EM,19
GO:0033627,cell adhesion mediated by integrin,90/28943,0.021567128,0.046259928,0.014805809,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0051341,regulation of oxidoreductase activity,95/28943,0.022753518,0.048264056,0.015447244,Gzma,1,UPREGULATED,CD8_EM,19
GO:0061053,somite development,96/28943,0.022990648,0.048264056,0.015447244,Ifitm1,1,UPREGULATED,CD8_EM,19
GO:0070555,response to interleukin-1,96/28943,0.022990648,0.048264056,0.015447244,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0120162,positive regulation of cold-induced thermogenesis,98/28943,0.02346476,0.048912458,0.01565477,Plac8,1,UPREGULATED,CD8_EM,19
GO:0002690,positive regulation of leukocyte chemotaxis,99/28943,0.023701742,0.049060949,0.015702295,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0014910,regulation of smooth muscle cell migration,100/28943,0.023938675,0.049207277,0.015749128,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,101/28943,0.024175559,0.049351485,0.015795283,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0030593,neutrophil chemotaxis,103/28943,0.024649178,0.049973675,0.015994419,Ccl5,1,UPREGULATED,CD8_EM,19
GO:0035744,T-helper 1 cell cytokine production,11/28943,0.001139778,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000563,positive regulation of CD4-positive| alpha-beta T cell proliferation,11/28943,0.001139778,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000551,regulation of T-helper 2 cell cytokine production,12/28943,0.001243351,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.001554028,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0010819,regulation of T cell chemotaxis,16/28943,0.001657573,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0035745,T-helper 2 cell cytokine production,17/28943,0.00176111,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002830,positive regulation of type 2 immune response,18/28943,0.00186464,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.00186464,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002827,positive regulation of T-helper 1 type immune response,19/28943,0.001968164,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002836,positive regulation of response to tumor cell,21/28943,0.002175188,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002839,positive regulation of immune response to tumor cell,21/28943,0.002175188,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0010818,T cell chemotaxis,23/28943,0.002382184,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.002382184,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002726,positive regulation of T cell cytokine production,26/28943,0.002692625,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0035743,CD4-positive| alpha-beta T cell cytokine production,26/28943,0.002692625,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000561,regulation of CD4-positive| alpha-beta T cell proliferation,26/28943,0.002692625,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0035739,CD4-positive| alpha-beta T cell proliferation,27/28943,0.002796091,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002837,regulation of immune response to tumor cell,29/28943,0.003003001,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0090023,positive regulation of neutrophil chemotaxis,29/28943,0.003003001,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0046641,positive regulation of alpha-beta T cell proliferation,30/28943,0.003106445,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0071353,cellular response to interleukin-4,30/28943,0.003106445,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0071624,positive regulation of granulocyte chemotaxis,31/28943,0.003209883,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002418,immune response to tumor cell,32/28943,0.003313313,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002825,regulation of T-helper 1 type immune response,32/28943,0.003313313,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0070670,response to interleukin-4,32/28943,0.003313313,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002828,regulation of type 2 immune response,33/28943,0.003416736,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002834,regulation of response to tumor cell,33/28943,0.003416736,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000406,positive regulation of T cell migration,35/28943,0.00362356,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002724,regulation of T cell cytokine production,37/28943,0.003830356,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0090022,regulation of neutrophil chemotaxis,37/28943,0.003830356,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0006418,tRNA aminoacylation for protein translation,40/28943,0.004140496,0.020677238,0.000259113,Lars2,1,DOWNREGULATED,CD8_EM,19
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.004140496,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0042092,type 2 immune response,43/28943,0.004450571,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0043039,tRNA aminoacylation,43/28943,0.004450571,0.020677238,0.000259113,Lars2,1,DOWNREGULATED,CD8_EM,19
GO:1902624,positive regulation of neutrophil migration,43/28943,0.004450571,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000516,positive regulation of CD4-positive| alpha-beta T cell activation,43/28943,0.004450571,0.020677238,0.000259113,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0043038,amino acid activation,44/28943,0.004553916,0.020677238,0.000259113,Lars2,1,DOWNREGULATED,CD8_EM,19
GO:0002347,response to tumor cell,48/28943,0.004967221,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002369,T cell cytokine production,48/28943,0.004967221,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:2000404,regulation of T cell migration,49/28943,0.005070529,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0042088,T-helper 1 type immune response,50/28943,0.005173831,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0046640,regulation of alpha-beta T cell proliferation,51/28943,0.005277125,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002714,positive regulation of B cell mediated immunity,54/28943,0.005586965,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002891,positive regulation of immunoglobulin mediated immune response,54/28943,0.005586965,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0048247,lymphocyte chemotaxis,54/28943,0.005586965,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:1902622,regulation of neutrophil migration,55/28943,0.00569023,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0046633,alpha-beta T cell proliferation,56/28943,0.005793489,0.02070864,0.000259507,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002639,positive regulation of immunoglobulin production,58/28943,0.005999984,0.020853675,0.000261324,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.006103221,0.020853675,0.000261324,Xcl1,1,DOWNREGULATED,CD8_EM,19
GO:0002548,monocyte chemotaxis,60/28943,0.006206451,0.020853675,0.000261324,Xcl1,1,DOWNREGULATED,CD8_EM,19
