ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0071357,cellular response to type I interferon,56/28943,0.000163821,0.003281765,0.001340104,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0052372,modulation by symbiont of entry into host,57/28943,0.000169746,0.003281765,0.001340104,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0034340,response to type I interferon,62/28943,0.000200937,0.00341312,0.001393742,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0035456,response to interferon-beta,65/28943,0.000220897,0.003494197,0.00142685,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0043903,regulation of biological process involved in symbiotic interaction,67/28943,0.000234723,0.003551464,0.001450235,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0045669,positive regulation of osteoblast differentiation,79/28943,0.000326361,0.004730846,0.001931834,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0046718,viral entry into host cell,104/28943,0.000564736,0.007558778,0.003086615,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0044409,entry into host,108/28943,0.000608783,0.007846535,0.00320412,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0044000,movement in host,127/28943,0.000840055,0.010440688,0.004263439,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0045667,regulation of osteoblast differentiation,161/28943,0.001343869,0.015973927,0.006522928,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0051701,biological process involved in interaction with host,163/28943,0.001377063,0.015973927,0.006522928,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0001659,temperature homeostasis,189/28943,0.001844118,0.020701712,0.008453512,Plac8/Ccl5,2,UPREGULATED,CD8_EM,307
GO:0042129,regulation of T cell proliferation,196/28943,0.001981067,0.021544104,0.008797502,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0001649,osteoblast differentiation,225/28943,0.002598463,0.027401977,0.011189555,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0042098,T cell proliferation,237/28943,0.002877301,0.029450025,0.012025872,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0050670,regulation of lymphocyte proliferation,253/28943,0.003270127,0.032514404,0.013277207,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0032944,regulation of mononuclear cell proliferation,258/28943,0.003397785,0.032845256,0.01341231,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0070663,regulation of leukocyte proliferation,280/28943,0.003986972,0.034262567,0.013991066,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0030336,negative regulation of cell migration,312/28943,0.004923033,0.034262567,0.013991066,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:2000146,negative regulation of cell motility,325/28943,0.005329725,0.034262567,0.013991066,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:0046651,lymphocyte proliferation,344/28943,0.005951233,0.034262567,0.013991066,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:1902105,regulation of leukocyte differentiation,349/28943,0.0061201,0.034262567,0.013991066,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0032943,mononuclear cell proliferation,351/28943,0.006188264,0.034262567,0.013991066,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0040013,negative regulation of locomotion,360/28943,0.006499345,0.035047794,0.014311713,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:1903037,regulation of leukocyte cell-cell adhesion,371/28943,0.006889172,0.035792133,0.014615662,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0050863,regulation of T cell activation,378/28943,0.007142723,0.035792133,0.014615662,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0070661,leukocyte proliferation,384/28943,0.007363426,0.035792133,0.014615662,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0007159,leukocyte cell-cell adhesion,411/28943,0.008394841,0.036979806,0.015100647,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0001503,ossification,426/28943,0.008994635,0.037889919,0.01547229,Ifitm3/Ifitm1,2,UPREGULATED,CD8_EM,307
GO:1903706,regulation of hemopoiesis,435/28943,0.009363601,0.037889919,0.01547229,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0022407,regulation of cell-cell adhesion,497/28943,0.012087433,0.042922722,0.017527427,Ccl5/Ctla4,2,UPREGULATED,CD8_EM,307
GO:0031620,regulation of fever generation,11/28943,0.003794669,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000109,regulation of macrophage apoptotic process,11/28943,0.003794669,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0033632,regulation of cell-cell adhesion mediated by integrin,12/28943,0.004138996,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0031652,positive regulation of heat generation,13/28943,0.004483215,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0043922,negative regulation by host of viral transcription,13/28943,0.004483215,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0071888,macrophage apoptotic process,13/28943,0.004483215,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0001660,fever generation,14/28943,0.004827327,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0002551,mast cell chemotaxis,14/28943,0.004827327,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0072683,T cell extravasation,14/28943,0.004827327,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,14/28943,0.004827327,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.005171332,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0031269,pseudopodium assembly,15/28943,0.005171332,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0010819,regulation of T cell chemotaxis,16/28943,0.005515231,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0031650,regulation of heat generation,16/28943,0.005515231,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0034112,positive regulation of homotypic cell-cell adhesion,16/28943,0.005515231,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0070234,positive regulation of T cell apoptotic process,16/28943,0.005515231,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0031268,pseudopodium organization,17/28943,0.005859022,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0040015,negative regulation of multicellular organism growth,17/28943,0.005859022,0.034262567,0.013991066,Plac8,1,UPREGULATED,CD8_EM,307
GO:0097531,mast cell migration,17/28943,0.005859022,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0033631,cell-cell adhesion mediated by integrin,18/28943,0.006202706,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.006202706,0.034262567,0.013991066,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0048245,eosinophil chemotaxis,19/28943,0.006546283,0.035047794,0.014311713,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0030889,negative regulation of B cell proliferation,21/28943,0.007233117,0.035792133,0.014615662,Ctla4,1,UPREGULATED,CD8_EM,307
GO:0070230,positive regulation of lymphocyte apoptotic process,21/28943,0.007233117,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0090026,positive regulation of monocyte chemotaxis,22/28943,0.007576374,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0010818,T cell chemotaxis,23/28943,0.007919524,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0019835,cytolysis,23/28943,0.007919524,0.035792133,0.014615662,Gzma,1,UPREGULATED,CD8_EM,307
GO:0031649,heat generation,23/28943,0.007919524,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0033630,positive regulation of cell adhesion mediated by integrin,23/28943,0.007919524,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0072677,eosinophil migration,23/28943,0.007919524,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.007919524,0.035792133,0.014615662,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0033033,negative regulation of myeloid cell apoptotic process,24/28943,0.008262567,0.036863759,0.015053259,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0010759,positive regulation of macrophage chemotaxis,25/28943,0.008605503,0.037433938,0.015286091,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0051354,negative regulation of oxidoreductase activity,26/28943,0.008948333,0.037889919,0.01547229,Gzma,1,UPREGULATED,CD8_EM,307
GO:0032069,regulation of nuclease activity,27/28943,0.009291055,0.037889919,0.01547229,Gzma,1,UPREGULATED,CD8_EM,307
GO:0072567,chemokine (C-X-C motif) ligand 2 production,27/28943,0.009291055,0.037889919,0.01547229,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,27/28943,0.009291055,0.037889919,0.01547229,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0006925,inflammatory cell apoptotic process,28/28943,0.009633672,0.038534686,0.01573558,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0090025,regulation of monocyte chemotaxis,30/28943,0.010318584,0.04080531,0.016662785,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0070233,negative regulation of T cell apoptotic process,31/28943,0.01066088,0.041222071,0.016832969,Ccl5,1,UPREGULATED,CD8_EM,307
GO:1905523,positive regulation of macrophage migration,31/28943,0.01066088,0.041222071,0.016832969,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0002230,positive regulation of defense response to virus by host,33/28943,0.011345153,0.042452832,0.017335549,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0002675,positive regulation of acute inflammatory response,33/28943,0.011345153,0.042452832,0.017335549,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0070269,pyroptosis,33/28943,0.011345153,0.042452832,0.017335549,Gzma,1,UPREGULATED,CD8_EM,307
GO:0010758,regulation of macrophage chemotaxis,34/28943,0.01168713,0.042811803,0.017482134,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000108,positive regulation of leukocyte apoptotic process,34/28943,0.01168713,0.042811803,0.017482134,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0045672,positive regulation of osteoclast differentiation,35/28943,0.012029001,0.042922722,0.017527427,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000406,positive regulation of T cell migration,35/28943,0.012029001,0.042922722,0.017527427,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0070306,lens fiber cell differentiation,37/28943,0.012712422,0.044686089,0.018247496,Maf,1,UPREGULATED,CD8_EM,307
GO:0050869,negative regulation of B cell activation,38/28943,0.013053973,0.045427826,0.018550383,Ctla4,1,UPREGULATED,CD8_EM,307
GO:0033032,regulation of myeloid cell apoptotic process,39/28943,0.013395418,0.045702013,0.018662347,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0045589,regulation of regulatory T cell differentiation,39/28943,0.013395418,0.045702013,0.018662347,Ctla4,1,UPREGULATED,CD8_EM,307
GO:0042119,neutrophil activation,40/28943,0.013736756,0.045965299,0.018769859,Ccl5,1,UPREGULATED,CD8_EM,307
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.013736756,0.045965299,0.018769859,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0006953,acute-phase response,41/28943,0.014077988,0.046218301,0.018873172,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0034110,regulation of homotypic cell-cell adhesion,41/28943,0.014077988,0.046218301,0.018873172,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0045066,regulatory T cell differentiation,43/28943,0.014760134,0.048004921,0.019602736,Ctla4,1,UPREGULATED,CD8_EM,307
GO:0050691,regulation of defense response to virus by host,44/28943,0.015101047,0.04865893,0.019869799,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0033028,myeloid cell apoptotic process,46/28943,0.015782556,0.049930267,0.020388948,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0036230,granulocyte activation,46/28943,0.015782556,0.049930267,0.020388948,Ccl5,1,UPREGULATED,CD8_EM,307
GO:0035710,CD4-positive| alpha-beta T cell activation,125/28943,5.54E-05,0.011735037,0.000116535,Xcl1/Tox,2,DOWNREGULATED,CD8_EM,307
GO:0046631,alpha-beta T cell activation,191/28943,0.000129402,0.01371662,0.000136213,Xcl1/Tox,2,DOWNREGULATED,CD8_EM,307
GO:0050863,regulation of T cell activation,378/28943,0.000505946,0.014486959,0.000143863,Xcl1/Tox,2,DOWNREGULATED,CD8_EM,307
GO:0051251,positive regulation of lymphocyte activation,465/28943,0.000764475,0.014486959,0.000143863,Xcl1/Tox,2,DOWNREGULATED,CD8_EM,307
GO:0002361,CD4-positive| CD25-positive| alpha-beta regulatory T cell differentiation,10/28943,0.001036198,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0035744,T-helper 1 cell cytokine production,11/28943,0.001139778,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000563,positive regulation of CD4-positive| alpha-beta T cell proliferation,11/28943,0.001139778,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0032825,positive regulation of natural killer cell differentiation,12/28943,0.001243351,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:1901535,regulation of DNA demethylation,12/28943,0.001243351,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:2000551,regulation of T-helper 2 cell cytokine production,12/28943,0.001243351,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0048537,mucosa-associated lymphoid tissue development,13/28943,0.001346917,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0048541,Peyer's patch development,13/28943,0.001346917,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0001865,NK T cell differentiation,14/28943,0.001450476,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.001554028,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0010819,regulation of T cell chemotaxis,16/28943,0.001657573,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0035745,T-helper 2 cell cytokine production,17/28943,0.00176111,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0045059,positive thymic T cell selection,17/28943,0.00176111,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002830,positive regulation of type 2 immune response,18/28943,0.00186464,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.00186464,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002827,positive regulation of T-helper 1 type immune response,19/28943,0.001968164,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0032823,regulation of natural killer cell differentiation,19/28943,0.001968164,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0043373,CD4-positive| alpha-beta T cell lineage commitment,20/28943,0.002071679,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0043374,CD8-positive| alpha-beta T cell differentiation,20/28943,0.002071679,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002836,positive regulation of response to tumor cell,21/28943,0.002175188,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002839,positive regulation of immune response to tumor cell,21/28943,0.002175188,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002363,alpha-beta T cell lineage commitment,22/28943,0.00227869,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0010818,T cell chemotaxis,23/28943,0.002382184,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.002382184,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0043369,CD4-positive or CD8-positive| alpha-beta T cell lineage commitment,24/28943,0.002485672,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002726,positive regulation of T cell cytokine production,26/28943,0.002692625,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0035743,CD4-positive| alpha-beta T cell cytokine production,26/28943,0.002692625,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000561,regulation of CD4-positive| alpha-beta T cell proliferation,26/28943,0.002692625,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0035739,CD4-positive| alpha-beta T cell proliferation,27/28943,0.002796091,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0080111,DNA demethylation,27/28943,0.002796091,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0045061,thymic T cell selection,28/28943,0.002899549,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002837,regulation of immune response to tumor cell,29/28943,0.003003001,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0021895,cerebral cortex neuron differentiation,29/28943,0.003003001,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0035510,DNA dealkylation,29/28943,0.003003001,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0090023,positive regulation of neutrophil chemotaxis,29/28943,0.003003001,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0033081,regulation of T cell differentiation in thymus,30/28943,0.003106445,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0046641,positive regulation of alpha-beta T cell proliferation,30/28943,0.003106445,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0071353,cellular response to interleukin-4,30/28943,0.003106445,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0048535,lymph node development,31/28943,0.003209883,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0071624,positive regulation of granulocyte chemotaxis,31/28943,0.003209883,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002360,T cell lineage commitment,32/28943,0.003313313,0.014486959,0.000143863,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002418,immune response to tumor cell,32/28943,0.003313313,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002825,regulation of T-helper 1 type immune response,32/28943,0.003313313,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0070670,response to interleukin-4,32/28943,0.003313313,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002828,regulation of type 2 immune response,33/28943,0.003416736,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002834,regulation of response to tumor cell,33/28943,0.003416736,0.014486959,0.000143863,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0036037,CD8-positive| alpha-beta T cell activation,34/28943,0.003520151,0.014500632,0.000143998,Tox,1,DOWNREGULATED,CD8_EM,307
GO:2000406,positive regulation of T cell migration,35/28943,0.00362356,0.014500632,0.000143998,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0001779,natural killer cell differentiation,36/28943,0.003726961,0.014500632,0.000143998,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0032816,positive regulation of natural killer cell activation,36/28943,0.003726961,0.014500632,0.000143998,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0002724,regulation of T cell cytokine production,37/28943,0.003830356,0.014500632,0.000143998,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0090022,regulation of neutrophil chemotaxis,37/28943,0.003830356,0.014500632,0.000143998,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.004140496,0.015218083,0.000151123,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0043368,positive T cell selection,41/28943,0.004243861,0.015218083,0.000151123,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0042092,type 2 immune response,43/28943,0.004450571,0.015218083,0.000151123,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0045066,regulatory T cell differentiation,43/28943,0.004450571,0.015218083,0.000151123,Tox,1,DOWNREGULATED,CD8_EM,307
GO:1902624,positive regulation of neutrophil migration,43/28943,0.004450571,0.015218083,0.000151123,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000516,positive regulation of CD4-positive| alpha-beta T cell activation,43/28943,0.004450571,0.015218083,0.000151123,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002347,response to tumor cell,48/28943,0.004967221,0.01645392,0.000163395,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002369,T cell cytokine production,48/28943,0.004967221,0.01645392,0.000163395,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000404,regulation of T cell migration,49/28943,0.005070529,0.016537727,0.000164228,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0042088,T-helper 1 type immune response,50/28943,0.005173831,0.016618972,0.000165034,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0046640,regulation of alpha-beta T cell proliferation,51/28943,0.005277125,0.016697768,0.000165817,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002714,positive regulation of B cell mediated immunity,54/28943,0.005586965,0.016754567,0.000166381,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002891,positive regulation of immunoglobulin mediated immune response,54/28943,0.005586965,0.016754567,0.000166381,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0048247,lymphocyte chemotaxis,54/28943,0.005586965,0.016754567,0.000166381,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0032814,regulation of natural killer cell activation,55/28943,0.00569023,0.016754567,0.000166381,Tox,1,DOWNREGULATED,CD8_EM,307
GO:1902622,regulation of neutrophil migration,55/28943,0.00569023,0.016754567,0.000166381,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0046633,alpha-beta T cell proliferation,56/28943,0.005793489,0.016824926,0.00016708,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002639,positive regulation of immunoglobulin production,58/28943,0.005999984,0.016959955,0.000168421,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0045058,T cell selection,58/28943,0.005999984,0.016959955,0.000168421,Tox,1,DOWNREGULATED,CD8_EM,307
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.006103221,0.017024774,0.000169064,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0002548,monocyte chemotaxis,60/28943,0.006206451,0.01708789,0.000169691,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0070098,chemokine-mediated signaling pathway,63/28943,0.006516097,0.017710418,0.000175873,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000401,regulation of lymphocyte migration,65/28943,0.006722493,0.018040107,0.000179147,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0072678,T cell migration,66/28943,0.00682568,0.018088051,0.000179623,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:0071677,positive regulation of mononuclear cell migration,70/28943,0.007238356,0.018944833,0.000188131,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:1990868,response to chemokine,73/28943,0.007547788,0.019236549,0.000191028,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:1990869,cellular response to chemokine,73/28943,0.007547788,0.019236549,0.000191028,Xcl1,1,DOWNREGULATED,CD8_EM,307
GO:2000179,positive regulation of neural precursor cell proliferation,75/28943,0.007754041,0.019236549,0.000191028,Tox,1,DOWNREGULATED,CD8_EM,307
