ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Regulation,Cell_Population,Treatment
GO:0050671,positive regulation of lymphocyte proliferation,149/28943,0.001152976,0.008397143,0.002793704,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0032946,positive regulation of mononuclear cell proliferation,152/28943,0.001199368,0.00857326,0.002852298,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0045667,regulation of osteoblast differentiation,161/28943,0.001343869,0.00943152,0.003137839,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0070665,positive regulation of leukocyte proliferation,168/28943,0.001461761,0.010075712,0.003352159,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0051250,negative regulation of lymphocyte activation,171/28943,0.001513755,0.010251041,0.003410491,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0045580,regulation of T cell differentiation,188/28943,0.00182494,0.012145291,0.004040702,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0002695,negative regulation of leukocyte activation,202/28943,0.002102207,0.013753421,0.004575722,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0022408,negative regulation of cell-cell adhesion,209/28943,0.0022479,0.014126954,0.004699996,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:1902107,positive regulation of leukocyte differentiation,210/28943,0.002269096,0.014126954,0.004699996,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:1903708,positive regulation of hemopoiesis,210/28943,0.002269096,0.014126954,0.004699996,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0045619,regulation of lymphocyte differentiation,221/28943,0.002508542,0.015369796,0.005113485,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0001649,osteoblast differentiation,225/28943,0.002598463,0.015430874,0.005133806,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0050866,negative regulation of cell activation,225/28943,0.002598463,0.015430874,0.005133806,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0050870,positive regulation of T cell activation,246/28943,0.003095319,0.018102925,0.006022789,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:1903039,positive regulation of leukocyte cell-cell adhesion,272/28943,0.003767558,0.021074828,0.007011533,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0006898,receptor-mediated endocytosis,274/28943,0.00382186,0.021074828,0.007011533,Hip1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0030336,negative regulation of cell migration,312/28943,0.004923033,0.022763793,0.007573446,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0007162,negative regulation of cell adhesion,313/28943,0.004953779,0.022763793,0.007573446,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0022409,positive regulation of cell-cell adhesion,324/28943,0.005297904,0.022891172,0.007615825,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:2000146,negative regulation of cell motility,325/28943,0.005329725,0.022891172,0.007615825,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0030217,T cell differentiation,326/28943,0.005361636,0.022891172,0.007615825,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0040013,negative regulation of locomotion,360/28943,0.006499345,0.025268654,0.008406806,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0050727,regulation of inflammatory response,367/28943,0.006746197,0.025782496,0.00857776,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0001503,ossification,426/28943,0.008994635,0.029639235,0.009860885,Ifitm1/Ifitm3,2,UPREGULATED,CD8_EM,34
GO:0002683,negative regulation of immune system process,465/28943,0.010642192,0.031899999,0.010613035,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0051251,positive regulation of lymphocyte activation,465/28943,0.010642192,0.031899999,0.010613035,Il2ra/Ccl5,2,UPREGULATED,CD8_EM,34
GO:0030098,lymphocyte differentiation,471/28943,0.01090682,0.032384866,0.010774349,Il2ra/Ctla4,2,UPREGULATED,CD8_EM,34
GO:0031620,regulation of fever generation,11/28943,0.003794669,0.021074828,0.007011533,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000109,regulation of macrophage apoptotic process,11/28943,0.003794669,0.021074828,0.007011533,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002664,regulation of T cell tolerance induction,12/28943,0.004138996,0.022189616,0.007382419,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0033632,regulation of cell-cell adhesion mediated by integrin,12/28943,0.004138996,0.022189616,0.007382419,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0031652,positive regulation of heat generation,13/28943,0.004483215,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0043922,negative regulation by host of viral transcription,13/28943,0.004483215,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0071888,macrophage apoptotic process,13/28943,0.004483215,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0001660,fever generation,14/28943,0.004827327,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002517,T cell tolerance induction,14/28943,0.004827327,0.02272376,0.007560127,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0002551,mast cell chemotaxis,14/28943,0.004827327,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0006924,activation-induced cell death of T cells,14/28943,0.004827327,0.02272376,0.007560127,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0035791,platelet-derived growth factor receptor-beta signaling pathway,14/28943,0.004827327,0.02272376,0.007560127,Hip1,1,UPREGULATED,CD8_EM,34
GO:0072683,T cell extravasation,14/28943,0.004827327,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,14/28943,0.004827327,0.02272376,0.007560127,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0010820,positive regulation of T cell chemotaxis,15/28943,0.005171332,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0031269,pseudopodium assembly,15/28943,0.005171332,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0010819,regulation of T cell chemotaxis,16/28943,0.005515231,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0031650,regulation of heat generation,16/28943,0.005515231,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0034112,positive regulation of homotypic cell-cell adhesion,16/28943,0.005515231,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070234,positive regulation of T cell apoptotic process,16/28943,0.005515231,0.022891172,0.007615825,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0031268,pseudopodium organization,17/28943,0.005859022,0.02355815,0.007837727,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048268,clathrin coat assembly,17/28943,0.005859022,0.02355815,0.007837727,Hip1,1,UPREGULATED,CD8_EM,34
GO:0097531,mast cell migration,17/28943,0.005859022,0.02355815,0.007837727,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0033631,cell-cell adhesion mediated by integrin,18/28943,0.006202706,0.024431067,0.008128143,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0140131,positive regulation of lymphocyte chemotaxis,18/28943,0.006202706,0.024431067,0.008128143,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048245,eosinophil chemotaxis,19/28943,0.006546283,0.025268654,0.008406806,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002643,regulation of tolerance induction,20/28943,0.006889754,0.02607299,0.008674406,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0030889,negative regulation of B cell proliferation,21/28943,0.007233117,0.026845993,0.008931582,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0070230,positive regulation of lymphocyte apoptotic process,21/28943,0.007233117,0.026845993,0.008931582,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0090026,positive regulation of monocyte chemotaxis,22/28943,0.007576374,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0010818,T cell chemotaxis,23/28943,0.007919524,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0019835,cytolysis,23/28943,0.007919524,0.027539965,0.009162465,Gzma,1,UPREGULATED,CD8_EM,34
GO:0031649,heat generation,23/28943,0.007919524,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0033630,positive regulation of cell adhesion mediated by integrin,23/28943,0.007919524,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0072677,eosinophil migration,23/28943,0.007919524,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1901623,regulation of lymphocyte chemotaxis,23/28943,0.007919524,0.027539965,0.009162465,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0033033,negative regulation of myeloid cell apoptotic process,24/28943,0.008262567,0.028476346,0.009473996,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,25/28943,0.008605503,0.029137931,0.009694103,Hip1,1,UPREGULATED,CD8_EM,34
GO:0010759,positive regulation of macrophage chemotaxis,25/28943,0.008605503,0.029137931,0.009694103,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0051354,negative regulation of oxidoreductase activity,26/28943,0.008948333,0.029639235,0.009860885,Gzma,1,UPREGULATED,CD8_EM,34
GO:2000561,regulation of CD4-positive| alpha-beta T cell proliferation,26/28943,0.008948333,0.029639235,0.009860885,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0032069,regulation of nuclease activity,27/28943,0.009291055,0.029639235,0.009860885,Gzma,1,UPREGULATED,CD8_EM,34
GO:0035739,CD4-positive| alpha-beta T cell proliferation,27/28943,0.009291055,0.029639235,0.009860885,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0072567,chemokine (C-X-C motif) ligand 2 production,27/28943,0.009291055,0.029639235,0.009860885,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,27/28943,0.009291055,0.029639235,0.009860885,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0006925,inflammatory cell apoptotic process,28/28943,0.009633672,0.030232498,0.010058262,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0042104,positive regulation of activated T cell proliferation,28/28943,0.009633672,0.030232498,0.010058262,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0002507,tolerance induction,30/28943,0.010318584,0.031863788,0.010600987,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0090025,regulation of monocyte chemotaxis,30/28943,0.010318584,0.031863788,0.010600987,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070233,negative regulation of T cell apoptotic process,31/28943,0.01066088,0.031899999,0.010613035,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1905523,positive regulation of macrophage migration,31/28943,0.01066088,0.031899999,0.010613035,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,32/28943,0.01100307,0.03242126,0.010786457,Hip1,1,UPREGULATED,CD8_EM,34
GO:0002230,positive regulation of defense response to virus by host,33/28943,0.011345153,0.032680815,0.01087281,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002675,positive regulation of acute inflammatory response,33/28943,0.011345153,0.032680815,0.01087281,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070269,pyroptosis,33/28943,0.011345153,0.032680815,0.01087281,Gzma,1,UPREGULATED,CD8_EM,34
GO:0010758,regulation of macrophage chemotaxis,34/28943,0.01168713,0.032928703,0.010955282,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1901186,positive regulation of ERBB signaling pathway,34/28943,0.01168713,0.032928703,0.010955282,Hip1,1,UPREGULATED,CD8_EM,34
GO:2000108,positive regulation of leukocyte apoptotic process,34/28943,0.01168713,0.032928703,0.010955282,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045672,positive regulation of osteoclast differentiation,35/28943,0.012029001,0.033404275,0.011113503,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000406,positive regulation of T cell migration,35/28943,0.012029001,0.033404275,0.011113503,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070306,lens fiber cell differentiation,37/28943,0.012712422,0.035049963,0.011661019,Maf,1,UPREGULATED,CD8_EM,34
GO:0050869,negative regulation of B cell activation,38/28943,0.013053973,0.035736408,0.011889397,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0033032,regulation of myeloid cell apoptotic process,39/28943,0.013395418,0.03615826,0.012029746,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045589,regulation of regulatory T cell differentiation,39/28943,0.013395418,0.03615826,0.012029746,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0042119,neutrophil activation,40/28943,0.013736756,0.036568192,0.012166129,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000403,positive regulation of lymphocyte migration,40/28943,0.013736756,0.036568192,0.012166129,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0006953,acute-phase response,41/28943,0.014077988,0.03696669,0.012298708,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0034110,regulation of homotypic cell-cell adhesion,41/28943,0.014077988,0.03696669,0.012298708,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045066,regulatory T cell differentiation,43/28943,0.014760134,0.038496025,0.012807513,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0050691,regulation of defense response to virus by host,44/28943,0.015101047,0.039120834,0.013015385,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0046006,regulation of activated T cell proliferation,45/28943,0.015441855,0.03947388,0.013132842,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0072583,clathrin-dependent endocytosis,45/28943,0.015441855,0.03947388,0.013132842,Hip1,1,UPREGULATED,CD8_EM,34
GO:0033028,myeloid cell apoptotic process,46/28943,0.015782556,0.039817428,0.01324714,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0036230,granulocyte activation,46/28943,0.015782556,0.039817428,0.01324714,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048246,macrophage chemotaxis,47/28943,0.016123151,0.040412573,0.013445143,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0033628,regulation of cell adhesion mediated by integrin,49/28943,0.016804023,0.041052865,0.013658166,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070232,regulation of T cell apoptotic process,49/28943,0.016804023,0.041052865,0.013658166,Ccl5,1,UPREGULATED,CD8_EM,34
GO:1905521,regulation of macrophage migration,49/28943,0.016804023,0.041052865,0.013658166,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000404,regulation of T cell migration,49/28943,0.016804023,0.041052865,0.013658166,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0010518,positive regulation of phospholipase activity,51/28943,0.01748447,0.041919289,0.013946423,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0043029,T cell homeostasis,51/28943,0.01748447,0.041919289,0.013946423,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0046640,regulation of alpha-beta T cell proliferation,51/28943,0.01748447,0.041919289,0.013946423,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0019083,viral transcription,52/28943,0.017824535,0.042210249,0.014043224,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045581,negative regulation of T cell differentiation,52/28943,0.017824535,0.042210249,0.014043224,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0043392,negative regulation of DNA binding,53/28943,0.018164494,0.042493908,0.014137597,Gzma,1,UPREGULATED,CD8_EM,34
GO:0050798,activated T cell proliferation,53/28943,0.018164494,0.042493908,0.014137597,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0002673,regulation of acute inflammatory response,54/28943,0.018504347,0.042770527,0.014229627,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048247,lymphocyte chemotaxis,54/28943,0.018504347,0.042770527,0.014229627,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0032330,regulation of chondrocyte differentiation,55/28943,0.018844094,0.043040358,0.014319399,Maf,1,UPREGULATED,CD8_EM,34
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,55/28943,0.018844094,0.043040358,0.014319399,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0046633,alpha-beta T cell proliferation,56/28943,0.019183736,0.043558365,0.014491738,Il2ra,1,UPREGULATED,CD8_EM,34
GO:0035458,cellular response to interferon-beta,57/28943,0.019523271,0.044070074,0.014661983,Ifitm2,1,UPREGULATED,CD8_EM,34
GO:0070229,negative regulation of lymphocyte apoptotic process,58/28943,0.019862701,0.044575596,0.014830168,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0071622,regulation of granulocyte chemotaxis,59/28943,0.020202025,0.045075038,0.014996331,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0002548,monocyte chemotaxis,60/28943,0.020541243,0.045568505,0.015160506,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0031663,lipopolysaccharide-mediated signaling pathway,61/28943,0.020880356,0.045794417,0.015235666,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0045620,negative regulation of lymphocyte differentiation,61/28943,0.020880356,0.045794417,0.015235666,Ctla4,1,UPREGULATED,CD8_EM,34
GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,62/28943,0.021219363,0.046015022,0.015309061,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048260,positive regulation of receptor-mediated endocytosis,62/28943,0.021219363,0.046015022,0.015309061,Hip1,1,UPREGULATED,CD8_EM,34
GO:0010517,regulation of phospholipase activity,63/28943,0.021558264,0.04618724,0.015366358,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0070098,chemokine-mediated signaling pathway,63/28943,0.021558264,0.04618724,0.015366358,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0014911,positive regulation of smooth muscle cell migration,64/28943,0.021897059,0.04618724,0.015366358,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0051851,modulation by host of symbiont process,64/28943,0.021897059,0.04618724,0.015366358,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0060193,positive regulation of lipase activity,64/28943,0.021897059,0.04618724,0.015366358,Ccl5,1,UPREGULATED,CD8_EM,34
GO:2000401,regulation of lymphocyte migration,65/28943,0.022235749,0.046646735,0.01551923,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0072678,T cell migration,66/28943,0.022574334,0.047101043,0.015670377,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0048008,platelet-derived growth factor receptor signaling pathway,67/28943,0.022912813,0.047295967,0.015735228,Hip1,1,UPREGULATED,CD8_EM,34
GO:1905517,macrophage migration,67/28943,0.022912813,0.047295967,0.015735228,Ccl5,1,UPREGULATED,CD8_EM,34
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,70/28943,0.023927617,0.048610843,0.016172683,Hip1,1,UPREGULATED,CD8_EM,34
