"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"VEGFA-mRNA",-0.563,0.31,-1.17,0.0439,0.677,0.444,1.03,0.0744,1,"lm.nb","NM_001171623.1:2212"
"FYN-mRNA",-0.98,0.546,-2.05,0.0896,0.507,0.241,1.06,0.0779,1,"lm.nb","NM_002037.5:2125"
"HLA-DMB-mRNA",0.758,0.425,-0.0749,1.59,1.69,0.949,3.01,0.0799,1,"lm.nb","NM_002118.3:20"
"TNFRSF10D-mRNA",-0.742,0.419,-1.56,0.0801,0.598,0.338,1.06,0.0823,1,"lm.nb","NM_003840.4:838"
"TTC30A-mRNA",0.388,0.224,-0.051,0.828,1.31,0.965,1.77,0.0887,1,"lm.nb","NM_152275.3:2492"
"MYD88-mRNA",0.309,0.179,-0.0407,0.659,1.24,0.972,1.58,0.0887,1,"lm.nb","NM_002468.3:2145"
"PECAM1-mRNA",-1.04,0.6,-2.21,0.138,0.487,0.216,1.1,0.0891,1,"lm.nb","NM_000442.4:2492"
"CXCL5-mRNA",-1.04,0.6,-2.21,0.141,0.488,0.216,1.1,0.09,1,"lm.nb","NM_002994.4:475"
"GLS-mRNA",0.503,0.294,-0.0732,1.08,1.42,0.95,2.11,0.0927,1,"lm.nb","NM_014905.4:165"
"ICAM1-mRNA",0.906,0.541,-0.155,1.97,1.87,0.898,3.91,0.0997,1,"lm.nb","NM_000201.2:2253"
"ERO1A-mRNA",-1.2,0.721,-2.61,0.213,0.435,0.163,1.16,0.102,1,"loglinear","NM_014584.2:963"
"HLA-DRA-mRNA",1.02,0.612,-0.183,2.22,2.02,0.881,4.65,0.102,1,"lm.nb","NM_019111.3:335"
"TAP2-mRNA",0.668,0.405,-0.126,1.46,1.59,0.917,2.75,0.105,1,"lm.nb","NM_018833.2:912"
"IRF9-mRNA",0.704,0.427,-0.134,1.54,1.63,0.912,2.91,0.105,1,"lm.nb","NM_006084.4:723"
"TNFSF10-mRNA",1.15,0.699,-0.22,2.52,2.22,0.858,5.74,0.106,1,"lm.nb","NM_003810.3:155"
"IFIT3-mRNA",0.839,0.511,-0.162,1.84,1.79,0.894,3.58,0.106,1,"lm.nb","NM_001031683.3:712"
"ZEB2-mRNA",-0.693,0.426,-1.53,0.141,0.619,0.347,1.1,0.109,1,"lm.nb","NM_001171653.1:1879"
"CCL7-mRNA",0.825,0.507,-0.169,1.82,1.77,0.889,3.53,0.11,1,"lm.nb","NM_006273.3:588"
"IL32-mRNA",0.923,0.573,-0.2,2.05,1.9,0.871,4.13,0.113,1,"lm.nb","NM_004221.4:358"
"PARP9-mRNA",1.03,0.656,-0.253,2.32,2.05,0.839,4.99,0.121,1,"lm.nb","NM_001146103.1:1188"
"PDGFA-mRNA",0.628,0.407,-0.169,1.43,1.55,0.89,2.69,0.128,1,"lm.nb","NM_033023.4:2390"
"HAVCR2-mRNA",0.693,0.449,-0.187,1.57,1.62,0.879,2.97,0.128,1,"lm.nb","NM_032782.3:955"
"HLA-E-mRNA",0.661,0.429,-0.18,1.5,1.58,0.883,2.83,0.129,1,"lm.nb","NM_005516.5:1287"
"HLA-DPB1-mRNA",0.776,0.507,-0.217,1.77,1.71,0.86,3.41,0.131,1,"lm.nb","NM_002121.5:987"
"VEGFB-mRNA",0.436,0.289,-0.13,1,1.35,0.914,2,0.136,1,"lm.nb","NM_003377.3:687"
"SLC16A1-mRNA",-0.701,0.466,-1.61,0.211,0.615,0.327,1.16,0.138,1,"lm.nb","NM_003051.3:635"
"CDKN1C-mRNA",-0.714,0.484,-1.66,0.235,0.61,0.316,1.18,0.146,1,"lm.nb","NM_000076.2:1605"
"HLA-F-mRNA",0.751,0.509,-0.247,1.75,1.68,0.842,3.36,0.146,1,"lm.nb","NM_001098479.1:285"
"P4HA1-mRNA",-0.368,0.26,-0.877,0.141,0.775,0.545,1.1,0.162,1,"lm.nb","NM_000917.3:805"
"CD69-mRNA",0.694,0.49,-0.266,1.65,1.62,0.832,3.15,0.162,1,"lm.nb","NM_001781.2:88"
"GPC4-mRNA",0.507,0.361,-0.2,1.21,1.42,0.87,2.32,0.166,1,"lm.nb","NM_001448.2:820"
"TYMP-mRNA",0.481,0.344,-0.193,1.15,1.4,0.875,2.23,0.167,1,"lm.nb","NM_001113755.2:645"
"TICAM1-mRNA",0.767,0.551,-0.314,1.85,1.7,0.805,3.6,0.17,1,"lm.nb","NM_182919.3:2552"
"HLA-DOA-mRNA",0.56,0.404,-0.232,1.35,1.47,0.851,2.55,0.171,1,"lm.nb","NM_002119.3:3075"
"ARG2-mRNA",-0.335,0.242,-0.81,0.139,0.793,0.57,1.1,0.172,1,"lm.nb","NM_001172.3:512"
"HLA-DPA1-mRNA",0.854,0.628,-0.377,2.08,1.81,0.77,4.24,0.179,1,"lm.nb","NM_033554.2:857"
"HLA-C-mRNA",0.473,0.355,-0.224,1.17,1.39,0.856,2.25,0.189,1,"lm.nb","NM_002117.4:898"
"PSMB8-mRNA",0.395,0.299,-0.191,0.98,1.31,0.876,1.97,0.192,1,"lm.nb","NM_004159.4:1080"
"HDAC3-mRNA",-0.581,0.44,-1.44,0.282,0.669,0.368,1.22,0.192,1,"lm.nb","NM_003883.3:1464"
"SAMD9-mRNA",-0.477,0.363,-1.19,0.234,0.719,0.439,1.18,0.194,1,"lm.nb","NM_017654.3:490"
"CTSS-mRNA",0.524,0.405,-0.269,1.32,1.44,0.83,2.49,0.2,1,"lm.nb","NM_004079.3:685"
"EZH2-mRNA",0.337,0.262,-0.176,0.85,1.26,0.885,1.8,0.204,1,"lm.nb","NM_004456.4:1596"
"CDK6-mRNA",0.714,0.57,-0.402,1.83,1.64,0.757,3.56,0.215,1,"lm.nb","NM_001145306.1:1373"
"RPS6KB1-mRNA",-0.326,0.26,-0.835,0.184,0.798,0.561,1.14,0.215,1,"lm.nb","NM_001272042.1:2451"
"WDR76-mRNA",0.283,0.231,-0.169,0.736,1.22,0.89,1.67,0.225,1,"lm.nb","NM_024908.3:1875"
"LAMB3-mRNA",-0.677,0.553,-1.76,0.406,0.625,0.295,1.33,0.226,1,"lm.nb","NM_000228.2:3350"
"APOL6-mRNA",0.689,0.565,-0.419,1.8,1.61,0.748,3.47,0.228,1,"lm.nb","NM_030641.3:289"
"FAM124B-mRNA",0.655,0.538,-0.399,1.71,1.57,0.758,3.27,0.228,1,"lm.nb","NM_001122779.1:1620"
"ISG15-mRNA",0.658,0.543,-0.406,1.72,1.58,0.755,3.3,0.231,1,"lm.nb","NM_005101.3:305"
"EGR1-mRNA",0.345,0.285,-0.214,0.905,1.27,0.862,1.87,0.232,1,"lm.nb","NM_001964.2:2034"
"MMP9-mRNA",-0.517,0.437,-1.37,0.34,0.699,0.386,1.27,0.242,1,"lm.nb","NM_004994.2:2011"
"IL6-mRNA",-0.531,0.458,-1.43,0.366,0.692,0.372,1.29,0.251,1,"lm.nb","NM_000600.3:484"
"IFI16-mRNA",0.432,0.378,-0.309,1.17,1.35,0.807,2.25,0.258,1,"lm.nb","NM_001206567.1:2351"
"CD40-mRNA",0.404,0.358,-0.298,1.11,1.32,0.814,2.15,0.264,1,"lm.nb","NM_001250.5:166"
"CCND3-mRNA",-0.497,0.442,-1.36,0.368,0.708,0.389,1.29,0.265,1,"lm.nb","NM_001136017.2:760"
"LAMC2-mRNA",0.755,0.682,-0.581,2.09,1.69,0.669,4.26,0.273,1,"lm.nb","NM_005562.2:1027"
"IFI35-mRNA",0.522,0.474,-0.408,1.45,1.44,0.754,2.74,0.276,1,"lm.nb","NM_005533.4:729"
"HLA-B-mRNA",0.58,0.529,-0.458,1.62,1.49,0.728,3.07,0.278,1,"lm.nb","NM_005514.6:1247"
"CSF1R-mRNA",-0.57,0.522,-1.59,0.452,0.674,0.332,1.37,0.279,1,"lm.nb","NM_005211.3:958"
"CXCR4-mRNA",-0.62,0.569,-1.74,0.495,0.651,0.3,1.41,0.281,1,"lm.nb","NM_001008540.1:1060"
"IRF3-mRNA",0.549,0.507,-0.444,1.54,1.46,0.735,2.91,0.283,1,"lm.nb","NM_001197122.1:607"
"CASP9-mRNA",0.425,0.395,-0.349,1.2,1.34,0.785,2.3,0.287,1,"lm.nb","XM_011542270.1:326"
"LY96-mRNA",-0.597,0.563,-1.7,0.506,0.661,0.308,1.42,0.293,1,"lm.nb","NM_001195797.1:135"
"BNIP3L-mRNA",-0.527,0.499,-1.5,0.451,0.694,0.353,1.37,0.295,1,"lm.nb","NM_001330491.1:2559"
"PTGS2-mRNA",-0.708,0.672,-2.03,0.609,0.612,0.246,1.52,0.296,1,"lm.nb","NM_000963.1:495"
"PTPRC-mRNA",-0.491,0.47,-1.41,0.43,0.711,0.376,1.35,0.3,1,"lm.nb","NM_080921.3:99"
"RASAL1-mRNA",-0.385,0.369,-1.11,0.338,0.766,0.464,1.26,0.301,1,"lm.nb","NM_001193520.1:3097"
"B2M-mRNA",0.57,0.547,-0.501,1.64,1.49,0.706,3.12,0.301,1,"lm.nb","NM_004048.2:573"
"ARNT2-mRNA",-0.601,0.579,-1.74,0.534,0.659,0.3,1.45,0.304,1,"lm.nb","NM_014862.3:1133"
"CCND1-mRNA",0.504,0.493,-0.463,1.47,1.42,0.725,2.77,0.312,1,"lm.nb","NM_053056.2:857"
"BIRC3-mRNA",0.383,0.377,-0.356,1.12,1.3,0.781,2.18,0.314,1,"lm.nb","NM_001165.4:6567"
"BATF3-mRNA",0.329,0.329,-0.315,0.973,1.26,0.804,1.96,0.321,1,"lm.nb","NM_018664.2:725"
"CD276-mRNA",0.527,0.531,-0.513,1.57,1.44,0.701,2.96,0.325,1,"lm.nb","NM_001024736.1:2119"
"MICA-mRNA",0.498,0.501,-0.484,1.48,1.41,0.715,2.79,0.325,1,"lm.nb","NM_000247.1:550"
"CLEC4E-mRNA",0.423,0.426,-0.412,1.26,1.34,0.752,2.39,0.325,1,"lm.nb","NM_014358.3:1392"
"CCL2-mRNA",0.678,0.685,-0.665,2.02,1.6,0.631,4.06,0.326,1,"lm.nb","NM_002982.3:303"
"TLR3-mRNA",0.432,0.439,-0.427,1.29,1.35,0.744,2.45,0.329,1,"lm.nb","NM_003265.2:37"
"DTX3L-mRNA",0.388,0.395,-0.386,1.16,1.31,0.765,2.24,0.33,1,"lm.nb","NM_138287.3:1543"
"MRE11-mRNA",0.192,0.196,-0.192,0.575,1.14,0.875,1.49,0.332,1,"lm.nb","NM_001330347.1:2169"
"CEACAM3-mRNA",0.491,0.504,-0.496,1.48,1.41,0.709,2.79,0.334,1,"lm.nb","NM_001277163.2:807"
"NBN-mRNA",0.506,0.523,-0.52,1.53,1.42,0.697,2.89,0.338,1,"lm.nb","NM_002485.4:1046"
"CASP1-mRNA",0.362,0.375,-0.373,1.1,1.29,0.772,2.14,0.339,1,"lm.nb","NM_001223.4:1050"
"TBX21-mRNA",-0.44,0.458,-1.34,0.457,0.737,0.396,1.37,0.34,1,"lm.nb","NM_013351.1:1380"
"KAT2B-mRNA",0.37,0.385,-0.384,1.12,1.29,0.766,2.18,0.34,1,"lm.nb","NM_003884.4:1180"
"IFITM1-mRNA",0.462,0.482,-0.482,1.41,1.38,0.716,2.65,0.342,1,"lm.nb","NM_003641.3:536"
"ALDOC-mRNA",-0.365,0.385,-1.12,0.389,0.776,0.46,1.31,0.347,1,"lm.nb","NM_005165.2:335"
"BRD3-mRNA",0.436,0.461,-0.468,1.34,1.35,0.723,2.53,0.348,1,"lm.nb","NM_007371.3:2621"
"FCGRT-mRNA",0.488,0.517,-0.527,1.5,1.4,0.694,2.83,0.35,1,"lm.nb","NM_004107.4:1260"
"SMAD5-mRNA",0.263,0.28,-0.286,0.812,1.2,0.82,1.76,0.352,1,"lm.nb","NM_005903.5:5007"
"RPTOR-mRNA",-0.459,0.489,-1.42,0.501,0.728,0.374,1.41,0.353,1,"lm.nb","NM_001163034.1:3139"
"PCK2-mRNA",0.232,0.25,-0.258,0.722,1.17,0.836,1.65,0.358,1,"lm.nb","NM_001018073.2:1307"
"ADM-mRNA",-0.391,0.422,-1.22,0.436,0.763,0.43,1.35,0.358,1,"lm.nb","NM_001124.2:1413"
"AREG-mRNA",0.741,0.813,-0.853,2.34,1.67,0.554,5.05,0.366,1,"lm.nb","NM_001657.3:717"
"ATM-mRNA",0.307,0.339,-0.357,0.972,1.24,0.781,1.96,0.369,1,"lm.nb","NM_000051.3:393"
"RIPK1-mRNA",0.41,0.453,-0.478,1.3,1.33,0.718,2.46,0.369,1,"lm.nb","NM_003804.3:1304"
"CASP3-mRNA",0.27,0.301,-0.319,0.859,1.21,0.801,1.81,0.373,1,"lm.nb","NM_032991.2:1002"
"MSH6-mRNA",0.339,0.38,-0.407,1.08,1.26,0.754,2.12,0.377,1,"lm.nb","NM_000179.2:1015"
"MB21D1-mRNA",0.282,0.32,-0.345,0.91,1.22,0.787,1.88,0.382,1,"lm.nb","NM_138441.2:1198"
"LDHA-mRNA",-0.291,0.33,-0.937,0.356,0.817,0.522,1.28,0.382,1,"lm.nb","NM_001135239.1:1053"
"TGFBR1-mRNA",-0.223,0.254,-0.721,0.274,0.857,0.607,1.21,0.383,1,"lm.nb","NM_001130916.2:3011"
"IL6R-mRNA",0.321,0.371,-0.407,1.05,1.25,0.754,2.07,0.391,1,"lm.nb","NM_000565.3:846"
"STC1-mRNA",0.337,0.391,-0.429,1.1,1.26,0.743,2.15,0.393,1,"lm.nb","NM_003155.2:2172"
"NFKB1-mRNA",0.396,0.46,-0.506,1.3,1.32,0.704,2.46,0.393,1,"lm.nb","NM_003998.3:2920"
"CEBPB-mRNA",-0.206,0.24,-0.676,0.265,0.867,0.626,1.2,0.396,1,"lm.nb","NM_005194.3:1731"
"IFIT2-mRNA",0.499,0.583,-0.644,1.64,1.41,0.64,3.12,0.396,1,"lm.nb","NM_001547.4:1995"
"TREM2-mRNA",-0.404,0.473,-1.33,0.524,0.756,0.398,1.44,0.397,1,"lm.nb","NM_018965.3:848"
"NRAS-mRNA",-0.236,0.277,-0.779,0.306,0.849,0.583,1.24,0.397,1,"lm.nb","NM_002524.4:2168"
"DUSP5-mRNA",0.414,0.489,-0.545,1.37,1.33,0.685,2.59,0.401,1,"lm.nb","NM_004419.3:675"
"DNMT1-mRNA",0.378,0.448,-0.499,1.26,1.3,0.708,2.39,0.401,1,"lm.nb","NM_001130823.2:2500"
"LYZ-mRNA",-0.604,0.716,-2.01,0.799,0.658,0.249,1.74,0.402,1,"lm.nb","NM_000239.2:381"
"MICB-mRNA",0.335,0.397,-0.444,1.11,1.26,0.735,2.16,0.403,1,"lm.nb","NM_005931.3:1387"
"RBL2-mRNA",0.429,0.509,-0.569,1.43,1.35,0.674,2.69,0.403,1,"lm.nb","NM_001323611.1:1085"
"RAD51-mRNA",0.258,0.31,-0.349,0.865,1.2,0.785,1.82,0.408,1,"lm.nb","NM_133487.3:1570"
"EPCAM-mRNA",0.443,0.532,-0.599,1.49,1.36,0.66,2.8,0.408,1,"lm.nb","NM_002354.2:499"
"PARP4-mRNA",0.216,0.26,-0.293,0.725,1.16,0.816,1.65,0.409,1,"lm.nb","NM_006437.3:1399"
"OAS1-mRNA",0.513,0.622,-0.707,1.73,1.43,0.613,3.32,0.413,1,"lm.nb","NM_001032409.1:805"
"TNF-mRNA",0.332,0.406,-0.464,1.13,1.26,0.725,2.19,0.417,1,"lm.nb","NM_000594.3:1366"
"FOSL1-mRNA",0.264,0.324,-0.37,0.899,1.2,0.774,1.86,0.418,1,"lm.nb","NM_005438.3:1320"
"HMGA1-mRNA",0.49,0.611,-0.706,1.69,1.4,0.613,3.22,0.425,1,"lm.nb","NM_145902.2:906"
"CCND2-mRNA",0.508,0.638,-0.743,1.76,1.42,0.598,3.38,0.429,1,"lm.nb","NM_001759.2:5825"
"DEPTOR-mRNA",-0.351,0.443,-1.22,0.517,0.784,0.43,1.43,0.431,1,"lm.nb","NM_001283012.1:1141"
"IFIH1-mRNA",0.434,0.549,-0.642,1.51,1.35,0.641,2.85,0.433,1,"lm.nb","NM_022168.3:3250"
"VEGFC-mRNA",0.405,0.518,-0.611,1.42,1.32,0.655,2.68,0.438,1,"lm.nb","NM_005429.4:588"
"PIK3R1-mRNA",-0.453,0.581,-1.59,0.686,0.731,0.332,1.61,0.439,1,"lm.nb","NM_001242466.1:889"
"LIF-mRNA",-0.371,0.477,-1.3,0.564,0.773,0.405,1.48,0.44,1,"lm.nb","NM_002309.4:3740"
"HELLS-mRNA",0.354,0.457,-0.541,1.25,1.28,0.687,2.38,0.441,1,"lm.nb","NM_001289067.1:191"
"MELK-mRNA",0.308,0.403,-0.481,1.1,1.24,0.717,2.14,0.447,1,"lm.nb","NM_014791.2:365"
"MGMT-mRNA",0.209,0.274,-0.328,0.746,1.16,0.797,1.68,0.449,1,"lm.nb","NM_002412.3:323"
"ANLN-mRNA",0.508,0.67,-0.805,1.82,1.42,0.573,3.53,0.451,1,"lm.nb","NM_018685.2:240"
"CCL4-mRNA",-0.427,0.566,-1.54,0.683,0.744,0.345,1.61,0.454,1,"lm.nb","NM_002984.2:35"
"A2M-mRNA",-0.492,0.654,-1.77,0.79,0.711,0.293,1.73,0.455,1,"lm.nb","NM_000014.4:1685"
"DUSP1-mRNA",0.288,0.383,-0.463,1.04,1.22,0.726,2.05,0.455,1,"lm.nb","NM_004417.3:1428"
"IFNAR1-mRNA",-0.248,0.335,-0.906,0.409,0.842,0.534,1.33,0.462,1,"lm.nb","NM_000629.2:461"
"HEY1-mRNA",-0.347,0.473,-1.27,0.579,0.786,0.414,1.49,0.466,1,"lm.nb","NM_001040708.1:1859"
"PPARG-mRNA",0.444,0.61,-0.752,1.64,1.36,0.594,3.12,0.47,1,"lm.nb","NM_005037.5:434"
"TCF3-mRNA",0.446,0.614,-0.758,1.65,1.36,0.591,3.14,0.471,1,"lm.nb","NM_003200.3:276"
"TNFRSF14-mRNA",-0.276,0.382,-1.03,0.473,0.826,0.491,1.39,0.473,1,"lm.nb","NM_003820.3:503"
"BID-mRNA",0.23,0.318,-0.394,0.854,1.17,0.761,1.81,0.473,1,"lm.nb","NM_001196.3:1604"
"HES1-mRNA",-0.243,0.342,-0.914,0.428,0.845,0.531,1.35,0.48,1,"lm.nb","NM_005524.2:860"
"KRAS-mRNA",0.18,0.255,-0.319,0.679,1.13,0.802,1.6,0.483,1,"lm.nb","NM_004985.3:1790"
"TLR1-mRNA",-0.405,0.575,-1.53,0.721,0.755,0.346,1.65,0.484,1,"lm.nb","NM_003263.3:696"
"CDKN2B-mRNA",-0.226,0.322,-0.858,0.406,0.855,0.552,1.33,0.487,1,"lm.nb","NM_004936.3:906"
"ITGA6-mRNA",0.259,0.372,-0.471,0.989,1.2,0.722,1.98,0.489,1,"lm.nb","NM_001316306.1:1982"
"TNFRSF10C-mRNA",0.297,0.431,-0.548,1.14,1.23,0.684,2.21,0.494,1,"lm.nb","NM_003841.3:682"
"MAML2-mRNA",0.294,0.428,-0.545,1.13,1.23,0.685,2.19,0.495,1,"lm.nb","NM_032427.1:4125"
"RELA-mRNA",-0.3,0.438,-1.16,0.558,0.812,0.448,1.47,0.496,1,"lm.nb","NM_021975.3:1990"
"CD14-mRNA",-0.369,0.538,-1.42,0.686,0.774,0.373,1.61,0.496,1,"lm.nb","NM_001174105.1:1020"
"ICAM2-mRNA",0.418,0.612,-0.78,1.62,1.34,0.582,3.07,0.497,1,"lm.nb","NM_000873.3:415"
"PRKCA-mRNA",0.238,0.35,-0.448,0.924,1.18,0.733,1.9,0.5,1,"lm.nb","NM_002737.2:818"
"IFI27-mRNA",0.396,0.585,-0.751,1.54,1.32,0.594,2.92,0.501,1,"lm.nb","NM_005532.3:390"
"BRCA2-mRNA",0.385,0.57,-0.733,1.5,1.31,0.602,2.83,0.503,1,"lm.nb","NM_000059.3:1373"
"TGFBR2-mRNA",0.275,0.41,-0.529,1.08,1.21,0.693,2.11,0.506,1,"lm.nb","NM_001024847.2:870"
"NECTIN2-mRNA",0.405,0.607,-0.784,1.59,1.32,0.581,3.02,0.508,1,"lm.nb","NM_001042724.1:1120"
"CYBB-mRNA",-0.363,0.544,-1.43,0.704,0.778,0.371,1.63,0.508,1,"lm.nb","NM_000397.3:1034"
"SERPINH1-mRNA",-0.38,0.572,-1.5,0.742,0.768,0.353,1.67,0.509,1,"lm.nb","NM_001207014.1:1850"
"SRP54-mRNA",0.295,0.448,-0.582,1.17,1.23,0.668,2.25,0.512,1,"lm.nb","NM_001146282.1:951"
"NECTIN1-mRNA",0.275,0.418,-0.543,1.09,1.21,0.686,2.13,0.513,1,"lm.nb","NM_002855.4:357"
"NFKB2-mRNA",0.153,0.234,-0.305,0.612,1.11,0.809,1.53,0.515,1,"lm.nb","NM_001077494.3:1986"
"IL10RA-mRNA",0.303,0.464,-0.606,1.21,1.23,0.657,2.32,0.517,1,"lm.nb","NM_001558.2:150"
"HK2-mRNA",0.227,0.348,-0.455,0.909,1.17,0.729,1.88,0.517,1,"lm.nb","NM_000189.4:2883"
"FLT1-mRNA",-0.423,0.653,-1.7,0.856,0.746,0.307,1.81,0.52,1,"lm.nb","NM_002019.4:530"
"CXCL3-mRNA",-0.334,0.516,-1.34,0.677,0.793,0.394,1.6,0.52,1,"lm.nb","NM_002090.2:467"
"MSH2-mRNA",-0.211,0.329,-0.855,0.433,0.864,0.553,1.35,0.523,1,"lm.nb","NM_000251.1:2514"
"TAPBP-mRNA",0.262,0.414,-0.55,1.07,1.2,0.683,2.11,0.529,1,"lm.nb","NM_003190.4:1082"
"NFKBIA-mRNA",0.381,0.601,-0.798,1.56,1.3,0.575,2.95,0.529,1,"lm.nb","NM_020529.2:1361"
"TNKS-mRNA",0.357,0.567,-0.753,1.47,1.28,0.593,2.77,0.531,1,"lm.nb","NM_003747.2:1948"
"HIF1A-mRNA",0.338,0.54,-0.72,1.4,1.26,0.607,2.63,0.533,1,"lm.nb","NM_181054.2:930"
"ATF3-mRNA",0.186,0.3,-0.402,0.774,1.14,0.757,1.71,0.538,1,"lm.nb","NM_001674.3:1487"
"SLC7A5-mRNA",-0.154,0.251,-0.646,0.337,0.899,0.639,1.26,0.541,1,"lm.nb","NM_003486.6:2011"
"EIF4EBP1-mRNA",-0.246,0.4,-1.03,0.538,0.843,0.49,1.45,0.541,1,"lm.nb","NM_004095.3:673"
"MKI67-mRNA",0.461,0.753,-1.01,1.94,1.38,0.495,3.83,0.542,1,"lm.nb","NM_002417.2:2005"
"ICOSLG-mRNA",0.285,0.466,-0.63,1.2,1.22,0.646,2.3,0.544,1,"lm.nb","NM_015259.4:1190"
"PARP12-mRNA",0.345,0.574,-0.779,1.47,1.27,0.583,2.77,0.549,1,"lm.nb","NM_022750.3:1843"
"IER3-mRNA",0.307,0.513,-0.698,1.31,1.24,0.616,2.48,0.552,1,"lm.nb","NM_003897.3:204"
"CXCL14-mRNA",0.185,0.31,-0.423,0.794,1.14,0.746,1.73,0.553,1,"lm.nb","NM_004887.4:990"
"HK1-mRNA",0.16,0.269,-0.366,0.687,1.12,0.776,1.61,0.553,1,"lm.nb","NM_000188.2:3355"
"CD47-mRNA",0.321,0.542,-0.741,1.38,1.25,0.598,2.61,0.556,1,"lm.nb","NM_001777.3:901"
"PRKAA2-mRNA",-0.231,0.391,-0.997,0.536,0.852,0.501,1.45,0.558,1,"lm.nb","NM_006252.3:4014"
"PVR-mRNA",0.216,0.369,-0.507,0.939,1.16,0.704,1.92,0.561,1,"lm.nb","NM_001135768.2:448"
"EIF2AK2-mRNA",0.224,0.382,-0.526,0.973,1.17,0.694,1.96,0.561,1,"lm.nb","NM_001135652.2:516"
"ANGPTL4-mRNA",-0.287,0.493,-1.25,0.68,0.819,0.419,1.6,0.563,1,"lm.nb","NM_001039667.2:1088"
"MS4A1-mRNA",-0.247,0.426,-1.08,0.589,0.843,0.472,1.5,0.565,1,"lm.nb","NM_021950.3:161"
"RNLS-mRNA",-0.308,0.535,-1.36,0.741,0.808,0.39,1.67,0.568,1,"lm.nb","NM_001031709.2:726"
"TRAF1-mRNA",0.211,0.37,-0.513,0.936,1.16,0.701,1.91,0.57,1,"lm.nb","NM_001190945.1:712"
"ULBP2-mRNA",-0.191,0.334,-0.846,0.465,0.876,0.556,1.38,0.571,1,"lm.nb","NM_025217.2:905"
"HLA-A-mRNA",0.257,0.452,-0.628,1.14,1.19,0.647,2.21,0.572,1,"lm.nb","NM_002116.7:298"
"DPP4-mRNA",0.318,0.565,-0.788,1.43,1.25,0.579,2.69,0.575,1,"lm.nb","NM_001935.3:1861"
"C1QB-mRNA",0.312,0.556,-0.778,1.4,1.24,0.583,2.64,0.577,1,"lm.nb","NM_000491.3:816"
"HLA-DMA-mRNA",0.24,0.435,-0.613,1.09,1.18,0.654,2.13,0.584,1,"lm.nb","NM_006120.3:396"
"ENTPD1-mRNA",0.263,0.484,-0.686,1.21,1.2,0.622,2.32,0.589,1,"lm.nb","NM_001098175.1:1418"
"CD58-mRNA",-0.231,0.43,-1.07,0.611,0.852,0.475,1.53,0.592,1,"lm.nb","NM_001144822.1:42"
