"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"APOL6-mRNA",2.35,0.722,0.932,3.76,5.09,1.91,13.6,0.00195,0.305,"lm.nb","NM_030641.3:289"
"IFI6-mRNA",2.15,0.674,0.83,3.47,4.44,1.78,11.1,0.00231,0.342,"lm.nb","NM_002038.3:410"
"HLA-E-mRNA",1.77,0.559,0.672,2.86,3.4,1.59,7.28,0.00252,0.353,"lm.nb","NM_005516.5:1287"
"HLA-DRA-mRNA",2.49,0.799,0.92,4.05,5.6,1.89,16.6,0.00293,0.388,"lm.nb","NM_019111.3:335"
"PSMB10-mRNA",1.98,0.641,0.728,3.24,3.96,1.66,9.45,0.00307,0.388,"lm.nb","NM_002801.3:249"
"TAP2-mRNA",1.57,0.525,0.54,2.6,2.97,1.45,6.05,0.00415,0.494,"lm.nb","NM_018833.2:912"
"PARP9-mRNA",2.51,0.844,0.86,4.17,5.71,1.81,18,0.00427,0.494,"lm.nb","NM_001146103.1:1188"
"B2M-mRNA",2.1,0.715,0.702,3.5,4.29,1.63,11.3,0.00474,0.509,"lm.nb","NM_004048.2:573"
"DTX3L-mRNA",1.5,0.511,0.495,2.5,2.82,1.41,5.65,0.0049,0.509,"lm.nb","NM_138287.3:1543"
"HLA-F-mRNA",1.93,0.659,0.635,3.22,3.8,1.55,9.31,0.00498,0.509,"lm.nb","NM_001098479.1:285"
"IFI27-mRNA",2.2,0.764,0.702,3.7,4.59,1.63,13,0.00564,0.555,"lm.nb","NM_005532.3:390"
"OAS3-mRNA",1.06,0.379,0.312,1.8,2.08,1.24,3.48,0.00736,0.698,"lm.nb","NM_006187.3:2354"
"HLA-DPA1-mRNA",2.26,0.817,0.653,3.86,4.77,1.57,14.5,0.00781,0.716,"lm.nb","NM_033554.2:857"
"HLA-DMA-mRNA",1.53,0.561,0.427,2.63,2.88,1.34,6.17,0.00865,0.766,"lm.nb","NM_006120.3:396"
"IFI16-mRNA",1.3,0.488,0.341,2.26,2.46,1.27,4.77,0.0102,0.878,"lm.nb","NM_001206567.1:2351"
"HLA-DMB-mRNA",1.44,0.551,0.362,2.52,2.72,1.29,5.74,0.0114,0.943,"lm.nb","NM_002118.3:20"
"OAS1-mRNA",2.08,0.807,0.495,3.66,4.22,1.41,12.6,0.0127,1,"lm.nb","NM_001032409.1:805"
"HLA-C-mRNA",1.18,0.463,0.271,2.09,2.26,1.21,4.25,0.0137,1,"lm.nb","NM_002117.4:898"
"PLOD2-mRNA",-1.05,0.416,-1.87,-0.235,0.482,0.274,0.849,0.0144,1,"lm.nb","NM_182943.2:2588"
"HLA-B-mRNA",1.71,0.692,0.355,3.07,3.27,1.28,8.38,0.0165,1,"lm.nb","NM_005514.6:1247"
"IL32-mRNA",1.82,0.747,0.356,3.29,3.53,1.28,9.75,0.0181,1,"lm.nb","NM_004221.4:358"
"CASP1-mRNA",1.16,0.483,0.212,2.11,2.23,1.16,4.31,0.0198,1,"lm.nb","NM_001223.4:1050"
"IRF9-mRNA",1.3,0.553,0.216,2.38,2.46,1.16,5.22,0.0223,1,"lm.nb","NM_006084.4:723"
"FBP1-mRNA",-0.94,0.404,-1.73,-0.149,0.521,0.301,0.902,0.0235,1,"lm.nb","NM_001127628.1:488"
"CX3CL1-mRNA",1.24,0.558,0.142,2.33,2.35,1.1,5.02,0.0309,1,"lm.nb","NM_002996.3:1850"
"DPP4-mRNA",1.61,0.735,0.174,3.05,3.06,1.13,8.3,0.0322,1,"lm.nb","NM_001935.3:1861"
"TMEM140-mRNA",1.15,0.531,0.113,2.2,2.23,1.08,4.58,0.0341,1,"lm.nb","NM_018295.3:377"
"CCL20-mRNA",-2.14,0.997,-4.09,-0.182,0.228,0.0588,0.881,0.0365,1,"lm.nb","NM_001130046.1:295"
"HLA-DPB1-mRNA",1.4,0.66,0.108,2.7,2.64,1.08,6.48,0.0382,1,"lm.nb","NM_002121.5:987"
"TRIM21-mRNA",1.63,0.775,0.111,3.15,3.09,1.08,8.86,0.04,1,"lm.nb","NM_003141.3:1190"
"STAT2-mRNA",0.891,0.425,0.0579,1.72,1.85,1.04,3.3,0.0406,1,"lm.nb","NM_005419.2:1965"
"CDKN2A-mRNA",-1.26,0.604,-2.45,-0.0776,0.417,0.184,0.948,0.0413,1,"lm.nb","NM_000077.4:1052"
"PTGS2-mRNA",-1.82,0.886,-3.56,-0.0861,0.283,0.0848,0.942,0.0443,1,"lm.nb","NM_000963.1:495"
"LAMB3-mRNA",-1.51,0.737,-2.95,-0.0625,0.352,0.129,0.958,0.0456,1,"lm.nb","NM_000228.2:3350"
"MYD88-mRNA",0.448,0.231,-0.00522,0.9,1.36,0.996,1.87,0.0577,1,"lm.nb","NM_002468.3:2145"
"ICAM1-mRNA",1.36,0.706,-0.0241,2.74,2.57,0.983,6.7,0.0592,1,"lm.nb","NM_000201.2:2253"
"PARP12-mRNA",1.42,0.746,-0.0399,2.88,2.68,0.973,7.38,0.0617,1,"lm.nb","NM_022750.3:1843"
"ATF3-mRNA",0.738,0.389,-0.025,1.5,1.67,0.983,2.83,0.0631,1,"lm.nb","NM_001674.3:1487"
"DDB2-mRNA",-0.697,0.375,-1.43,0.0388,0.617,0.37,1.03,0.0686,1,"lm.nb","NM_000107.2:1556"
"EOMES-mRNA",-1.55,0.839,-3.19,0.0975,0.342,0.11,1.07,0.0705,1,"lm.nb","NM_001278182.1:1522"
"CD40-mRNA",0.858,0.465,-0.0544,1.77,1.81,0.963,3.41,0.0706,1,"lm.nb","NM_001250.5:166"
"MMP9-mRNA",-1.07,0.579,-2.2,0.0679,0.477,0.217,1.05,0.0707,1,"lm.nb","NM_004994.2:2011"
"VEGFA-mRNA",-0.742,0.406,-1.54,0.0541,0.598,0.344,1.04,0.0731,1,"lm.nb","NM_001171623.1:2212"
"GPSM3-mRNA",-1.12,0.614,-2.32,0.0818,0.46,0.2,1.06,0.0731,1,"lm.nb","NM_001276501.1:915"
"ITGB2-mRNA",-1.47,0.81,-3.06,0.115,0.36,0.12,1.08,0.0744,1,"lm.nb","NM_000211.3:1412"
"MICB-mRNA",0.931,0.515,-0.0781,1.94,1.91,0.947,3.84,0.0759,1,"lm.nb","NM_005931.3:1387"
"LYZ-mRNA",-1.68,0.937,-3.51,0.157,0.312,0.0875,1.11,0.0785,1,"lm.nb","NM_000239.2:381"
"FLNB-mRNA",1.36,0.764,-0.138,2.86,2.57,0.909,7.24,0.0805,1,"lm.nb","NM_001164319.1:8980"
"SLC16A1-mRNA",-1.07,0.605,-2.26,0.112,0.475,0.209,1.08,0.0814,1,"lm.nb","NM_003051.3:635"
"SNAI1-mRNA",-1.1,0.625,-2.32,0.129,0.468,0.2,1.09,0.0849,1,"lm.nb","NM_005985.3:960"
"GPC4-mRNA",0.811,0.47,-0.11,1.73,1.75,0.927,3.32,0.0898,1,"lm.nb","NM_001448.2:820"
"ADAM12-mRNA",-0.684,0.397,-1.46,0.0933,0.622,0.363,1.07,0.0901,1,"lm.nb","NM_003474.5:638"
"TLR3-mRNA",0.953,0.556,-0.136,2.04,1.94,0.91,4.12,0.0917,1,"lm.nb","NM_003265.2:37"
"EIF2AK2-mRNA",0.847,0.495,-0.123,1.82,1.8,0.918,3.52,0.0925,1,"lm.nb","NM_001135652.2:516"
"FOSL1-mRNA",0.718,0.422,-0.109,1.54,1.64,0.927,2.92,0.0943,1,"lm.nb","NM_005438.3:1320"
"JAK2-mRNA",0.974,0.575,-0.154,2.1,1.96,0.899,4.29,0.0961,1,"lm.nb","NM_004972.2:455"
"TNFSF10-mRNA",1.53,0.913,-0.255,3.32,2.9,0.838,10,0.0983,1,"lm.nb","NM_003810.3:155"
"CD69-mRNA",1.05,0.628,-0.18,2.28,2.07,0.883,4.86,0.1,1,"lm.nb","NM_001781.2:88"
"SBNO2-mRNA",1.24,0.752,-0.237,2.71,2.36,0.848,6.54,0.106,1,"lm.nb","NM_001100122.1:1686"
"GLUD1-mRNA",0.613,0.376,-0.125,1.35,1.53,0.917,2.55,0.109,1,"lm.nb","NM_005271.2:2680"
"CD47-mRNA",1.15,0.708,-0.235,2.54,2.22,0.85,5.81,0.109,1,"lm.nb","NM_001777.3:901"
"TAPBPL-mRNA",1.17,0.722,-0.242,2.59,2.25,0.845,6.01,0.11,1,"lm.nb","NM_018009.4:1425"
"PCK2-mRNA",0.524,0.324,-0.11,1.16,1.44,0.926,2.23,0.111,1,"lm.nb","NM_001018073.2:1307"
"TPSAB1/B2-mRNA",-1.4,0.868,-3.1,0.304,0.38,0.117,1.23,0.113,1,"lm.nb","NM_003294.3:556"
"BBS1-mRNA",-0.747,0.465,-1.66,0.163,0.596,0.317,1.12,0.113,1,"lm.nb","NM_024649.4:82"
"PPARGC1B-mRNA",-0.904,0.578,-2.04,0.228,0.534,0.244,1.17,0.123,1,"lm.nb","NM_001172699.1:1010"
"TAPBP-mRNA",0.843,0.54,-0.215,1.9,1.79,0.862,3.74,0.124,1,"lm.nb","NM_003190.4:1082"
"HMGA1-mRNA",1.22,0.798,-0.345,2.78,2.33,0.788,6.88,0.132,1,"lm.nb","NM_145902.2:906"
"BCL2L1-mRNA",0.521,0.349,-0.163,1.2,1.43,0.893,2.31,0.141,1,"lm.nb","NM_001191.3:1421"
"CD3D-mRNA",-1.04,0.699,-2.41,0.328,0.486,0.188,1.26,0.142,1,"lm.nb","NM_000732.4:127"
"ARG2-mRNA",-0.473,0.318,-1.1,0.151,0.721,0.468,1.11,0.143,1,"lm.nb","NM_001172.3:512"
"CD68-mRNA",0.829,0.561,-0.27,1.93,1.78,0.829,3.81,0.145,1,"lm.nb","NM_001251.2:1140"
"RIPK1-mRNA",0.861,0.584,-0.284,2.01,1.82,0.821,4.02,0.146,1,"lm.nb","NM_003804.3:1304"
"NFATC2-mRNA",-0.742,0.505,-1.73,0.248,0.598,0.301,1.19,0.147,1,"lm.nb","NM_173091.2:1840"
"PARP4-mRNA",0.494,0.337,-0.166,1.15,1.41,0.891,2.23,0.148,1,"lm.nb","NM_006437.3:1399"
"FZD8-mRNA",-0.619,0.425,-1.45,0.213,0.651,0.366,1.16,0.151,1,"lm.nb","NM_031866.1:890"
"ICAM3-mRNA",-0.562,0.389,-1.32,0.2,0.678,0.4,1.15,0.154,1,"lm.nb","NM_002162.3:1225"
"IL10RA-mRNA",-0.897,0.622,-2.12,0.322,0.537,0.231,1.25,0.155,1,"lm.nb","NM_001558.2:150"
"CDKN1A-mRNA",0.577,0.401,-0.21,1.36,1.49,0.865,2.57,0.156,1,"lm.nb","NM_000389.2:1975"
"CCND1-mRNA",0.924,0.643,-0.337,2.18,1.9,0.792,4.55,0.156,1,"lm.nb","NM_053056.2:857"
"PMS2-mRNA",0.976,0.681,-0.359,2.31,1.97,0.78,4.96,0.158,1,"lm.nb","NM_000535.6:894"
"TLR2-mRNA",-0.718,0.506,-1.71,0.272,0.608,0.306,1.21,0.161,1,"lm.nb","NM_001318787.1:484"
"DUSP5-mRNA",0.902,0.637,-0.347,2.15,1.87,0.786,4.44,0.162,1,"lm.nb","NM_004419.3:675"
"WNT7B-mRNA",-1.11,0.783,-2.64,0.427,0.464,0.16,1.34,0.163,1,"lm.nb","NM_058238.2:1874"
"MLANA-mRNA",-0.894,0.635,-2.14,0.35,0.538,0.227,1.27,0.164,1,"lm.nb","NM_005511.1:246"
"PPARG-mRNA",1.11,0.791,-0.439,2.66,2.16,0.738,6.32,0.165,1,"lm.nb","NM_005037.5:434"
"LTB-mRNA",1.08,0.778,-0.442,2.61,2.12,0.736,6.1,0.169,1,"lm.nb","NM_002341.1:330"
"TNFRSF1A-mRNA",0.569,0.419,-0.253,1.39,1.48,0.839,2.62,0.18,1,"lm.nb","NM_001065.2:515"
"PVRIG-mRNA",-0.825,0.61,-2.02,0.371,0.564,0.246,1.29,0.182,1,"lm.nb","NM_024070.3:1390"
"MICA-mRNA",0.868,0.642,-0.392,2.13,1.82,0.762,4.37,0.182,1,"lm.nb","NM_000247.1:550"
"IRF7-mRNA",0.757,0.564,-0.348,1.86,1.69,0.786,3.63,0.185,1,"lm.nb","NM_004029.2:1705"
"SAMD9-mRNA",0.615,0.465,-0.297,1.53,1.53,0.814,2.88,0.192,1,"lm.nb","NM_017654.3:490"
"PDZK1IP1-mRNA",1.15,0.882,-0.578,2.88,2.22,0.67,7.35,0.198,1,"lm.nb","NM_005764.3:229"
"ITGA6-mRNA",0.626,0.484,-0.322,1.57,1.54,0.8,2.98,0.201,1,"lm.nb","NM_001316306.1:1982"
"NBN-mRNA",0.871,0.677,-0.456,2.2,1.83,0.729,4.59,0.203,1,"lm.nb","NM_002485.4:1046"
"RICTOR-mRNA",0.965,0.751,-0.506,2.44,1.95,0.704,5.42,0.204,1,"lm.nb","NM_001285439.1:117"
"PTPRC-mRNA",-0.798,0.621,-2.01,0.419,0.575,0.247,1.34,0.204,1,"lm.nb","NM_080921.3:99"
"BNIP3-mRNA",-0.543,0.426,-1.38,0.292,0.686,0.385,1.22,0.208,1,"lm.nb","NM_004052.3:116"
"MET-mRNA",0.787,0.619,-0.427,2,1.73,0.744,4,0.209,1,"lm.nb","NM_000245.2:1488"
"HLA-A-mRNA",0.743,0.59,-0.414,1.9,1.67,0.75,3.73,0.213,1,"lm.nb","NM_002116.7:298"
"RIPK2-mRNA",0.553,0.443,-0.315,1.42,1.47,0.804,2.68,0.217,1,"lm.nb","NM_003821.5:1306"
"TGFBR1-mRNA",-0.41,0.331,-1.06,0.239,0.753,0.48,1.18,0.221,1,"lm.nb","NM_001130916.2:3011"
"BAD-mRNA",-0.51,0.413,-1.32,0.3,0.702,0.4,1.23,0.222,1,"lm.nb","NM_004322.3:963"
"ALDOC-mRNA",-0.625,0.508,-1.62,0.37,0.648,0.325,1.29,0.223,1,"lm.nb","NM_005165.2:335"
"STAT3-mRNA",0.988,0.806,-0.591,2.57,1.98,0.664,5.93,0.225,1,"lm.nb","NM_003150.3:2936"
"IL6-mRNA",-0.735,0.6,-1.91,0.441,0.601,0.266,1.36,0.226,1,"lm.nb","NM_000600.3:484"
"ENTPD1-mRNA",-0.785,0.645,-2.05,0.479,0.58,0.242,1.39,0.228,1,"lm.nb","NM_001098175.1:1418"
"TICAM1-mRNA",0.872,0.717,-0.533,2.28,1.83,0.691,4.84,0.229,1,"lm.nb","NM_182919.3:2552"
"TGFBR2-mRNA",0.631,0.531,-0.409,1.67,1.55,0.753,3.18,0.24,1,"lm.nb","NM_001024847.2:870"
"MS4A1-mRNA",-0.665,0.564,-1.77,0.441,0.631,0.293,1.36,0.244,1,"lm.nb","NM_021950.3:161"
"OLFML2B-mRNA",-0.691,0.594,-1.85,0.472,0.619,0.276,1.39,0.249,1,"lm.nb","NM_015441.1:2920"
"ERBB2-mRNA",0.845,0.726,-0.579,2.27,1.8,0.67,4.82,0.249,1,"lm.nb","NM_004448.2:2405"
"IL33-mRNA",-0.738,0.635,-1.98,0.506,0.599,0.253,1.42,0.25,1,"lm.nb","NM_033439.3:1842"
"SLC1A5-mRNA",0.723,0.625,-0.502,1.95,1.65,0.706,3.86,0.252,1,"lm.nb","NM_001145144.1:648"
"BRD4-mRNA",0.92,0.797,-0.641,2.48,1.89,0.641,5.59,0.253,1,"lm.nb","NM_001330384.1:2083"
"CASP3-mRNA",0.448,0.389,-0.315,1.21,1.36,0.804,2.31,0.255,1,"lm.nb","NM_032991.2:1002"
"TNFRSF10D-mRNA",-0.611,0.547,-1.68,0.462,0.655,0.311,1.38,0.269,1,"lm.nb","NM_003840.4:838"
"ICAM2-mRNA",0.886,0.795,-0.671,2.44,1.85,0.628,5.44,0.27,1,"lm.nb","NM_000873.3:415"
"FYN-mRNA",-0.787,0.71,-2.18,0.605,0.58,0.221,1.52,0.273,1,"lm.nb","NM_002037.5:2125"
"H2AFX-mRNA",0.641,0.58,-0.495,1.78,1.56,0.709,3.43,0.274,1,"lm.nb","NM_002105.2:521"
"PALMD-mRNA",-0.731,0.662,-2.03,0.567,0.603,0.245,1.48,0.274,1,"lm.nb","NM_017734.4:224"
"CHUK-mRNA",0.865,0.786,-0.676,2.41,1.82,0.626,5.3,0.276,1,"lm.nb","NM_001278.4:3263"
"C1QB-mRNA",0.783,0.724,-0.636,2.2,1.72,0.643,4.6,0.284,1,"lm.nb","NM_000491.3:816"
"RBL2-mRNA",0.709,0.659,-0.583,2,1.63,0.667,4,0.287,1,"lm.nb","NM_001323611.1:1085"
"ADM-mRNA",-0.588,0.553,-1.67,0.496,0.665,0.314,1.41,0.292,1,"lm.nb","NM_001124.2:1413"
"IRF3-mRNA",0.677,0.638,-0.573,1.93,1.6,0.672,3.8,0.293,1,"lm.nb","NM_001197122.1:607"
"FCGRT-mRNA",0.711,0.672,-0.606,2.03,1.64,0.657,4.08,0.295,1,"lm.nb","NM_004107.4:1260"
"BRD3-mRNA",0.624,0.596,-0.544,1.79,1.54,0.686,3.46,0.299,1,"lm.nb","NM_007371.3:2621"
"CRABP2-mRNA",0.466,0.445,-0.406,1.34,1.38,0.754,2.53,0.3,1,"lm.nb","NM_001199723.1:802"
"TREM2-mRNA",-0.652,0.625,-1.88,0.572,0.636,0.272,1.49,0.301,1,"lm.nb","NM_018965.3:848"
"IFNGR2-mRNA",1.21,1.16,-1.07,3.49,2.31,0.475,11.3,0.304,1,"loglinear","NM_005534.3:1963"
"CXCR2-mRNA",-0.665,0.643,-1.93,0.595,0.631,0.263,1.51,0.305,1,"lm.nb","NM_001557.3:409"
"ITGB3-mRNA",0.61,0.595,-0.556,1.78,1.53,0.68,3.42,0.31,1,"lm.nb","NM_000212.2:4485"
"CDC20-mRNA",0.689,0.673,-0.63,2.01,1.61,0.646,4.02,0.31,1,"lm.nb","NM_001255.1:915"
"EPM2AIP1-mRNA",0.508,0.502,-0.476,1.49,1.42,0.719,2.81,0.316,1,"lm.nb","NM_014805.3:1322"
"NFKB2-mRNA",0.305,0.306,-0.294,0.905,1.24,0.816,1.87,0.322,1,"lm.nb","NM_001077494.3:1986"
"VEGFC-mRNA",0.669,0.674,-0.652,1.99,1.59,0.636,3.97,0.325,1,"lm.nb","NM_005429.4:588"
"VTCN1-mRNA",-0.558,0.567,-1.67,0.553,0.679,0.314,1.47,0.329,1,"lm.nb","NM_001253849.1:871"
"NFKBIA-mRNA",0.772,0.785,-0.767,2.31,1.71,0.588,4.96,0.33,1,"lm.nb","NM_020529.2:1361"
"PIK3CA-mRNA",0.532,0.543,-0.533,1.6,1.45,0.691,3.02,0.332,1,"lm.nb","NM_006218.2:3296"
"ATM-mRNA",0.423,0.434,-0.427,1.27,1.34,0.744,2.42,0.333,1,"lm.nb","NM_000051.3:393"
"NF1-mRNA",0.747,0.767,-0.757,2.25,1.68,0.592,4.76,0.335,1,"lm.nb","NM_000267.3:1260"
"ITGA1-mRNA",-0.543,0.56,-1.64,0.554,0.686,0.321,1.47,0.336,1,"lm.nb","NM_181501.1:502"
"FPR3-mRNA",-0.642,0.662,-1.94,0.656,0.641,0.261,1.58,0.336,1,"lm.nb","NM_002030.4:733"
"SPP1-mRNA",0.789,0.815,-0.808,2.39,1.73,0.571,5.23,0.337,1,"lm.nb","NM_000582.2:760"
"TTC30A-mRNA",0.281,0.291,-0.289,0.852,1.22,0.818,1.8,0.338,1,"lm.nb","NM_152275.3:2492"
"SREBF1-mRNA",0.808,0.838,-0.835,2.45,1.75,0.561,5.46,0.339,1,"lm.nb","NM_001005291.1:1392"
"MYC-mRNA",0.73,0.759,-0.758,2.22,1.66,0.591,4.65,0.341,1,"lm.nb","NM_002467.3:1615"
"HES1-mRNA",-0.427,0.448,-1.31,0.45,0.744,0.405,1.37,0.344,1,"lm.nb","NM_005524.2:860"
"UBE2T-mRNA",0.458,0.48,-0.483,1.4,1.37,0.716,2.64,0.344,1,"lm.nb","NM_014176.1:50"
"GOT1-mRNA",0.509,0.536,-0.542,1.56,1.42,0.687,2.95,0.347,1,"lm.nb","NM_002079.2:568"
"P4HA1-mRNA",-0.321,0.34,-0.987,0.345,0.8,0.504,1.27,0.348,1,"lm.nb","NM_000917.3:805"
"HLA-DRB1-mRNA",0.721,0.764,-0.775,2.22,1.65,0.584,4.65,0.349,1,"lm.nb","NM_002124.3:1016"
"BAX-mRNA",0.495,0.532,-0.548,1.54,1.41,0.684,2.9,0.356,1,"lm.nb","NM_004324.3:330"
"ANGPTL4-mRNA",-0.592,0.642,-1.85,0.667,0.664,0.277,1.59,0.361,1,"lm.nb","NM_001039667.2:1088"
"GLS-mRNA",0.354,0.384,-0.399,1.11,1.28,0.759,2.15,0.361,1,"lm.nb","NM_014905.4:165"
"TNFRSF14-mRNA",0.457,0.496,-0.515,1.43,1.37,0.7,2.69,0.361,1,"lm.nb","NM_003820.3:503"
"NT5E-mRNA",0.65,0.708,-0.737,2.04,1.57,0.6,4.11,0.362,1,"lm.nb","NM_002526.3:3526"
"CXCL5-mRNA",-0.67,0.742,-2.12,0.784,0.628,0.229,1.72,0.37,1,"lm.nb","NM_002994.4:475"
"CXCR4-mRNA",-0.667,0.741,-2.12,0.785,0.63,0.23,1.72,0.372,1,"lm.nb","NM_001008540.1:1060"
"IL1R2-mRNA",-0.586,0.652,-1.86,0.693,0.666,0.275,1.62,0.373,1,"lm.nb","NR_048564.1:949"
"LCK-mRNA",-0.54,0.603,-1.72,0.642,0.688,0.303,1.56,0.374,1,"lm.nb","NM_005356.4:1723"
"KRAS-mRNA",0.295,0.33,-0.352,0.941,1.23,0.784,1.92,0.376,1,"lm.nb","NM_004985.3:1790"
"RAD50-mRNA",0.591,0.672,-0.726,1.91,1.51,0.605,3.75,0.383,1,"lm.nb","NM_005732.3:1357"
"NFKB1-mRNA",0.526,0.598,-0.647,1.7,1.44,0.639,3.25,0.383,1,"lm.nb","NM_003998.3:2920"
"BBC3-mRNA",0.444,0.507,-0.55,1.44,1.36,0.683,2.71,0.385,1,"lm.nb","NM_014417.4:1310"
"TP53-mRNA",0.736,0.842,-0.914,2.39,1.66,0.531,5.22,0.386,1,"lm.nb","NM_000546.2:1330"
"CEACAM3-mRNA",0.568,0.655,-0.715,1.85,1.48,0.609,3.61,0.389,1,"lm.nb","NM_001277163.2:807"
"BRCA2-mRNA",0.64,0.739,-0.808,2.09,1.56,0.571,4.25,0.39,1,"lm.nb","NM_000059.3:1373"
"TCF3-mRNA",0.68,0.788,-0.864,2.22,1.6,0.55,4.67,0.392,1,"lm.nb","NM_003200.3:276"
"NECTIN2-mRNA",0.673,0.785,-0.865,2.21,1.59,0.549,4.63,0.395,1,"lm.nb","NM_001042724.1:1120"
"TBX21-mRNA",-0.512,0.607,-1.7,0.676,0.701,0.308,1.6,0.402,1,"lm.nb","NM_013351.1:1380"
"PRKCA-mRNA",0.381,0.455,-0.511,1.27,1.3,0.702,2.42,0.406,1,"lm.nb","NM_002737.2:818"
"DNMT1-mRNA",0.487,0.583,-0.656,1.63,1.4,0.635,3.09,0.407,1,"lm.nb","NM_001130823.2:2500"
"PIK3R2-mRNA",-0.416,0.498,-1.39,0.56,0.75,0.381,1.47,0.407,1,"lm.nb","NM_005027.3:344"
"APOE-mRNA",-0.532,0.637,-1.78,0.717,0.692,0.291,1.64,0.408,1,"lm.nb","NM_000041.2:96"
"CASP9-mRNA",0.431,0.518,-0.584,1.45,1.35,0.667,2.72,0.409,1,"lm.nb","XM_011542270.1:326"
"CD70-mRNA",-0.369,0.446,-1.24,0.504,0.774,0.423,1.42,0.411,1,"lm.nb","NM_001252.3:420"
"HK1-mRNA",0.288,0.349,-0.396,0.972,1.22,0.76,1.96,0.412,1,"lm.nb","NM_000188.2:3355"
"E2F3-mRNA",0.822,0.998,-1.13,2.78,1.77,0.456,6.86,0.414,1,"loglinear","NM_001243076.2:2707"
"HIF1A-mRNA",0.576,0.705,-0.805,1.96,1.49,0.572,3.88,0.417,1,"lm.nb","NM_181054.2:930"
"MKI67-mRNA",0.793,0.974,-1.12,2.7,1.73,0.461,6.51,0.419,1,"lm.nb","NM_002417.2:2005"
"PTEN-mRNA",0.567,0.699,-0.803,1.94,1.48,0.573,3.83,0.421,1,"lm.nb","NM_000314.6:6696"
"LILRA1-mRNA",-0.464,0.578,-1.6,0.669,0.725,0.331,1.59,0.426,1,"lm.nb","NM_001278318.1:486"
"CD14-mRNA",-0.562,0.705,-1.94,0.82,0.677,0.26,1.77,0.429,1,"lm.nb","NM_001174105.1:1020"
"ANLN-mRNA",0.688,0.865,-1.01,2.38,1.61,0.497,5.22,0.43,1,"lm.nb","NM_018685.2:240"
"EZH2-mRNA",0.27,0.34,-0.398,0.937,1.21,0.759,1.91,0.432,1,"lm.nb","NM_004456.4:1596"
"FCGR3A/B-mRNA",-0.569,0.719,-1.98,0.841,0.674,0.254,1.79,0.433,1,"lm.nb","NM_000570.4:255"
"CYBB-mRNA",-0.558,0.712,-1.95,0.837,0.679,0.258,1.79,0.436,1,"lm.nb","NM_000397.3:1034"
"SRP54-mRNA",0.454,0.582,-0.687,1.59,1.37,0.621,3.02,0.439,1,"lm.nb","NM_001146282.1:951"
"CSF1R-mRNA",-0.514,0.661,-1.81,0.783,0.7,0.285,1.72,0.441,1,"lm.nb","NM_005211.3:958"
"TNKS-mRNA",0.55,0.713,-0.848,1.95,1.46,0.556,3.86,0.444,1,"lm.nb","NM_003747.2:1948"
