"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CD3D-mRNA",-2.34,0.905,-4.12,-0.567,0.197,0.0577,0.675,0.0123,1,"lm.nb","NM_000732.4:127"
"VTCN1-mRNA",-1.86,0.733,-3.3,-0.427,0.275,0.101,0.744,0.0138,1,"lm.nb","NM_001253849.1:871"
"TLR2-mRNA",-1.61,0.637,-2.86,-0.363,0.327,0.138,0.778,0.0143,1,"lm.nb","NM_001318787.1:484"
"WNT7B-mRNA",-2.37,0.952,-4.23,-0.502,0.194,0.0531,0.706,0.0159,1,"lm.nb","NM_058238.2:1874"
"ADM-mRNA",-1.62,0.683,-2.96,-0.286,0.324,0.128,0.82,0.0208,1,"lm.nb","NM_001124.2:1413"
"FCGR3A/B-mRNA",-2.17,0.922,-3.97,-0.359,0.223,0.0637,0.78,0.0224,1,"lm.nb","NM_000570.4:255"
"AQP9-mRNA",-2.17,0.924,-3.98,-0.357,0.222,0.0633,0.781,0.0225,1,"lm.nb","NM_001320635.1:753"
"MS4A1-mRNA",-1.63,0.715,-3.03,-0.224,0.324,0.123,0.856,0.0269,1,"lm.nb","NM_021950.3:161"
"CXCR2-mRNA",-1.87,0.824,-3.49,-0.257,0.273,0.0892,0.837,0.0269,1,"lm.nb","NM_001557.3:409"
"NEIL1-mRNA",-1.58,0.719,-2.99,-0.173,0.334,0.126,0.887,0.0319,1,"lm.nb","NM_024608.2:1675"
"LCK-mRNA",-1.69,0.774,-3.2,-0.169,0.311,0.109,0.889,0.0336,1,"lm.nb","NM_005356.4:1723"
"BATF3-mRNA",-1.2,0.555,-2.29,-0.112,0.435,0.205,0.926,0.035,1,"lm.nb","NM_018664.2:725"
"MLANA-mRNA",-1.79,0.829,-3.41,-0.162,0.29,0.094,0.893,0.0354,1,"lm.nb","NM_005511.1:246"
"IL6-mRNA",-1.55,0.723,-2.97,-0.137,0.341,0.128,0.909,0.0359,1,"lm.nb","NM_000600.3:484"
"FPR3-mRNA",-1.8,0.845,-3.46,-0.145,0.287,0.0911,0.904,0.0374,1,"lm.nb","NM_002030.4:733"
"BCL2L1-mRNA",0.889,0.418,0.0695,1.71,1.85,1.05,3.27,0.0379,1,"lm.nb","NM_001191.3:1421"
"KIR2DL3-mRNA",-1.57,0.752,-3.04,-0.0914,0.338,0.121,0.939,0.042,1,"lm.nb","NM_015868.2:145"
"ANGPTL4-mRNA",-1.6,0.785,-3.14,-0.0621,0.33,0.114,0.958,0.0462,1,"lm.nb","NM_001039667.2:1088"
"PTPRC-mRNA",-1.63,0.801,-3.2,-0.0547,0.324,0.109,0.963,0.0473,1,"lm.nb","NM_080921.3:99"
"ALDOC-mRNA",-1.23,0.632,-2.47,0.00644,0.426,0.18,1,0.0562,1,"lm.nb","NM_005165.2:335"
"BAD-mRNA",-0.998,0.518,-2.01,0.016,0.501,0.248,1.01,0.0588,1,"lm.nb","NM_004322.3:963"
"CCL20-mRNA",-2.28,1.19,-4.61,0.0584,0.206,0.0409,1.04,0.0611,1,"lm.nb","NM_001130046.1:295"
"IL10RA-mRNA",-1.47,0.775,-2.99,0.0495,0.361,0.126,1.03,0.0631,1,"lm.nb","NM_001558.2:150"
"TREM2-mRNA",-1.49,0.79,-3.04,0.062,0.357,0.122,1.04,0.0651,1,"lm.nb","NM_018965.3:848"
"CXCL14-mRNA",0.887,0.478,-0.0492,1.82,1.85,0.966,3.54,0.0686,1,"lm.nb","NM_004887.4:990"
"GPC4-mRNA",1.04,0.564,-0.063,2.15,2.06,0.957,4.43,0.0698,1,"lm.nb","NM_001448.2:820"
"ICAM3-mRNA",-0.857,0.48,-1.8,0.0842,0.552,0.287,1.06,0.0797,1,"lm.nb","NM_002162.3:1225"
"PLOD2-mRNA",-0.872,0.497,-1.85,0.103,0.546,0.278,1.07,0.0849,1,"lm.nb","NM_182943.2:2588"
"GLUD1-mRNA",0.799,0.458,-0.0992,1.7,1.74,0.934,3.24,0.0867,1,"lm.nb","NM_005271.2:2680"
"CCL18-mRNA",-0.724,0.424,-1.55,0.106,0.605,0.34,1.08,0.0929,1,"lm.nb","NM_002988.3:45"
"KIR3DL1-mRNA",-1.51,0.897,-3.27,0.246,0.351,0.104,1.19,0.0975,1,"lm.nb","NM_001322168.1:466"
"MMP9-mRNA",-1.2,0.717,-2.61,0.2,0.434,0.164,1.15,0.0983,1,"lm.nb","NM_004994.2:2011"
"CLEC4E-mRNA",-1.23,0.735,-2.67,0.208,0.425,0.157,1.15,0.099,1,"lm.nb","NM_014358.3:1392"
"FLT1-mRNA",-1.82,1.09,-3.95,0.307,0.283,0.0648,1.24,0.0992,1,"lm.nb","NM_002019.4:530"
"FBP1-mRNA",-0.811,0.484,-1.76,0.139,0.57,0.295,1.1,0.0998,1,"lm.nb","NM_001127628.1:488"
"PALMD-mRNA",-1.4,0.835,-3.03,0.242,0.38,0.122,1.18,0.1,1,"lm.nb","NM_017734.4:224"
"SLC16A1-mRNA",-1.24,0.744,-2.7,0.217,0.423,0.154,1.16,0.101,1,"lm.nb","NM_003051.3:635"
"GIMAP4-mRNA",-1.37,0.821,-2.97,0.243,0.388,0.127,1.18,0.102,1,"lm.nb","NM_018326.2:315"
"TGFBR2-mRNA",1.07,0.645,-0.195,2.33,2.1,0.874,5.05,0.103,1,"lm.nb","NM_001024847.2:870"
"TGFB1-mRNA",0.703,0.431,-0.142,1.55,1.63,0.906,2.93,0.109,1,"lm.nb","NM_000660.4:1473"
"BIRC3-mRNA",-1.03,0.641,-2.28,0.229,0.491,0.206,1.17,0.115,1,"lm.nb","NM_001165.4:6567"
"ITGA1-mRNA",-1.09,0.683,-2.43,0.246,0.469,0.185,1.19,0.115,1,"lm.nb","NM_181501.1:502"
"FZD8-mRNA",-0.81,0.511,-1.81,0.191,0.57,0.285,1.14,0.118,1,"lm.nb","NM_031866.1:890"
"HEY1-mRNA",-1.23,0.779,-2.76,0.295,0.426,0.148,1.23,0.119,1,"lm.nb","NM_001040708.1:1859"
"BBS1-mRNA",-0.89,0.567,-2,0.221,0.539,0.25,1.17,0.122,1,"lm.nb","NM_024649.4:82"
"VEGFC-mRNA",-1.37,0.875,-3.09,0.342,0.386,0.118,1.27,0.122,1,"lm.nb","NM_005429.4:588"
"TNFRSF10C-mRNA",1.06,0.674,-0.263,2.38,2.08,0.833,5.2,0.122,1,"lm.nb","NM_003841.3:682"
"CD14-mRNA",-1.36,0.871,-3.06,0.351,0.391,0.12,1.28,0.125,1,"lm.nb","NM_001174105.1:1020"
"IFITM1-mRNA",-1.22,0.789,-2.77,0.323,0.428,0.146,1.25,0.127,1,"lm.nb","NM_003641.3:536"
"SLC2A1-mRNA",-0.887,0.573,-2.01,0.237,0.541,0.248,1.18,0.128,1,"lm.nb","NM_006516.2:264"
"IFNGR2-mRNA",2.2,1.42,-0.591,4.98,4.58,0.664,31.6,0.128,1,"loglinear","NM_005534.3:1963"
"TRAF1-mRNA",-0.957,0.621,-2.17,0.26,0.515,0.222,1.2,0.129,1,"lm.nb","NM_001190945.1:712"
"EPCAM-mRNA",1.26,0.818,-0.345,2.86,2.39,0.788,7.26,0.13,1,"lm.nb","NM_002354.2:499"
"S100A8-mRNA",-1.45,0.944,-3.3,0.402,0.366,0.102,1.32,0.131,1,"lm.nb","NM_002964.4:365"
"NFATC2-mRNA",-0.98,0.641,-2.24,0.276,0.507,0.212,1.21,0.132,1,"lm.nb","NM_173091.2:1840"
"TLR5-mRNA",-1.07,0.706,-2.46,0.31,0.475,0.182,1.24,0.134,1,"lm.nb","NM_003268.5:2570"
"IRF2-mRNA",-0.546,0.36,-1.25,0.159,0.685,0.42,1.12,0.135,1,"lm.nb","NM_002199.3:1624"
"LAMC2-mRNA",1.6,1.06,-0.485,3.68,3.03,0.715,12.8,0.138,1,"lm.nb","NM_005562.2:1027"
"CX3CL1-mRNA",1.01,0.678,-0.316,2.34,2.02,0.803,5.07,0.141,1,"lm.nb","NM_002996.3:1850"
"RIPK2-mRNA",0.806,0.54,-0.252,1.86,1.75,0.84,3.64,0.141,1,"lm.nb","NM_003821.5:1306"
"TNFSF10-mRNA",1.64,1.1,-0.52,3.79,3.11,0.697,13.8,0.143,1,"lm.nb","NM_003810.3:155"
"RASAL1-mRNA",-0.886,0.601,-2.06,0.292,0.541,0.239,1.22,0.146,1,"lm.nb","NM_001193520.1:3097"
"GOT1-mRNA",0.953,0.65,-0.322,2.23,1.94,0.8,4.68,0.148,1,"lm.nb","NM_002079.2:568"
"CCND2-mRNA",1.47,1,-0.496,3.43,2.76,0.709,10.7,0.149,1,"lm.nb","NM_001759.2:5825"
"DUSP5-mRNA",1.14,0.776,-0.385,2.66,2.2,0.766,6.31,0.149,1,"lm.nb","NM_004419.3:675"
"PRKCA-mRNA",0.804,0.55,-0.275,1.88,1.75,0.827,3.68,0.15,1,"lm.nb","NM_002737.2:818"
"LAMB3-mRNA",-1.28,0.884,-3.02,0.451,0.411,0.124,1.37,0.152,1,"lm.nb","NM_000228.2:3350"
"CD276-mRNA",1.22,0.841,-0.432,2.87,2.33,0.741,7.29,0.153,1,"lm.nb","NM_001024736.1:2119"
"NOTCH2-mRNA",0.839,0.587,-0.312,1.99,1.79,0.806,3.97,0.158,1,"lm.nb","NM_024408.3:2842"
"JAK1-mRNA",0.697,0.489,-0.261,1.66,1.62,0.835,3.15,0.159,1,"lm.nb","NM_002227.1:285"
"FCGR2A-mRNA",-1.3,0.915,-3.09,0.493,0.406,0.117,1.41,0.161,1,"lm.nb","NM_021642.3:60"
"DDB2-mRNA",-0.645,0.456,-1.54,0.248,0.639,0.344,1.19,0.162,1,"lm.nb","NM_000107.2:1556"
"FOSL1-mRNA",0.725,0.515,-0.284,1.73,1.65,0.821,3.32,0.165,1,"lm.nb","NM_005438.3:1320"
"CD68-mRNA",0.951,0.684,-0.389,2.29,1.93,0.764,4.9,0.17,1,"lm.nb","NM_001251.2:1140"
"CXCR4-mRNA",-1.26,0.911,-3.05,0.523,0.417,0.121,1.44,0.171,1,"lm.nb","NM_001008540.1:1060"
"SBNO2-mRNA",1.27,0.918,-0.53,3.07,2.41,0.693,8.38,0.172,1,"lm.nb","NM_001100122.1:1686"
"ITGA6-mRNA",0.814,0.589,-0.341,1.97,1.76,0.789,3.91,0.173,1,"lm.nb","NM_001316306.1:1982"
"VCAM1-mRNA",1.19,0.859,-0.498,2.87,2.27,0.708,7.3,0.173,1,"lm.nb","NM_001078.3:2535"
"PMS2-mRNA",1.14,0.828,-0.483,2.76,2.21,0.716,6.79,0.174,1,"lm.nb","NM_000535.6:894"
"NFKB1-mRNA",1,0.729,-0.425,2.43,2.01,0.745,5.4,0.174,1,"lm.nb","NM_003998.3:2920"
"ERBB2-mRNA",1.21,0.882,-0.516,2.94,2.32,0.699,7.69,0.175,1,"lm.nb","NM_004448.2:2405"
"PARP4-mRNA",0.561,0.411,-0.244,1.37,1.48,0.844,2.58,0.177,1,"lm.nb","NM_006437.3:1399"
"OLFML2B-mRNA",-0.991,0.728,-2.42,0.436,0.503,0.187,1.35,0.179,1,"lm.nb","NM_015441.1:2920"
"CASP3-mRNA",0.638,0.476,-0.294,1.57,1.56,0.815,2.97,0.185,1,"lm.nb","NM_032991.2:1002"
"TWF1-mRNA",0.583,0.436,-0.272,1.44,1.5,0.828,2.71,0.187,1,"lm.nb","NM_002822.4:1574"
"NFKB2-mRNA",0.484,0.362,-0.227,1.19,1.4,0.855,2.29,0.187,1,"lm.nb","NM_001077494.3:1986"
"ITGB3-mRNA",0.963,0.724,-0.457,2.38,1.95,0.729,5.21,0.189,1,"lm.nb","NM_000212.2:4485"
"DTX4-mRNA",-1.2,0.901,-2.96,0.57,0.436,0.128,1.48,0.19,1,"lm.nb","NM_015177.1:4820"
"SMAP1-mRNA",0.86,0.65,-0.414,2.13,1.82,0.751,4.39,0.191,1,"lm.nb","NM_001044305.2:823"
"CCL4-mRNA",-1.21,0.919,-3.01,0.593,0.433,0.124,1.51,0.194,1,"lm.nb","NM_002984.2:35"
"STAT1-mRNA",0.671,0.512,-0.333,1.67,1.59,0.794,3.19,0.196,1,"lm.nb","NM_007315.3:239"
"BAX-mRNA",0.849,0.649,-0.422,2.12,1.8,0.746,4.35,0.196,1,"lm.nb","NM_004324.3:330"
"NF1-mRNA",1.22,0.933,-0.611,3.05,2.33,0.655,8.27,0.197,1,"lm.nb","NM_000267.3:1260"
"WDR76-mRNA",-0.503,0.388,-1.26,0.256,0.705,0.417,1.19,0.199,1,"lm.nb","NM_024908.3:1875"
"RBL2-mRNA",1.04,0.805,-0.532,2.62,2.06,0.691,6.15,0.2,1,"lm.nb","NM_001323611.1:1085"
"IER3-mRNA",1.06,0.816,-0.54,2.66,2.08,0.688,6.31,0.2,1,"lm.nb","NM_003897.3:204"
"CTNNB1-mRNA",0.972,0.75,-0.497,2.44,1.96,0.709,5.43,0.2,1,"lm.nb","NM_001098209.1:1938"
"SPP1-mRNA",1.29,0.995,-0.66,3.24,2.44,0.633,9.44,0.2,1,"lm.nb","NM_000582.2:760"
"MICA-mRNA",1.02,0.787,-0.527,2.56,2.02,0.694,5.89,0.202,1,"lm.nb","NM_000247.1:550"
"GLS-mRNA",0.597,0.463,-0.312,1.5,1.51,0.806,2.84,0.203,1,"lm.nb","NM_014905.4:165"
"TNFRSF1A-mRNA",0.655,0.509,-0.343,1.65,1.57,0.788,3.14,0.204,1,"lm.nb","NM_001065.2:515"
"STAT3-mRNA",1.26,0.983,-0.663,3.19,2.4,0.631,9.12,0.204,1,"lm.nb","NM_003150.3:2936"
"LTB-mRNA",1.21,0.947,-0.643,3.07,2.32,0.64,8.4,0.206,1,"lm.nb","NM_002341.1:330"
"RAD51C-mRNA",-0.605,0.474,-1.53,0.323,0.657,0.345,1.25,0.206,1,"lm.nb","NM_058216.2:15"
"APOE-mRNA",-0.997,0.787,-2.54,0.546,0.501,0.172,1.46,0.211,1,"lm.nb","NM_000041.2:96"
"NBN-mRNA",1.04,0.825,-0.572,2.66,2.06,0.673,6.33,0.211,1,"lm.nb","NM_002485.4:1046"
"MET-mRNA",0.953,0.755,-0.527,2.43,1.94,0.694,5.4,0.212,1,"lm.nb","NM_000245.2:1488"
"CYBB-mRNA",-1.11,0.879,-2.83,0.614,0.463,0.14,1.53,0.212,1,"lm.nb","NM_000397.3:1034"
"JAG1-mRNA",1.52,1.21,-0.845,3.89,2.87,0.557,14.8,0.213,1,"lm.nb","NM_000214.2:3509"
"NFKBIA-mRNA",1.21,0.958,-0.67,3.08,2.31,0.628,8.48,0.213,1,"lm.nb","NM_020529.2:1361"
"MICB-mRNA",0.785,0.629,-0.447,2.02,1.72,0.733,4.05,0.217,1,"lm.nb","NM_005931.3:1387"
"MAP3K7-mRNA",0.443,0.355,-0.252,1.14,1.36,0.839,2.2,0.217,1,"lm.nb","NM_003188.3:1178"
"VHL-mRNA",-0.688,0.555,-1.77,0.4,0.621,0.292,1.32,0.22,1,"lm.nb","NM_198156.1:420"
"CDK6-mRNA",1.11,0.9,-0.652,2.88,2.16,0.636,7.35,0.222,1,"lm.nb","NM_001145306.1:1373"
"PARP9-mRNA",1.27,1.03,-0.748,3.28,2.41,0.595,9.74,0.223,1,"lm.nb","NM_001146103.1:1188"
"PIAS4-mRNA",-0.754,0.613,-1.95,0.447,0.593,0.258,1.36,0.224,1,"lm.nb","NM_015897.2:454"
"DPP4-mRNA",1.1,0.891,-0.651,2.84,2.14,0.637,7.17,0.224,1,"lm.nb","NM_001935.3:1861"
"THBS1-mRNA",1.09,0.901,-0.673,2.86,2.13,0.627,7.26,0.23,1,"lm.nb","NM_003246.2:3816"
"BRD4-mRNA",1.18,0.972,-0.727,3.08,2.26,0.604,8.48,0.23,1,"lm.nb","NM_001330384.1:2083"
"PIK3CA-mRNA",0.795,0.661,-0.5,2.09,1.74,0.707,4.26,0.234,1,"lm.nb","NM_006218.2:3296"
"RIPK1-mRNA",0.857,0.715,-0.544,2.26,1.81,0.686,4.78,0.236,1,"lm.nb","NM_003804.3:1304"
"CDKN2B-mRNA",-0.649,0.542,-1.71,0.413,0.638,0.305,1.33,0.236,1,"lm.nb","NM_004936.3:906"
"CCND1-mRNA",0.939,0.785,-0.6,2.48,1.92,0.66,5.57,0.237,1,"lm.nb","NM_053056.2:857"
"SLC1A5-mRNA",0.914,0.764,-0.584,2.41,1.88,0.667,5.32,0.237,1,"lm.nb","NM_001145144.1:648"
"TNFRSF11B-mRNA",0.722,0.606,-0.465,1.91,1.65,0.725,3.76,0.238,1,"lm.nb","NM_002546.3:572"
"CCL7-mRNA",-1.01,0.845,-2.66,0.651,0.498,0.158,1.57,0.239,1,"lm.nb","NM_006273.3:588"
"CD47-mRNA",1.02,0.864,-0.671,2.71,2.03,0.628,6.56,0.242,1,"lm.nb","NM_001777.3:901"
"CHUK-mRNA",1.13,0.958,-0.745,3.01,2.19,0.597,8.07,0.242,1,"lm.nb","NM_001278.4:3263"
"KRAS-mRNA",0.474,0.401,-0.312,1.26,1.39,0.806,2.39,0.242,1,"lm.nb","NM_004985.3:1790"
"MMP7-mRNA",1.48,1.25,-0.975,3.94,2.79,0.509,15.3,0.242,1,"lm.nb","NM_002423.3:265"
"TYMS-mRNA",0.764,0.648,-0.506,2.03,1.7,0.704,4.09,0.243,1,"lm.nb","NM_001071.1:395"
"PRKACB-mRNA",1.09,0.926,-0.727,2.9,2.13,0.604,7.48,0.245,1,"lm.nb","NM_182948.2:805"
"AREG-mRNA",1.47,1.26,-0.996,3.94,2.77,0.502,15.3,0.247,1,"lm.nb","NM_001657.3:717"
"TNFAIP6-mRNA",0.945,0.809,-0.64,2.53,1.92,0.642,5.77,0.248,1,"lm.nb","NM_007115.3:165"
"TCF3-mRNA",1.12,0.959,-0.76,3,2.17,0.591,8,0.248,1,"lm.nb","NM_003200.3:276"
"IFNGR1-mRNA",0.987,0.847,-0.673,2.65,1.98,0.627,6.27,0.249,1,"lm.nb","NM_000416.2:1025"
"SMAD5-mRNA",0.51,0.44,-0.353,1.37,1.42,0.783,2.59,0.252,1,"lm.nb","NM_005903.5:5007"
"HIF1A-mRNA",0.994,0.859,-0.691,2.68,1.99,0.62,6.4,0.252,1,"lm.nb","NM_181054.2:930"
"A2M-mRNA",-1.23,1.06,-3.31,0.857,0.427,0.101,1.81,0.253,1,"lm.nb","NM_000014.4:1685"
"ICAM2-mRNA",1.1,0.956,-0.772,2.98,2.15,0.586,7.87,0.254,1,"lm.nb","NM_000873.3:415"
"BRD3-mRNA",0.837,0.727,-0.587,2.26,1.79,0.666,4.79,0.254,1,"lm.nb","NM_007371.3:2621"
"PDZK1IP1-mRNA",1.23,1.07,-0.865,3.32,2.34,0.549,9.99,0.255,1,"lm.nb","NM_005764.3:229"
"FCGR2B-mRNA",-1.02,0.887,-2.76,0.719,0.493,0.148,1.65,0.255,1,"lm.nb","NM_001002273.1:870"
"EZH2-mRNA",0.472,0.412,-0.336,1.28,1.39,0.792,2.43,0.257,1,"lm.nb","NM_004456.4:1596"
"FLNB-mRNA",1.06,0.932,-0.763,2.89,2.09,0.589,7.42,0.259,1,"lm.nb","NM_001164319.1:8980"
"IGF2R-mRNA",1.13,1,-0.83,3.1,2.19,0.563,8.56,0.262,1,"lm.nb","NM_000876.2:7820"
"HLA-DRA-mRNA",-1.11,0.985,-3.05,0.816,0.462,0.121,1.76,0.262,1,"lm.nb","NM_019111.3:335"
"CRABP2-mRNA",0.614,0.543,-0.451,1.68,1.53,0.731,3.2,0.263,1,"lm.nb","NM_001199723.1:802"
"TNKS-mRNA",0.977,0.866,-0.721,2.67,1.97,0.607,6.38,0.264,1,"lm.nb","NM_003747.2:1948"
"IL32-mRNA",1.02,0.904,-0.754,2.79,2.03,0.593,6.92,0.265,1,"lm.nb","NM_004221.4:358"
"TPM1-mRNA",1.12,0.996,-0.833,3.07,2.17,0.561,8.41,0.266,1,"lm.nb","NM_000366.5:830"
"SIRPA-mRNA",0.578,0.518,-0.436,1.59,1.49,0.739,3.02,0.269,1,"lm.nb","NM_001040023.1:3355"
"BAMBI-mRNA",0.615,0.552,-0.467,1.7,1.53,0.724,3.24,0.27,1,"lm.nb","NM_012342.2:824"
"PROM1-mRNA",0.88,0.792,-0.672,2.43,1.84,0.628,5.4,0.271,1,"lm.nb","NM_001145847.1:596"
"ICAM1-mRNA",0.946,0.86,-0.739,2.63,1.93,0.599,6.2,0.276,1,"lm.nb","NM_000201.2:2253"
"ID4-mRNA",1.17,1.06,-0.915,3.25,2.25,0.53,9.53,0.277,1,"lm.nb","NM_001546.3:2048"
"GOT2-mRNA",0.474,0.432,-0.372,1.32,1.39,0.773,2.5,0.277,1,"lm.nb","NM_002080.3:674"
"SREBF1-mRNA",1.12,1.02,-0.884,3.12,2.17,0.542,8.67,0.279,1,"lm.nb","NM_001005291.1:1392"
"RICTOR-mRNA",1,0.918,-0.799,2.8,2,0.575,6.96,0.281,1,"lm.nb","NM_001285439.1:117"
"FCGRT-mRNA",0.89,0.821,-0.719,2.5,1.85,0.608,5.65,0.283,1,"lm.nb","NM_004107.4:1260"
"BMP2-mRNA",0.465,0.43,-0.377,1.31,1.38,0.77,2.48,0.284,1,"lm.nb","NM_001200.3:1193"
"CXCL5-mRNA",-0.959,0.888,-2.7,0.782,0.514,0.154,1.72,0.285,1,"lm.nb","NM_002994.4:475"
"DNMT1-mRNA",0.767,0.712,-0.627,2.16,1.7,0.647,4.47,0.286,1,"lm.nb","NM_001130823.2:2500"
"RAD50-mRNA",0.874,0.818,-0.728,2.48,1.83,0.604,5.57,0.29,1,"lm.nb","NM_005732.3:1357"
"NRAS-mRNA",0.467,0.438,-0.392,1.33,1.38,0.762,2.51,0.292,1,"lm.nb","NM_002524.4:2168"
"E2F3-mRNA",1.3,1.22,-1.09,3.68,2.45,0.469,12.8,0.292,1,"loglinear","NM_001243076.2:2707"
"TAP1-mRNA",1.08,1.02,-0.928,3.09,2.11,0.526,8.51,0.296,1,"lm.nb","NM_000593.5:1000"
"DAB2-mRNA",0.551,0.524,-0.477,1.58,1.46,0.718,2.99,0.298,1,"lm.nb","NM_001244871.1:2475"
"ITPK1-mRNA",-0.349,0.333,-1,0.303,0.785,0.5,1.23,0.299,1,"lm.nb","NM_001142593.2:958"
"EIF2AK2-mRNA",0.631,0.605,-0.554,1.82,1.55,0.681,3.52,0.301,1,"lm.nb","NM_001135652.2:516"
"NECTIN2-mRNA",0.987,0.955,-0.885,2.86,1.98,0.542,7.25,0.306,1,"lm.nb","NM_001042724.1:1120"
"TICAM1-mRNA",0.9,0.872,-0.809,2.61,1.87,0.571,6.1,0.306,1,"lm.nb","NM_182919.3:2552"
"PPARG-mRNA",0.987,0.958,-0.891,2.87,1.98,0.539,7.29,0.307,1,"lm.nb","NM_005037.5:434"
"H2AFX-mRNA",0.721,0.708,-0.666,2.11,1.65,0.63,4.31,0.313,1,"lm.nb","NM_002105.2:521"
"TP53-mRNA",1.04,1.03,-0.966,3.06,2.06,0.512,8.32,0.313,1,"lm.nb","NM_000546.2:1330"
"ITGAV-mRNA",0.696,0.685,-0.646,2.04,1.62,0.639,4.11,0.314,1,"lm.nb","NM_001144999.2:2701"
"SRP54-mRNA",0.713,0.709,-0.676,2.1,1.64,0.626,4.29,0.319,1,"lm.nb","NM_001146282.1:951"
"PFKM-mRNA",-0.367,0.365,-1.08,0.349,0.776,0.472,1.27,0.32,1,"lm.nb","NM_000289.5:2672"
"MTOR-mRNA",0.754,0.752,-0.72,2.23,1.69,0.607,4.68,0.321,1,"lm.nb","NM_004958.3:3444"
"ROCK1-mRNA",0.873,0.874,-0.84,2.59,1.83,0.559,6.01,0.322,1,"lm.nb","NM_005406.2:3796"
"ATM-mRNA",0.529,0.531,-0.512,1.57,1.44,0.701,2.97,0.324,1,"lm.nb","NM_000051.3:393"
"PTEN-mRNA",0.842,0.852,-0.827,2.51,1.79,0.564,5.7,0.327,1,"lm.nb","NM_000314.6:6696"
"RPL23-mRNA",0.91,0.922,-0.897,2.72,1.88,0.537,6.57,0.328,1,"lm.nb","NM_000978.3:100"
"NT5E-mRNA",0.848,0.859,-0.837,2.53,1.8,0.56,5.78,0.328,1,"lm.nb","NM_002526.3:3526"
