"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"PSMB9-mRNA",-1.94,0.576,-3.07,-0.816,0.26,0.119,0.568,0.00123,0.0509,"lm.nb","NM_002800.4:394"
"BAMBI-mRNA",-1.46,0.433,-2.3,-0.607,0.365,0.203,0.656,0.00128,0.0521,"lm.nb","NM_012342.2:824"
"PIK3R1-mRNA",-2.02,0.61,-3.21,-0.823,0.247,0.108,0.565,0.0015,0.0605,"lm.nb","NM_001242466.1:889"
"PPARGC1B-mRNA",1.44,0.446,0.566,2.31,2.71,1.48,4.97,0.00192,0.0762,"lm.nb","NM_001172699.1:1010"
"APOL6-mRNA",-1.78,0.552,-2.86,-0.696,0.292,0.138,0.617,0.00198,0.0773,"lm.nb","NM_030641.3:289"
"DEPTOR-mRNA",-1.44,0.447,-2.31,-0.561,0.369,0.201,0.678,0.00201,0.0773,"lm.nb","NM_001283012.1:1141"
"NFATC2-mRNA",1.5,0.468,0.584,2.42,2.83,1.5,5.35,0.00206,0.0781,"lm.nb","NM_173091.2:1840"
"FCGR2A-mRNA",-1.68,0.525,-2.71,-0.652,0.312,0.153,0.636,0.00208,0.0781,"lm.nb","NM_021642.3:60"
"GLUL-mRNA",-1.33,0.42,-2.15,-0.507,0.398,0.225,0.704,0.00232,0.0857,"lm.nb","NM_002065.6:1485"
"LILRA1-mRNA",1.57,0.495,0.595,2.54,2.96,1.51,5.8,0.00236,0.0861,"lm.nb","NM_001278318.1:486"
"PROM1-mRNA",-1.8,0.573,-2.92,-0.677,0.287,0.132,0.625,0.0025,0.0899,"lm.nb","NM_001145847.1:596"
"IFIT3-mRNA",-1.53,0.492,-2.49,-0.564,0.347,0.178,0.677,0.00277,0.0984,"lm.nb","NM_001031683.3:712"
"IRF9-mRNA",-1.19,0.383,-1.94,-0.435,0.44,0.261,0.74,0.00286,0.0997,"lm.nb","NM_006084.4:723"
"NECTIN2-mRNA",-1.93,0.622,-3.15,-0.705,0.263,0.113,0.613,0.00289,0.0997,"lm.nb","NM_001042724.1:1120"
"IFNGR1-mRNA",-1.55,0.503,-2.54,-0.567,0.341,0.172,0.675,0.00294,0.1,"lm.nb","NM_000416.2:1025"
"FCGRT-mRNA",-1.6,0.519,-2.62,-0.583,0.33,0.163,0.667,0.00297,0.1,"lm.nb","NM_004107.4:1260"
"EXO1-mRNA",1.25,0.414,0.434,2.06,2.37,1.35,4.16,0.00372,0.124,"lm.nb","NM_006027.3:820"
"FUT4-mRNA",1.16,0.39,0.4,1.93,2.24,1.32,3.8,0.00393,0.129,"lm.nb","NM_002033.3:1151"
"TNFRSF1A-mRNA",-0.975,0.33,-1.62,-0.328,0.509,0.325,0.797,0.00432,0.14,"lm.nb","NM_001065.2:515"
"THBS1-mRNA",-1.71,0.584,-2.85,-0.566,0.306,0.138,0.676,0.00464,0.149,"lm.nb","NM_003246.2:3816"
"IFIH1-mRNA",-1.56,0.538,-2.62,-0.511,0.338,0.163,0.702,0.00489,0.155,"lm.nb","NM_022168.3:3250"
"PARP9-mRNA",-1.92,0.669,-3.24,-0.613,0.263,0.106,0.654,0.00539,0.169,"lm.nb","NM_001146103.1:1188"
"MMP9-mRNA",1.32,0.461,0.417,2.23,2.5,1.34,4.68,0.00558,0.173,"lm.nb","NM_004994.2:2011"
"PSMB8-mRNA",-0.856,0.3,-1.44,-0.267,0.553,0.367,0.831,0.0058,0.178,"lm.nb","NM_004159.4:1080"
"FLNB-mRNA",-1.61,0.569,-2.72,-0.493,0.328,0.151,0.711,0.00621,0.188,"lm.nb","NM_001164319.1:8980"
"IFI27-mRNA",-1.47,0.52,-2.49,-0.448,0.362,0.178,0.733,0.0063,0.189,"lm.nb","NM_005532.3:390"
"F2RL1-mRNA",-1.87,0.665,-3.17,-0.569,0.273,0.111,0.674,0.00637,0.189,"lm.nb","NM_005242.4:1388"
"PLA1A-mRNA",-1.44,0.514,-2.45,-0.437,0.367,0.183,0.739,0.0065,0.189,"lm.nb","NM_015900.2:1250"
"CASP1-mRNA",-1.09,0.388,-1.85,-0.33,0.47,0.277,0.796,0.00651,0.189,"lm.nb","NM_001223.4:1050"
"BIRC3-mRNA",1.14,0.409,0.337,1.94,2.2,1.26,3.83,0.00698,0.2,"lm.nb","NM_001165.4:6567"
"IL6-mRNA",1.77,0.638,0.52,3.02,3.41,1.43,8.12,0.00716,0.203,"lm.nb","NM_000600.3:484"
"IFITM2-mRNA",-0.877,0.317,-1.5,-0.256,0.545,0.354,0.837,0.00728,0.203,"lm.nb","NM_006435.2:390"
"TLR5-mRNA",1.12,0.403,0.325,1.91,2.17,1.25,3.75,0.00731,0.203,"lm.nb","NM_003268.5:2570"
"CXCR2-mRNA",1.35,0.491,0.392,2.32,2.56,1.31,4.98,0.00746,0.205,"lm.nb","NM_001557.3:409"
"PFKM-mRNA",0.663,0.241,0.192,1.13,1.58,1.14,2.2,0.00752,0.205,"lm.nb","NM_000289.5:2672"
"SERPINH1-mRNA",-1.5,0.546,-2.57,-0.433,0.353,0.168,0.741,0.00761,0.205,"lm.nb","NM_001207014.1:1850"
"FAM124B-mRNA",1.51,0.55,0.432,2.59,2.85,1.35,6.01,0.00777,0.208,"lm.nb","NM_001122779.1:1620"
"CD47-mRNA",-1.34,0.494,-2.31,-0.373,0.395,0.202,0.772,0.00843,0.223,"lm.nb","NM_001777.3:901"
"STAT3-mRNA",-1.62,0.603,-2.8,-0.434,0.326,0.144,0.74,0.00926,0.242,"lm.nb","NM_003150.3:2936"
"LAMA1-mRNA",1.08,0.405,0.287,1.87,2.11,1.22,3.66,0.00954,0.245,"lm.nb","NM_005559.3:9002"
"SLC2A1-mRNA",0.932,0.35,0.247,1.62,1.91,1.19,3.07,0.00963,0.245,"lm.nb","NM_006516.2:264"
"AREG-mRNA",-3.49,1.31,-6.05,-0.922,0.0893,0.0151,0.528,0.00964,0.245,"loglinear","NM_001657.3:717"
"DDB2-mRNA",0.973,0.373,0.242,1.7,1.96,1.18,3.26,0.0112,0.283,"lm.nb","NM_000107.2:1556"
"DUSP5-mRNA",-1.33,0.513,-2.33,-0.32,0.399,0.199,0.801,0.012,0.299,"lm.nb","NM_004419.3:675"
"H2AFX-mRNA",-1.16,0.45,-2.05,-0.279,0.447,0.242,0.824,0.0121,0.299,"lm.nb","NM_002105.2:521"
"BAD-mRNA",0.771,0.305,0.173,1.37,1.71,1.13,2.58,0.0139,0.341,"lm.nb","NM_004322.3:963"
"UBA7-mRNA",-0.749,0.301,-1.34,-0.16,0.595,0.396,0.895,0.0152,0.369,"lm.nb","NM_003335.2:580"
"SPRY4-mRNA",-1.39,0.559,-2.48,-0.289,0.383,0.179,0.819,0.0158,0.378,"lm.nb","NM_030964.3:1900"
"GPC4-mRNA",-1.12,0.452,-2.01,-0.233,0.46,0.249,0.851,0.0159,0.378,"lm.nb","NM_001448.2:820"
"BMP2-mRNA",-0.912,0.369,-1.64,-0.189,0.531,0.322,0.877,0.016,0.378,"lm.nb","NM_001200.3:1193"
"MB21D1-mRNA",-1.04,0.42,-1.86,-0.212,0.488,0.276,0.863,0.0163,0.382,"lm.nb","NM_138441.2:1198"
"ICAM1-mRNA",-1.41,0.576,-2.53,-0.277,0.377,0.173,0.825,0.0173,0.401,"lm.nb","NM_000201.2:2253"
"ZEB1-mRNA",-1.47,0.604,-2.65,-0.287,0.361,0.159,0.82,0.0176,0.405,"lm.nb","NM_001128128.2:2292"
"CHUK-mRNA",-2.11,0.869,-3.81,-0.402,0.232,0.0713,0.757,0.0181,0.414,"loglinear","NM_001278.4:3263"
"IFI35-mRNA",-1.12,0.47,-2.04,-0.195,0.461,0.243,0.874,0.0204,0.463,"lm.nb","NM_005533.4:729"
"PVRIG-mRNA",1.23,0.522,0.206,2.25,2.34,1.15,4.77,0.0215,0.483,"lm.nb","NM_024070.3:1390"
"ISG15-mRNA",-1.32,0.568,-2.44,-0.21,0.4,0.185,0.865,0.0229,0.51,"lm.nb","NM_005101.3:305"
"TYMP-mRNA",-0.986,0.424,-1.82,-0.155,0.505,0.284,0.898,0.0231,0.511,"lm.nb","NM_001113755.2:645"
"TGFB1-mRNA",-0.885,0.382,-1.63,-0.136,0.541,0.322,0.91,0.0236,0.517,"lm.nb","NM_000660.4:1473"
"BBC3-mRNA",-1.02,0.444,-1.89,-0.155,0.492,0.269,0.898,0.024,0.522,"lm.nb","NM_014417.4:1310"
"PTGS2-mRNA",1.44,0.624,0.214,2.66,2.71,1.16,6.33,0.0244,0.526,"lm.nb","NM_000963.1:495"
"MYC-mRNA",-1.4,0.614,-2.61,-0.2,0.378,0.164,0.87,0.0254,0.544,"lm.nb","NM_002467.3:1615"
"GOT1-mRNA",-1.06,0.468,-1.98,-0.147,0.478,0.253,0.903,0.0262,0.556,"lm.nb","NM_002079.2:568"
"VHL-mRNA",0.702,0.31,0.0949,1.31,1.63,1.07,2.48,0.0267,0.561,"lm.nb","NM_198156.1:420"
"LCK-mRNA",0.97,0.429,0.129,1.81,1.96,1.09,3.51,0.027,0.564,"lm.nb","NM_005356.4:1723"
"TLR3-mRNA",-1.18,0.524,-2.21,-0.154,0.441,0.216,0.899,0.0274,0.565,"lm.nb","NM_003265.2:37"
"ITGA1-mRNA",-0.961,0.426,-1.8,-0.125,0.514,0.288,0.917,0.0275,0.565,"lm.nb","NM_181501.1:502"
"DTX3L-mRNA",-0.927,0.412,-1.74,-0.12,0.526,0.3,0.92,0.0277,0.565,"lm.nb","NM_138287.3:1543"
"JAG1-mRNA",-2.95,1.31,-5.53,-0.378,0.129,0.0217,0.77,0.0279,0.565,"loglinear","NM_000214.2:3509"
"TMEM140-mRNA",-0.973,0.435,-1.83,-0.121,0.509,0.282,0.92,0.0285,0.574,"lm.nb","NM_018295.3:377"
"TAPBP-mRNA",-0.855,0.383,-1.61,-0.105,0.553,0.329,0.93,0.0288,0.575,"lm.nb","NM_003190.4:1082"
"PDGFA-mRNA",-1.04,0.472,-1.97,-0.12,0.485,0.255,0.92,0.0303,0.6,"lm.nb","NM_033023.4:2390"
"NFKB1-mRNA",-0.987,0.448,-1.87,-0.109,0.504,0.274,0.927,0.031,0.609,"lm.nb","NM_003998.3:2920"
"OAS1-mRNA",-1.34,0.609,-2.53,-0.143,0.396,0.173,0.906,0.0317,0.619,"lm.nb","NM_001032409.1:805"
"CCL4-mRNA",-1.35,0.621,-2.57,-0.134,0.392,0.168,0.911,0.0331,0.641,"lm.nb","NM_002984.2:35"
"IFNAR1-mRNA",-0.742,0.341,-1.41,-0.0728,0.598,0.376,0.951,0.0333,0.641,"lm.nb","NM_000629.2:461"
"SERPINA1-mRNA",-2.86,1.32,-5.45,-0.275,0.137,0.0229,0.826,0.0337,0.644,"loglinear","NM_001127702.1:963"
"CCL18-mRNA",0.674,0.311,0.0636,1.28,1.59,1.05,2.43,0.034,0.645,"lm.nb","NM_002988.3:45"
"TICAM1-mRNA",-1.07,0.5,-2.05,-0.0957,0.475,0.241,0.936,0.035,0.661,"lm.nb","NM_182919.3:2552"
"UBE2T-mRNA",0.739,0.345,0.0627,1.42,1.67,1.04,2.67,0.0359,0.671,"lm.nb","NM_014176.1:50"
"FCGR2B-mRNA",-1.11,0.519,-2.12,-0.0873,0.465,0.23,0.941,0.037,0.688,"lm.nb","NM_001002273.1:870"
"CD14-mRNA",-1.14,0.535,-2.18,-0.0859,0.455,0.22,0.942,0.0377,0.696,"lm.nb","NM_001174105.1:1020"
"CEACAM3-mRNA",1.04,0.493,0.0752,2.01,2.06,1.05,4.02,0.0384,0.703,"lm.nb","NM_001277163.2:807"
"IFNGR2-mRNA",-1.06,0.501,-2.04,-0.0732,0.481,0.243,0.951,0.039,0.71,"lm.nb","NM_005534.3:1963"
"CDKN1A-mRNA",-0.667,0.319,-1.29,-0.0429,0.63,0.408,0.971,0.04,0.723,"lm.nb","NM_000389.2:1975"
"BCL2-mRNA",-1.23,0.589,-2.38,-0.0735,0.427,0.192,0.95,0.0409,0.735,"lm.nb","NM_000633.2:1525"
"BNIP3-mRNA",0.721,0.348,0.04,1.4,1.65,1.03,2.64,0.0418,0.742,"lm.nb","NM_004052.3:116"
"CD68-mRNA",-0.812,0.392,-1.58,-0.045,0.569,0.334,0.969,0.0418,0.742,"lm.nb","NM_001251.2:1140"
"ITGB8-mRNA",-2.35,1.14,-4.59,-0.114,0.196,0.0415,0.924,0.0433,0.764,"loglinear","NM_002214.2:2609"
"EPCAM-mRNA",-1.44,0.711,-2.83,-0.0481,0.368,0.14,0.967,0.0466,0.815,"lm.nb","NM_002354.2:499"
"MMP7-mRNA",-2.76,1.37,-5.44,-0.0799,0.147,0.023,0.946,0.0476,0.827,"loglinear","NM_002423.3:265"
"EOMES-mRNA",1.18,0.589,0.0282,2.34,2.27,1.02,5.06,0.0487,0.842,"lm.nb","NM_001278182.1:1522"
"TNKS-mRNA",-1.29,0.648,-2.56,-0.0198,0.409,0.17,0.986,0.0506,0.869,"lm.nb","NM_003747.2:1948"
"TNFSF10-mRNA",-2.84,1.46,-5.69,0.0211,0.14,0.0193,1.01,0.0559,0.954,"loglinear","NM_003810.3:155"
"RAD51-mRNA",0.647,0.333,-0.00591,1.3,1.57,0.996,2.46,0.0563,0.955,"lm.nb","NM_133487.3:1570"
"CDKN2A-mRNA",0.963,0.497,-0.0118,1.94,1.95,0.992,3.83,0.0571,0.956,"lm.nb","NM_000077.4:1052"
"PSMB10-mRNA",-0.949,0.49,-1.91,0.0118,0.518,0.266,1.01,0.0571,0.956,"lm.nb","NM_002801.3:249"
"EIF2AK2-mRNA",-0.741,0.387,-1.5,0.0175,0.598,0.354,1.01,0.0598,0.995,"lm.nb","NM_001135652.2:516"
"ADAM12-mRNA",0.862,0.454,-0.0269,1.75,1.82,0.982,3.37,0.0616,1,"lm.nb","NM_003474.5:638"
"OASL-mRNA",0.972,0.512,-0.0309,1.97,1.96,0.979,3.93,0.0618,1,"lm.nb","NM_003733.2:1570"
"PDK1-mRNA",-0.757,0.4,-1.54,0.0278,0.592,0.343,1.02,0.063,1,"lm.nb","NM_002610.3:401"
"TNFRSF10B-mRNA",-1.35,0.716,-2.75,0.0532,0.392,0.148,1.04,0.0637,1,"lm.nb","NM_003842.3:565"
"HLA-DRB5-mRNA",-2.53,1.34,-5.16,0.107,0.173,0.0279,1.08,0.0644,1,"loglinear","NM_002125.3:135"
"PRKACB-mRNA",-1.22,0.652,-2.49,0.0615,0.43,0.178,1.04,0.0665,1,"lm.nb","NM_182948.2:805"
"SREBF1-mRNA",-1.21,0.652,-2.48,0.073,0.434,0.179,1.05,0.069,1,"lm.nb","NM_001005291.1:1392"
"CCND3-mRNA",0.763,0.413,-0.0464,1.57,1.7,0.968,2.98,0.0691,1,"lm.nb","NM_001136017.2:760"
"ITGB2-mRNA",-1.09,0.594,-2.26,0.0737,0.469,0.209,1.05,0.0708,1,"lm.nb","NM_000211.3:1412"
"SBNO2-mRNA",-1.04,0.576,-2.17,0.0889,0.486,0.222,1.06,0.0755,1,"lm.nb","NM_001100122.1:1686"
"CYBB-mRNA",-1.01,0.558,-2.1,0.0868,0.498,0.233,1.06,0.0757,1,"lm.nb","NM_000397.3:1034"
"NEIL1-mRNA",0.858,0.477,-0.0771,1.79,1.81,0.948,3.47,0.0766,1,"lm.nb","NM_024608.2:1675"
"P4HA1-mRNA",-0.536,0.299,-1.12,0.0497,0.69,0.46,1.04,0.0774,1,"lm.nb","NM_000917.3:805"
"RPL23-mRNA",-1.03,0.575,-2.16,0.0976,0.49,0.224,1.07,0.0779,1,"lm.nb","NM_000978.3:100"
"EPM2AIP1-mRNA",-0.839,0.471,-1.76,0.0841,0.559,0.295,1.06,0.0793,1,"lm.nb","NM_014805.3:1322"
"HAVCR2-mRNA",-0.777,0.442,-1.64,0.0892,0.584,0.32,1.06,0.0833,1,"lm.nb","NM_032782.3:955"
"IL32-mRNA",-1.29,0.734,-2.73,0.151,0.41,0.151,1.11,0.084,1,"lm.nb","NM_004221.4:358"
"VCAN-mRNA",-2.63,1.5,-5.58,0.312,0.161,0.0209,1.24,0.0843,1,"loglinear","NM_001126336.2:394"
"DAB2-mRNA",-0.74,0.423,-1.57,0.0883,0.599,0.337,1.06,0.0845,1,"lm.nb","NM_001244871.1:2475"
"RSAD2-mRNA",0.799,0.464,-0.109,1.71,1.74,0.927,3.27,0.0893,1,"lm.nb","NM_080657.4:1057"
"SPP1-mRNA",-2.28,1.32,-4.88,0.313,0.206,0.034,1.24,0.0894,1,"loglinear","NM_000582.2:760"
"CXCL16-mRNA",-1.02,0.593,-2.18,0.143,0.493,0.22,1.1,0.0902,1,"lm.nb","NM_001100812.1:743"
"PIK3CA-mRNA",-0.692,0.408,-1.49,0.107,0.619,0.355,1.08,0.0944,1,"lm.nb","NM_006218.2:3296"
"IER3-mRNA",-0.896,0.53,-1.94,0.144,0.538,0.262,1.1,0.0959,1,"lm.nb","NM_003897.3:204"
"ALDOC-mRNA",0.611,0.365,-0.104,1.33,1.53,0.931,2.51,0.0984,1,"lm.nb","NM_005165.2:335"
"BNIP3L-mRNA",-1.04,0.619,-2.25,0.176,0.487,0.21,1.13,0.0985,1,"lm.nb","NM_001330491.1:2559"
"RB1-mRNA",-0.963,0.582,-2.1,0.178,0.513,0.233,1.13,0.103,1,"lm.nb","NM_000321.2:2769"
"PARP4-mRNA",-0.461,0.279,-1.01,0.0855,0.727,0.497,1.06,0.103,1,"lm.nb","NM_006437.3:1399"
"FZD8-mRNA",0.591,0.358,-0.11,1.29,1.51,0.927,2.45,0.103,1,"lm.nb","NM_031866.1:890"
"ITGA6-mRNA",-0.677,0.41,-1.48,0.127,0.625,0.358,1.09,0.104,1,"lm.nb","NM_001316306.1:1982"
"BATF3-mRNA",0.72,0.445,-0.152,1.59,1.65,0.9,3.02,0.11,1,"lm.nb","NM_018664.2:725"
"JAK1-mRNA",-0.618,0.386,-1.37,0.137,0.651,0.386,1.1,0.113,1,"lm.nb","NM_002227.1:285"
"ICAM3-mRNA",0.444,0.278,-0.102,0.989,1.36,0.932,1.99,0.116,1,"lm.nb","NM_002162.3:1225"
"HEY1-mRNA",-0.847,0.539,-1.9,0.21,0.556,0.267,1.16,0.121,1,"lm.nb","NM_001040708.1:1859"
