"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"ZEB1-mRNA",-1.37,0.587,-2.53,-0.222,0.386,0.174,0.857,0.0223,0.524,"lm.nb","NM_001128128.2:2292"
"FCGRT-mRNA",-1.17,0.503,-2.16,-0.186,0.444,0.224,0.879,0.0228,0.531,"lm.nb","NM_004107.4:1260"
"ANGPTL4-mRNA",-1.37,0.593,-2.54,-0.212,0.386,0.172,0.863,0.0235,0.542,"lm.nb","NM_001039667.2:1088"
"VCAN-mRNA",-3.38,1.46,-6.25,-0.509,0.0961,0.0132,0.703,0.0241,0.551,"loglinear","NM_001126336.2:394"
"BNIP3L-mRNA",-1.38,0.603,-2.57,-0.202,0.383,0.169,0.869,0.0248,0.563,"lm.nb","NM_001330491.1:2559"
"JAG1-mRNA",-2.89,1.28,-5.4,-0.381,0.135,0.0237,0.768,0.0272,0.612,"loglinear","NM_000214.2:3509"
"H2AFX-mRNA",-0.959,0.438,-1.82,-0.1,0.514,0.284,0.933,0.0321,0.713,"lm.nb","NM_002105.2:521"
"BCL2-mRNA",-1.25,0.573,-2.38,-0.129,0.42,0.193,0.915,0.0324,0.713,"lm.nb","NM_000633.2:1525"
"PVRIG-mRNA",1.11,0.509,0.113,2.11,2.16,1.08,4.31,0.0326,0.713,"lm.nb","NM_024070.3:1390"
"PSMB10-mRNA",-1.04,0.478,-1.98,-0.105,0.486,0.254,0.93,0.0328,0.713,"lm.nb","NM_002801.3:249"
"AREG-mRNA",-2.77,1.27,-5.27,-0.273,0.147,0.026,0.827,0.0332,0.716,"loglinear","NM_001657.3:717"
"CASP1-mRNA",-0.811,0.377,-1.55,-0.0725,0.57,0.342,0.951,0.035,0.749,"lm.nb","NM_001223.4:1050"
"DDB2-mRNA",0.781,0.363,0.0685,1.49,1.72,1.05,2.81,0.0353,0.749,"lm.nb","NM_000107.2:1556"
"TGFB1-mRNA",-0.795,0.372,-1.52,-0.0661,0.576,0.348,0.955,0.0362,0.762,"lm.nb","NM_000660.4:1473"
"STAT1-mRNA",-0.699,0.328,-1.34,-0.0565,0.616,0.395,0.962,0.0367,0.766,"lm.nb","NM_007315.3:239"
"CLEC4E-mRNA",0.989,0.465,0.0777,1.9,1.99,1.06,3.73,0.0371,0.769,"lm.nb","NM_014358.3:1392"
"MELK-mRNA",0.966,0.457,0.071,1.86,1.95,1.05,3.63,0.0381,0.784,"lm.nb","NM_014791.2:365"
"MMP7-mRNA",-2.81,1.33,-5.43,-0.203,0.142,0.0233,0.869,0.0384,0.784,"loglinear","NM_002423.3:265"
"A2M-mRNA",-2.27,1.08,-4.38,-0.16,0.208,0.0482,0.895,0.0387,0.785,"loglinear","NM_000014.4:1685"
"CD47-mRNA",-1,0.481,-1.95,-0.0617,0.499,0.26,0.958,0.0406,0.815,"lm.nb","NM_001777.3:901"
"CCL20-mRNA",-2.24,1.07,-4.35,-0.136,0.211,0.0491,0.91,0.0408,0.815,"loglinear","NM_001130046.1:295"
"ADAM12-mRNA",0.915,0.442,0.0489,1.78,1.89,1.03,3.44,0.0422,0.837,"lm.nb","NM_003474.5:638"
"TLR3-mRNA",-1.05,0.509,-2.05,-0.0486,0.484,0.242,0.967,0.0437,0.861,"lm.nb","NM_003265.2:37"
"HEY1-mRNA",-1.07,0.526,-2.1,-0.0432,0.475,0.233,0.971,0.0451,0.881,"lm.nb","NM_001040708.1:1859"
"HLA-DMB-mRNA",-0.803,0.395,-1.58,-0.0288,0.573,0.335,0.98,0.046,0.893,"lm.nb","NM_002118.3:20"
"TMEM140-mRNA",-0.85,0.422,-1.68,-0.0223,0.555,0.312,0.985,0.0482,0.927,"lm.nb","NM_018295.3:377"
"DUSP5-mRNA",-1,0.5,-1.98,-0.0228,0.499,0.253,0.984,0.0489,0.936,"lm.nb","NM_004419.3:675"
"LAMA1-mRNA",0.79,0.395,0.0152,1.56,1.73,1.01,2.96,0.0497,0.944,"lm.nb","NM_005559.3:9002"
"OLFML2B-mRNA",0.896,0.449,0.0148,1.78,1.86,1.01,3.43,0.0504,0.949,"lm.nb","NM_015441.1:2920"
"CCL18-mRNA",0.603,0.303,0.00887,1.2,1.52,1.01,2.29,0.0508,0.95,"lm.nb","NM_002988.3:45"
"EPM2AIP1-mRNA",-0.91,0.459,-1.81,-0.0101,0.532,0.285,0.993,0.0516,0.956,"lm.nb","NM_014805.3:1322"
"FCGR2B-mRNA",-1,0.505,-1.99,-0.0104,0.5,0.252,0.993,0.0517,0.956,"lm.nb","NM_001002273.1:870"
"PDK1-mRNA",-0.767,0.39,-1.53,-0.00307,0.587,0.346,0.998,0.0532,0.971,"lm.nb","NM_002610.3:401"
"PVR-mRNA",0.703,0.358,0.00254,1.4,1.63,1,2.65,0.0533,0.971,"lm.nb","NM_001135768.2:448"
"MYC-mRNA",-1.17,0.597,-2.34,0.00182,0.445,0.198,1,0.0545,0.986,"lm.nb","NM_002467.3:1615"
"HLA-DRB5-mRNA",-2.56,1.31,-5.13,0.00737,0.17,0.0287,1.01,0.0548,0.986,"loglinear","NM_002125.3:135"
"FZD8-mRNA",0.661,0.348,-0.0214,1.34,1.58,0.985,2.54,0.0619,1,"lm.nb","NM_031866.1:890"
"TAP1-mRNA",-1.11,0.585,-2.25,0.0377,0.464,0.21,1.03,0.0623,1,"lm.nb","NM_000593.5:1000"
"LCK-mRNA",0.789,0.419,-0.0318,1.61,1.73,0.978,3.05,0.0639,1,"lm.nb","NM_005356.4:1723"
"MB21D1-mRNA",-0.757,0.408,-1.56,0.0414,0.592,0.34,1.03,0.0675,1,"lm.nb","NM_138441.2:1198"
"LOXL2-mRNA",0.752,0.405,-0.0419,1.55,1.68,0.971,2.92,0.0678,1,"lm.nb","NM_002318.2:40"
"RPL23-mRNA",-1.04,0.56,-2.14,0.0591,0.487,0.227,1.04,0.0681,1,"lm.nb","NM_000978.3:100"
"TNKS-mRNA",-1.17,0.63,-2.4,0.0671,0.445,0.189,1.05,0.0682,1,"lm.nb","NM_003747.2:1948"
"IL12RB2-mRNA",-1.19,0.647,-2.46,0.08,0.439,0.182,1.06,0.0707,1,"lm.nb","NM_001319233.1:880"
"GOT1-mRNA",-0.836,0.455,-1.73,0.0568,0.56,0.302,1.04,0.0709,1,"lm.nb","NM_002079.2:568"
"EOMES-mRNA",1.05,0.574,-0.0738,2.18,2.07,0.95,4.52,0.0715,1,"lm.nb","NM_001278182.1:1522"
"SPP1-mRNA",-2.34,1.29,-4.86,0.192,0.198,0.0344,1.14,0.0746,1,"loglinear","NM_000582.2:760"
"ITGB2-mRNA",-1.03,0.578,-2.17,0.099,0.488,0.222,1.07,0.0782,1,"lm.nb","NM_000211.3:1412"
"ERO1A-mRNA",-0.689,0.386,-1.45,0.0674,0.62,0.367,1.05,0.0787,1,"lm.nb","NM_014584.2:963"
"CD68-mRNA",-0.678,0.381,-1.43,0.0685,0.625,0.372,1.05,0.0796,1,"lm.nb","NM_001251.2:1140"
"IFNGR2-mRNA",-0.866,0.488,-1.82,0.0903,0.549,0.283,1.06,0.0805,1,"lm.nb","NM_005534.3:1963"
"NFKB1-mRNA",-0.774,0.436,-1.63,0.0807,0.585,0.324,1.06,0.0805,1,"lm.nb","NM_003998.3:2920"
"EIF2AK2-mRNA",-0.668,0.377,-1.41,0.0698,0.629,0.377,1.05,0.0805,1,"lm.nb","NM_001135652.2:516"
"SBNO2-mRNA",-0.993,0.56,-2.09,0.106,0.503,0.235,1.08,0.081,1,"lm.nb","NM_001100122.1:1686"
"MFGE8-mRNA",-0.974,0.551,-2.05,0.106,0.509,0.241,1.08,0.0816,1,"lm.nb","NM_001114614.1:328"
"CXCL8-mRNA",-1.19,0.671,-2.5,0.13,0.44,0.177,1.09,0.0819,1,"lm.nb","NM_000584.3:170"
"TNFRSF10B-mRNA",-1.23,0.697,-2.59,0.138,0.427,0.166,1.1,0.0827,1,"lm.nb","NM_003842.3:565"
"BID-mRNA",0.563,0.32,-0.0635,1.19,1.48,0.957,2.28,0.0827,1,"lm.nb","NM_001196.3:1604"
"TAPBP-mRNA",-0.654,0.372,-1.38,0.0756,0.636,0.383,1.05,0.0835,1,"lm.nb","NM_003190.4:1082"
"RSAD2-mRNA",0.785,0.452,-0.101,1.67,1.72,0.933,3.18,0.0869,1,"lm.nb","NM_080657.4:1057"
"IFI16-mRNA",-1.04,0.6,-2.22,0.134,0.486,0.215,1.1,0.0871,1,"lm.nb","NM_001206567.1:2351"
"DTX3L-mRNA",-0.691,0.401,-1.48,0.0941,0.619,0.359,1.07,0.0891,1,"lm.nb","NM_138287.3:1543"
"PLA1A-mRNA",-0.853,0.495,-1.82,0.118,0.554,0.283,1.09,0.0897,1,"lm.nb","NM_015900.2:1250"
"CTSS-mRNA",-0.713,0.418,-1.53,0.107,0.61,0.346,1.08,0.0929,1,"lm.nb","NM_004079.3:685"
"OAS1-mRNA",-1.01,0.592,-2.17,0.153,0.498,0.223,1.11,0.0936,1,"lm.nb","NM_001032409.1:805"
"SREBF1-mRNA",-1.08,0.635,-2.32,0.166,0.474,0.2,1.12,0.094,1,"lm.nb","NM_001005291.1:1392"
"BNIP3-mRNA",0.574,0.339,-0.0899,1.24,1.49,0.94,2.36,0.0948,1,"lm.nb","NM_004052.3:116"
"OASL-mRNA",0.842,0.499,-0.136,1.82,1.79,0.91,3.53,0.096,1,"lm.nb","NM_003733.2:1570"
"ITGA1-mRNA",-0.698,0.414,-1.51,0.113,0.616,0.351,1.08,0.0962,1,"lm.nb","NM_181501.1:502"
"RPL7A-mRNA",-0.835,0.497,-1.81,0.14,0.561,0.285,1.1,0.0979,1,"lm.nb","NM_000972.2:657"
"NFKBIE-mRNA",-0.559,0.335,-1.22,0.0972,0.679,0.431,1.07,0.0997,1,"lm.nb","NM_004556.2:876"
"HELLS-mRNA",0.703,0.423,-0.126,1.53,1.63,0.917,2.89,0.101,1,"lm.nb","NM_001289067.1:191"
"CXCL6-mRNA",-1,0.611,-2.2,0.197,0.5,0.218,1.15,0.106,1,"lm.nb","NM_002993.3:308"
"DAB2-mRNA",-0.673,0.411,-1.48,0.134,0.627,0.359,1.1,0.107,1,"lm.nb","NM_001244871.1:2475"
"TPI1-mRNA",-0.708,0.438,-1.57,0.152,0.612,0.338,1.11,0.111,1,"lm.nb","NM_000365.5:153"
"CDKN2A-mRNA",0.774,0.484,-0.176,1.72,1.71,0.885,3.3,0.115,1,"lm.nb","NM_000077.4:1052"
"PSMB9-mRNA",-0.883,0.557,-1.97,0.208,0.542,0.254,1.16,0.118,1,"lm.nb","NM_002800.4:394"
"TRAF1-mRNA",0.556,0.351,-0.133,1.24,1.47,0.912,2.37,0.118,1,"lm.nb","NM_001190945.1:712"
"IRF9-mRNA",-0.584,0.37,-1.31,0.141,0.667,0.403,1.1,0.119,1,"lm.nb","NM_006084.4:723"
"TNFRSF14-mRNA",-0.593,0.376,-1.33,0.144,0.663,0.398,1.1,0.119,1,"lm.nb","NM_003820.3:503"
"SAMD9-mRNA",-0.567,0.362,-1.28,0.143,0.675,0.413,1.1,0.122,1,"lm.nb","NM_017654.3:490"
"CXCL2-mRNA",-1.06,0.679,-2.39,0.267,0.478,0.19,1.2,0.122,1,"lm.nb","NM_002089.1:435"
"IFI35-mRNA",-0.714,0.457,-1.61,0.181,0.61,0.328,1.13,0.123,1,"lm.nb","NM_005533.4:729"
