"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CXCR4-mRNA",-2.6,0.72,-4.01,-1.19,0.165,0.062,0.438,0.000578,0.104,"lm.nb","NM_001008540.1:1060"
"EDN1-mRNA",-2.85,0.798,-4.42,-1.29,0.138,0.0469,0.409,0.000652,0.11,"lm.nb","NM_001955.2:770"
"HES1-mRNA",-1.72,0.492,-2.68,-0.754,0.304,0.156,0.593,0.000853,0.127,"lm.nb","NM_005524.2:860"
"FLT1-mRNA",-3.06,0.877,-4.78,-1.34,0.12,0.0364,0.394,0.000854,0.127,"lm.nb","NM_002019.4:530"
"CSF1R-mRNA",-2.51,0.721,-3.92,-1.09,0.176,0.066,0.468,0.000892,0.127,"lm.nb","NM_005211.3:958"
"FCGR2A-mRNA",-2.37,0.701,-3.74,-0.997,0.193,0.0746,0.501,0.0012,0.162,"lm.nb","NM_021642.3:60"
"IFIT3-mRNA",2.1,0.641,0.847,3.36,4.3,1.8,10.3,0.00164,0.203,"lm.nb","NM_001031683.3:712"
"TMEM173-mRNA",-1.59,0.485,-2.54,-0.64,0.332,0.172,0.642,0.00166,0.203,"lm.nb","NM_198282.1:725"
"FBP1-mRNA",-1.98,0.608,-3.17,-0.783,0.254,0.111,0.581,0.00182,0.213,"lm.nb","NM_001127628.1:488"
"S100A9-mRNA",-2.35,0.729,-3.78,-0.924,0.196,0.0727,0.527,0.00193,0.217,"lm.nb","NM_002965.3:137"
"PECAM1-mRNA",-2.48,0.79,-4.02,-0.928,0.18,0.0615,0.526,0.00256,0.276,"lm.nb","NM_000442.4:2492"
"CCL3/L1-mRNA",-2.58,0.836,-4.22,-0.946,0.167,0.0536,0.519,0.0029,0.301,"lm.nb","NM_021006.5:411"
"C1QA-mRNA",-2.27,0.744,-3.72,-0.808,0.208,0.0756,0.571,0.00332,0.33,"lm.nb","NM_015991.3:636"
"APOE-mRNA",-2.14,0.705,-3.52,-0.757,0.227,0.0872,0.592,0.00343,0.33,"lm.nb","NM_000041.2:96"
"IFI35-mRNA",1.82,0.614,0.615,3.02,3.53,1.53,8.12,0.00423,0.393,"lm.nb","NM_005533.4:729"
"IFIT2-mRNA",2.06,0.705,0.676,3.44,4.16,1.6,10.9,0.00478,0.429,"lm.nb","NM_001547.4:1995"
"EXO1-mRNA",1.53,0.542,0.472,2.6,2.9,1.39,6.05,0.00612,0.533,"lm.nb","NM_006027.3:820"
"LAMB3-mRNA",-2.3,0.823,-3.91,-0.683,0.204,0.0666,0.623,0.00687,0.579,"lm.nb","NM_000228.2:3350"
"NFIL3-mRNA",-1.51,0.546,-2.58,-0.437,0.352,0.167,0.739,0.00746,0.609,"lm.nb","NM_001289999.1:1466"
"ITGA1-mRNA",-1.57,0.572,-2.69,-0.447,0.337,0.155,0.733,0.00784,0.617,"lm.nb","NM_181501.1:502"
"CRABP2-mRNA",-1.7,0.62,-2.91,-0.48,0.309,0.133,0.717,0.00801,0.617,"lm.nb","NM_001199723.1:802"
"CEACAM3-mRNA",1.73,0.645,0.47,3,3.33,1.39,7.98,0.00901,0.649,"lm.nb","NM_001277163.2:807"
"BMP2-mRNA",-1.32,0.492,-2.29,-0.358,0.4,0.205,0.78,0.00906,0.649,"lm.nb","NM_001200.3:1193"
"HLA-DPA1-mRNA",-2.21,0.825,-3.83,-0.593,0.216,0.0705,0.663,0.00929,0.649,"lm.nb","NM_033554.2:857"
"IRF1-mRNA",1.27,0.475,0.34,2.2,2.41,1.27,4.61,0.00939,0.649,"lm.nb","NM_002198.2:557"
"UBE2T-mRNA",1.2,0.449,0.316,2.08,2.29,1.24,4.22,0.0097,0.654,"lm.nb","NM_014176.1:50"
"CCL4-mRNA",-2.14,0.827,-3.76,-0.518,0.227,0.0739,0.698,0.0119,0.773,"lm.nb","NM_002984.2:35"
"DTX4-mRNA",1.77,0.686,0.422,3.11,3.4,1.34,8.64,0.0122,0.773,"lm.nb","NM_015177.1:4820"
"KIR2DL3-mRNA",1.69,0.657,0.402,2.98,3.22,1.32,7.87,0.0123,0.773,"lm.nb","NM_015868.2:145"
"IL10RA-mRNA",-1.6,0.625,-2.82,-0.373,0.33,0.141,0.772,0.0129,0.788,"lm.nb","NM_001558.2:150"
"BLM-mRNA",1.06,0.416,0.24,1.87,2.08,1.18,3.66,0.0136,0.799,"lm.nb","NM_000057.3:1434"
"HLA-DPB1-mRNA",-1.73,0.684,-3.07,-0.392,0.301,0.119,0.762,0.0136,0.799,"lm.nb","NM_002121.5:987"
"ENTPD1-mRNA",-1.73,0.699,-3.1,-0.359,0.302,0.117,0.78,0.0159,0.907,"lm.nb","NM_001098175.1:1418"
"PCK2-mRNA",0.749,0.303,0.154,1.34,1.68,1.11,2.54,0.0161,0.907,"lm.nb","NM_001018073.2:1307"
"CD14-mRNA",-1.72,0.712,-3.12,-0.327,0.303,0.115,0.797,0.0183,1,"lm.nb","NM_001174105.1:1020"
"PDGFA-mRNA",-1.51,0.633,-2.75,-0.275,0.35,0.148,0.827,0.0195,1,"lm.nb","NM_033023.4:2390"
"MB21D1-mRNA",-1.34,0.56,-2.44,-0.241,0.395,0.185,0.846,0.0196,1,"lm.nb","NM_138441.2:1198"
"PIK3R1-mRNA",-1.92,0.806,-3.49,-0.336,0.265,0.0887,0.792,0.0203,1,"lm.nb","NM_001242466.1:889"
"CCL5-mRNA",-1.76,0.746,-3.22,-0.3,0.295,0.107,0.812,0.0211,1,"lm.nb","NM_002985.2:277"
"BBS1-mRNA",-1.05,0.447,-1.92,-0.169,0.485,0.264,0.889,0.0223,1,"lm.nb","NM_024649.4:82"
"TLR2-mRNA",-1.15,0.495,-2.12,-0.183,0.45,0.23,0.881,0.0229,1,"lm.nb","NM_001318787.1:484"
"PSMB10-mRNA",1.46,0.641,0.206,2.72,2.76,1.15,6.58,0.0257,1,"lm.nb","NM_002801.3:249"
"SNAI1-mRNA",-1.49,0.658,-2.78,-0.204,0.355,0.145,0.868,0.0265,1,"lm.nb","NM_005985.3:960"
"GBP1-mRNA",2.08,0.923,0.274,3.89,4.24,1.21,14.9,0.0273,1,"lm.nb","NM_002053.2:1838"
"P4HA1-mRNA",-0.896,0.397,-1.67,-0.117,0.537,0.313,0.922,0.0274,1,"lm.nb","NM_000917.3:805"
"CXCL3-mRNA",-1.66,0.757,-3.15,-0.178,0.316,0.113,0.884,0.0316,1,"lm.nb","NM_002090.2:467"
"CD69-mRNA",-1.28,0.588,-2.43,-0.129,0.411,0.185,0.914,0.0328,1,"lm.nb","NM_001781.2:88"
"OAS3-mRNA",0.961,0.447,0.0843,1.84,1.95,1.06,3.58,0.0353,1,"lm.nb","NM_006187.3:2354"
"ISG15-mRNA",1.59,0.746,0.124,3.05,3,1.09,8.27,0.0372,1,"lm.nb","NM_005101.3:305"
"BIRC3-mRNA",1.13,0.536,0.0786,2.18,2.19,1.06,4.53,0.0389,1,"lm.nb","NM_001165.4:6567"
"ZC3H12A-mRNA",-1.36,0.65,-2.63,-0.0838,0.39,0.161,0.944,0.0405,1,"lm.nb","NM_025079.2:1379"
"HLA-DRA-mRNA",-1.59,0.773,-3.11,-0.0789,0.331,0.116,0.947,0.0431,1,"lm.nb","NM_019111.3:335"
"CCND3-mRNA",1.11,0.541,0.0489,2.17,2.16,1.03,4.5,0.0442,1,"lm.nb","NM_001136017.2:760"
"HLA-DRB1-mRNA",-1.53,0.75,-3.01,-0.0639,0.345,0.125,0.957,0.0448,1,"lm.nb","NM_002124.3:1016"
"HMGA1-mRNA",1.57,0.773,0.0579,3.09,2.97,1.04,8.5,0.0458,1,"lm.nb","NM_145902.2:906"
"CD3D-mRNA",-1.43,0.703,-2.8,-0.0477,0.372,0.143,0.967,0.0466,1,"lm.nb","NM_000732.4:127"
"TRIM21-mRNA",1.54,0.769,0.035,3.05,2.91,1.02,8.27,0.0489,1,"lm.nb","NM_003141.3:1190"
"TTC30A-mRNA",0.579,0.29,0.0109,1.15,1.49,1.01,2.21,0.0498,1,"lm.nb","NM_152275.3:2492"
"CCL20-mRNA",-2.88,1.46,-5.73,-0.0173,0.136,0.0188,0.988,0.0528,1,"loglinear","NM_001130046.1:295"
"MELK-mRNA",1.21,0.618,-0.00494,2.42,2.31,0.997,5.34,0.0551,1,"lm.nb","NM_014791.2:365"
"NFATC2-mRNA",1.2,0.617,-0.00621,2.41,2.3,0.996,5.33,0.0554,1,"lm.nb","NM_173091.2:1840"
"TREM2-mRNA",-1.36,0.698,-2.73,0.00758,0.389,0.151,1.01,0.0555,1,"lm.nb","NM_018965.3:848"
"GBP2-mRNA",1.11,0.571,-0.00654,2.23,2.16,0.995,4.7,0.0555,1,"lm.nb","NM_004120.4:1744"
"CEBPB-mRNA",-0.632,0.329,-1.28,0.0135,0.645,0.413,1.01,0.0592,1,"lm.nb","NM_005194.3:1731"
"PSMB9-mRNA",1.43,0.751,-0.0404,2.9,2.7,0.972,7.48,0.0609,1,"lm.nb","NM_002800.4:394"
"CDKN2A-mRNA",-1.26,0.663,-2.56,0.0407,0.418,0.17,1.03,0.0619,1,"lm.nb","NM_000077.4:1052"
"MICB-mRNA",0.899,0.473,-0.0292,1.83,1.86,0.98,3.55,0.062,1,"lm.nb","NM_005931.3:1387"
"PARP12-mRNA",1.35,0.712,-0.0445,2.75,2.55,0.97,6.71,0.0621,1,"lm.nb","NM_022750.3:1843"
"DEPTOR-mRNA",-1.12,0.59,-2.27,0.0385,0.461,0.207,1.03,0.0625,1,"lm.nb","NM_001283012.1:1141"
"BAMBI-mRNA",-1.07,0.571,-2.19,0.051,0.477,0.22,1.04,0.0658,1,"lm.nb","NM_012342.2:824"
"PLA1A-mRNA",1.22,0.659,-0.0752,2.51,2.32,0.949,5.69,0.0693,1,"lm.nb","NM_015900.2:1250"
"SERPINA1-mRNA",-3.21,1.74,-6.63,0.207,0.108,0.0101,1.15,0.07,1,"loglinear","NM_001127702.1:963"
"TAP2-mRNA",0.976,0.533,-0.0688,2.02,1.97,0.953,4.06,0.0716,1,"lm.nb","NM_018833.2:912"
"GLUL-mRNA",-1.01,0.554,-2.1,0.0782,0.497,0.234,1.06,0.0734,1,"lm.nb","NM_002065.6:1485"
"RAD51C-mRNA",0.751,0.413,-0.0589,1.56,1.68,0.96,2.95,0.0736,1,"lm.nb","NM_058216.2:15"
"CX3CL1-mRNA",-1.02,0.56,-2.12,0.0806,0.494,0.231,1.06,0.0738,1,"lm.nb","NM_002996.3:1850"
"HAVCR2-mRNA",-1.07,0.59,-2.22,0.0893,0.477,0.214,1.06,0.075,1,"lm.nb","NM_032782.3:955"
"THBS1-mRNA",-1.38,0.771,-2.89,0.129,0.383,0.134,1.09,0.0775,1,"lm.nb","NM_003246.2:3816"
"RRM2-mRNA",1.27,0.712,-0.122,2.67,2.42,0.919,6.37,0.0781,1,"lm.nb","NM_001034.1:490"
"ANGPTL4-mRNA",-1.44,0.805,-3.02,0.141,0.369,0.124,1.1,0.0788,1,"lm.nb","NM_001039667.2:1088"
"ULBP2-mRNA",0.817,0.463,-0.0896,1.72,1.76,0.94,3.3,0.0819,1,"lm.nb","NM_025217.2:905"
"DTX3L-mRNA",0.947,0.54,-0.112,2.01,1.93,0.926,4.02,0.0841,1,"lm.nb","NM_138287.3:1543"
"RAD51-mRNA",0.763,0.437,-0.0938,1.62,1.7,0.937,3.07,0.0855,1,"lm.nb","NM_133487.3:1570"
"PTCD2-mRNA",1.08,0.62,-0.138,2.29,2.11,0.909,4.9,0.0869,1,"lm.nb","NM_001284403.1:326"
"ITGB3-mRNA",1.16,0.671,-0.155,2.48,2.24,0.898,5.57,0.0883,1,"lm.nb","NM_000212.2:4485"
"HLA-A-mRNA",-0.915,0.541,-1.98,0.145,0.53,0.254,1.11,0.0953,1,"lm.nb","NM_002116.7:298"
"BRCA2-mRNA",1.26,0.754,-0.22,2.73,2.39,0.858,6.66,0.1,1,"lm.nb","NM_000059.3:1373"
"CDC20-mRNA",1.12,0.68,-0.21,2.45,2.18,0.864,5.48,0.103,1,"lm.nb","NM_001255.1:915"
"MICA-mRNA",1.1,0.673,-0.214,2.42,2.15,0.862,5.36,0.105,1,"lm.nb","NM_000247.1:550"
"VTCN1-mRNA",-0.923,0.565,-2.03,0.183,0.527,0.245,1.14,0.107,1,"lm.nb","NM_001253849.1:871"
"RIPK2-mRNA",-0.767,0.47,-1.69,0.154,0.588,0.311,1.11,0.107,1,"lm.nb","NM_003821.5:1306"
"TNFRSF10D-mRNA",-0.928,0.57,-2.05,0.189,0.525,0.242,1.14,0.108,1,"lm.nb","NM_003840.4:838"
"SERPINH1-mRNA",-1.17,0.721,-2.59,0.239,0.443,0.166,1.18,0.108,1,"lm.nb","NM_001207014.1:1850"
"APH1B-mRNA",0.902,0.556,-0.187,1.99,1.87,0.878,3.98,0.109,1,"lm.nb","NM_001145646.1:541"
"FCGR2B-mRNA",-1.11,0.688,-2.46,0.239,0.464,0.182,1.18,0.111,1,"lm.nb","NM_001002273.1:870"
"MKI67-mRNA",2.42,1.52,-0.565,5.4,5.35,0.676,42.3,0.117,1,"loglinear","NM_002417.2:2005"
"CXCL8-mRNA",-1.44,0.91,-3.22,0.344,0.369,0.107,1.27,0.118,1,"lm.nb","NM_000584.3:170"
"EPCAM-mRNA",-1.48,0.939,-3.33,0.357,0.357,0.0997,1.28,0.119,1,"lm.nb","NM_002354.2:499"
"RASAL1-mRNA",0.773,0.49,-0.187,1.73,1.71,0.878,3.33,0.119,1,"lm.nb","NM_001193520.1:3097"
"OAS1-mRNA",1.25,0.799,-0.311,2.82,2.39,0.806,7.06,0.121,1,"lm.nb","NM_001032409.1:805"
"PROM1-mRNA",-1.18,0.756,-2.66,0.3,0.441,0.158,1.23,0.123,1,"lm.nb","NM_001145847.1:596"
"FADD-mRNA",0.853,0.559,-0.244,1.95,1.81,0.845,3.86,0.132,1,"lm.nb","NM_003824.3:810"
"SPRY4-mRNA",-1.13,0.738,-2.57,0.322,0.458,0.168,1.25,0.132,1,"lm.nb","NM_030964.3:1900"
"RPTOR-mRNA",0.885,0.583,-0.257,2.03,1.85,0.837,4.07,0.134,1,"lm.nb","NM_001163034.1:3139"
"CD70-mRNA",-1.13,0.745,-2.59,0.335,0.458,0.167,1.26,0.136,1,"lm.nb","NM_001252.3:420"
"F2RL1-mRNA",-1.32,0.877,-3.04,0.399,0.401,0.122,1.32,0.137,1,"lm.nb","NM_005242.4:1388"
"GOT2-mRNA",0.557,0.375,-0.179,1.29,1.47,0.884,2.45,0.143,1,"lm.nb","NM_002080.3:674"
"LYZ-mRNA",-1.4,0.947,-3.26,0.452,0.378,0.104,1.37,0.143,1,"lm.nb","NM_000239.2:381"
"CYBB-mRNA",-1.09,0.738,-2.53,0.358,0.47,0.173,1.28,0.145,1,"lm.nb","NM_000397.3:1034"
"TYMP-mRNA",0.818,0.557,-0.273,1.91,1.76,0.828,3.76,0.146,1,"lm.nb","NM_001113755.2:645"
"SAMD9-mRNA",0.711,0.484,-0.238,1.66,1.64,0.848,3.16,0.147,1,"lm.nb","NM_017654.3:490"
"PVR-mRNA",0.7,0.483,-0.246,1.65,1.62,0.843,3.13,0.152,1,"lm.nb","NM_001135768.2:448"
"KIF2C-mRNA",1.2,0.831,-0.425,2.83,2.3,0.745,7.12,0.152,1,"lm.nb","NM_006845.2:1020"
"IFNGR1-mRNA",-0.953,0.663,-2.25,0.347,0.516,0.21,1.27,0.155,1,"lm.nb","NM_000416.2:1025"
"IFIH1-mRNA",0.99,0.696,-0.375,2.35,1.99,0.771,5.11,0.16,1,"lm.nb","NM_022168.3:3250"
"TLR5-mRNA",0.755,0.533,-0.291,1.8,1.69,0.817,3.48,0.162,1,"lm.nb","NM_003268.5:2570"
"EIF4EBP1-mRNA",0.898,0.638,-0.353,2.15,1.86,0.783,4.43,0.164,1,"lm.nb","NM_004095.3:673"
"LOXL2-mRNA",0.763,0.547,-0.309,1.83,1.7,0.807,3.57,0.168,1,"lm.nb","NM_002318.2:40"
"FOSL1-mRNA",0.609,0.442,-0.258,1.48,1.53,0.836,2.78,0.173,1,"lm.nb","NM_005438.3:1320"
"STAT1-mRNA",0.61,0.444,-0.26,1.48,1.53,0.835,2.79,0.174,1,"lm.nb","NM_007315.3:239"
"AREG-mRNA",-2.35,1.73,-5.74,1.04,0.196,0.0188,2.05,0.178,1,"loglinear","NM_001657.3:717"
"TPSAB1/B2-mRNA",-1.18,0.868,-2.88,0.521,0.441,0.136,1.44,0.178,1,"lm.nb","NM_003294.3:556"
"NT5E-mRNA",1.3,0.958,-0.576,3.18,2.47,0.671,9.07,0.179,1,"lm.nb","NM_002526.3:3526"
"SLC7A5-mRNA",0.592,0.436,-0.263,1.45,1.51,0.834,2.73,0.179,1,"lm.nb","NM_003486.6:2011"
"EOMES-mRNA",-1.06,0.799,-2.63,0.502,0.479,0.162,1.42,0.188,1,"lm.nb","NM_001278182.1:1522"
"FCGRT-mRNA",-0.896,0.682,-2.23,0.441,0.537,0.213,1.36,0.193,1,"lm.nb","NM_004107.4:1260"
"NFKBIA-mRNA",-1.05,0.802,-2.63,0.519,0.482,0.162,1.43,0.194,1,"lm.nb","NM_020529.2:1361"
"JAK2-mRNA",0.66,0.504,-0.328,1.65,1.58,0.797,3.13,0.195,1,"lm.nb","NM_004972.2:455"
"MS4A1-mRNA",0.714,0.547,-0.358,1.79,1.64,0.78,3.45,0.196,1,"lm.nb","NM_021950.3:161"
"TYMS-mRNA",0.889,0.687,-0.458,2.24,1.85,0.728,4.71,0.2,1,"lm.nb","NM_001071.1:395"
"CXCL6-mRNA",-1.07,0.83,-2.7,0.555,0.476,0.154,1.47,0.201,1,"lm.nb","NM_002993.3:308"
"FPR3-mRNA",-0.944,0.731,-2.38,0.489,0.52,0.193,1.4,0.201,1,"lm.nb","NM_002030.4:733"
"TAPBPL-mRNA",0.826,0.642,-0.432,2.08,1.77,0.741,4.24,0.203,1,"lm.nb","NM_018009.4:1425"
"FCGR3A/B-mRNA",-0.939,0.731,-2.37,0.494,0.522,0.193,1.41,0.203,1,"lm.nb","NM_000570.4:255"
"E2F3-mRNA",0.769,0.604,-0.414,1.95,1.7,0.751,3.87,0.207,1,"lm.nb","NM_001243076.2:2707"
"HLA-DMA-mRNA",-0.798,0.632,-2.04,0.441,0.575,0.244,1.36,0.211,1,"lm.nb","NM_006120.3:396"
"DDB2-mRNA",-0.621,0.496,-1.59,0.351,0.65,0.332,1.28,0.215,1,"lm.nb","NM_000107.2:1556"
"ERBB2-mRNA",-0.9,0.72,-2.31,0.512,0.536,0.201,1.43,0.216,1,"lm.nb","NM_004448.2:2405"
"TAP1-mRNA",0.986,0.792,-0.566,2.54,1.98,0.676,5.81,0.217,1,"lm.nb","NM_000593.5:1000"
"PARP9-mRNA",1.09,0.878,-0.631,2.81,2.13,0.646,7.02,0.219,1,"lm.nb","NM_001146103.1:1188"
"TGFBR2-mRNA",-0.654,0.527,-1.69,0.379,0.635,0.31,1.3,0.219,1,"lm.nb","NM_001024847.2:870"
"HELLS-mRNA",0.706,0.572,-0.416,1.83,1.63,0.75,3.55,0.222,1,"lm.nb","NM_001289067.1:191"
"GIMAP4-mRNA",-0.843,0.683,-2.18,0.497,0.558,0.22,1.41,0.222,1,"lm.nb","NM_018326.2:315"
"BAX-mRNA",0.735,0.604,-0.449,1.92,1.66,0.733,3.78,0.228,1,"lm.nb","NM_004324.3:330"
"IFITM2-mRNA",-0.504,0.418,-1.32,0.315,0.705,0.4,1.24,0.232,1,"lm.nb","NM_006435.2:390"
"CD74-mRNA",-0.675,0.564,-1.78,0.431,0.626,0.291,1.35,0.236,1,"lm.nb","NM_001025159.2:1161"
"CCL2-mRNA",1.96,1.64,-1.25,5.16,3.88,0.42,35.8,0.236,1,"loglinear","NM_002982.3:303"
"PDK1-mRNA",-0.613,0.529,-1.65,0.424,0.654,0.319,1.34,0.251,1,"lm.nb","NM_002610.3:401"
"NFKBIE-mRNA",-0.527,0.455,-1.42,0.365,0.694,0.374,1.29,0.251,1,"lm.nb","NM_004556.2:876"
"PFKFB3-mRNA",-0.501,0.439,-1.36,0.359,0.706,0.389,1.28,0.258,1,"lm.nb","NM_004566.3:1925"
"IFI27-mRNA",0.778,0.686,-0.566,2.12,1.72,0.675,4.36,0.261,1,"lm.nb","NM_005532.3:390"
"CD40-mRNA",0.771,0.684,-0.571,2.11,1.71,0.673,4.32,0.264,1,"lm.nb","NM_001250.5:166"
"RIPK1-mRNA",0.727,0.653,-0.553,2.01,1.65,0.682,4.02,0.27,1,"lm.nb","NM_003804.3:1304"
"ANLN-mRNA",1.07,0.959,-0.812,2.95,2.09,0.569,7.71,0.27,1,"lm.nb","NM_018685.2:240"
"CCND1-mRNA",0.715,0.644,-0.546,1.98,1.64,0.685,3.94,0.27,1,"lm.nb","NM_053056.2:857"
"BRIP1-mRNA",0.672,0.606,-0.515,1.86,1.59,0.7,3.63,0.271,1,"lm.nb","NM_032043.2:1570"
"TLR1-mRNA",0.878,0.795,-0.681,2.44,1.84,0.624,5.42,0.273,1,"lm.nb","NM_003263.3:696"
"PTPN11-mRNA",0.344,0.312,-0.267,0.956,1.27,0.831,1.94,0.274,1,"lm.nb","NM_001330437.1:228"
"NECTIN2-mRNA",-0.89,0.82,-2.5,0.717,0.54,0.177,1.64,0.282,1,"lm.nb","NM_001042724.1:1120"
"MAML2-mRNA",-0.581,0.536,-1.63,0.469,0.668,0.323,1.38,0.282,1,"lm.nb","NM_032427.1:4125"
"SLC1A5-mRNA",0.713,0.667,-0.595,2.02,1.64,0.662,4.06,0.289,1,"lm.nb","NM_001145144.1:648"
"LAMA1-mRNA",0.567,0.536,-0.484,1.62,1.48,0.715,3.07,0.294,1,"lm.nb","NM_005559.3:9002"
"LILRA1-mRNA",0.69,0.657,-0.597,1.98,1.61,0.661,3.94,0.297,1,"lm.nb","NM_001278318.1:486"
"CCNB1-mRNA",0.899,0.857,-0.78,2.58,1.86,0.582,5.97,0.298,1,"lm.nb","NM_031966.2:710"
"UBE2C-mRNA",1.02,0.973,-0.89,2.93,2.03,0.54,7.6,0.299,1,"lm.nb","NM_007019.2:445"
"IL32-mRNA",1.01,0.97,-0.887,2.91,2.02,0.541,7.53,0.3,1,"lm.nb","NM_004221.4:358"
"CXCL1-mRNA",-1.06,1.02,-3.05,0.935,0.48,0.121,1.91,0.302,1,"lm.nb","NM_001511.3:743"
"BNIP3-mRNA",-0.481,0.463,-1.39,0.426,0.716,0.382,1.34,0.302,1,"lm.nb","NM_004052.3:116"
"OLFML2B-mRNA",-0.646,0.624,-1.87,0.578,0.639,0.274,1.49,0.305,1,"lm.nb","NM_015441.1:2920"
"BIRC5-mRNA",0.979,0.961,-0.903,2.86,1.97,0.535,7.27,0.312,1,"lm.nb","NM_001168.2:1215"
"PSMB5-mRNA",0.684,0.671,-0.632,2,1.61,0.645,4,0.312,1,"lm.nb","NM_001130725.1:426"
"EIF2B4-mRNA",0.474,0.466,-0.439,1.39,1.39,0.738,2.62,0.312,1,"lm.nb","NM_001034116.1:1258"
"IFNAR1-mRNA",-0.451,0.45,-1.33,0.431,0.731,0.397,1.35,0.32,1,"lm.nb","NM_000629.2:461"
"HK1-mRNA",0.404,0.405,-0.389,1.2,1.32,0.764,2.29,0.321,1,"lm.nb","NM_000188.2:3355"
"CCL18-mRNA",0.41,0.411,-0.396,1.22,1.33,0.76,2.32,0.323,1,"lm.nb","NM_002988.3:45"
"VEGFB-mRNA",-0.393,0.396,-1.17,0.383,0.762,0.445,1.3,0.324,1,"lm.nb","NM_003377.3:687"
"FUT4-mRNA",0.51,0.518,-0.506,1.53,1.42,0.704,2.88,0.329,1,"lm.nb","NM_002033.3:1151"
"PKM-mRNA",0.725,0.741,-0.726,2.18,1.65,0.605,4.52,0.331,1,"lm.nb","NM_001206796.2:1533"
"PSMB8-mRNA",0.384,0.394,-0.387,1.16,1.31,0.764,2.23,0.333,1,"lm.nb","NM_004159.4:1080"
"MLH1-mRNA",0.322,0.331,-0.328,0.971,1.25,0.797,1.96,0.335,1,"lm.nb","NM_000249.2:1605"
"DNMT1-mRNA",0.586,0.611,-0.612,1.78,1.5,0.654,3.44,0.341,1,"lm.nb","NM_001130823.2:2500"
"CCL7-mRNA",0.652,0.689,-0.698,2,1.57,0.616,4.01,0.347,1,"lm.nb","NM_006273.3:588"
"RELA-mRNA",0.519,0.556,-0.571,1.61,1.43,0.673,3.05,0.354,1,"lm.nb","NM_021975.3:1990"
"HIF1A-mRNA",0.875,0.942,-0.971,2.72,1.83,0.51,6.6,0.356,1,"lm.nb","NM_181054.2:930"
"DPP4-mRNA",0.907,0.996,-1.04,2.86,1.88,0.485,7.25,0.365,1,"lm.nb","NM_001935.3:1861"
"IFITM1-mRNA",0.573,0.632,-0.666,1.81,1.49,0.63,3.51,0.368,1,"lm.nb","NM_003641.3:536"
"PVRIG-mRNA",-0.633,0.701,-2.01,0.741,0.645,0.249,1.67,0.37,1,"lm.nb","NM_024070.3:1390"
"BCL2-mRNA",-0.696,0.775,-2.22,0.823,0.617,0.215,1.77,0.372,1,"lm.nb","NM_000633.2:1525"
"TGFB1-mRNA",-0.452,0.504,-1.44,0.536,0.731,0.369,1.45,0.373,1,"lm.nb","NM_000660.4:1473"
"DAB2-mRNA",-0.498,0.558,-1.59,0.595,0.708,0.332,1.51,0.375,1,"lm.nb","NM_001244871.1:2475"
"HEY1-mRNA",-0.635,0.712,-2.03,0.761,0.644,0.245,1.69,0.376,1,"lm.nb","NM_001040708.1:1859"
