"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"HLA-C-mRNA",-1.48,0.3,-2.07,-0.891,0.359,0.239,0.539,2.45e-05,0.00241,"lm.nb","NM_002117.4:898"
"DTX4-mRNA",2.66,0.554,1.58,3.75,6.33,2.98,13.4,3.52e-05,0.00326,"lm.nb","NM_015177.1:4820"
"ULBP2-mRNA",1.56,0.326,0.923,2.2,2.95,1.9,4.6,3.66e-05,0.00326,"lm.nb","NM_025217.2:905"
"HLA-DRB5-mRNA",-3.87,0.808,-5.45,-2.28,0.0685,0.0229,0.205,3.71e-05,0.00326,"lm.nb","NM_002125.3:135"
"MMP9-mRNA",2.27,0.475,1.34,3.2,4.81,2.52,9.16,3.84e-05,0.00326,"lm.nb","NM_004994.2:2011"
"HLA-A-mRNA",-1.52,0.319,-2.15,-0.897,0.348,0.226,0.537,3.87e-05,0.00326,"lm.nb","NM_002116.7:298"
"CEBPB-mRNA",-1.08,0.229,-1.53,-0.627,0.474,0.347,0.648,4.83e-05,0.00396,"lm.nb","NM_005194.3:1731"
"IFITM1-mRNA",-2.7,0.581,-3.84,-1.56,0.154,0.0698,0.338,5.43e-05,0.00433,"lm.nb","NM_003641.3:536"
"KIR2DL3-mRNA",2.87,0.62,1.65,4.08,7.29,3.14,16.9,5.93e-05,0.0046,"lm.nb","NM_015868.2:145"
"HES1-mRNA",-1.13,0.246,-1.61,-0.648,0.457,0.327,0.638,6.42e-05,0.00485,"lm.nb","NM_005524.2:860"
"CSF1R-mRNA",-2.64,0.578,-3.77,-1.51,0.16,0.0731,0.352,6.92e-05,0.0051,"lm.nb","NM_005211.3:958"
"CX3CL1-mRNA",-1.65,0.363,-2.36,-0.942,0.318,0.194,0.52,7.16e-05,0.00514,"lm.nb","NM_002996.3:1850"
"CCL7-mRNA",2.55,0.562,1.45,3.65,5.85,2.72,12.6,7.73e-05,0.00542,"lm.nb","NM_006273.3:588"
"RAD51C-mRNA",0.953,0.214,0.534,1.37,1.94,1.45,2.59,9.68e-05,0.00653,"lm.nb","NM_058216.2:15"
"IL6-mRNA",2.5,0.562,1.4,3.6,5.67,2.64,12.2,9.75e-05,0.00653,"lm.nb","NM_000600.3:484"
"SLC2A1-mRNA",1.71,0.386,0.956,2.47,3.28,1.94,5.54,0.000102,0.00666,"lm.nb","NM_006516.2:264"
"APOE-mRNA",-2.46,0.557,-3.55,-1.37,0.182,0.0853,0.387,0.000107,0.00686,"lm.nb","NM_000041.2:96"
"CCL3/L1-mRNA",-3.04,0.704,-4.42,-1.66,0.122,0.0469,0.317,0.000145,0.00907,"lm.nb","NM_021006.5:411"
"LAMB3-mRNA",2.35,0.546,1.28,3.42,5.1,2.43,10.7,0.000148,0.00911,"lm.nb","NM_000228.2:3350"
"TLR3-mRNA",-1.04,0.244,-1.52,-0.562,0.487,0.349,0.677,0.000164,0.00989,"lm.nb","NM_003265.2:37"
"NFIL3-mRNA",-1.55,0.376,-2.29,-0.812,0.342,0.205,0.569,0.000251,0.0148,"lm.nb","NM_001289999.1:1466"
"LILRA1-mRNA",2.34,0.574,1.22,3.47,5.07,2.32,11.1,0.00028,0.0162,"lm.nb","NM_001278318.1:486"
"CD58-mRNA",1.09,0.284,0.534,1.65,2.13,1.45,3.13,0.000548,0.0309,"lm.nb","NM_001144822.1:42"
"FCGR2A-mRNA",-2.55,0.664,-3.85,-1.25,0.171,0.0694,0.422,0.000555,0.0309,"lm.nb","NM_021642.3:60"
"PVR-mRNA",1.17,0.308,0.569,1.78,2.25,1.48,3.42,0.000602,0.0329,"lm.nb","NM_001135768.2:448"
"HLA-DRB1-mRNA",-2.83,0.751,-4.3,-1.36,0.141,0.0507,0.39,0.000666,0.0357,"lm.nb","NM_002124.3:1016"
"TBX21-mRNA",2.23,0.61,1.04,3.43,4.7,2.05,10.8,0.000903,0.0475,"lm.nb","NM_013351.1:1380"
"CTSS-mRNA",-1.68,0.465,-2.59,-0.766,0.312,0.166,0.588,0.00104,0.0539,"lm.nb","NM_004079.3:685"
"TAP1-mRNA",-2.19,0.616,-3.4,-0.984,0.219,0.0949,0.506,0.00119,0.0606,"lm.nb","NM_000593.5:1000"
"BAMBI-mRNA",-1.44,0.407,-2.24,-0.638,0.369,0.212,0.643,0.0013,0.0649,"lm.nb","NM_012342.2:824"
"FZD8-mRNA",1.14,0.324,0.5,1.77,2.2,1.41,3.41,0.00139,0.0684,"lm.nb","NM_031866.1:890"
"ITGA1-mRNA",-1.6,0.461,-2.5,-0.694,0.33,0.176,0.618,0.00153,0.0739,"lm.nb","NM_181501.1:502"
"IFI16-mRNA",-0.981,0.285,-1.54,-0.423,0.507,0.344,0.746,0.00161,0.0767,"lm.nb","NM_001206567.1:2351"
"VEGFB-mRNA",-0.823,0.239,-1.29,-0.354,0.565,0.408,0.783,0.00165,0.077,"lm.nb","NM_003377.3:687"
"ZEB2-mRNA",-1.41,0.413,-2.22,-0.601,0.376,0.215,0.659,0.00175,0.0807,"lm.nb","NM_001171653.1:1879"
"CCL20-mRNA",2.38,0.698,1.01,3.74,5.19,2.01,13.4,0.00181,0.081,"lm.nb","NM_001130046.1:295"
"GLUD1-mRNA",-1.34,0.393,-2.11,-0.567,0.396,0.232,0.675,0.00181,0.081,"lm.nb","NM_005271.2:2680"
"TGFBR2-mRNA",-1.49,0.441,-2.36,-0.628,0.356,0.195,0.647,0.0019,0.0835,"lm.nb","NM_001024847.2:870"
"CD69-mRNA",-1.76,0.531,-2.8,-0.724,0.294,0.143,0.605,0.00223,0.0966,"lm.nb","NM_001781.2:88"
"FUT4-mRNA",1.04,0.314,0.427,1.66,2.06,1.34,3.15,0.00226,0.0966,"lm.nb","NM_002033.3:1151"
"IRF9-mRNA",-1.12,0.338,-1.78,-0.456,0.46,0.291,0.729,0.00233,0.098,"lm.nb","NM_006084.4:723"
"PSMB8-mRNA",-0.836,0.261,-1.35,-0.325,0.56,0.393,0.798,0.00305,0.127,"lm.nb","NM_004159.4:1080"
"CDKN1C-mRNA",-1.33,0.423,-2.16,-0.502,0.398,0.224,0.706,0.00356,0.146,"lm.nb","NM_000076.2:1605"
"PSMB9-mRNA",-1.85,0.591,-3.01,-0.689,0.278,0.125,0.62,0.00376,0.151,"lm.nb","NM_002800.4:394"
"IFI6-mRNA",-1.51,0.485,-2.46,-0.562,0.35,0.181,0.677,0.00383,0.151,"lm.nb","NM_002038.3:410"
"CCL4-mRNA",-2.33,0.746,-3.79,-0.863,0.2,0.0724,0.55,0.00385,0.151,"lm.nb","NM_002984.2:35"
"IFIT3-mRNA",-1.68,0.543,-2.74,-0.612,0.313,0.15,0.654,0.00415,0.159,"lm.nb","NM_001031683.3:712"
"TMEM173-mRNA",-1.21,0.391,-1.97,-0.441,0.433,0.254,0.737,0.00416,0.159,"lm.nb","NM_198282.1:725"
"IFI35-mRNA",-1.52,0.498,-2.5,-0.545,0.348,0.177,0.685,0.00452,0.171,"lm.nb","NM_005533.4:729"
"TYMP-mRNA",-0.867,0.286,-1.43,-0.306,0.548,0.372,0.809,0.00479,0.179,"lm.nb","NM_001113755.2:645"
"BRIP1-mRNA",1.43,0.474,0.5,2.36,2.69,1.41,5.13,0.005,0.182,"lm.nb","NM_032043.2:1570"
"IFITM2-mRNA",-0.785,0.261,-1.3,-0.274,0.58,0.407,0.827,0.00506,0.182,"lm.nb","NM_006435.2:390"
"CLEC4E-mRNA",1.69,0.561,0.589,2.79,3.23,1.5,6.92,0.00507,0.182,"lm.nb","NM_014358.3:1392"
"EXO1-mRNA",1.38,0.461,0.471,2.28,2.59,1.39,4.86,0.00544,0.193,"lm.nb","NM_006027.3:820"
"LOXL2-mRNA",0.997,0.335,0.34,1.65,2,1.27,3.15,0.00555,0.195,"lm.nb","NM_002318.2:40"
"RASAL1-mRNA",0.983,0.333,0.33,1.64,1.98,1.26,3.11,0.00591,0.204,"lm.nb","NM_001193520.1:3097"
"TMEM140-mRNA",-1.19,0.403,-1.98,-0.398,0.439,0.254,0.759,0.00595,0.204,"lm.nb","NM_018295.3:377"
"BLM-mRNA",0.957,0.325,0.319,1.59,1.94,1.25,3.02,0.00602,0.204,"lm.nb","NM_000057.3:1434"
"VEGFA-mRNA",-1.16,0.398,-1.94,-0.383,0.446,0.26,0.767,0.00634,0.212,"lm.nb","NM_001171623.1:2212"
"TNFAIP3-mRNA",-2.09,0.72,-3.51,-0.683,0.234,0.088,0.623,0.00655,0.217,"lm.nb","NM_001270508.1:3240"
"BCL2-mRNA",-1.71,0.59,-2.86,-0.552,0.306,0.137,0.682,0.00676,0.221,"lm.nb","NM_000633.2:1525"
"ADAM12-mRNA",0.939,0.328,0.295,1.58,1.92,1.23,3,0.00744,0.241,"lm.nb","NM_003474.5:638"
"CASP1-mRNA",-1.17,0.409,-1.97,-0.364,0.446,0.256,0.777,0.00757,0.241,"lm.nb","NM_001223.4:1050"
"ATM-mRNA",-0.959,0.337,-1.62,-0.299,0.514,0.325,0.813,0.00761,0.241,"lm.nb","NM_000051.3:393"
"APOL6-mRNA",-1.82,0.639,-3.07,-0.563,0.284,0.119,0.677,0.00777,0.244,"lm.nb","NM_030641.3:289"
"LAMA1-mRNA",0.626,0.221,0.193,1.06,1.54,1.14,2.08,0.00794,0.246,"lm.nb","NM_005559.3:9002"
"CYBB-mRNA",-1.65,0.592,-2.81,-0.486,0.319,0.143,0.714,0.00901,0.275,"lm.nb","NM_000397.3:1034"
"DAB2-mRNA",-0.91,0.328,-1.55,-0.268,0.532,0.341,0.83,0.00906,0.275,"lm.nb","NM_001244871.1:2475"
"MS4A1-mRNA",1.43,0.515,0.418,2.44,2.69,1.34,5.41,0.00923,0.278,"lm.nb","NM_021950.3:161"
"NEIL1-mRNA",1.27,0.462,0.367,2.18,2.41,1.29,4.52,0.00961,0.286,"lm.nb","NM_024608.2:1675"
"NID2-mRNA",-1.07,0.39,-1.84,-0.306,0.476,0.28,0.809,0.00985,0.29,"lm.nb","NM_007361.3:1995"
"TAPBP-mRNA",-0.869,0.321,-1.5,-0.24,0.548,0.354,0.847,0.0108,0.314,"lm.nb","NM_003190.4:1082"
"ZEB1-mRNA",-1.6,0.595,-2.76,-0.432,0.331,0.147,0.741,0.0114,0.328,"lm.nb","NM_001128128.2:2292"
"MX1-mRNA",-1.61,0.602,-2.79,-0.427,0.328,0.145,0.744,0.0118,0.338,"lm.nb","NM_001144925.2:1369"
"SERPINH1-mRNA",-1.64,0.62,-2.85,-0.422,0.322,0.139,0.746,0.0127,0.36,"lm.nb","NM_001207014.1:1850"
"RAD51-mRNA",0.997,0.379,0.255,1.74,2,1.19,3.34,0.013,0.364,"lm.nb","NM_133487.3:1570"
"IFIT1-mRNA",-1.41,0.536,-2.46,-0.358,0.377,0.182,0.78,0.0131,0.364,"lm.nb","NM_001270930.1:1675"
"PVRIG-mRNA",1.5,0.571,0.378,2.61,2.82,1.3,6.13,0.0133,0.365,"lm.nb","NM_024070.3:1390"
"ITPK1-mRNA",0.344,0.131,0.0863,0.601,1.27,1.06,1.52,0.0134,0.367,"lm.nb","NM_001142593.2:958"
"STAT1-mRNA",-0.863,0.33,-1.51,-0.216,0.55,0.351,0.861,0.0136,0.367,"lm.nb","NM_007315.3:239"
"CXCR4-mRNA",-1.62,0.625,-2.85,-0.4,0.324,0.139,0.758,0.014,0.374,"lm.nb","NM_001008540.1:1060"
"IL1A-mRNA",1.11,0.434,0.264,1.97,2.17,1.2,3.91,0.0151,0.4,"lm.nb","NM_000575.3:2001"
"CD14-mRNA",-1.52,0.595,-2.69,-0.352,0.349,0.155,0.783,0.0157,0.413,"lm.nb","NM_001174105.1:1020"
"IFIH1-mRNA",-1.32,0.516,-2.33,-0.303,0.402,0.199,0.81,0.0159,0.414,"lm.nb","NM_022168.3:3250"
"STAT2-mRNA",-0.69,0.272,-1.22,-0.157,0.62,0.428,0.897,0.0163,0.421,"lm.nb","NM_005419.2:1965"
"SERPINA1-mRNA",-1.23,0.497,-2.2,-0.257,0.426,0.217,0.837,0.0187,0.479,"lm.nb","NM_001127702.1:963"
"VTCN1-mRNA",1.24,0.5,0.256,2.21,2.35,1.19,4.64,0.019,0.479,"lm.nb","NM_001253849.1:871"
"MB21D1-mRNA",-0.656,0.266,-1.18,-0.136,0.634,0.442,0.91,0.019,0.479,"lm.nb","NM_138441.2:1198"
"CXCL8-mRNA",1.21,0.498,0.232,2.19,2.31,1.17,4.55,0.0211,0.524,"lm.nb","NM_000584.3:170"
"UBE2T-mRNA",1.05,0.433,0.201,1.9,2.07,1.15,3.73,0.0212,0.524,"lm.nb","NM_014176.1:50"
"LY96-mRNA",-1.59,0.663,-2.89,-0.287,0.333,0.135,0.819,0.0227,0.558,"lm.nb","NM_001195797.1:135"
"PALMD-mRNA",1.21,0.507,0.218,2.21,2.32,1.16,4.61,0.0229,0.558,"lm.nb","NM_017734.4:224"
"VHL-mRNA",0.711,0.299,0.125,1.3,1.64,1.09,2.46,0.0236,0.57,"lm.nb","NM_198156.1:420"
"MGMT-mRNA",-0.469,0.198,-0.856,-0.0813,0.723,0.552,0.945,0.0239,0.573,"lm.nb","NM_002412.3:323"
"IFNAR1-mRNA",-0.827,0.353,-1.52,-0.134,0.564,0.349,0.911,0.0256,0.61,"lm.nb","NM_000629.2:461"
"TNFSF12-mRNA",-1.1,0.471,-2.02,-0.176,0.467,0.246,0.885,0.0261,0.615,"lm.nb","NM_003809.2:339"
"PTPN11-mRNA",0.353,0.152,0.0557,0.651,1.28,1.04,1.57,0.0265,0.619,"lm.nb","NM_001330437.1:228"
"PROM1-mRNA",-1.56,0.679,-2.89,-0.233,0.338,0.135,0.851,0.028,0.646,"lm.nb","NM_001145847.1:596"
"ADM-mRNA",-1.03,0.448,-1.91,-0.153,0.489,0.266,0.9,0.0281,0.646,"lm.nb","NM_001124.2:1413"
"GPC4-mRNA",-1.02,0.443,-1.88,-0.146,0.495,0.271,0.904,0.0288,0.654,"lm.nb","NM_001448.2:820"
"KAT2B-mRNA",-0.677,0.296,-1.26,-0.0972,0.626,0.419,0.935,0.0288,0.654,"lm.nb","NM_003884.4:1180"
"PARP4-mRNA",-0.618,0.272,-1.15,-0.0854,0.651,0.45,0.943,0.0298,0.667,"lm.nb","NM_006437.3:1399"
"IL32-mRNA",-0.943,0.415,-1.76,-0.13,0.52,0.296,0.914,0.0299,0.667,"lm.nb","NM_004221.4:358"
"IFI27-mRNA",-1.25,0.559,-2.35,-0.156,0.42,0.197,0.898,0.0322,0.714,"lm.nb","NM_005532.3:390"
"RRM2-mRNA",1.17,0.527,0.141,2.2,2.25,1.1,4.61,0.0331,0.727,"lm.nb","NM_001034.1:490"
"CSF2-mRNA",1.46,0.659,0.169,2.75,2.75,1.12,6.73,0.0338,0.739,"lm.nb","NM_000758.3:108"
"CRABP2-mRNA",0.831,0.381,0.0838,1.58,1.78,1.06,2.98,0.0367,0.791,"lm.nb","NM_001199723.1:802"
"THBS1-mRNA",-1.34,0.614,-2.54,-0.135,0.395,0.172,0.911,0.0367,0.791,"lm.nb","NM_003246.2:3816"
"ERBB2-mRNA",-1.46,0.674,-2.79,-0.143,0.362,0.145,0.905,0.0373,0.797,"lm.nb","NM_004448.2:2405"
"PPARGC1B-mRNA",1.15,0.534,0.108,2.2,2.23,1.08,4.6,0.0382,0.81,"lm.nb","NM_001172699.1:1010"
"FCGRT-mRNA",-1.32,0.611,-2.51,-0.121,0.401,0.175,0.919,0.0385,0.81,"lm.nb","NM_004107.4:1260"
"BRD4-mRNA",-2.23,1.04,-4.27,-0.201,0.212,0.0519,0.87,0.0389,0.813,"loglinear","NM_001330384.1:2083"
"TREM2-mRNA",-1.3,0.612,-2.5,-0.101,0.406,0.177,0.932,0.0414,0.855,"lm.nb","NM_018965.3:848"
"ID4-mRNA",-1.77,0.836,-3.41,-0.135,0.292,0.0939,0.91,0.0417,0.855,"lm.nb","NM_001546.3:2048"
"BATF3-mRNA",0.988,0.466,0.0744,1.9,1.98,1.05,3.74,0.0419,0.855,"lm.nb","NM_018664.2:725"
"BID-mRNA",0.684,0.323,0.051,1.32,1.61,1.04,2.49,0.042,0.855,"lm.nb","NM_001196.3:1604"
"PARP9-mRNA",-1.55,0.739,-3,-0.105,0.341,0.125,0.93,0.0435,0.873,"lm.nb","NM_001146103.1:1188"
"FGFR1-mRNA",0.655,0.312,0.0443,1.27,1.57,1.03,2.41,0.0435,0.873,"lm.nb","NM_001174064.1:1756"
"APH1B-mRNA",0.886,0.425,0.0536,1.72,1.85,1.04,3.29,0.045,0.897,"lm.nb","NM_001145646.1:541"
"PTEN-mRNA",-1.12,0.539,-2.17,-0.0627,0.461,0.222,0.958,0.046,0.91,"lm.nb","NM_000314.6:6696"
"OAS1-mRNA",-1.17,0.568,-2.29,-0.0586,0.444,0.205,0.96,0.0473,0.929,"lm.nb","NM_001032409.1:805"
"DDB2-mRNA",0.596,0.291,0.0249,1.17,1.51,1.02,2.25,0.0491,0.959,"lm.nb","NM_000107.2:1556"
"TNFRSF1A-mRNA",-0.735,0.36,-1.44,-0.0288,0.601,0.368,0.98,0.0497,0.964,"lm.nb","NM_001065.2:515"
"CD68-mRNA",-0.611,0.301,-1.2,-0.0213,0.655,0.435,0.985,0.0506,0.976,"lm.nb","NM_001251.2:1140"
"DEPTOR-mRNA",-0.775,0.382,-1.52,-0.0256,0.584,0.348,0.982,0.0511,0.978,"lm.nb","NM_001283012.1:1141"
"JAG1-mRNA",-3.36,1.66,-6.62,-0.1,0.0973,0.0102,0.933,0.0518,0.98,"loglinear","NM_000214.2:3509"
"MLH1-mRNA",0.344,0.17,0.0102,0.677,1.27,1.01,1.6,0.0518,0.98,"lm.nb","NM_000249.2:1605"
"EIF4EBP1-mRNA",0.677,0.336,0.0172,1.34,1.6,1.01,2.52,0.0528,0.991,"lm.nb","NM_004095.3:673"
"FAM124B-mRNA",1.4,0.698,0.0329,2.77,2.64,1.02,6.82,0.0532,0.993,"lm.nb","NM_001122779.1:1620"
"S100A9-mRNA",-1.16,0.583,-2.31,-0.0223,0.446,0.202,0.985,0.0542,1,"lm.nb","NM_002965.3:137"
"IL6R-mRNA",-0.774,0.389,-1.54,-0.0116,0.585,0.345,0.992,0.0552,1,"lm.nb","NM_000565.3:846"
"GOT1-mRNA",-0.892,0.448,-1.77,-0.0132,0.539,0.293,0.991,0.0553,1,"lm.nb","NM_002079.2:568"
"CXCR2-mRNA",1.32,0.67,0.00701,2.63,2.5,1,6.2,0.0575,1,"lm.nb","NM_001557.3:409"
"CCNE1-mRNA",0.806,0.409,0.00352,1.61,1.75,1,3.05,0.0577,1,"lm.nb","NM_001238.1:1155"
"HDAC11-mRNA",1.26,0.645,-0.00212,2.53,2.4,0.999,5.76,0.0592,1,"lm.nb","NM_001330636.1:865"
"EIF2B4-mRNA",0.672,0.345,-0.00313,1.35,1.59,0.998,2.55,0.0599,1,"lm.nb","NM_001034116.1:1258"
"NFKBIA-mRNA",-1.23,0.631,-2.46,0.0111,0.427,0.181,1.01,0.0609,1,"lm.nb","NM_020529.2:1361"
"TSLP-mRNA",-0.962,0.499,-1.94,0.017,0.513,0.26,1.01,0.063,1,"lm.nb","NM_033035.4:898"
"TGFB1-mRNA",-0.707,0.369,-1.43,0.0167,0.613,0.371,1.01,0.0645,1,"lm.nb","NM_000660.4:1473"
"PSMB10-mRNA",-0.917,0.479,-1.86,0.0218,0.53,0.276,1.02,0.0645,1,"lm.nb","NM_002801.3:249"
"LYZ-mRNA",-1.44,0.753,-2.92,0.0343,0.368,0.132,1.02,0.0645,1,"lm.nb","NM_000239.2:381"
"LIF-mRNA",0.694,0.363,-0.0168,1.41,1.62,0.988,2.65,0.0647,1,"lm.nb","NM_002309.4:3740"
"MELK-mRNA",0.886,0.463,-0.0222,1.79,1.85,0.985,3.47,0.0649,1,"lm.nb","NM_014791.2:365"
"CEACAM3-mRNA",0.957,0.502,-0.0276,1.94,1.94,0.981,3.84,0.0658,1,"lm.nb","NM_001277163.2:807"
"RICTOR-mRNA",-2.1,1.1,-4.27,0.0609,0.233,0.052,1.04,0.0658,1,"loglinear","NM_001285439.1:117"
"ARID1A-mRNA",-0.91,0.483,-1.86,0.0369,0.532,0.276,1.03,0.0687,1,"lm.nb","NM_006015.4:1670"
"P4HA2-mRNA",0.629,0.334,-0.0257,1.28,1.55,0.982,2.43,0.0688,1,"lm.nb","NM_001017973.1:1748"
"TNFSF13-mRNA",-0.986,0.525,-2.01,0.0424,0.505,0.248,1.03,0.0694,1,"lm.nb","NM_003808.3:810"
"PRKACB-mRNA",-1.27,0.677,-2.59,0.0599,0.416,0.166,1.04,0.0704,1,"lm.nb","NM_182948.2:805"
"LTB-mRNA",1.24,0.666,-0.0671,2.54,2.36,0.955,5.83,0.0722,1,"lm.nb","NM_002341.1:330"
"ITGB8-mRNA",-1.62,0.877,-3.34,0.0955,0.325,0.0987,1.07,0.0734,1,"lm.nb","NM_002214.2:2609"
"PIK3R1-mRNA",-1.07,0.58,-2.21,0.0635,0.475,0.216,1.05,0.0735,1,"lm.nb","NM_001242466.1:889"
"FCGR2B-mRNA",-1.1,0.596,-2.27,0.0661,0.466,0.207,1.05,0.0737,1,"lm.nb","NM_001002273.1:870"
"PLA1A-mRNA",-0.805,0.44,-1.67,0.0582,0.573,0.315,1.04,0.0769,1,"lm.nb","NM_015900.2:1250"
"NECTIN2-mRNA",-1.24,0.681,-2.57,0.0965,0.424,0.168,1.07,0.0784,1,"lm.nb","NM_001042724.1:1120"
"ROCK1-mRNA",-1.01,0.558,-2.11,0.0791,0.495,0.232,1.06,0.0784,1,"lm.nb","NM_005406.2:3796"
"VCAN-mRNA",-1.6,0.889,-3.34,0.143,0.33,0.0986,1.1,0.0814,1,"lm.nb","NM_001126336.2:394"
"GIMAP4-mRNA",-1.11,0.616,-2.31,0.102,0.465,0.201,1.07,0.0822,1,"lm.nb","NM_018326.2:315"
"ANGPTL4-mRNA",-1.06,0.594,-2.22,0.106,0.48,0.214,1.08,0.0842,1,"lm.nb","NM_001039667.2:1088"
"DTX3L-mRNA",-0.679,0.384,-1.43,0.0746,0.625,0.371,1.05,0.087,1,"lm.nb","NM_138287.3:1543"
"TGFBR1-mRNA",-0.35,0.198,-0.739,0.0387,0.784,0.599,1.03,0.0871,1,"lm.nb","NM_001130916.2:3011"
"IL1R2-mRNA",1.14,0.646,-0.128,2.4,2.2,0.915,5.29,0.0877,1,"lm.nb","NR_048564.1:949"
"PDGFA-mRNA",-0.721,0.41,-1.52,0.0833,0.607,0.348,1.06,0.0885,1,"lm.nb","NM_033023.4:2390"
"MYD88-mRNA",-0.287,0.164,-0.607,0.034,0.82,0.656,1.02,0.0893,1,"lm.nb","NM_002468.3:2145"
"F2RL1-mRNA",-1.06,0.607,-2.25,0.129,0.479,0.21,1.09,0.0903,1,"lm.nb","NM_005242.4:1388"
"BBC3-mRNA",-0.615,0.353,-1.31,0.0757,0.653,0.404,1.05,0.0905,1,"lm.nb","NM_014417.4:1310"
"AQP9-mRNA",1.18,0.686,-0.166,2.52,2.26,0.891,5.75,0.0954,1,"lm.nb","NM_001320635.1:753"
