"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"IRF1-mRNA",-2.07,0.519,-3.09,-1.05,0.238,0.118,0.482,0.000365,0.0308,"lm.nb","NM_002198.2:557"
"HES1-mRNA",-1.23,0.314,-1.84,-0.611,0.428,0.279,0.655,0.000452,0.0361,"lm.nb","NM_005524.2:860"
"CSF1R-mRNA",-2.88,0.736,-4.32,-1.43,0.136,0.05,0.37,0.000453,0.0361,"lm.nb","NM_005211.3:958"
"CCL3/L1-mRNA",-3.46,0.893,-5.21,-1.71,0.091,0.0271,0.306,5e-04,0.0388,"lm.nb","NM_021006.5:411"
"CEBPB-mRNA",-1.12,0.291,-1.69,-0.552,0.459,0.309,0.682,0.000528,0.0399,"lm.nb","NM_005194.3:1731"
"SLC2A1-mRNA",1.82,0.479,0.882,2.76,3.54,1.84,6.78,0.000613,0.0452,"lm.nb","NM_006516.2:264"
"MAP3K8-mRNA",-1.33,0.353,-2.02,-0.634,0.399,0.247,0.644,0.000687,0.0494,"lm.nb","NM_001244134.1:493"
"NFIL3-mRNA",-1.7,0.477,-2.63,-0.764,0.308,0.161,0.589,0.00118,0.0831,"lm.nb","NM_001289999.1:1466"
"HLA-C-mRNA",-1.35,0.38,-2.09,-0.602,0.393,0.235,0.659,0.00123,0.0846,"lm.nb","NM_002117.4:898"
"CD58-mRNA",1.21,0.351,0.519,1.9,2.31,1.43,3.72,0.00165,0.11,"lm.nb","NM_001144822.1:42"
"IFITM1-mRNA",-2.52,0.735,-3.97,-1.08,0.174,0.064,0.472,0.00167,0.11,"lm.nb","NM_003641.3:536"
"PLOD2-mRNA",0.902,0.266,0.381,1.42,1.87,1.3,2.68,0.00186,0.119,"lm.nb","NM_182943.2:2588"
"TLR3-mRNA",-1.03,0.311,-1.64,-0.424,0.488,0.32,0.745,0.00223,0.14,"lm.nb","NM_003265.2:37"
"HLA-DRB5-mRNA",-3.39,1.02,-5.39,-1.38,0.0955,0.0238,0.383,0.00229,0.141,"lm.nb","NM_002125.3:135"
"BIRC3-mRNA",1.7,0.52,0.682,2.72,3.25,1.6,6.6,0.00258,0.155,"lm.nb","NM_001165.4:6567"
"KIR2DL3-mRNA",2.46,0.78,0.93,3.99,5.5,1.91,15.9,0.0035,0.207,"lm.nb","NM_015868.2:145"
"TBX21-mRNA",2.39,0.764,0.892,3.89,5.24,1.86,14.8,0.00373,0.212,"lm.nb","NM_013351.1:1380"
"BAMBI-mRNA",-1.62,0.518,-2.63,-0.605,0.326,0.161,0.658,0.00374,0.212,"lm.nb","NM_012342.2:824"
"KAT2B-mRNA",-1.18,0.38,-1.93,-0.438,0.441,0.263,0.738,0.0039,0.216,"lm.nb","NM_003884.4:1180"
"TAP1-mRNA",-2.43,0.781,-3.96,-0.895,0.186,0.0644,0.538,0.00396,0.216,"lm.nb","NM_000593.5:1000"
"IFI16-mRNA",-1.12,0.361,-1.83,-0.41,0.461,0.282,0.752,0.00407,0.218,"lm.nb","NM_001206567.1:2351"
"ULBP2-mRNA",1.26,0.41,0.459,2.07,2.4,1.37,4.19,0.00424,0.223,"lm.nb","NM_025217.2:905"
"ZEB2-mRNA",-1.6,0.525,-2.63,-0.574,0.329,0.161,0.672,0.00451,0.233,"lm.nb","NM_001171653.1:1879"
"FZD8-mRNA",1.23,0.406,0.433,2.02,2.34,1.35,4.07,0.00485,0.246,"lm.nb","NM_031866.1:890"
"LILRA1-mRNA",2.18,0.721,0.765,3.59,4.53,1.7,12.1,0.00492,0.246,"lm.nb","NM_001278318.1:486"
"TMEM140-mRNA",-1.54,0.515,-2.54,-0.526,0.345,0.171,0.695,0.00545,0.268,"lm.nb","NM_018295.3:377"
"APOE-mRNA",-2.08,0.705,-3.46,-0.701,0.236,0.0907,0.615,0.00582,0.281,"lm.nb","NM_000041.2:96"
"ITGA1-mRNA",-1.72,0.587,-2.87,-0.574,0.303,0.136,0.672,0.00608,0.289,"lm.nb","NM_181501.1:502"
"CASP1-mRNA",-1.48,0.521,-2.5,-0.462,0.358,0.176,0.726,0.00766,0.353,"lm.nb","NM_001223.4:1050"
"HLA-A-mRNA",-1.15,0.404,-1.94,-0.358,0.451,0.261,0.78,0.00767,0.353,"lm.nb","NM_002116.7:298"
"PSMB8-mRNA",-0.936,0.331,-1.59,-0.288,0.523,0.333,0.819,0.00799,0.362,"lm.nb","NM_004159.4:1080"
"CTSS-mRNA",-1.66,0.589,-2.82,-0.509,0.316,0.142,0.703,0.0081,0.362,"lm.nb","NM_004079.3:685"
"GLUD1-mRNA",-1.4,0.498,-2.38,-0.427,0.378,0.192,0.744,0.00823,0.362,"lm.nb","NM_005271.2:2680"
"IFIT1-mRNA",-1.93,0.688,-3.28,-0.584,0.262,0.103,0.667,0.00839,0.364,"lm.nb","NM_001270930.1:1675"
"PSMB9-mRNA",-2.1,0.752,-3.57,-0.623,0.234,0.0842,0.649,0.00882,0.377,"lm.nb","NM_002800.4:394"
"IFI6-mRNA",-1.7,0.616,-2.9,-0.49,0.308,0.134,0.712,0.00956,0.403,"lm.nb","NM_002038.3:410"
"TGFBR2-mRNA",-1.53,0.559,-2.63,-0.436,0.346,0.162,0.739,0.00994,0.413,"lm.nb","NM_001024847.2:870"
"VEGFB-mRNA",-0.823,0.305,-1.42,-0.224,0.565,0.373,0.856,0.0111,0.456,"lm.nb","NM_003377.3:687"
"PALMD-mRNA",1.7,0.632,0.458,2.94,3.24,1.37,7.66,0.0114,0.461,"lm.nb","NM_017734.4:224"
"TNFSF12-mRNA",-1.61,0.602,-2.79,-0.429,0.328,0.145,0.743,0.0117,0.468,"lm.nb","NM_003809.2:339"
"NEIL1-mRNA",1.52,0.578,0.393,2.66,2.88,1.31,6.31,0.0127,0.5,"lm.nb","NM_024608.2:1675"
"CCL7-mRNA",1.81,0.705,0.433,3.19,3.52,1.35,9.16,0.0149,0.577,"lm.nb","NM_006273.3:588"
"IFITM2-mRNA",-0.836,0.331,-1.48,-0.188,0.56,0.358,0.878,0.0166,0.636,"lm.nb","NM_006435.2:390"
"CDKN1C-mRNA",-1.35,0.539,-2.41,-0.298,0.391,0.188,0.813,0.0172,0.643,"lm.nb","NM_000076.2:1605"
"HLA-DRB1-mRNA",-2.38,0.95,-4.24,-0.52,0.192,0.0528,0.697,0.0174,0.643,"lm.nb","NM_002124.3:1016"
"STAT2-mRNA",-0.869,0.347,-1.55,-0.19,0.548,0.342,0.877,0.0174,0.643,"lm.nb","NM_005419.2:1965"
"ADAM12-mRNA",1.03,0.413,0.218,1.84,2.04,1.16,3.58,0.0182,0.661,"lm.nb","NM_003474.5:638"
"MX1-mRNA",-1.92,0.772,-3.43,-0.404,0.265,0.0927,0.756,0.0185,0.661,"lm.nb","NM_001144925.2:1369"
"LAMA1-mRNA",0.686,0.277,0.144,1.23,1.61,1.1,2.34,0.0186,0.661,"lm.nb","NM_005559.3:9002"
"UBA7-mRNA",-0.806,0.326,-1.44,-0.168,0.572,0.367,0.89,0.0188,0.661,"lm.nb","NM_003335.2:580"
"DAB2-mRNA",-1.02,0.416,-1.84,-0.208,0.492,0.28,0.866,0.0194,0.674,"lm.nb","NM_001244871.1:2475"
"TMEM173-mRNA",-1.2,0.497,-2.17,-0.224,0.436,0.222,0.856,0.0219,0.749,"lm.nb","NM_198282.1:725"
"CCL4-mRNA",-2.27,0.945,-4.12,-0.419,0.207,0.0573,0.748,0.0222,0.752,"lm.nb","NM_002984.2:35"
"IFIT3-mRNA",-1.64,0.688,-2.99,-0.293,0.321,0.126,0.816,0.0231,0.771,"lm.nb","NM_001031683.3:712"
"HERC6-mRNA",-1.64,0.687,-2.98,-0.291,0.322,0.127,0.818,0.0233,0.771,"lm.nb","NM_001165136.1:883"
"GPC4-mRNA",-1.33,0.563,-2.43,-0.227,0.398,0.185,0.854,0.0243,0.791,"lm.nb","NM_001448.2:820"
"STAT1-mRNA",-0.989,0.418,-1.81,-0.168,0.504,0.285,0.89,0.0244,0.791,"lm.nb","NM_007315.3:239"
"FCGR2A-mRNA",-1.98,0.84,-3.62,-0.331,0.254,0.0812,0.795,0.0249,0.797,"lm.nb","NM_021642.3:60"
"NID2-mRNA",-1.16,0.5,-2.14,-0.181,0.447,0.226,0.882,0.0267,0.847,"lm.nb","NM_007361.3:1995"
"PLA1A-mRNA",-1.3,0.564,-2.41,-0.197,0.405,0.188,0.872,0.0275,0.862,"lm.nb","NM_015900.2:1250"
"APOL6-mRNA",-1.8,0.811,-3.39,-0.215,0.286,0.0952,0.861,0.0332,1,"lm.nb","NM_030641.3:289"
"IFIH1-mRNA",-1.43,0.657,-2.72,-0.147,0.37,0.152,0.903,0.0364,1,"lm.nb","NM_022168.3:3250"
"POLD1-mRNA",0.828,0.381,0.0815,1.57,1.77,1.06,2.98,0.0372,1,"lm.nb","NM_001256849.1:1356"
"IRF9-mRNA",-0.923,0.429,-1.76,-0.0832,0.527,0.295,0.944,0.0389,1,"lm.nb","NM_006084.4:723"
"PVRIG-mRNA",1.54,0.719,0.134,2.95,2.91,1.1,7.74,0.0395,1,"lm.nb","NM_024070.3:1390"
"OAS1-mRNA",-1.54,0.721,-2.95,-0.127,0.344,0.129,0.916,0.0404,1,"lm.nb","NM_001032409.1:805"
"IFNGR1-mRNA",-2.59,1.21,-4.97,-0.214,0.166,0.0319,0.862,0.0404,1,"loglinear","NM_000416.2:1025"
"MYD88-mRNA",-0.445,0.209,-0.855,-0.0355,0.734,0.553,0.976,0.041,1,"lm.nb","NM_002468.3:2145"
"DDB2-mRNA",0.783,0.368,0.0615,1.5,1.72,1.04,2.84,0.0412,1,"lm.nb","NM_000107.2:1556"
"SERPINH1-mRNA",-1.67,0.786,-3.21,-0.13,0.314,0.108,0.914,0.0414,1,"lm.nb","NM_001207014.1:1850"
"EXO1-mRNA",1.22,0.579,0.0893,2.36,2.34,1.06,5.13,0.0424,1,"lm.nb","NM_006027.3:820"
"LY96-mRNA",-1.78,0.843,-3.43,-0.123,0.292,0.093,0.918,0.0431,1,"lm.nb","NM_001195797.1:135"
"BCL2-mRNA",-1.57,0.748,-3.04,-0.109,0.336,0.122,0.927,0.0432,1,"lm.nb","NM_000633.2:1525"
"ATM-mRNA",-0.898,0.427,-1.73,-0.0613,0.537,0.3,0.958,0.0434,1,"lm.nb","NM_000051.3:393"
"IL6R-mRNA",-1.03,0.497,-2.01,-0.0587,0.489,0.249,0.96,0.0458,1,"lm.nb","NM_000565.3:846"
"PPARGC1B-mRNA",1.39,0.671,0.071,2.7,2.61,1.05,6.51,0.047,1,"lm.nb","NM_001172699.1:1010"
"TNFRSF1A-mRNA",-0.944,0.457,-1.84,-0.0482,0.52,0.279,0.967,0.0471,1,"lm.nb","NM_001065.2:515"
"ZEB1-mRNA",-1.55,0.754,-3.03,-0.0764,0.341,0.122,0.948,0.0475,1,"lm.nb","NM_001128128.2:2292"
"CXCR2-mRNA",1.73,0.842,0.0814,3.38,3.32,1.06,10.4,0.0479,1,"lm.nb","NM_001557.3:409"
"ERBB2-mRNA",-1.76,0.855,-3.43,-0.0802,0.296,0.0927,0.946,0.0482,1,"lm.nb","NM_004448.2:2405"
"GOT1-mRNA",-1.17,0.568,-2.28,-0.053,0.445,0.206,0.964,0.0483,1,"lm.nb","NM_002079.2:568"
"THBS1-mRNA",-1.58,0.777,-3.1,-0.0543,0.335,0.117,0.963,0.0507,1,"lm.nb","NM_003246.2:3816"
"IFI35-mRNA",-1.28,0.63,-2.51,-0.0423,0.412,0.175,0.971,0.0511,1,"lm.nb","NM_005533.4:729"
"FCGRT-mRNA",-1.57,0.776,-3.09,-0.0454,0.338,0.118,0.969,0.052,1,"lm.nb","NM_004107.4:1260"
"PTEN-mRNA",-1.38,0.686,-2.73,-0.0395,0.383,0.151,0.973,0.0521,1,"lm.nb","NM_000314.6:6696"
"TYMP-mRNA",-0.726,0.362,-1.44,-0.0171,0.604,0.37,0.988,0.0532,1,"lm.nb","NM_001113755.2:645"
"PROM1-mRNA",-1.72,0.859,-3.41,-0.0395,0.303,0.0942,0.973,0.0534,1,"lm.nb","NM_001145847.1:596"
"S100A9-mRNA",-1.48,0.739,-2.93,-0.0303,0.359,0.132,0.979,0.0539,1,"lm.nb","NM_002965.3:137"
"MAML2-mRNA",-0.982,0.491,-1.95,-0.0193,0.506,0.26,0.987,0.0541,1,"lm.nb","NM_032427.1:4125"
"RICTOR-mRNA",-2.77,1.4,-5.51,-0.0364,0.146,0.022,0.975,0.0556,1,"loglinear","NM_001285439.1:117"
"IFI27-mRNA",-1.4,0.707,-2.79,-0.0176,0.378,0.145,0.988,0.0558,1,"lm.nb","NM_005532.3:390"
"TAPBP-mRNA",-0.802,0.406,-1.6,-0.00624,0.573,0.33,0.996,0.0569,1,"lm.nb","NM_003190.4:1082"
"IL32-mRNA",-1.03,0.525,-2.06,-0.00454,0.488,0.239,0.997,0.0577,1,"lm.nb","NM_004221.4:358"
"TNFRSF9-mRNA",-1.65,0.84,-3.3,-0.00359,0.319,0.102,0.998,0.0582,1,"lm.nb","NM_001561.5:567"
"PDGFA-mRNA",-1.02,0.523,-2.05,0.00427,0.493,0.242,1,0.0598,1,"lm.nb","NM_033023.4:2390"
"MS4A1-mRNA",1.25,0.649,-0.0189,2.52,2.38,0.987,5.75,0.0624,1,"lm.nb","NM_021950.3:161"
"TNFAIP3-mRNA",-1.75,0.911,-3.54,0.0326,0.297,0.086,1.02,0.0633,1,"lm.nb","NM_001270508.1:3240"
"NFKBIA-mRNA",-1.53,0.799,-3.09,0.0365,0.347,0.117,1.03,0.0646,1,"lm.nb","NM_020529.2:1361"
"PARP9-mRNA",-1.78,0.936,-3.62,0.0517,0.29,0.0814,1.04,0.0658,1,"lm.nb","NM_001146103.1:1188"
"SERPINA1-mRNA",-1.2,0.628,-2.43,0.0358,0.437,0.186,1.03,0.0661,1,"lm.nb","NM_001127702.1:963"
"FBP1-mRNA",0.726,0.383,-0.0247,1.48,1.65,0.983,2.78,0.0671,1,"lm.nb","NM_001127628.1:488"
"ID4-mRNA",-1.99,1.06,-4.06,0.086,0.252,0.0598,1.06,0.0694,1,"lm.nb","NM_001546.3:2048"
"ICAM3-mRNA",0.793,0.423,-0.0366,1.62,1.73,0.975,3.08,0.0701,1,"lm.nb","NM_002162.3:1225"
"RAD51-mRNA",0.894,0.477,-0.0415,1.83,1.86,0.972,3.55,0.0702,1,"lm.nb","NM_133487.3:1570"
"CCL20-mRNA",1.65,0.883,-0.0804,3.38,3.14,0.946,10.4,0.0708,1,"lm.nb","NM_001130046.1:295"
"TNFRSF14-mRNA",-0.783,0.42,-1.61,0.0391,0.581,0.329,1.03,0.0711,1,"lm.nb","NM_003820.3:503"
"BRD4-mRNA",-2.45,1.31,-5.02,0.125,0.183,0.0308,1.09,0.0714,1,"loglinear","NM_001330384.1:2083"
"MB21D1-mRNA",-0.628,0.338,-1.29,0.0342,0.647,0.409,1.02,0.0723,1,"lm.nb","NM_138441.2:1198"
"CASP3-mRNA",-0.55,0.296,-1.13,0.03,0.683,0.457,1.02,0.0723,1,"lm.nb","NM_032991.2:1002"
"JAG1-mRNA",-3.84,2.1,-7.96,0.285,0.0698,0.004,1.22,0.0774,1,"loglinear","NM_000214.2:3509"
"CXCR4-mRNA",-1.44,0.791,-2.99,0.11,0.369,0.126,1.08,0.0781,1,"lm.nb","NM_001008540.1:1060"
"TNFSF13-mRNA",-1.21,0.668,-2.52,0.103,0.433,0.175,1.07,0.0805,1,"lm.nb","NM_003808.3:810"
"PVR-mRNA",0.702,0.389,-0.0608,1.47,1.63,0.959,2.76,0.0807,1,"lm.nb","NM_001135768.2:448"
"EIF4EBP1-mRNA",0.765,0.425,-0.0679,1.6,1.7,0.954,3.03,0.0813,1,"lm.nb","NM_004095.3:673"
"CD14-mRNA",-1.35,0.754,-2.83,0.125,0.392,0.141,1.09,0.0822,1,"lm.nb","NM_001174105.1:1020"
"VHL-mRNA",0.671,0.376,-0.0647,1.41,1.59,0.956,2.65,0.0833,1,"lm.nb","NM_198156.1:420"
"RASAL1-mRNA",0.749,0.42,-0.074,1.57,1.68,0.95,2.97,0.084,1,"lm.nb","NM_001193520.1:3097"
"DEPTOR-mRNA",-0.866,0.486,-1.82,0.0858,0.549,0.284,1.06,0.084,1,"lm.nb","NM_001283012.1:1141"
"TBXAS1-mRNA",-0.859,0.484,-1.81,0.0896,0.551,0.286,1.06,0.0854,1,"lm.nb","NM_001061.4:709"
"IFNAR1-mRNA",-0.793,0.448,-1.67,0.084,0.577,0.314,1.06,0.0858,1,"lm.nb","NM_000629.2:461"
"NECTIN2-mRNA",-1.53,0.863,-3.22,0.165,0.347,0.108,1.12,0.0865,1,"lm.nb","NM_001042724.1:1120"
"ALDOC-mRNA",1.03,0.587,-0.121,2.18,2.04,0.92,4.53,0.0891,1,"lm.nb","NM_005165.2:335"
"UBE2T-mRNA",0.951,0.545,-0.118,2.02,1.93,0.921,4.06,0.0909,1,"lm.nb","NM_014176.1:50"
"CXCL3-mRNA",-1.1,0.631,-2.34,0.137,0.467,0.198,1.1,0.0909,1,"lm.nb","NM_002090.2:467"
"FGFR1-mRNA",0.684,0.393,-0.0853,1.45,1.61,0.943,2.74,0.091,1,"lm.nb","NM_001174064.1:1756"
"PRKAA2-mRNA",-0.625,0.361,-1.33,0.0825,0.648,0.397,1.06,0.093,1,"lm.nb","NM_006252.3:4014"
"CHUK-mRNA",-2.46,1.43,-5.27,0.341,0.181,0.026,1.27,0.0948,1,"loglinear","NM_001278.4:3263"
"MLH1-mRNA",0.366,0.214,-0.0531,0.784,1.29,0.964,1.72,0.0966,1,"lm.nb","NM_000249.2:1605"
"ARG2-mRNA",0.577,0.337,-0.0843,1.24,1.49,0.943,2.36,0.0969,1,"lm.nb","NM_001172.3:512"
"TSLP-mRNA",-1.08,0.635,-2.33,0.162,0.472,0.199,1.12,0.0977,1,"lm.nb","NM_033035.4:898"
"BATF3-mRNA",0.996,0.587,-0.155,2.15,2,0.898,4.43,0.0994,1,"lm.nb","NM_018664.2:725"
"LOXL2-mRNA",0.714,0.423,-0.115,1.54,1.64,0.924,2.91,0.101,1,"lm.nb","NM_002318.2:40"
"VCAN-mRNA",-1.87,1.12,-4.08,0.331,0.273,0.0592,1.26,0.106,1,"lm.nb","NM_001126336.2:394"
"NFKB1-mRNA",-0.917,0.553,-2,0.166,0.53,0.25,1.12,0.107,1,"lm.nb","NM_003998.3:2920"
"PRKACB-mRNA",-1.42,0.857,-3.1,0.259,0.373,0.116,1.2,0.107,1,"lm.nb","NM_182948.2:805"
"VTCN1-mRNA",1.04,0.63,-0.199,2.27,2.05,0.871,4.83,0.11,1,"lm.nb","NM_001253849.1:871"
"FCGR2B-mRNA",-1.24,0.757,-2.73,0.241,0.423,0.151,1.18,0.11,1,"lm.nb","NM_001002273.1:870"
"CYBB-mRNA",-1.23,0.749,-2.7,0.24,0.427,0.154,1.18,0.111,1,"lm.nb","NM_000397.3:1034"
"MRE11-mRNA",-0.331,0.202,-0.728,0.066,0.795,0.604,1.05,0.112,1,"lm.nb","NM_001330347.1:2169"
"RIPK1-mRNA",-0.929,0.569,-2.04,0.186,0.525,0.242,1.14,0.112,1,"lm.nb","NM_003804.3:1304"
"ITGB8-mRNA",-1.81,1.11,-3.98,0.363,0.285,0.0632,1.29,0.112,1,"lm.nb","NM_002214.2:2609"
"IRF5-mRNA",0.848,0.525,-0.181,1.88,1.8,0.882,3.67,0.116,1,"lm.nb","NM_002200.3:1845"
"ROCK1-mRNA",-1.14,0.707,-2.53,0.246,0.454,0.174,1.19,0.117,1,"lm.nb","NM_005406.2:3796"
"PIK3CD-mRNA",0.683,0.424,-0.149,1.51,1.6,0.902,2.86,0.118,1,"lm.nb","NM_001350234.1:664"
"EPM2AIP1-mRNA",-0.819,0.511,-1.82,0.183,0.567,0.283,1.13,0.119,1,"lm.nb","NM_014805.3:1322"
"ITGA6-mRNA",-0.796,0.498,-1.77,0.18,0.576,0.293,1.13,0.12,1,"lm.nb","NM_001316306.1:1982"
"PARP4-mRNA",-0.542,0.344,-1.22,0.132,0.687,0.43,1.1,0.125,1,"lm.nb","NM_006437.3:1399"
"MYC-mRNA",-1.3,0.827,-2.92,0.32,0.406,0.132,1.25,0.126,1,"lm.nb","NM_002467.3:1615"
"CDKN2A-mRNA",1.07,0.685,-0.273,2.41,2.1,0.828,5.32,0.128,1,"lm.nb","NM_000077.4:1052"
"CSF1-mRNA",0.777,0.502,-0.206,1.76,1.71,0.867,3.39,0.131,1,"lm.nb","NM_000757.5:251"
"BLM-mRNA",0.635,0.411,-0.17,1.44,1.55,0.889,2.71,0.132,1,"lm.nb","NM_000057.3:1434"
"IL1R2-mRNA",1.25,0.814,-0.348,2.84,2.37,0.786,7.18,0.135,1,"lm.nb","NR_048564.1:949"
"CSF2-mRNA",1.27,0.831,-0.362,2.9,2.41,0.778,7.44,0.137,1,"lm.nb","NM_000758.3:108"
"JAK1-mRNA",-0.639,0.42,-1.46,0.184,0.642,0.363,1.14,0.138,1,"lm.nb","NM_002227.1:285"
"TGFB1-mRNA",-0.71,0.467,-1.63,0.206,0.611,0.324,1.15,0.138,1,"lm.nb","NM_000660.4:1473"
"LTBP1-mRNA",-1.13,0.746,-2.59,0.333,0.457,0.166,1.26,0.14,1,"lm.nb","NM_000627.3:1970"
"RB1-mRNA",-1.03,0.68,-2.36,0.305,0.49,0.195,1.24,0.14,1,"lm.nb","NM_000321.2:2769"
"RIPK2-mRNA",-0.746,0.493,-1.71,0.221,0.596,0.305,1.17,0.141,1,"lm.nb","NM_003821.5:1306"
"ISG15-mRNA",-1.05,0.703,-2.42,0.329,0.484,0.186,1.26,0.146,1,"lm.nb","NM_005101.3:305"
"PSMB10-mRNA",-0.896,0.606,-2.08,0.292,0.537,0.236,1.22,0.149,1,"lm.nb","NM_002801.3:249"
"BRIP1-mRNA",0.884,0.599,-0.29,2.06,1.85,0.818,4.16,0.15,1,"lm.nb","NM_032043.2:1570"
"DPP4-mRNA",-0.931,0.632,-2.17,0.307,0.524,0.222,1.24,0.15,1,"lm.nb","NM_001935.3:1861"
"EIF2AK2-mRNA",-0.531,0.361,-1.24,0.175,0.692,0.424,1.13,0.15,1,"lm.nb","NM_001135652.2:516"
"PIK3R1-mRNA",-1.08,0.734,-2.52,0.357,0.472,0.174,1.28,0.15,1,"lm.nb","NM_001242466.1:889"
"PIK3CA-mRNA",-1.66,1.13,-3.88,0.559,0.316,0.0678,1.47,0.152,1,"loglinear","NM_006218.2:3296"
"STAT3-mRNA",-1.25,0.859,-2.94,0.43,0.419,0.13,1.35,0.154,1,"lm.nb","NM_003150.3:2936"
